UTC time,nat_gas,nuclear,oil,hydro,wind,other
03/12/2019 17:00:00,5446,4185,0,3646,622,1108
03/12/2019 18:00:00,5282,4188,0,3612,601,1108
03/12/2019 19:00:00,5115,4183,0,3554,600,1111
03/12/2019 20:00:00,5031,4174,0,3482,655,1101
03/12/2019 21:00:00,5247,4170,0,3667,653,1131
03/12/2019 22:00:00,5735,4185,0,3746,589,1131
03/12/2019 23:00:00,6096,4196,0,3822,486,1135
03/13/2019 00:00:00,6519,4219,0,3981,308,1171
03/13/2019 01:00:00,6479,4237,0,3900,302,1177
03/13/2019 02:00:00,6044,4212,0,3777,456,1152
03/13/2019 03:00:00,5158,4215,0,3580,556,1103
03/13/2019 04:00:00,4191,4223,0,2943,602,1110
03/13/2019 05:00:00,3943,4214,0,2603,668,1091
03/13/2019 06:00:00,3833,4206,0,2621,732,1083
03/13/2019 07:00:00,3790,4107,0,2670,654,1094
03/13/2019 08:00:00,3814,4138,0,2679,569,1102
03/13/2019 09:00:00,4079,4222,0,2637,525,1125
03/13/2019 10:00:00,4923,4231,0,2853,454,1145
03/13/2019 11:00:00,5998,4230,0,3584,454,1221
03/13/2019 12:00:00,6849,4230,0,3980,465,1216
03/13/2019 13:00:00,6481,4237,1019,3806,392,199
03/13/2019 14:00:00,6183,4217,1016,3731,223,203
03/13/2019 15:00:00,5980,4190,0,3776,187,1209
03/13/2019 16:00:00,5581,4187,957,3674,171,212
03/13/2019 17:00:00,5463,4181,961,3638,171,214
03/13/2019 18:00:00,5384,4194,938,3606,209,216
03/13/2019 19:00:00,5330,4201,918,3618,207,208
03/13/2019 20:00:00,5571,4188,0,3620,256,1112
03/13/2019 21:00:00,6276,4177,0,3701,200,1145
03/13/2019 22:00:00,6816,4183,0,3748,197,1145
03/13/2019 23:00:00,7138,4188,0,3765,186,1174
03/14/2019 00:00:00,7356,4207,0,3629,193,1186
03/14/2019 01:00:00,7198,4188,0,3721,375,1191
03/14/2019 02:00:00,6435,4178,0,3624,368,1190
03/14/2019 03:00:00,5347,4168,0,3337,496,1112
03/14/2019 04:00:00,4094,4167,0,2841,463,1100
03/14/2019 05:00:00,3395,4161,0,2741,477,1100
03/14/2019 06:00:00,3124,4063,0,2561,464,1076
03/14/2019 07:00:00,3087,4053,0,2487,580,1069
03/14/2019 08:00:00,3122,4055,0,2386,653,980
03/14/2019 09:00:00,3456,4076,0,2338,583,1002
03/14/2019 10:00:00,4091,4189,0,2602,566,1072
03/14/2019 11:00:00,5101,4187,0,3442,447,1078
03/14/2019 12:00:00,5648,4196,0,3632,484,1156
03/14/2019 13:00:00,5412,4194,0,3509,598,1150
03/14/2019 14:00:00,5399,4188,0,3541,571,1151
03/14/2019 15:00:00,5166,4167,0,3474,527,1151
03/14/2019 16:00:00,4975,4159,946,3351,568,206
03/14/2019 17:00:00,4891,4150,875,3284,565,213
03/14/2019 18:00:00,4627,4145,879,3315,466,202
03/14/2019 19:00:00,4409,4150,871,3204,553,211
03/14/2019 20:00:00,4575,4151,0,3163,761,1053
03/14/2019 21:00:00,4985,4164,0,3283,852,1090
03/14/2019 22:00:00,5377,4182,0,3455,955,1127
03/14/2019 23:00:00,5469,4185,946,3434,1202,183
03/15/2019 00:00:00,5440,4173,0,3451,1349,1136
03/15/2019 01:00:00,5300,4168,0,3416,1504,1149
03/15/2019 02:00:00,4685,4154,0,3236,1465,1088
03/15/2019 03:00:00,3830,4153,0,3112,1410,846
03/15/2019 04:00:00,3123,4142,0,2914,1429,495
03/15/2019 05:00:00,2873,4123,0,2616,1510,473
03/15/2019 06:00:00,2646,4021,0,2576,1437,456
03/15/2019 07:00:00,2589,4029,0,2534,1450,455
03/15/2019 08:00:00,2527,4014,0,2390,1410,422
03/15/2019 09:00:00,2694,4029,0,2471,1324,412
03/15/2019 10:00:00,3274,4144,0,2734,1315,455
03/15/2019 11:00:00,3929,4133,0,3385,1331,447
03/15/2019 12:00:00,4490,4134,0,3607,1271,502
03/15/2019 13:00:00,4764,4143,0,3596,1154,504
03/15/2019 14:00:00,4742,4141,0,3553,1300,509
03/15/2019 15:00:00,4959,4142,0,3540,1284,513
03/15/2019 16:00:00,5112,4144,0,3560,1256,516
03/15/2019 17:00:00,5055,4153,0,3393,1239,478
03/15/2019 18:00:00,5619,3206,0,3726,1121,484
03/15/2019 19:00:00,5448,3181,0,3633,1054,476
03/15/2019 20:00:00,5169,3171,0,3547,1086,476
03/15/2019 21:00:00,5090,3175,0,3672,1095,468
03/15/2019 22:00:00,5056,3179,0,3672,1099,505
03/15/2019 23:00:00,4956,3180,0,3544,1255,512
03/16/2019 00:00:00,5155,3168,0,3593,1455,508
03/16/2019 01:00:00,5605,3186,0,3605,1573,507
03/16/2019 02:00:00,5291,3159,0,3695,1513,504
03/16/2019 03:00:00,4677,3161,0,3313,1366,470
03/16/2019 04:00:00,3694,3140,0,3169,1444,457
03/16/2019 05:00:00,2661,3120,0,2648,1479,458
03/16/2019 06:00:00,2464,3015,0,2518,1409,415
03/16/2019 07:00:00,2455,3011,0,2478,1423,416
03/16/2019 08:00:00,2486,3013,0,2513,1404,437
03/16/2019 09:00:00,2415,3027,0,2525,1483,446
03/16/2019 10:00:00,2527,3100,0,2624,1553,443
03/16/2019 11:00:00,2701,3116,0,3314,1522,456
03/16/2019 12:00:00,3248,3127,0,3649,1462,451
03/16/2019 13:00:00,3892,3140,0,3703,1276,471
03/16/2019 14:00:00,3995,3149,0,3925,1398,484
03/16/2019 15:00:00,4119,3155,0,3854,1386,494
03/16/2019 16:00:00,3873,3164,0,3829,1391,494
03/16/2019 17:00:00,3571,3147,0,3671,1434,490
03/16/2019 18:00:00,3527,3142,0,3595,1417,486
03/16/2019 19:00:00,3463,3139,0,3486,1481,488
03/16/2019 20:00:00,3444,3122,0,3471,1365,482
03/16/2019 21:00:00,3702,3125,0,3535,1326,482
03/16/2019 22:00:00,4034,3137,0,3625,1229,481
03/16/2019 23:00:00,4458,3138,0,3867,1059,506
03/17/2019 00:00:00,4718,3143,0,3748,999,511
03/17/2019 01:00:00,4835,3146,0,3822,956,507
03/17/2019 02:00:00,4529,3138,0,3781,948,503
03/17/2019 03:00:00,4228,3138,0,3649,843,463
03/17/2019 04:00:00,3362,3131,0,3259,884,437
03/17/2019 05:00:00,2938,3147,0,2926,895,403
03/17/2019 06:00:00,2724,3122,0,2786,954,404
03/17/2019 07:00:00,2661,3112,0,2883,917,394
03/17/2019 08:00:00,2615,3099,0,2834,809,401
03/17/2019 09:00:00,2663,3105,0,2920,728,403
03/17/2019 10:00:00,2721,3114,0,2901,662,406
03/17/2019 11:00:00,3079,3132,0,3213,699,408
03/17/2019 12:00:00,3771,3126,0,3760,686,407
03/17/2019 13:00:00,4391,3138,0,3854,609,415
03/17/2019 14:00:00,4367,3151,0,3863,690,424
03/17/2019 15:00:00,4359,3157,0,3825,660,432
03/17/2019 16:00:00,4133,3154,0,3826,681,433
03/17/2019 17:00:00,3922,3146,0,3763,681,431
03/17/2019 18:00:00,3627,3144,0,3703,679,430
03/17/2019 19:00:00,3619,3139,0,3685,723,427
03/17/2019 20:00:00,3629,3130,0,3652,761,426
03/17/2019 21:00:00,3870,3124,0,3705,712,419
03/17/2019 22:00:00,4216,3115,0,3749,728,417
03/17/2019 23:00:00,4539,3109,0,3854,607,446
03/18/2019 00:00:00,4995,3122,0,4010,413,451
03/18/2019 01:00:00,5420,3019,0,4108,262,451
03/18/2019 02:00:00,5060,2844,0,3866,287,452
03/18/2019 03:00:00,4390,2748,0,3731,339,413
03/18/2019 04:00:00,3655,2715,0,3277,413,397
03/18/2019 05:00:00,3047,2678,0,2925,308,398
03/18/2019 06:00:00,2879,2675,0,3003,254,406
03/18/2019 07:00:00,2762,2682,0,2898,177,399
03/18/2019 08:00:00,2851,2682,0,2877,180,397
03/18/2019 09:00:00,3377,2695,0,2888,206,398
03/18/2019 10:00:00,4454,2716,0,2958,218,402
03/18/2019 11:00:00,6074,2703,0,3560,191,406
03/18/2019 12:00:00,7455,2673,0,4072,165,446
03/18/2019 13:00:00,7246,2679,0,4257,185,458
03/18/2019 14:00:00,6611,2689,0,4004,157,466
03/18/2019 15:00:00,6013,2688,0,4007,266,468
03/18/2019 16:00:00,5670,2677,0,3958,413,472
03/18/2019 17:00:00,5551,2669,0,3900,462,471
03/18/2019 18:00:00,5531,2667,0,3864,503,467
03/18/2019 19:00:00,5264,2668,0,3893,596,456
03/18/2019 20:00:00,5417,2667,0,3937,739,449
03/18/2019 21:00:00,5491,2673,0,3944,841,443
03/18/2019 22:00:00,5905,2678,0,3968,671,440
03/18/2019 23:00:00,6336,2688,0,4092,498,433
03/19/2019 00:00:00,6970,2698,0,4100,344,444
03/19/2019 01:00:00,7049,2695,0,4161,250,447
03/19/2019 02:00:00,6181,2698,0,3890,314,444
03/19/2019 03:00:00,5266,2695,0,3655,295,406
03/19/2019 04:00:00,4081,2712,0,3499,296,403
03/19/2019 05:00:00,3991,2713,0,2997,244,402
03/19/2019 06:00:00,3762,2700,0,2945,241,399
03/19/2019 07:00:00,3810,2699,0,2785,210,395
03/19/2019 08:00:00,3769,2695,0,2804,213,399
03/19/2019 09:00:00,4140,2705,0,2744,217,399
03/19/2019 10:00:00,5148,2708,0,3028,182,403
03/19/2019 11:00:00,7274,2697,0,3856,169,410
03/19/2019 12:00:00,8752,2700,0,4344,148,445
03/19/2019 13:00:00,8710,2697,0,4087,89,457
03/19/2019 14:00:00,7464,2689,0,3901,54,462
03/19/2019 15:00:00,6953,2673,0,3746,62,460
03/19/2019 16:00:00,6540,2674,0,3683,88,470
03/19/2019 17:00:00,6220,2669,0,3682,170,476
03/19/2019 18:00:00,6033,2666,0,3673,261,484
03/19/2019 19:00:00,5774,2642,0,3694,358,471
03/19/2019 20:00:00,5643,2630,0,3823,395,459
03/19/2019 21:00:00,5833,2629,0,3880,412,454
03/19/2019 22:00:00,6209,2635,0,3709,415,456
03/19/2019 23:00:00,6551,2657,0,3953,284,448
03/20/2019 00:00:00,6866,2659,0,4283,139,453
03/20/2019 01:00:00,7255,2667,0,4090,129,451
03/20/2019 02:00:00,6521,2656,0,3675,192,439
03/20/2019 03:00:00,5570,2666,0,3528,234,403
03/20/2019 04:00:00,4353,2676,0,3082,275,377
03/20/2019 05:00:00,4036,2670,0,2641,378,396
03/20/2019 06:00:00,3743,2653,0,2646,453,409
03/20/2019 07:00:00,3664,2650,0,2567,502,406
03/20/2019 08:00:00,3666,2645,0,2597,499,404
03/20/2019 09:00:00,4025,2667,0,2737,526,401
03/20/2019 10:00:00,4535,2674,0,2881,527,407
03/20/2019 11:00:00,6001,2676,0,3666,538,444
03/20/2019 12:00:00,7408,2665,0,4108,624,442
03/20/2019 13:00:00,6863,2671,0,3873,545,449
03/20/2019 14:00:00,6296,2664,0,3725,407,463
03/20/2019 15:00:00,5753,2651,0,3765,362,466
03/20/2019 16:00:00,5633,2708,0,3772,420,481
03/20/2019 17:00:00,5443,2710,0,3747,384,445
03/20/2019 18:00:00,5244,2714,0,3689,300,443
03/20/2019 19:00:00,5251,2719,0,3734,231,461
03/20/2019 20:00:00,5150,2656,0,3671,158,422
03/20/2019 21:00:00,5365,2636,0,3665,145,413
03/20/2019 22:00:00,5744,2646,0,3731,140,446
03/20/2019 23:00:00,6049,2670,0,3815,89,452
03/21/2019 00:00:00,6670,2674,0,3983,78,494
03/21/2019 01:00:00,7236,2676,0,4059,124,492
03/21/2019 02:00:00,6075,2689,0,3656,261,446
03/21/2019 03:00:00,5292,2675,0,3256,477,400
03/21/2019 04:00:00,4406,2682,0,2803,471,398
03/21/2019 05:00:00,4069,2669,0,2664,514,395
03/21/2019 06:00:00,3970,2651,0,2646,628,394
03/21/2019 07:00:00,3797,2647,0,2597,771,394
03/21/2019 08:00:00,3920,2647,0,2710,723,397
03/21/2019 09:00:00,3964,2657,0,2729,623,392
03/21/2019 10:00:00,4622,2665,0,2861,485,396
03/21/2019 11:00:00,5493,2662,0,3522,495,430
03/21/2019 12:00:00,5898,2670,0,3979,430,435
03/21/2019 13:00:00,5936,2676,0,3949,425,439
03/21/2019 14:00:00,5981,2672,0,3812,471,438
03/21/2019 15:00:00,6021,2674,0,3817,445,437
03/21/2019 16:00:00,6128,2673,0,3929,432,440
03/21/2019 17:00:00,5945,2671,0,3887,357,408
03/21/2019 18:00:00,5993,2673,0,3828,331,423
03/21/2019 19:00:00,6085,2674,0,3794,305,430
03/21/2019 20:00:00,6124,2672,0,3831,295,422
03/21/2019 21:00:00,6462,2676,0,3868,281,436
03/21/2019 22:00:00,6439,2679,0,3862,300,439
03/21/2019 23:00:00,6486,2679,0,3786,414,437
03/22/2019 00:00:00,7029,2691,0,4043,407,439
03/22/2019 01:00:00,6586,2684,0,4005,463,435
03/22/2019 02:00:00,5668,2666,0,3867,415,432
03/22/2019 03:00:00,4687,2646,0,3655,260,392
03/22/2019 04:00:00,4370,2667,0,3026,203,391
03/22/2019 05:00:00,3820,2654,0,2719,292,392
03/22/2019 06:00:00,3458,2640,0,2575,396,391
03/22/2019 07:00:00,3315,2637,0,2686,304,388
03/22/2019 08:00:00,3311,2629,0,2651,311,394
03/22/2019 09:00:00,3489,2638,0,2604,282,398
03/22/2019 10:00:00,4042,2636,0,2933,325,401
03/22/2019 11:00:00,4883,2641,0,3773,301,441
03/22/2019 12:00:00,6023,2653,0,4065,321,440
03/22/2019 13:00:00,6293,2665,0,4075,343,443
03/22/2019 14:00:00,6579,2672,0,4013,321,447
03/22/2019 15:00:00,6712,2676,0,4022,302,448
03/22/2019 16:00:00,6380,2671,0,4071,305,453
03/22/2019 17:00:00,6332,2664,0,4094,387,455
03/22/2019 18:00:00,5908,2658,0,4048,539,454
03/22/2019 19:00:00,5567,2584,0,3987,670,455
03/22/2019 20:00:00,5361,2362,0,3979,871,445
03/22/2019 21:00:00,5324,2338,0,4022,969,451
03/22/2019 22:00:00,5321,2341,0,4018,982,447
03/22/2019 23:00:00,5500,2343,0,3975,1061,439
03/23/2019 00:00:00,5977,2354,0,4118,1268,441
03/23/2019 01:00:00,5907,2359,0,3989,1459,443
03/23/2019 02:00:00,5227,2347,0,3760,1474,440
03/23/2019 03:00:00,4620,2431,0,3237,1522,374
03/23/2019 04:00:00,3886,2508,0,2915,1495,361
03/23/2019 05:00:00,3558,2557,0,2851,1485,392
03/23/2019 06:00:00,3416,2594,0,2970,1492,399
03/23/2019 07:00:00,3346,2614,0,2879,1482,397
03/23/2019 08:00:00,3335,2623,0,2762,1462,373
03/23/2019 09:00:00,3302,2622,0,2738,1413,366
03/23/2019 10:00:00,3379,2623,0,2924,1418,398
03/23/2019 11:00:00,4005,2644,0,3341,1411,402
03/23/2019 12:00:00,4651,2653,0,3748,1448,409
03/23/2019 13:00:00,5421,2672,0,3681,1450,455
03/23/2019 14:00:00,5568,2682,0,3720,1420,461
03/23/2019 15:00:00,5392,2684,0,3662,1436,463
03/23/2019 16:00:00,4647,2680,0,3657,1450,465
03/23/2019 17:00:00,4033,2659,0,3428,1434,479
03/23/2019 18:00:00,3574,2650,0,3376,1469,478
03/23/2019 19:00:00,3429,2629,0,3395,1460,477
03/23/2019 20:00:00,3482,2621,0,3457,1451,473
03/23/2019 21:00:00,3432,2645,0,3452,1438,465
03/23/2019 22:00:00,3779,2649,0,3484,1419,455
03/23/2019 23:00:00,4252,2646,0,3672,1378,445
03/24/2019 00:00:00,5306,2661,0,3404,1353,449
03/24/2019 01:00:00,5486,2661,0,3678,1390,449
03/24/2019 02:00:00,5027,2656,0,3575,1442,451
03/24/2019 03:00:00,4501,2658,0,3653,1499,449
03/24/2019 04:00:00,3881,2643,0,3170,1541,411
03/24/2019 05:00:00,3230,2624,0,2966,1533,405
03/24/2019 06:00:00,2957,2610,0,2877,1528,406
03/24/2019 07:00:00,2907,2533,0,2799,1461,392
03/24/2019 08:00:00,2836,2536,0,2790,1444,394
03/24/2019 09:00:00,2859,2588,0,2772,1398,394
03/24/2019 10:00:00,3232,2666,0,2920,1378,396
03/24/2019 11:00:00,3312,2776,0,2950,1424,407
03/24/2019 12:00:00,3600,2843,0,3436,1374,419
03/24/2019 13:00:00,3805,2937,0,3477,1251,462
03/24/2019 14:00:00,3724,3093,0,3520,1109,475
03/24/2019 15:00:00,3495,3188,0,3607,985,479
03/24/2019 16:00:00,3438,3322,0,3585,969,476
03/24/2019 17:00:00,3307,3442,0,3571,919,471
03/24/2019 18:00:00,3253,3505,0,3545,872,461
03/24/2019 19:00:00,3284,3335,0,3480,922,449
03/24/2019 20:00:00,3689,2668,0,3887,893,447
03/24/2019 21:00:00,3827,2649,0,3689,774,449
03/24/2019 22:00:00,4063,2653,0,3788,695,449
03/24/2019 23:00:00,4332,2659,0,3792,621,450
03/25/2019 00:00:00,4898,2671,0,4034,658,452
03/25/2019 01:00:00,5303,2679,0,3801,667,456
03/25/2019 02:00:00,4406,2681,0,3880,545,462
03/25/2019 03:00:00,3700,2667,0,3666,484,412
03/25/2019 04:00:00,3456,2657,0,3018,381,387
03/25/2019 05:00:00,3322,2581,0,2764,305,374
03/25/2019 06:00:00,3276,2579,0,2735,316,336
03/25/2019 07:00:00,3110,2501,0,2607,316,316
03/25/2019 08:00:00,3116,2492,0,2633,306,316
03/25/2019 09:00:00,3413,2603,0,2744,338,347
03/25/2019 10:00:00,3985,2617,0,3053,396,389
03/25/2019 11:00:00,4927,2705,0,3769,414,437
03/25/2019 12:00:00,6302,2728,0,3480,393,442
03/25/2019 13:00:00,6747,2752,0,3021,290,449
03/25/2019 14:00:00,6352,2752,0,3291,217,452
03/25/2019 15:00:00,6045,2739,0,3811,174,450
03/25/2019 16:00:00,5757,2727,0,3428,230,449
03/25/2019 17:00:00,5175,2723,0,3563,314,452
03/25/2019 18:00:00,4797,2720,0,3316,388,459
03/25/2019 19:00:00,4895,2712,0,3226,413,457
03/25/2019 20:00:00,4980,2714,0,3226,409,456
03/25/2019 21:00:00,5137,2714,0,3679,463,450
03/25/2019 22:00:00,5541,2718,0,3589,481,447
03/25/2019 23:00:00,5913,2733,0,3543,421,442
03/26/2019 00:00:00,6725,2756,0,3563,415,445
03/26/2019 01:00:00,6533,2755,0,3764,433,448
03/26/2019 02:00:00,5991,2765,0,3619,555,455
03/26/2019 03:00:00,5107,2741,0,3377,738,409
03/26/2019 04:00:00,4469,2723,0,2959,814,412
03/26/2019 05:00:00,4163,2720,0,2568,705,410
03/26/2019 06:00:00,3622,2615,0,2430,555,397
03/26/2019 07:00:00,3488,2607,0,2385,512,394
03/26/2019 08:00:00,3555,2610,0,2439,434,397
03/26/2019 09:00:00,3848,2625,0,2440,353,398
03/26/2019 10:00:00,5016,2717,0,2648,315,414
03/26/2019 11:00:00,6140,2741,0,3270,286,456
03/26/2019 12:00:00,7109,2754,0,3681,196,466
03/26/2019 13:00:00,6979,2752,0,3806,107,472
03/26/2019 14:00:00,6592,2752,0,3503,145,481
03/26/2019 15:00:00,5992,2747,0,3495,140,482
03/26/2019 16:00:00,5822,2740,0,3560,163,483
03/26/2019 17:00:00,5638,2733,0,3585,187,484
03/26/2019 18:00:00,5418,2721,0,3560,235,488
03/26/2019 19:00:00,5182,2719,0,3428,287,482
03/26/2019 20:00:00,5169,2712,0,3423,342,477
03/26/2019 21:00:00,5417,2716,0,3512,427,469
03/26/2019 22:00:00,5824,2715,0,3612,415,458
03/26/2019 23:00:00,5759,2725,0,3582,361,453
03/27/2019 00:00:00,6293,2744,0,3722,297,457
03/27/2019 01:00:00,6814,2749,0,3709,295,459
03/27/2019 02:00:00,6083,2750,0,3688,337,457
03/27/2019 03:00:00,5337,2731,0,3333,347,417
03/27/2019 04:00:00,4731,2741,0,2980,307,408
03/27/2019 05:00:00,4443,2753,0,2392,298,410
03/27/2019 06:00:00,4018,2765,0,2190,255,414
03/27/2019 07:00:00,3851,2747,0,2134,190,383
03/27/2019 08:00:00,3934,2732,0,2201,110,414
03/27/2019 09:00:00,4097,2737,0,2163,111,412
03/27/2019 10:00:00,5224,2747,0,2699,98,414
03/27/2019 11:00:00,7158,2756,0,3316,94,454
03/27/2019 12:00:00,7772,2760,0,3538,90,464
03/27/2019 13:00:00,7224,2767,0,3385,101,470
03/27/2019 14:00:00,6466,2763,0,3287,51,471
03/27/2019 15:00:00,5710,2756,0,3367,47,478
03/27/2019 16:00:00,5496,2740,0,3362,52,482
03/27/2019 17:00:00,5357,2724,0,3349,25,477
03/27/2019 18:00:00,5195,2705,0,3431,20,475
03/27/2019 19:00:00,4817,2690,0,3700,33,468
03/27/2019 20:00:00,4753,2689,0,3729,59,446
03/27/2019 21:00:00,4928,2694,0,3742,91,442
03/27/2019 22:00:00,5315,2702,0,3729,117,445
03/27/2019 23:00:00,5667,2709,0,3829,93,448
03/28/2019 00:00:00,5911,2719,0,4047,103,451
03/28/2019 01:00:00,6693,2729,0,4061,223,453
03/28/2019 02:00:00,5879,2715,0,3592,477,450
03/28/2019 03:00:00,5016,2698,0,3149,836,406
03/28/2019 04:00:00,4185,2687,0,2685,1178,382
03/28/2019 05:00:00,3662,2695,0,2396,1367,347
03/28/2019 06:00:00,3410,2667,0,2382,1375,345
03/28/2019 07:00:00,3334,2658,0,2359,1404,341
03/28/2019 08:00:00,3328,2664,0,2363,1451,342
03/28/2019 09:00:00,3499,2674,0,2397,1416,345
03/28/2019 10:00:00,4440,2669,0,2550,1380,363
03/28/2019 11:00:00,5260,2677,0,3256,1430,426
03/28/2019 12:00:00,5909,2694,0,3614,1424,433
03/28/2019 13:00:00,5907,2696,0,3558,1378,440
03/28/2019 14:00:00,5609,2699,0,3264,1253,450
03/28/2019 15:00:00,5445,2689,0,3500,1067,465
03/28/2019 16:00:00,5062,2669,0,3706,973,466
03/28/2019 17:00:00,4722,2664,0,3713,978,456
03/28/2019 18:00:00,4573,2661,0,3739,1120,452
03/28/2019 19:00:00,4544,2664,0,3668,1189,457
03/28/2019 20:00:00,4454,2658,0,3581,1223,459
03/28/2019 21:00:00,4579,2647,0,3537,1350,450
03/28/2019 22:00:00,4937,2649,0,3555,1365,446
03/28/2019 23:00:00,5322,2667,0,3646,1358,443
03/29/2019 00:00:00,5465,2678,0,3937,1315,449
03/29/2019 01:00:00,5610,2677,0,3659,1209,445
03/29/2019 02:00:00,5284,2683,0,3628,1017,445
03/29/2019 03:00:00,4756,2681,0,3594,806,377
03/29/2019 04:00:00,3585,2682,0,2960,852,349
03/29/2019 05:00:00,3276,2679,0,2499,857,392
03/29/2019 06:00:00,3003,2581,0,2731,773,345
03/29/2019 07:00:00,3029,2591,0,2692,740,335
03/29/2019 08:00:00,3075,2594,0,2826,581,359
03/29/2019 09:00:00,3332,2627,0,2906,393,373
03/29/2019 10:00:00,4082,2678,0,3176,329,347
03/29/2019 11:00:00,5255,2672,0,3740,185,370
03/29/2019 12:00:00,5708,2680,0,3794,137,437
03/29/2019 13:00:00,5603,2687,0,3815,99,439
03/29/2019 14:00:00,5586,2694,0,3910,131,446
03/29/2019 15:00:00,5623,2705,0,3939,152,447
03/29/2019 16:00:00,5510,2706,0,3944,178,451
03/29/2019 17:00:00,5321,2698,0,3918,255,454
03/29/2019 18:00:00,5276,2697,0,3872,278,451
03/29/2019 19:00:00,5072,2694,0,3904,265,413
03/29/2019 20:00:00,5103,2690,0,3944,250,401
03/29/2019 21:00:00,5350,2687,0,3886,248,400
03/29/2019 22:00:00,5348,2682,0,3777,207,440
03/29/2019 23:00:00,5424,2678,0,3834,96,438
03/30/2019 00:00:00,5552,2681,0,3863,29,438
03/30/2019 01:00:00,5503,2701,0,3969,23,440
03/30/2019 02:00:00,5155,2697,0,3811,29,445
03/30/2019 03:00:00,4709,2678,0,3675,31,377
03/30/2019 04:00:00,3975,2661,0,3312,41,350
03/30/2019 05:00:00,3198,2671,0,3043,74,384
03/30/2019 06:00:00,3247,2511,0,3080,96,376
03/30/2019 07:00:00,3131,2319,0,3021,175,372
03/30/2019 08:00:00,2970,2225,0,2952,244,365
03/30/2019 09:00:00,2940,2204,0,2844,401,365
03/30/2019 10:00:00,2969,2213,0,2892,557,366
03/30/2019 11:00:00,3233,2235,0,3263,731,366
03/30/2019 12:00:00,3571,2328,0,3720,940,378
03/30/2019 13:00:00,4185,2329,0,3927,1007,379
03/30/2019 14:00:00,4413,2336,0,3627,988,388
03/30/2019 15:00:00,4271,2336,0,3752,1005,422
03/30/2019 16:00:00,4361,2333,0,3825,982,433
03/30/2019 17:00:00,4190,2335,0,3744,1135,434
03/30/2019 18:00:00,4088,2338,0,3598,1321,435
03/30/2019 19:00:00,4068,2333,0,3662,1282,396
03/30/2019 20:00:00,3997,2318,0,3646,1295,382
03/30/2019 21:00:00,4221,2329,0,3613,1303,384
03/30/2019 22:00:00,4506,2328,0,3718,1178,415
03/30/2019 23:00:00,4789,2316,0,3718,1142,415
03/31/2019 00:00:00,4968,2325,0,3813,959,422
03/31/2019 01:00:00,5007,2336,0,3899,729,422
03/31/2019 02:00:00,4784,2328,0,3807,643,420
03/31/2019 03:00:00,4134,2307,0,3708,470,379
03/31/2019 04:00:00,3516,2236,0,3351,400,360
03/31/2019 05:00:00,3349,2283,0,3164,460,363
03/31/2019 06:00:00,3189,2234,0,3060,471,351
03/31/2019 07:00:00,2891,2231,0,2953,527,321
03/31/2019 08:00:00,2804,2169,0,2951,485,331
03/31/2019 09:00:00,2896,2236,0,3011,318,344
03/31/2019 10:00:00,3004,2218,0,3034,367,349
03/31/2019 11:00:00,3092,2219,0,3315,406,341
03/31/2019 12:00:00,3444,2296,0,3456,713,337
03/31/2019 13:00:00,3944,2310,0,3622,768,366
03/31/2019 14:00:00,4597,2323,0,3681,717,367
03/31/2019 15:00:00,4635,2337,0,3821,732,380
03/31/2019 16:00:00,4254,2342,0,3850,868,408
03/31/2019 17:00:00,4501,2342,0,3825,907,395
03/31/2019 18:00:00,4738,2349,0,3622,937,401
03/31/2019 19:00:00,4856,2347,0,3530,1064,392
03/31/2019 20:00:00,4991,2349,0,3536,1051,392
03/31/2019 21:00:00,5053,2350,0,3612,1072,401
03/31/2019 22:00:00,5020,2343,0,3667,1056,438
03/31/2019 23:00:00,5177,2340,0,3636,1030,441
04/01/2019 00:00:00,5727,2351,0,3684,1023,440
04/01/2019 01:00:00,6044,2353,0,3767,981,464
04/01/2019 02:00:00,5142,2345,0,3574,963,440
04/01/2019 03:00:00,4174,2339,0,3426,943,402
04/01/2019 04:00:00,3737,2339,0,3096,934,399
04/01/2019 05:00:00,3374,2243,0,3034,851,384
04/01/2019 06:00:00,3219,2231,0,2982,885,382
04/01/2019 07:00:00,3002,2227,0,2906,961,355
04/01/2019 08:00:00,3047,2214,0,2862,888,374
04/01/2019 09:00:00,3195,2304,0,2932,915,380
04/01/2019 10:00:00,4019,2391,0,3092,903,397
04/01/2019 11:00:00,5701,2398,0,3593,924,436
04/01/2019 12:00:00,7011,2405,0,3876,783,448
04/01/2019 13:00:00,6675,2411,0,3756,734,456
04/01/2019 14:00:00,6036,2408,0,3583,797,465
04/01/2019 15:00:00,5909,2410,0,3569,881,468
04/01/2019 16:00:00,5844,2405,0,3651,774,469
04/01/2019 17:00:00,5574,2404,0,3521,699,469
04/01/2019 18:00:00,5173,2455,0,3474,727,462
04/01/2019 19:00:00,4984,2562,0,3386,776,463
04/01/2019 20:00:00,4897,2746,0,3338,793,473
04/01/2019 21:00:00,5115,2779,0,3281,776,453
04/01/2019 22:00:00,5243,2797,0,3452,743,457
04/01/2019 23:00:00,5229,2818,0,3696,611,522
04/02/2019 00:00:00,5573,2884,0,3928,405,533
04/02/2019 01:00:00,5942,2952,0,3863,397,529
04/02/2019 02:00:00,5314,2944,0,3737,434,443
04/02/2019 03:00:00,4998,2993,0,3536,473,435
04/02/2019 04:00:00,3976,3015,0,3085,505,403
