Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,coal,nat_gas,oil,hydro,solar,wind,biomass,geothermal,unknown
41424,2023-09-23 00:00:00,2024-07-17 00:00:00,3.1,297.94,1066.0,6467.0,15.0,4386.0,0.0,3704.0,914.0,619.0,1700.0
41425,2023-09-23 01:00:00,2024-07-17 00:00:00,3.1,293.8,1063.0,6090.0,15.0,4121.0,0.0,3858.0,874.0,620.0,1619.0
41426,2023-09-23 02:00:00,2024-07-17 00:00:00,3.1,294.39,1073.0,5813.0,22.0,4073.0,0.0,3762.0,879.0,620.0,1662.0
41427,2023-09-23 03:00:00,2024-07-17 00:00:00,3.1,320.21,1130.0,6671.0,15.0,4127.0,0.0,2793.0,893.0,620.0,1683.0
41428,2023-09-23 04:00:00,2024-07-17 00:00:00,3.1,329.22,1000.0,8387.0,15.0,4682.0,3.0,2433.0,922.0,620.0,1705.0
41429,2023-09-23 05:00:00,2024-07-17 00:00:00,3.1,331.52,1009.0,9227.0,25.0,5019.0,376.0,2125.0,926.0,620.0,1751.0
41430,2023-09-23 06:00:00,2024-07-17 00:00:00,3.1,292.14,975.0,9230.0,25.0,6237.0,2518.0,2014.0,903.0,620.0,1777.0
41431,2023-09-23 07:00:00,2024-07-17 00:00:00,3.1,270.46,950.0,9055.0,25.0,6137.0,4806.0,1937.0,892.0,620.0,1768.0
41432,2023-09-23 08:00:00,2024-07-17 00:00:00,3.1,256.46,1085.0,8382.0,25.0,5077.0,6883.0,2092.0,925.0,621.0,1647.0
41433,2023-09-23 09:00:00,2024-07-17 00:00:00,3.1,218.96,1027.0,6582.0,16.0,4604.0,8460.0,3135.0,923.0,621.0,1487.0
41434,2023-09-23 10:00:00,2024-07-17 00:00:00,3.1,208.62,927.0,6105.0,25.0,4248.0,8284.0,3602.0,932.0,620.0,1306.0
41435,2023-09-23 11:00:00,2024-07-17 00:00:00,3.1,197.05,888.0,5384.0,25.0,4067.0,8465.0,4079.0,927.0,623.0,1345.0
41436,2023-09-23 12:00:00,2024-07-17 00:00:00,3.1,203.92,890.0,5608.0,15.0,4032.0,8039.0,3643.0,927.0,625.0,1262.0
41437,2023-09-23 13:00:00,2024-07-17 00:00:00,3.1,231.5,894.0,6775.0,25.0,4242.0,6741.0,2957.0,929.0,624.0,1331.0
41438,2023-09-23 14:00:00,2024-07-17 00:00:00,3.1,251.42,908.0,8034.0,15.0,4237.0,6028.0,3040.0,942.0,624.0,1456.0
41439,2023-09-23 15:00:00,2024-07-17 00:00:00,3.1,291.5,1054.0,9280.0,25.0,4654.0,2976.0,3297.0,943.0,625.0,1742.0
41440,2023-09-23 16:00:00,2024-07-17 00:00:00,3.1,309.2,1288.0,10318.0,25.0,5777.0,678.0,3925.0,956.0,625.0,1818.0
41441,2023-09-23 17:00:00,2024-07-17 00:00:00,3.1,308.88,1531.0,10755.0,25.0,6829.0,2.0,4329.0,959.0,628.0,1898.0
41442,2023-09-23 18:00:00,2024-07-17 00:00:00,3.1,302.67,1473.0,10312.0,25.0,6649.0,0.0,4522.0,921.0,628.0,1768.0
41443,2023-09-23 19:00:00,2024-07-17 00:00:00,3.1,302.54,1171.0,9632.0,15.0,5472.0,0.0,4661.0,883.0,626.0,1751.0
41444,2023-09-23 20:00:00,2024-07-17 00:00:00,3.1,310.61,950.0,9354.0,15.0,4681.0,0.0,4111.0,835.0,627.0,1655.0
41445,2023-09-23 21:00:00,2024-07-17 00:00:00,3.1,297.23,935.0,8256.0,15.0,4469.0,0.0,4544.0,874.0,627.0,1632.0
41446,2023-09-23 22:00:00,2024-07-17 00:00:00,3.1,277.91,934.0,6524.0,15.0,4264.0,0.0,4650.0,910.0,628.0,1475.0
41447,2023-09-23 23:00:00,2024-07-17 00:00:00,3.1,272.74,941.0,5632.0,15.0,3944.0,0.0,4457.0,934.0,629.0,1383.0
