Unnamed: 0,UTC time,carbon_intensity,coal,nat_gas,oil,hydro,solar,wind,biomass,geothermal,unknown
43488,2023-12-18 00:00:00,233.26,474.0,7665.0,15.0,2613.0,0.6628464828302831,3328.0,599.0,615.0,1079.0
43489,2023-12-18 01:00:00,237.65,475.0,7834.0,15.0,2561.0,1.0,3130.0,604.0,615.0,1052.0
43490,2023-12-18 02:00:00,243.04,475.0,8211.0,22.0,2534.0,0.5325616462404018,3036.0,608.0,615.0,1083.0
43491,2023-12-18 03:00:00,247.87,481.0,8317.0,15.0,2523.0,0.3687145663114459,2846.0,608.0,615.0,1130.0
43492,2023-12-18 04:00:00,260.9,489.0,9217.0,15.0,2621.0,0.6601251281083602,2493.0,595.0,615.0,1268.0
43493,2023-12-18 05:00:00,276.45,496.0,13082.0,15.0,3354.0,1.5323801443161702,2501.0,588.0,617.0,1630.0
43494,2023-12-18 06:00:00,279.58,501.0,16727.0,16.0,4666.0,40.39195174821764,2545.0,588.0,618.0,2063.0
43495,2023-12-18 07:00:00,263.66,502.0,16928.0,25.0,6014.0,672.0352868407814,2439.0,588.0,618.0,2155.0
43496,2023-12-18 08:00:00,255.88,500.0,16204.0,15.0,5649.0,1949.455223529941,2155.0,595.0,617.0,2201.0
43497,2023-12-18 09:00:00,253.23,505.0,14823.0,15.0,4257.0,3119.248600653484,2049.0,593.0,614.0,2186.0
43498,2023-12-18 10:00:00,249.52,489.0,14161.0,15.0,3655.0,3928.091973028078,1799.0,588.0,614.0,2098.0
43499,2023-12-18 11:00:00,246.5,481.0,13474.0,15.0,3198.0,4457.1104382733165,1589.0,574.0,615.0,2004.0
43500,2023-12-18 12:00:00,251.93,482.0,14258.0,15.0,3220.0,4541.495094813959,1334.0,574.0,614.0,2043.0
43501,2023-12-18 13:00:00,265.28,482.0,16537.0,25.0,3531.0,3949.085424175579,1271.0,579.0,613.0,2144.0
43502,2023-12-18 14:00:00,273.08,482.0,18570.0,25.0,4830.0,2869.116991280771,1043.0,587.0,613.0,2243.0
43503,2023-12-18 15:00:00,272.65,482.0,19103.0,25.0,6400.0,1694.455429422452,913.0,584.0,615.0,2265.0
43504,2023-12-18 16:00:00,278.23,484.0,19748.0,25.0,6702.0,865.2751067986798,1048.0,598.0,615.0,2311.0
43505,2023-12-18 17:00:00,284.68,484.0,19505.0,25.0,6356.0,288.75836893289323,1110.0,597.0,614.0,2257.0
43506,2023-12-18 18:00:00,288.44,488.0,19597.0,20.0,6075.0,96.58612297763108,1258.0,602.0,615.0,2314.0
43507,2023-12-18 19:00:00,295.61,488.0,18867.0,16.0,4888.0,36.79118991380382,1451.0,601.0,614.0,2190.0
43508,2023-12-18 20:00:00,296.16,479.0,17400.0,20.0,4323.0,15.438718140996912,1402.0,590.0,614.0,1963.0
43509,2023-12-18 21:00:00,302.66,472.0,15299.0,15.0,3142.0,5.479572713665637,1328.0,587.0,614.0,1727.0
43510,2023-12-18 22:00:00,296.48,474.0,12737.0,16.0,2836.0,2.159857571221879,1331.0,585.0,614.0,1557.0
43511,2023-12-18 23:00:00,285.04,474.0,10306.0,26.0,2818.0,0.8049813842206113,1390.0,570.0,615.0,1495.0
