Unnamed: 0,UTC time,carbon_intensity,coal,nat_gas,oil,hydro,solar,wind,biomass,geothermal,unknown
39912,2023-07-22 00:00:00,336.7,1259.0,11773.0,273.0,4997.0,1.0,3767.0,974.0,617.0,1594.0
39913,2023-07-22 01:00:00,338.09,1254.0,11204.0,268.0,4399.0,1.0,3968.0,974.0,617.0,1604.0
39914,2023-07-22 02:00:00,330.35,1254.0,10233.0,267.0,4193.0,1.0,4232.0,1008.0,617.0,1582.0
39915,2023-07-22 03:00:00,332.3,1256.0,10020.0,267.0,4155.0,2.0,4024.0,1049.0,617.0,1593.0
39916,2023-07-22 04:00:00,332.08,1257.0,10011.0,250.0,4625.0,3.140938464506173,3421.0,1059.0,617.0,1468.0
39917,2023-07-22 05:00:00,339.57,1251.0,10592.0,220.0,5018.0,10.226019965277777,2747.0,1067.0,616.0,1468.0
39918,2023-07-22 06:00:00,349.19,1255.0,11068.0,268.0,5110.0,37.83848741319444,2242.0,1055.0,611.0,1475.0
39919,2023-07-22 07:00:00,350.41,1251.0,11017.0,270.0,5288.0,110.4962112991898,1886.0,1045.0,610.0,1459.0
39920,2023-07-22 08:00:00,361.75,1242.0,10856.0,264.0,4632.0,256.8776177300348,1544.0,1022.0,611.0,1426.0
39921,2023-07-22 09:00:00,361.27,1245.0,10553.0,265.0,4489.0,499.74026828342016,1391.0,1027.0,613.0,1435.0
39922,2023-07-22 10:00:00,347.96,1252.0,10578.0,271.0,4359.0,849.5884998462819,1969.0,1025.0,614.0,1332.0
39923,2023-07-22 11:00:00,336.19,1254.0,10363.0,266.0,4028.0,1306.0251888699004,2607.0,1028.0,615.0,1358.0
39924,2023-07-22 12:00:00,323.26,1240.0,10407.0,266.0,4077.0,1861.3950466579863,3061.0,1027.0,615.0,1399.0
39925,2023-07-22 13:00:00,313.98,1247.0,9706.0,267.0,4026.0,2500.2143921086817,2970.0,1023.0,615.0,1467.0
39926,2023-07-22 14:00:00,305.48,1267.0,10447.0,267.0,4187.0,3196.830816056993,3528.0,1034.0,614.0,1574.0
39927,2023-07-22 15:00:00,297.91,1321.0,12122.0,267.0,5134.0,3913.888143963284,4024.0,1026.0,608.0,1657.0
39928,2023-07-22 16:00:00,306.11,1321.0,14932.0,275.0,6088.0,4600.902800277428,3512.0,1041.0,608.0,1722.0
39929,2023-07-22 17:00:00,295.21,1314.0,15576.0,405.0,7462.0,5195.629504892562,3521.0,1051.0,612.0,1688.0
39930,2023-07-22 18:00:00,312.29,1330.0,15863.0,426.0,7513.0,2731.269165698368,3732.0,1069.0,611.0,1645.0
39931,2023-07-22 19:00:00,333.84,1328.0,15830.0,314.0,7702.0,1.0,3695.0,1079.0,613.0,1792.0
39932,2023-07-22 20:00:00,342.58,1328.0,15039.0,266.0,6566.0,1.0,3428.0,1087.0,613.0,1693.0
39933,2023-07-22 21:00:00,355.03,1348.0,14876.0,267.0,5838.0,1.0,2878.0,1088.0,615.0,1567.0
39934,2023-07-22 22:00:00,366.45,1307.0,12843.0,133.0,4524.0,1.0,2295.0,1094.0,605.0,1487.0
39935,2023-07-22 23:00:00,365.2,1226.0,12039.0,146.0,4619.0,1.0,1802.0,1094.0,590.0,1356.0
