Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,coal,nat_gas,oil,hydro,solar,wind,biomass,geothermal,unknown
38016,2023-05-04 00:00:00,2024-07-17 00:00:00,3.1,58.66,0.0,1660.0,0.0,20077.0,0.0,4540.0,816.0,0.0,88.0
38017,2023-05-04 01:00:00,2024-07-17 00:00:00,3.1,55.26,0.0,1459.0,0.0,19847.0,0.0,4800.0,812.0,0.0,88.0
38018,2023-05-04 02:00:00,2024-07-17 00:00:00,3.1,57.66,0.0,1648.0,0.0,19973.0,0.0,5028.0,800.0,0.0,88.0
38019,2023-05-04 03:00:00,2024-07-17 00:00:00,3.1,56.06,0.0,1633.0,0.0,21468.0,52.0,4788.0,800.0,0.0,88.0
38020,2023-05-04 04:00:00,2024-07-17 00:00:00,3.1,53.41,0.0,1621.0,0.0,23305.0,280.0,5140.0,800.0,0.0,88.0
38021,2023-05-04 05:00:00,2024-07-17 00:00:00,3.1,53.41,0.0,1589.0,0.0,24222.0,868.0,4064.0,800.0,0.0,88.0
38022,2023-05-04 06:00:00,2024-07-17 00:00:00,3.1,55.64,0.0,1624.0,0.0,23863.0,2040.0,2800.0,800.0,0.0,88.0
38023,2023-05-04 07:00:00,2024-07-17 00:00:00,3.1,57.18,0.0,1680.0,0.0,23083.0,3376.0,2488.0,800.0,0.0,88.0
38024,2023-05-04 08:00:00,2024-07-17 00:00:00,3.1,56.29,0.0,1595.0,0.0,22119.0,4496.0,2704.0,800.0,0.0,88.0
38025,2023-05-04 09:00:00,2024-07-17 00:00:00,3.1,51.25,0.0,1236.0,0.0,22652.0,5216.0,2300.0,800.0,0.0,88.0
38026,2023-05-04 10:00:00,2024-07-17 00:00:00,3.1,51.06,0.0,1184.0,0.0,22845.0,5668.0,1684.0,800.0,0.0,88.0
38027,2023-05-04 11:00:00,2024-07-17 00:00:00,3.1,48.91,0.0,956.0,0.0,22555.0,5756.0,1084.0,808.0,0.0,88.0
38028,2023-05-04 12:00:00,2024-07-17 00:00:00,3.1,49.18,0.0,912.0,0.0,22036.0,5512.0,720.0,808.0,0.0,88.0
38029,2023-05-04 13:00:00,2024-07-17 00:00:00,3.1,49.16,0.0,873.0,0.0,21492.0,4868.0,680.0,800.0,0.0,88.0
38030,2023-05-04 14:00:00,2024-07-17 00:00:00,3.1,49.99,0.0,885.0,0.0,20915.0,3940.0,700.0,800.0,0.0,88.0
38031,2023-05-04 15:00:00,2024-07-17 00:00:00,3.1,58.73,0.0,1423.0,0.0,21274.0,2668.0,664.0,800.0,0.0,88.0
38032,2023-05-04 16:00:00,2024-07-17 00:00:00,3.1,60.53,0.0,1615.0,0.0,22961.0,1308.0,532.0,800.0,0.0,88.0
38033,2023-05-04 17:00:00,2024-07-17 00:00:00,3.1,60.69,0.0,1643.0,0.0,23474.0,448.0,524.0,784.0,0.0,88.0
38034,2023-05-04 18:00:00,2024-07-17 00:00:00,3.1,60.97,0.0,1666.0,0.0,23545.0,48.0,660.0,788.0,0.0,88.0
38035,2023-05-04 19:00:00,2024-07-17 00:00:00,3.1,61.35,0.0,1691.0,0.0,23349.0,0.0,872.0,800.0,0.0,88.0
38036,2023-05-04 20:00:00,2024-07-17 00:00:00,3.1,62.11,0.0,1695.0,0.0,23216.0,0.0,604.0,800.0,0.0,88.0
38037,2023-05-04 21:00:00,2024-07-17 00:00:00,3.1,64.77,0.0,1701.0,0.0,22053.0,0.0,228.0,800.0,0.0,88.0
38038,2023-05-04 22:00:00,2024-07-17 00:00:00,3.1,67.05,0.0,1701.0,0.0,20880.0,0.0,116.0,800.0,0.0,88.0
38039,2023-05-04 23:00:00,2024-07-17 00:00:00,3.1,62.83,0.0,1399.0,0.0,20116.0,0.0,120.0,800.0,0.0,88.0
