Timestamp,Energy Type,Category,Unit Name,Installed Capacity (MW),Power Generation (MW),Utilization (%),Remarks
2025-03-05 03:30,IPPLNG,,Xingzhang#1,506.9,0.0,0.000%,
2025-03-05 03:30,IPPLNG,,Xingyuan#1,549.1,539.0,98.161%,
2025-03-05 03:30,IPPLNG,,Jiahui#1,700.0,0.0,0.000%,7
2025-03-05 03:30,IPPLNG,,Jiahui#2,510.0,378.7,74.255%,
2025-03-05 03:30,IPPLNG,,Fongde#1,506.9,473.6,93.439%,
2025-03-05 03:30,IPPLNG,,Fongde#2,506.9,483.9,95.471%,
2025-03-05 03:30,IPPLNG,,Fongde#3(Remark X),-,465.2,-,26
2025-03-05 03:30,IPPLNG,,Subtotal,5289.7(9.307%),3571.9(15.492%),,
2025-03-05 03:30,OIL,,Xiehe#3,500.0,143.9,28.780%,
2025-03-05 03:30,OIL,,Xiehe#4,500.0,138.2,27.640%,
2025-03-05 03:30,OIL,,Penghu-Jianshan(Remark IV),129.8,18.0,13.867%,17
2025-03-05 03:30,OIL,,Subtotal,1129.8(1.988%),300.1(1.302%),,
2025-03-05 03:30,DIESEL,,NPP2 Gas1,-,0.0,-,31
2025-03-05 03:30,DIESEL,,NPP2 Gas2,-,0.0,-,
2025-03-05 03:30,DIESEL,,NPP3 Gas1,-,0.0,-,2
2025-03-05 03:30,DIESEL,,NPP3 Gas2,-,0.0,-,1
2025-03-05 03:30,DIESEL,,Taichung Gas1&amp;2,140.0,0.0,0.000%,
2025-03-05 03:30,DIESEL,,Taichung Gas3&amp;4,140.0,0.0,0.000%,
2025-03-05 03:30,DIESEL,,Kinmen-Tashan(Remark IV),113.3,21.1,18.624%,
2025-03-05 03:30,DIESEL,,Masu-Zhushan(Remark IV),28.6,6.5,22.696%,
2025-03-05 03:30,DIESEL,,Other outlying Islands(Remark IV),40.8,N/A,N/A,
2025-03-05 03:30,DIESEL,,Subtotal(Remark V),462.7(0.814%),27.6(0.120%),,
2025-03-05 03:30,HYDRO,,Deji#1,78.0,0.0,0.000%,
2025-03-05 03:30,HYDRO,,Deji#2,78.0,0.0,0.000%,
2025-03-05 03:30,HYDRO,,Deji#3,78.0,0.0,0.000%,
2025-03-05 03:30,HYDRO,,Qingshan#1,92.0,0.0,0.000%,
2025-03-05 03:30,HYDRO,,Qingshan#2,92.0,0.0,0.000%,
2025-03-05 03:30,HYDRO,,Qingshan#3,92.0,0.0,0.000%,
2025-03-05 03:30,HYDRO,,Qingshan#4,92.0,0.0,0.000%,
2025-03-05 03:30,HYDRO,,Guguan#1,54.4,0.0,0.000%,2
2025-03-05 03:30,HYDRO,,Guguan#2,54.4,0.0,0.000%,
2025-03-05 03:30,HYDRO,,Guguan#3,54.4,0.0,0.000%,
2025-03-05 03:30,HYDRO,,Guguan#4,54.4,0.0,0.000%,
2025-03-05 03:30,HYDRO,,Tienlun#1,22.5,6.6,29.333%,
2025-03-05 03:30,HYDRO,,Tienlun#2,22.5,0.0,0.000%,
2025-03-05 03:30,HYDRO,,Tienlun#3,22.5,5.8,25.778%,
2025-03-05 03:30,HYDRO,,Tienlun#4,22.5,0.0,0.000%,
2025-03-05 03:30,HYDRO,,Tienlun#5,105.0,0.0,0.000%,1
2025-03-05 03:30,HYDRO,,Ma-an#1,66.7,0.0,0.000%,
2025-03-05 03:30,HYDRO,,Ma-an#2,66.7,12.0,17.980%,
2025-03-05 03:30,HYDRO,,Zhuolan#1,40.0,0.0,0.000%,2
2025-03-05 03:30,HYDRO,,Zhuolan#2,40.0,41.0,102.500%,
2025-03-05 03:30,HYDRO,,Wanda#1,10.4,0.0,0.000%,
2025-03-05 03:30,HYDRO,,Wanda#2,10.4,0.0,0.000%,
2025-03-05 03:30,HYDRO,,Wanda#3,15.3,0.0,0.000%,1
2025-03-05 03:30,HYDRO,,Wanda#4,19.7,0.0,0.000%,
2025-03-05 03:30,HYDRO,,Songlin#1&amp;2,20.9,0.0,0.000%,17
2025-03-05 03:30,HYDRO,,Daguan1#1,22.0,6.0,27.273%,
2025-03-05 03:30,HYDRO,,Daguan1#2,22.0,10.0,45.455%,
2025-03-05 03:30,HYDRO,,Daguan1#3,22.0,9.9,45.000%,
2025-03-05 03:30,HYDRO,,Daguan1#4,22.0,9.8,44.545%,
2025-03-05 03:30,HYDRO,,Daguan1#5,22.0,9.9,45.000%,
2025-03-05 03:30,HYDRO,,Jugong#1,21.8,7.5,34.483%,
2025-03-05 03:30,HYDRO,,Jugong#2,21.8,10.3,47.356%,
2025-03-05 03:30,HYDRO,,Shuili#1,12.8,0.0,0.002%,2
2025-03-05 03:30,HYDRO,,Liwu#1&amp;#2,32.0,0.0,0.000%,2
2025-03-05 03:30,HYDRO,,Longjian#1,48.6,9.0,18.519%,
2025-03-05 03:30,HYDRO,,Longjian#2,48.6,0.0,0.000%,
2025-03-05 03:30,HYDRO,,Bihai,61.2,19.4,31.699%,
2025-03-05 03:30,HYDRO,,Wulai&amp;Gueishan&amp;Cukeng,40.5,33.7,83.210%,
2025-03-05 03:30,HYDRO,,Small hydro in the northern region(Remark VI),31.1,22.4,71.978%,
2025-03-05 03:30,HYDRO,,Small hydro in the central region(Remark VI),31.3,9.8,31.315%,
2025-03-05 03:30,HYDRO,,Small hydro in the southern region(Remark VI),7.2,4.6,64.156%,
2025-03-05 03:30,HYDRO,,Small hydro in the eastern region(Remark VI),54.6,31.9,58.425%,
2025-03-05 03:30,HYDRO,,Feicuei#1,70.0,76.0,108.571%,
2025-03-05 03:30,HYDRO,,Shihmen#1,45.0,0.0,0.000%,
2025-03-05 03:30,HYDRO,,Shihmen#2,45.0,0.0,0.000%,
2025-03-05 03:30,HYDRO,,Zengwun#1,50.0,0.0,0.000%,
2025-03-05 03:30,HYDRO,,Yising#1,40.0,0.0,0.000%,2
2025-03-05 03:30,HYDRO,,Mingjian,16.7,10.8,64.671%,
2025-03-05 03:30,HYDRO,,Jiananxikou&amp;Wushantou&amp;Batian,22.5,0.0,0.000%,
2025-03-05 03:30,HYDRO,,Beinan,2.0,0.5,25.253%,
2025-03-05 03:30,HYDRO,,GuanShan,1.0,2.1,210.000%,
2025-03-05 03:30,HYDRO,,Remaining Small Hydropower Purchases,3.9,N/A,N/A,
2025-03-05 03:30,HYDRO,,Subtotal,2122.3(3.734%),349.0(1.514%),,
2025-03-05 03:30,WIND,Onshore Wind TPC(Remark XIII),Guanyuan,30.0,26.2,87.333%,
2025-03-05 03:30,WIND,Onshore Wind TPC(Remark XIII),Taichung Harbor,35.0,17.9,51.143%,
2025-03-05 03:30,WIND,Onshore Wind TPC(Remark XIII),Wanggong,23.0,4.4,19.130%,
2025-03-05 03:30,WIND,Onshore Wind TPC(Remark XIII),Zhanggong,86.2,32.7,37.935%,17
2025-03-05 03:30,WIND,Onshore Wind TPC(Remark XIII),Yunmai,46.0,3.3,7.174%,17
2025-03-05 03:30,WIND,Onshore Wind TPC(Remark XIII),Sihhu,28.0,4.1,14.643%,17
2025-03-05 03:30,WIND,Onshore Wind TPC(Remark XIII),Remaining Wind TPC,86.4,32.0,37.020%,
2025-03-05 03:30,WIND,Onshore Wind Purchases(Remark XIII),Miaoli-Dapong,42.0,23.6,56.190%,
2025-03-05 03:30,WIND,Onshore Wind Purchases(Remark XIII),Luwei-Zhangbin,55.2,12.3,22.283%,
2025-03-05 03:30,WIND,Onshore Wind Purchases(Remark XIII),Guanwei-Guanyin&amp;Taowei-Xinwu,48.3,0.0,0.000%,
2025-03-05 03:30,WIND,Onshore Wind Purchases(Remark XIII),Zhongwei Da-an,75.9,52.2,68.775%,
2025-03-05 03:30,WIND,Onshore Wind Purchases(Remark XIII),ChuangWei Wind,49.2,5.4,10.976%,
2025-03-05 03:30,WIND,Onshore Wind Purchases(Remark XIII),"wpd,SinYuan-Lunbei",25.2,6.3,25.000%,
2025-03-05 03:30,WIND,Onshore Wind Purchases(Remark XIII),Remaining Wind Purchases,178.4,42.7,23.935%,
2025-03-05 03:30,WIND,Offshore Wind TPC(Remark XIII),Offshore Wind Generation Project Phase I,109.2,36.1,33.059%,
2025-03-05 03:30,WIND,Offshore Wind Purchases(Remark XIII),"Formosa 1 Offshore Wind Farm,HaiYang Zhunan",128.0,125.4,97.969%,
2025-03-05 03:30,WIND,Offshore Wind Purchases(Remark XIII),"Formosa 2 Offshore Wind Farm,HaiNeng Wind",376.0,376.3,100.080%,
2025-03-05 03:30,WIND,Offshore Wind Purchases(Remark XIII),"Orsted Greater Changhua-southeast,WoYi Wind",605.2,553.8,91.511%,
2025-03-05 03:30,WIND,Offshore Wind Purchases(Remark XIII),"Orsted Greater Changhua-southwest,WoEr Wind",294.8,289.0,98.043%,
2025-03-05 03:30,WIND,Offshore Wind Purchases(Remark XIII),"CHANGFANG-XIDAO OFFSHORE WIND FARMS I,FangYi Wind",96.0,56.8,59.167%,
2025-03-05 03:30,WIND,Offshore Wind Purchases(Remark XIII),"Changfang - phase II Offshore Wind Farm,FangEr Wind",451.2,196.0,43.440%,
2025-03-05 03:30,WIND,Offshore Wind Purchases(Remark XIII),"OWF Yunlin,YunHu(Remark X)",-,49.6,-,
2025-03-05 03:30,WIND,Offshore Wind Purchases(Remark XIII),"OWF Yunlin,YunSi(Remark X)",-,59.9,-,
2025-03-05 03:30,WIND,Offshore Wind Purchases(Remark XIII),ZHONGNENG OFFSHORE WIND FARM(Remark X),-,84.5,-,
2025-03-05 03:30,WIND,,Subtotal,2869.2(5.048%),2090.5(9.067%),,
2025-03-05 03:30,SOLAR,SOLAR TPC(Remark XIII),Jhangbin Solar Power,100.0,0.000,0.000%,
2025-03-05 03:30,SOLAR,SOLAR TPC(Remark XIII),Tainan Salt Field Solar,150.0,0.000,0.000%,
2025-03-05 03:30,SOLAR,SOLAR TPC(Remark XIII),Remaining Solar TPC,24.3,0.000,0.000%,
2025-03-05 03:30,SOLAR,SOLAR Purchases(Remark XIII),Lunwei Solar Power,-,0.000,-,43
2025-03-05 03:30,SOLAR,SOLAR Purchases(Remark XIII),TianChon PV,-,0.000,-,43
2025-03-05 03:30,SOLAR,SOLAR Purchases(Remark XIII),TianPeng PV,80.0,0.000,0.000%,
2025-03-05 03:30,SOLAR,SOLAR Purchases(Remark XIII),Pau Shing PV(Remark X),-,0.000,-,
2025-03-05 03:30,SOLAR,SOLAR Purchases(Remark XIII),"URECO/HuahSuan Green Energy/HEXA Renewables Taiwan,LianHua Solar",-,0.000,-,
2025-03-05 03:30,SOLAR,SOLAR Purchases(Remark XIII),"SunnyRichPower,SianYang PV(Remark X)",-,0.000,-,
2025-03-05 03:30,SOLAR,SOLAR Purchases(Remark XIII),SingWeiPV(Remark X),-,0.000,-,
2025-03-05 03:30,SOLAR,SOLAR Purchases(Remark XIII),Shuo Li PV(Remark X),-,0.000,-,
2025-03-05 03:30,SOLAR,SOLAR Purchases(Remark XIII),TianYing Solar(Remark X),-,0.000,-,
2025-03-05 03:30,SOLAR,SOLAR Purchases(Remark XIII),JhihGuang Solar(Remark X),-,0.000,-,
2025-03-05 03:30,SOLAR,SOLAR Purchases(Remark XIII),YongYao Solar Power Plant(Remark X),-,0.000,-,
2025-03-05 03:30,SOLAR,SOLAR Purchases(Remark XIII),"ARK Solar Energy Corp.,Sin He Solar(Remark X)",-,0.000,-,
2025-03-05 03:30,SOLAR,SOLAR Purchases(Remark XIII),"StarShiningEnergy,ShengLi PV(Remark X)",-,0.000,-,
2025-03-05 03:30,SOLAR,SOLAR Purchases(Remark XIII),"Ting Jie Electric Power,TingHe Solar(Remark X)",-,0.000,-,
2025-03-05 03:30,SOLAR,SOLAR Purchases(Remark XIII),"STAR Energy,SingGu Solar(Remark X)",-,0.000,-,
2025-03-05 03:30,SOLAR,SOLAR Purchases(Remark XIII),Remaining Solar Purchases,13425.0,0.000,0.000%,
2025-03-05 03:30,SOLAR,,Subtotal,13779.2(24.243%),0.0(0.000%),,
2025-03-05 03:30,OTHERRENEWABLEENERGY,,TPC Geothermal,0.8,0.5,57.417%,
2025-03-05 03:30,OTHERRENEWABLEENERGY,,Geothermal Purchases,6.4,2.2,34.114%,
2025-03-05 03:30,OTHERRENEWABLEENERGY,,Biofuel,38.2,22.1,57.853%,
2025-03-05 03:30,OTHERRENEWABLEENERGY,,Subtotal,45.5(0.080%),24.8(0.107%),,
2025-03-05 03:30,ENERGYSTORAGESYSTEM,Pumped Hydro,DaGuan2#1,250.0,0.0,0.000%,2
2025-03-05 03:30,ENERGYSTORAGESYSTEM,Pumped Hydro,DaGuan2#2,250.0,0.0,0.000%,
2025-03-05 03:30,ENERGYSTORAGESYSTEM,Pumped Hydro,DaGuan2#3,250.0,0.0,0.000%,
2025-03-05 03:30,ENERGYSTORAGESYSTEM,Pumped Hydro,DaGuan2#4,250.0,0.0,0.000%,
2025-03-05 03:30,ENERGYSTORAGESYSTEM,Pumped Hydro,Mingtan#1,267.0,0.0,0.000%,
2025-03-05 03:30,ENERGYSTORAGESYSTEM,Pumped Hydro,Mingtan#2,267.0,0.0,0.000%,
2025-03-05 03:30,ENERGYSTORAGESYSTEM,Pumped Hydro,Mingtan#3,267.0,0.0,0.000%,
2025-03-05 03:30,ENERGYSTORAGESYSTEM,Pumped Hydro,Mingtan#4,267.0,0.0,0.000%,
2025-03-05 03:30,ENERGYSTORAGESYSTEM,Pumped Hydro,Mingtan#5,267.0,0.0,0.000%,
2025-03-05 03:30,ENERGYSTORAGESYSTEM,Pumped Hydro,Mingtan#6,267.0,0.0,0.000%,1
2025-03-05 03:30,ENERGYSTORAGESYSTEM,Battery,Battery(Remark XVI),492.3,0.0,0.000%,
2025-03-05 03:30,ENERGYSTORAGESYSTEM,,Subtotal,3094.3(5.444%),0.0(0.000%),,
2025-03-05 03:30,ENERGYSTORAGESYSTEMLOAD,Pumped Hydro,DaGuan2#1,-,0.0,-,2
2025-03-05 03:30,ENERGYSTORAGESYSTEMLOAD,Pumped Hydro,DaGuan2#2,-,-241.9,-,
2025-03-05 03:30,ENERGYSTORAGESYSTEMLOAD,Pumped Hydro,DaGuan2#3,-,-239.8,-,
2025-03-05 03:30,ENERGYSTORAGESYSTEMLOAD,Pumped Hydro,DaGuan2#4,-,0.0,-,
2025-03-05 03:30,ENERGYSTORAGESYSTEMLOAD,Pumped Hydro,Mingtan#1,-,0.0,-,
2025-03-05 03:30,ENERGYSTORAGESYSTEMLOAD,Pumped Hydro,Mingtan#2,-,-261.3,-,
2025-03-05 03:30,ENERGYSTORAGESYSTEMLOAD,Pumped Hydro,Mingtan#3,-,-257.0,-,
2025-03-05 03:30,ENERGYSTORAGESYSTEMLOAD,Pumped Hydro,Mingtan#4,-,0.0,-,
2025-03-05 03:30,ENERGYSTORAGESYSTEMLOAD,Pumped Hydro,Mingtan#5,-,-265.0,-,
2025-03-05 03:30,ENERGYSTORAGESYSTEMLOAD,Pumped Hydro,Mingtan#6,-,0.0,-,1
2025-03-05 03:30,ENERGYSTORAGESYSTEMLOAD,Battery,Battery(Remark XVI),-,-47.5,-,
2025-03-05 03:40,NUCLEAR,,NPP3#2,951.0,941.5,99.001%,
2025-03-05 03:40,NUCLEAR,,Subtotal,951.0(1.673%),941.5(4.060%),,
2025-03-05 03:40,COAL,,Linkou#1,800.0,0.0,0.000%,1
2025-03-05 03:40,COAL,,Linkou#2,800.0,763.9,95.488%,
2025-03-05 03:40,COAL,,Linkou#3,800.0,763.6,95.450%,
2025-03-05 03:40,COAL,,Taichung#1,550.0,407.7,74.127%,22
2025-03-05 03:40,COAL,,Taichung#2,550.0,410.7,74.673%,22
2025-03-05 03:40,COAL,,Taichung#3,550.0,0.0,0.000%,1
2025-03-05 03:40,COAL,,Taichung#4,550.0,0.0,0.000%,3
2025-03-05 03:40,COAL,,Taichung#5,550.0,329.7,59.945%,23
2025-03-05 03:40,COAL,,Taichung#6,550.0,419.8,76.327%,22
2025-03-05 03:40,COAL,,Taichung#7,550.0,410.7,74.673%,22
2025-03-05 03:40,COAL,,Taichung#8,550.0,418.2,76.036%,22
2025-03-05 03:40,COAL,,Taichung#9,550.0,0.0,0.000%,1
2025-03-05 03:40,COAL,,Taichung#10,550.0,0.0,0.000%,1
2025-03-05 03:40,COAL,,Xinda#1(Remark XV),-,0.0,-,
2025-03-05 03:40,COAL,,Xingda#2(Remark XV),-,0.0,-,
2025-03-05 03:40,COAL,,Xingda#3(Remark XII),550.0,0.0,0.000%,28
2025-03-05 03:40,COAL,,Xingda#4(Remark XII),550.0,0.0,0.000%,28
2025-03-05 03:40,COAL,,Dalin#1,800.0,761.0,95.125%,
2025-03-05 03:40,COAL,,Dalin#2,800.0,0.0,0.000%,1
2025-03-05 03:40,COAL,,Subtotal,10600.0(18.650%),4685.3(20.203%),,
2025-03-05 03:40,COGEN,,Co-Generation,631.4,1017.9,-,
2025-03-05 03:40,COGEN,,Subtotal,631.4(1.111%),1017.9(4.389%),,
2025-03-05 03:40,IPPCOAL,,Hoping#1,648.6,0.0,0.000%,1
2025-03-05 03:40,IPPCOAL,,Hoping#2,660.0,547.3,82.924%,23
2025-03-05 03:40,IPPCOAL,,Mailiao#1,600.0,280.6,46.767%,22
2025-03-05 03:40,IPPCOAL,,Mailiao#3,600.0,571.7,95.283%,31
2025-03-05 03:40,IPPCOAL,,Subtotal,2508.6(4.414%),1399.6(6.035%),,
2025-03-05 03:40,LNG,,Datan#1,742.7,192.7,25.944%,16
2025-03-05 03:40,LNG,,Datan#2,742.7,674.0,90.750%,
2025-03-05 03:40,LNG,,Datan#3,724.7,649.8,89.665%,
2025-03-05 03:40,LNG,,Datan#4,724.7,518.5,71.547%,
2025-03-05 03:40,LNG,,Datan#5,724.7,0.0,0.000%,1
2025-03-05 03:40,LNG,,Datan#6,724.7,505.1,69.698%,
2025-03-05 03:40,LNG,,Datan#7(Remark X),-,0.0,-,19
2025-03-05 03:40,LNG,,Datan#8,1123.6,556.8,49.555%,17
2025-03-05 03:40,LNG,,Datan#9(Remark X),-,1106.5,-,19
2025-03-05 03:40,LNG,,Tongxiao#1,892.6,904.6,101.344%,31
2025-03-05 03:40,LNG,,Tongxiao#2,892.6,877.4,98.297%,23
2025-03-05 03:40,LNG,,Tongxiao#3,892.6,917.7,102.812%,
2025-03-05 03:40,LNG,,Tongxiao#4,386.0,0.0,0.000%,2
2025-03-05 03:40,LNG,,Tongxiao#5,386.0,289.6,75.026%,23
2025-03-05 03:40,LNG,,Tongxiao#6,321.2,338.7,105.448%,
2025-03-05 03:40,LNG,,TongxiaoGT#9,180.9,0.0,0.000%,
2025-03-05 03:40,LNG,,Xingda New CC#1(Remark X),-,0.0,-,
2025-03-05 03:40,LNG,,Xingda CC#1,445.2,19.3,4.335%,16
2025-03-05 03:40,LNG,,Xingda CC#2,445.2,396.8,89.130%,
2025-03-05 03:40,LNG,,Xingda CC#3,445.2,387.9,87.131%,
2025-03-05 03:40,LNG,,Xingda CC#4,445.2,344.6,77.405%,
2025-03-05 03:40,LNG,,Xingda CC#5,445.2,429.8,96.543%,
2025-03-05 03:40,LNG,,Nanbu#1,288.8,196.3,67.971%,
2025-03-05 03:40,LNG,,Nanbu#2,288.8,123.3,42.694%,16
2025-03-05 03:40,LNG,,Nanbu#3,288.8,245.0,84.834%,
2025-03-05 03:40,LNG,,Nanbu#4,251.4,195.6,77.804%,
2025-03-05 03:40,LNG,,Dalin#5,-,0.0,-,21
2025-03-05 03:40,LNG,,Dalin#6,550.0,224.8,40.873%,
2025-03-05 03:40,LNG,,Subtotal,13353.4(23.494%),10094.8(43.529%),,
2025-03-05 03:40,IPPLNG,,Haihu#1,450.0,402.3,89.400%,
2025-03-05 03:40,IPPLNG,,Haihu#2,450.0,401.7,89.267%,
2025-03-05 03:40,IPPLNG,,Hsintao#1,630.0,0.0,0.000%,7
2025-03-05 03:40,IPPLNG,,Guoguang#1,480.0,428.3,89.229%,
2025-03-05 03:40,IPPLNG,,Xingzhang#1,506.9,0.0,0.000%,
2025-03-05 03:40,IPPLNG,,Xingyuan#1,549.1,476.6,86.797%,
2025-03-05 03:40,IPPLNG,,Jiahui#1,700.0,0.0,0.000%,7
2025-03-05 03:40,IPPLNG,,Jiahui#2,510.0,378.8,74.275%,
2025-03-05 03:40,IPPLNG,,Fongde#1,506.9,461.1,90.973%,
2025-03-05 03:40,IPPLNG,,Fongde#2,506.9,457.7,90.302%,
2025-03-05 03:40,IPPLNG,,Fongde#3(Remark X),-,465.2,-,26
2025-03-05 03:40,IPPLNG,,Subtotal,5289.7(9.307%),3471.7(14.970%),,
2025-03-05 03:40,OIL,,Xiehe#3,500.0,143.1,28.620%,
2025-03-05 03:40,OIL,,Xiehe#4,500.0,137.4,27.480%,
2025-03-05 03:40,OIL,,Penghu-Jianshan(Remark IV),129.8,18.8,14.484%,17
2025-03-05 03:40,OIL,,Subtotal,1129.8(1.988%),299.3(1.291%),,
2025-03-05 03:40,DIESEL,,NPP2 Gas1,-,0.0,-,31
2025-03-05 03:40,DIESEL,,NPP2 Gas2,-,0.0,-,
2025-03-05 03:40,DIESEL,,NPP3 Gas1,-,0.0,-,2
2025-03-05 03:40,DIESEL,,NPP3 Gas2,-,0.0,-,1
2025-03-05 03:40,DIESEL,,Taichung Gas1&amp;2,140.0,0.0,0.000%,
2025-03-05 03:40,DIESEL,,Taichung Gas3&amp;4,140.0,0.0,0.000%,
2025-03-05 03:40,DIESEL,,Kinmen-Tashan(Remark IV),113.3,20.6,18.183%,
2025-03-05 03:40,DIESEL,,Masu-Zhushan(Remark IV),28.6,6.3,21.997%,
2025-03-05 03:40,DIESEL,,Other outlying Islands(Remark IV),40.8,N/A,N/A,
2025-03-05 03:40,DIESEL,,Subtotal(Remark V),462.7(0.814%),26.9(0.116%),,
2025-03-05 03:40,HYDRO,,Deji#1,78.0,0.0,0.000%,
2025-03-05 03:40,HYDRO,,Deji#2,78.0,0.0,0.000%,
2025-03-05 03:40,HYDRO,,Deji#3,78.0,0.0,0.000%,
2025-03-05 03:40,HYDRO,,Qingshan#1,92.0,0.0,0.000%,
2025-03-05 03:40,HYDRO,,Qingshan#2,92.0,0.0,0.000%,
2025-03-05 03:40,HYDRO,,Qingshan#3,92.0,0.0,0.000%,
2025-03-05 03:40,HYDRO,,Qingshan#4,92.0,0.0,0.000%,
2025-03-05 03:40,HYDRO,,Guguan#1,54.4,0.0,0.000%,2
2025-03-05 03:40,HYDRO,,Guguan#2,54.4,0.0,0.000%,
2025-03-05 03:40,HYDRO,,Guguan#3,54.4,0.0,0.000%,
2025-03-05 03:40,HYDRO,,Guguan#4,54.4,0.0,0.000%,
2025-03-05 03:40,HYDRO,,Tienlun#1,22.5,6.6,29.333%,
2025-03-05 03:40,HYDRO,,Tienlun#2,22.5,0.0,0.000%,
2025-03-05 03:40,HYDRO,,Tienlun#3,22.5,5.8,25.778%,
2025-03-05 03:40,HYDRO,,Tienlun#4,22.5,0.0,0.000%,
2025-03-05 03:40,HYDRO,,Tienlun#5,105.0,0.0,0.000%,1
2025-03-05 03:40,HYDRO,,Ma-an#1,66.7,0.0,0.000%,
2025-03-05 03:40,HYDRO,,Ma-an#2,66.7,12.0,17.980%,
2025-03-05 03:40,HYDRO,,Zhuolan#1,40.0,0.0,0.000%,2
2025-03-05 03:40,HYDRO,,Zhuolan#2,40.0,41.0,102.500%,
2025-03-05 03:40,HYDRO,,Wanda#1,10.4,0.0,0.000%,
2025-03-05 03:40,HYDRO,,Wanda#2,10.4,0.0,0.000%,
2025-03-05 03:40,HYDRO,,Wanda#3,15.3,0.0,0.000%,1
2025-03-05 03:40,HYDRO,,Wanda#4,19.7,0.0,0.000%,
2025-03-05 03:40,HYDRO,,Songlin#1&amp;2,20.9,0.0,0.000%,17
2025-03-05 03:40,HYDRO,,Daguan1#1,22.0,5.9,26.818%,
2025-03-05 03:40,HYDRO,,Daguan1#2,22.0,9.9,45.000%,
2025-03-05 03:40,HYDRO,,Daguan1#3,22.0,9.8,44.545%,
2025-03-05 03:40,HYDRO,,Daguan1#4,22.0,9.8,44.545%,
2025-03-05 03:40,HYDRO,,Daguan1#5,22.0,9.9,45.000%,
2025-03-05 03:40,HYDRO,,Jugong#1,21.8,5.8,26.667%,
2025-03-05 03:40,HYDRO,,Jugong#2,21.8,10.4,47.816%,
2025-03-05 03:40,HYDRO,,Shuili#1,12.8,0.0,0.002%,2
2025-03-05 03:40,HYDRO,,Liwu#1&amp;#2,32.0,0.0,0.000%,2
2025-03-05 03:40,HYDRO,,Longjian#1,48.6,9.0,18.519%,
2025-03-05 03:40,HYDRO,,Longjian#2,48.6,0.0,0.000%,
2025-03-05 03:40,HYDRO,,Bihai,61.2,19.3,31.536%,
2025-03-05 03:40,HYDRO,,Wulai&amp;Gueishan&amp;Cukeng,40.5,33.3,82.222%,
2025-03-05 03:40,HYDRO,,Small hydro in the northern region(Remark VI),31.1,22.4,71.978%,
2025-03-05 03:40,HYDRO,,Small hydro in the central region(Remark VI),31.3,9.8,31.315%,
2025-03-05 03:40,HYDRO,,Small hydro in the southern region(Remark VI),7.2,4.6,64.156%,
2025-03-05 03:40,HYDRO,,Small hydro in the eastern region(Remark VI),54.6,32.2,58.974%,
2025-03-05 03:40,HYDRO,,Feicuei#1,70.0,75.8,108.286%,
2025-03-05 03:40,HYDRO,,Shihmen#1,45.0,0.0,0.000%,
2025-03-05 03:40,HYDRO,,Shihmen#2,45.0,0.0,0.000%,
2025-03-05 03:40,HYDRO,,Zengwun#1,50.0,0.0,0.000%,
2025-03-05 03:40,HYDRO,,Yising#1,40.0,0.0,0.000%,2
2025-03-05 03:40,HYDRO,,Mingjian,16.7,10.8,64.671%,
2025-03-05 03:40,HYDRO,,Jiananxikou&amp;Wushantou&amp;Batian,22.5,0.0,0.000%,
2025-03-05 03:40,HYDRO,,Beinan,2.0,0.5,25.253%,
2025-03-05 03:40,HYDRO,,GuanShan,1.0,2.1,210.000%,
2025-03-05 03:40,HYDRO,,Remaining Small Hydropower Purchases,3.9,N/A,N/A,
2025-03-05 03:40,HYDRO,,Subtotal,2122.3(3.734%),346.7(1.495%),,
2025-03-05 03:40,WIND,Onshore Wind TPC(Remark XIII),Guanyuan,30.0,26.7,89.000%,
2025-03-05 03:40,WIND,Onshore Wind TPC(Remark XIII),Taichung Harbor,35.0,19.7,56.286%,
2025-03-05 03:40,WIND,Onshore Wind TPC(Remark XIII),Wanggong,23.0,6.9,30.000%,
2025-03-05 03:40,WIND,Onshore Wind TPC(Remark XIII),Zhanggong,86.2,46.8,54.292%,17
2025-03-05 03:40,WIND,Onshore Wind TPC(Remark XIII),Yunmai,46.0,5.9,12.826%,17
2025-03-05 03:40,WIND,Onshore Wind TPC(Remark XIII),Sihhu,28.0,5.9,21.071%,17
2025-03-05 03:40,WIND,Onshore Wind TPC(Remark XIII),Remaining Wind TPC,86.4,29.0,33.549%,
2025-03-05 03:40,WIND,Onshore Wind Purchases(Remark XIII),Miaoli-Dapong,42.0,21.6,51.429%,
2025-03-05 03:40,WIND,Onshore Wind Purchases(Remark XIII),Luwei-Zhangbin,55.2,18.8,34.058%,
2025-03-05 03:40,WIND,Onshore Wind Purchases(Remark XIII),Guanwei-Guanyin&amp;Taowei-Xinwu,48.3,0.0,0.000%,
2025-03-05 03:40,WIND,Onshore Wind Purchases(Remark XIII),Zhongwei Da-an,75.9,45.0,59.289%,
2025-03-05 03:40,WIND,Onshore Wind Purchases(Remark XIII),ChuangWei Wind,49.2,12.7,25.813%,
2025-03-05 03:40,WIND,Onshore Wind Purchases(Remark XIII),"wpd,SinYuan-Lunbei",25.2,8.0,31.746%,
2025-03-05 03:40,WIND,Onshore Wind Purchases(Remark XIII),Remaining Wind Purchases,178.4,41.5,23.262%,
2025-03-05 03:40,WIND,Offshore Wind TPC(Remark XIII),Offshore Wind Generation Project Phase I,109.2,57.1,52.289%,
