Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,nat_gas,nuclear,oil,solar,other
37584,2023-05-02 00:00:00,2024-07-17 00:00:00,3.1,342.25,13000.0,2878.0,0.0,405.0,3278.0
37585,2023-05-02 01:00:00,2024-07-17 00:00:00,3.1,344.33,13081.0,2881.0,0.0,2.0,2848.0
37586,2023-05-02 02:00:00,2024-07-17 00:00:00,3.1,339.75,12149.0,2880.0,0.0,0.0,2597.0
37587,2023-05-02 03:00:00,2024-07-17 00:00:00,3.1,335.18,10540.0,2883.0,0.0,0.0,2499.0
37588,2023-05-02 04:00:00,2024-07-17 00:00:00,3.1,329.26,8626.0,2883.0,0.0,0.0,2433.0
37589,2023-05-02 05:00:00,2024-07-17 00:00:00,3.1,312.09,7768.0,2881.0,0.0,0.0,1709.0
37590,2023-05-02 06:00:00,2024-07-17 00:00:00,3.1,305.81,6800.0,2884.0,0.0,0.0,1655.0
37591,2023-05-02 07:00:00,2024-07-17 00:00:00,3.1,302.43,6249.0,2884.0,0.0,0.0,1651.0
37592,2023-05-02 08:00:00,2024-07-17 00:00:00,3.1,299.19,5836.0,2882.0,0.0,0.0,1628.0
37593,2023-05-02 09:00:00,2024-07-17 00:00:00,3.1,297.68,5736.0,2884.0,0.0,0.0,1600.0
37594,2023-05-02 10:00:00,2024-07-17 00:00:00,3.1,301.0,6057.0,2886.0,0.0,0.0,1645.0
37595,2023-05-02 11:00:00,2024-07-17 00:00:00,3.1,307.47,7086.0,2881.0,0.0,0.0,1655.0
37596,2023-05-02 12:00:00,2024-07-17 00:00:00,3.1,301.97,7616.0,2880.0,0.0,335.0,1658.0
37597,2023-05-02 13:00:00,2024-07-17 00:00:00,3.1,273.75,7695.0,2879.0,0.0,1662.0,1668.0
37598,2023-05-02 14:00:00,2024-07-17 00:00:00,3.1,250.2,7668.0,2878.0,0.0,2994.0,1695.0
37599,2023-05-02 15:00:00,2024-07-17 00:00:00,3.1,242.22,7886.0,2875.0,0.0,3834.0,1855.0
37600,2023-05-02 16:00:00,2024-07-17 00:00:00,3.1,241.53,8224.0,2875.0,0.0,4371.0,2080.0
37601,2023-05-02 17:00:00,2024-07-17 00:00:00,3.1,248.65,8897.0,2874.0,0.0,4539.0,2340.0
37602,2023-05-02 18:00:00,2024-07-17 00:00:00,3.1,254.86,9930.0,2873.0,0.0,4583.0,2364.0
37603,2023-05-02 19:00:00,2024-07-17 00:00:00,3.1,261.65,10902.0,2872.0,0.0,4529.0,2410.0
37604,2023-05-02 20:00:00,2024-07-17 00:00:00,3.1,267.19,11762.0,2871.0,0.0,4435.0,2413.0
37605,2023-05-02 21:00:00,2024-07-17 00:00:00,3.1,278.13,12926.0,2870.0,0.0,3974.0,2412.0
37606,2023-05-02 22:00:00,2024-07-17 00:00:00,3.1,292.37,13808.0,2871.0,0.0,3175.0,2462.0
37607,2023-05-02 23:00:00,2024-07-17 00:00:00,3.1,314.71,14384.0,2875.0,0.0,1880.0,2694.0
