UTC time,nat_gas,nuclear,oil,solar,other
2023-10-26 00:00:00,13972.639095199382,2867.3298384421537,0.0,1414.4653724514935,2428.714495360173
2023-10-26 01:00:00,14000.870690292257,2866.362197959099,0.0,876.7674762648094,2404.6044012006705
2023-10-26 02:00:00,13658.710916492411,2865.0297383485604,0.0,523.1511331519359,2349.675777360628
2023-10-26 03:00:00,12948.743243919347,2862.1891888587857,0.0,303.9592640857336,2280.52467706046
2023-10-26 04:00:00,11933.315514796244,2858.9317542716453,0.0,173.1714807977496,2234.105732720303
2023-10-26 05:00:00,10752.129703816408,2858.509457056949,0.0,97.1816647763162,2201.349563455188
2023-10-26 06:00:00,9566.050825117349,2859.9640184890377,0.0,53.88879457687881,2150.8856302751124
2023-10-26 07:00:00,8495.393399163244,2862.0554042248004,0.0,29.59337838279976,2076.204489411315
2023-10-26 08:00:00,7607.568192883908,2863.923774602541,0.0,16.121179738580054,1982.436206842537
2023-10-26 09:00:00,6927.063593093097,2864.589611046341,0.0,8.722835142880115,1898.1116469897083
2023-10-26 10:00:00,6484.59341987212,2864.8235111457057,0.0,4.692540208235101,1859.615876529074
2023-10-26 11:00:00,6346.538459098845,2865.03353025912,0.0,2.5118314225150726,1872.0196054066469
2023-10-26 12:00:00,6465.370572880815,2865.381363410194,0.0,4.338696370456297,1918.2064565868784
2023-10-26 13:00:00,6684.976192481105,2866.149836314164,0.0,109.96073851482753,1968.3719653914668
2023-10-26 14:00:00,6879.0036664484005,2867.3179231959903,0.0,465.0010644222135,1993.655556322872
2023-10-26 15:00:00,7063.444676921874,2868.537177984637,0.0,1043.3233797935063,1995.355167514068
2023-10-26 16:00:00,7334.286289606649,2869.4610541192333,0.0,1714.979363687953,1988.4625797028807
2023-10-26 17:00:00,7745.721385024618,2870.078438089871,0.0,2355.6016437395765,1980.5094384591296
2023-10-26 18:00:00,8348.172944947175,2870.339013793461,0.0,2883.833365317588,1974.2116188507923
2023-10-26 19:00:00,9087.12916485313,2870.382323887693,0.0,3268.7962356326943,1988.9931718947007
2023-10-26 20:00:00,9932.90421169739,2870.204030247677,0.0,3476.894534928297,2039.894723511349
2023-10-26 21:00:00,10881.781062024636,2869.6866791799284,0.0,3471.473796332624,2097.8736587023463
2023-10-26 22:00:00,11826.759579870552,2868.924786570097,0.0,3208.389322756799,2148.388591906845
2023-10-26 23:00:00,12678.416599749526,2868.3976742511586,0.0,2679.590453751768,2233.914484272427
