UTC time,nat_gas,nuclear,oil,solar,other
2023-09-24 00:00:00,12879.0,2797.0,0.0,39.0,3827.0
2023-09-24 01:00:00,12536.0,2795.0,0.0,0.0,3615.0
2023-09-24 02:00:00,11692.0,2794.0,0.0,0.0,3452.0
2023-09-24 03:00:00,10634.0,2794.0,0.0,0.0,3400.0
2023-09-24 04:00:00,9262.0,2832.0,0.0,0.0,3346.0
2023-09-24 05:00:00,8148.0,2900.0,0.0,0.0,3244.0
2023-09-24 06:00:00,7030.0,2978.0,0.0,0.0,3257.0
2023-09-24 07:00:00,6292.0,3082.0,0.0,0.0,3254.0
2023-09-24 08:00:00,5760.0,3182.0,0.0,0.0,3256.0
2023-09-24 09:00:00,5481.0,3281.0,0.0,0.0,3216.0
2023-09-24 10:00:00,5385.0,3375.0,0.0,0.0,3127.0
2023-09-24 11:00:00,5681.0,3443.0,0.0,0.0,2959.0
2023-09-24 12:00:00,6095.0,3527.0,0.0,48.0,2940.0
2023-09-24 13:00:00,6518.0,3611.0,0.0,875.0,2885.0
2023-09-24 14:00:00,7130.0,3657.0,0.0,2209.0,2838.0
2023-09-24 15:00:00,7940.0,3654.0,0.0,3026.0,2943.0
2023-09-24 16:00:00,8808.0,3651.0,0.0,3657.0,2978.0
2023-09-24 17:00:00,10002.0,3655.0,0.0,3923.0,2966.0
2023-09-24 18:00:00,11478.0,3653.0,0.0,3706.0,3112.0
2023-09-24 19:00:00,12309.0,3652.0,0.0,3563.0,3553.0
2023-09-24 20:00:00,12735.0,3652.0,0.0,3357.0,3837.0
2023-09-24 21:00:00,13229.0,3651.0,0.0,2760.0,3976.0
2023-09-24 22:00:00,13724.0,3652.0,0.0,1664.0,4083.0
2023-09-24 23:00:00,13708.0,3652.0,0.0,662.0,4042.0
