Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,nat_gas,nuclear,oil,solar,other
36072,2023-02-28 00:00:00,2024-07-17 00:00:00,3.1,346.68,14092.0,2739.0,0.0,55.0,2803.0
36073,2023-02-28 01:00:00,2024-07-17 00:00:00,3.1,347.6,13659.0,2738.0,0.0,22.0,2873.0
36074,2023-02-28 02:00:00,2024-07-17 00:00:00,3.1,346.56,12455.0,2740.0,0.0,0.0,2879.0
36075,2023-02-28 03:00:00,2024-07-17 00:00:00,3.1,343.73,11038.0,2739.0,0.0,0.0,2817.0
36076,2023-02-28 04:00:00,2024-07-17 00:00:00,3.1,338.85,9690.0,2743.0,0.0,0.0,2658.0
36077,2023-02-28 05:00:00,2024-07-17 00:00:00,3.1,327.8,8257.0,2744.0,0.0,0.0,2229.0
36078,2023-02-28 06:00:00,2024-07-17 00:00:00,3.1,317.08,7136.0,2747.0,0.0,0.0,1913.0
36079,2023-02-28 07:00:00,2024-07-17 00:00:00,3.1,309.75,6311.0,2750.0,0.0,0.0,1778.0
36080,2023-02-28 08:00:00,2024-07-17 00:00:00,3.1,301.9,5915.0,2751.0,0.0,0.0,1566.0
36081,2023-02-28 09:00:00,2024-07-17 00:00:00,3.1,298.33,5622.0,2751.0,0.0,0.0,1510.0
36082,2023-02-28 10:00:00,2024-07-17 00:00:00,3.1,298.2,5593.0,2752.0,0.0,0.0,1514.0
36083,2023-02-28 11:00:00,2024-07-17 00:00:00,3.1,305.58,6087.0,2752.0,0.0,0.0,1666.0
36084,2023-02-28 12:00:00,2024-07-17 00:00:00,3.1,312.75,7262.0,2749.0,0.0,0.0,1693.0
36085,2023-02-28 13:00:00,2024-07-17 00:00:00,3.1,310.16,7800.0,2749.0,0.0,291.0,1798.0
36086,2023-02-28 14:00:00,2024-07-17 00:00:00,3.1,283.76,7797.0,2749.0,0.0,1422.0,1755.0
36087,2023-02-28 15:00:00,2024-07-17 00:00:00,3.1,266.63,8037.0,2749.0,0.0,2334.0,1701.0
36088,2023-02-28 16:00:00,2024-07-17 00:00:00,3.1,261.03,8569.0,2748.0,0.0,2863.0,1691.0
36089,2023-02-28 17:00:00,2024-07-17 00:00:00,3.1,259.87,9053.0,2747.0,0.0,3219.0,1756.0
36090,2023-02-28 18:00:00,2024-07-17 00:00:00,3.1,262.65,9794.0,2747.0,0.0,3417.0,1817.0
36091,2023-02-28 19:00:00,2024-07-17 00:00:00,3.1,266.86,10667.0,2745.0,0.0,3539.0,1872.0
36092,2023-02-28 20:00:00,2024-07-17 00:00:00,3.1,272.48,11371.0,2745.0,0.0,3545.0,2000.0
36093,2023-02-28 21:00:00,2024-07-17 00:00:00,3.1,283.07,12401.0,2745.0,0.0,3136.0,2010.0
36094,2023-02-28 22:00:00,2024-07-17 00:00:00,3.1,301.35,13406.0,2740.0,0.0,2302.0,2189.0
36095,2023-02-28 23:00:00,2024-07-17 00:00:00,3.1,328.11,14199.0,2739.0,0.0,889.0,2412.0
