UTC time,nat_gas,nuclear,oil,solar,other
2024-01-02 00:00:00,7475.0,3787.0,0.0,0.0,3372.0
2024-01-02 01:00:00,7262.0,3786.0,0.0,0.0,3275.0
2024-01-02 02:00:00,6810.0,3785.0,0.0,0.0,3165.0
2024-01-02 03:00:00,6206.0,3785.0,0.0,0.0,3265.0
2024-01-02 04:00:00,5365.0,3786.0,0.0,0.0,3138.0
2024-01-02 05:00:00,4692.0,3787.0,0.0,0.0,3040.0
2024-01-02 06:00:00,4085.0,3788.0,0.0,0.0,2928.0
2024-01-02 07:00:00,3843.0,3788.0,0.0,0.0,2810.0
2024-01-02 08:00:00,3775.0,3787.0,0.0,0.0,2661.0
2024-01-02 09:00:00,3801.0,3789.0,0.0,0.0,2716.0
2024-01-02 10:00:00,3954.0,3789.0,0.0,0.0,2884.0
2024-01-02 11:00:00,4520.0,3790.0,0.0,0.0,3171.0
2024-01-02 12:00:00,5400.0,3790.0,0.0,0.0,3502.0
2024-01-02 13:00:00,6253.0,3789.0,0.0,88.0,3872.0
2024-01-02 14:00:00,6211.0,3790.0,0.0,1153.0,3805.0
2024-01-02 15:00:00,5491.0,3793.0,0.0,2559.0,3395.0
2024-01-02 16:00:00,4801.0,3793.0,0.0,3315.0,3317.0
2024-01-02 17:00:00,4506.0,3789.0,0.0,3528.0,3252.0
2024-01-02 18:00:00,4198.0,3788.0,0.0,3773.0,3111.0
2024-01-02 19:00:00,4114.0,3787.0,0.0,3664.0,3058.0
2024-01-02 20:00:00,4356.0,3787.0,0.0,3389.0,2957.0
2024-01-02 21:00:00,4862.0,3785.0,0.0,2605.0,2992.0
2024-01-02 22:00:00,6178.0,3785.0,0.0,1106.0,3299.0
2024-01-02 23:00:00,7569.0,3785.0,0.0,112.0,3739.0
