UTC time,nat_gas,nuclear,oil,solar,other
2023-02-21 00:00:00,13194.0,2749.0,0.0,62.0,2856.0
2023-02-21 01:00:00,12935.0,2748.0,0.0,39.0,2865.0
2023-02-21 02:00:00,11797.0,2750.0,0.0,0.0,2866.0
2023-02-21 03:00:00,10948.0,2747.0,0.0,0.0,2831.0
2023-02-21 04:00:00,9703.0,2747.0,0.0,0.0,2689.0
2023-02-21 05:00:00,8462.0,2748.0,0.0,0.0,2283.0
2023-02-21 06:00:00,7441.0,2750.0,0.0,0.0,2066.0
2023-02-21 07:00:00,6468.0,2748.0,0.0,0.0,1996.0
2023-02-21 08:00:00,5892.0,2751.0,0.0,0.0,1938.0
2023-02-21 09:00:00,5553.0,2752.0,0.0,0.0,1950.0
2023-02-21 10:00:00,5512.0,2751.0,0.0,0.0,2016.0
2023-02-21 11:00:00,6090.0,2754.0,0.0,0.0,2146.0
2023-02-21 12:00:00,7142.0,2754.0,0.0,0.0,2416.0
2023-02-21 13:00:00,7532.0,2754.0,0.0,182.0,2638.0
2023-02-21 14:00:00,7860.0,2754.0,0.0,975.0,2676.0
2023-02-21 15:00:00,8092.0,2756.0,0.0,1887.0,2647.0
2023-02-21 16:00:00,8314.0,2752.0,0.0,2696.0,2620.0
2023-02-21 17:00:00,8573.0,2750.0,0.0,3285.0,2657.0
2023-02-21 18:00:00,9265.0,2746.0,0.0,3409.0,2774.0
2023-02-21 19:00:00,9992.0,2744.0,0.0,3466.0,2821.0
2023-02-21 20:00:00,10836.0,2745.0,0.0,3269.0,2759.0
2023-02-21 21:00:00,11549.0,2742.0,0.0,2989.0,2796.0
2023-02-21 22:00:00,12480.0,2740.0,0.0,2152.0,2930.0
2023-02-21 23:00:00,13402.0,2742.0,0.0,771.0,3016.0
