UTC time,avg_biomass_production_forecast,avg_coal_production_forecast,avg_nat_gas_production_forecast,avg_nuclear_production_forecast,avg_solar_production_forecast,avg_unknown_production_forecast,avg_wind_production_forecast
2021-08-21 19:00:00,1749.25354,9916.31914,20391.69432,1891.57715,0,5624.23692,1653.92578
2021-08-21 20:00:00,1752.98543,9129.65284,19785.99671,1891.18797,0,4985.8936,2071.4712
2021-08-21 21:00:00,1806.16741,8367.97396,19129.79748,1889.06062,2.02803,4362.03389,2355.85557
2021-08-21 22:00:00,1817.73485,7877.65923,18582.66921,1887.40582,29.26078,3803.60541,2495.06074
2021-08-21 23:00:00,1749.65108,7542.10221,18126.1042,1887.78752,40.60831,3589.13266,2690.91499
2021-08-22 00:00:00,1661.94186,6810.65523,20088.71728,1905.77291,29.24453,2724.43362,3741.18855
2021-08-22 01:00:00,1664.00588,6324.30302,19209.69018,1903.23572,6.15692,2884.28184,3683.89138
2021-08-22 02:00:00,1702.31486,6361.99123,18333.19635,1905.58247,0,3276.47383,3527.91157
2021-08-22 03:00:00,1687.85919,6948.59669,18044.56358,1909.08859,30.66988,3908.87437,3394.55501
2021-08-22 04:00:00,1661.28938,7148.76624,18075.08009,1911.41911,50.36137,4533.38179,3462.47227
2021-08-22 05:00:00,1669.80169,7559.15142,18461.85955,1912.29999,101.02285,5482.91004,3373.698
2021-08-22 06:00:00,1677.64874,7961.41154,19088.60086,1908.71576,164.39893,6405.53569,3219.94116
2021-08-22 07:00:00,1680.44167,8405.45699,19639.82028,1909.39264,230.88194,7381.75356,3277.70335
2021-08-22 08:00:00,1689.43129,8714.80582,20480.08854,1889.69524,298.61074,8410.80423,3209.23024
2021-08-22 09:00:00,1700.5731,8736.67594,21405.39379,1887.7769,356.72497,9320.52047,3114.75307
2021-08-22 10:00:00,1707.06881,8543.96836,21780.48775,1888.37836,404.99599,10165.56132,2914.20549
2021-08-22 11:00:00,1712.86208,8336.38672,21766.68916,1887.25344,399.00409,10693.61187,2735.69303
2021-08-22 12:00:00,1709.6434,8051.4813,21902.30008,1886.59021,365.16872,10936.27842,2883.70316
2021-08-22 13:00:00,1690.67514,7802.55483,22154.17935,1887.52655,269.87599,10737.29977,3097.21668
2021-08-22 14:00:00,1681.17634,7932.32041,22486.83393,1887.12722,186.44349,10522.59418,3281.50329
2021-08-22 15:00:00,1712.22951,8495.07402,22675.62435,1892.38914,106.23211,10036.0386,3579.4233
2021-08-22 16:00:00,1682.39475,8997.00996,22796.84191,1894.22808,56.87517,9495.86474,3903.46931
2021-08-22 17:00:00,1678.63719,9364.25775,23104.14882,1894.78586,16.52161,8769.24456,4179.55247
2021-08-22 18:00:00,1681.72397,9505.50618,23501.72842,1892.12198,0,7769.88405,4373.74169
2021-08-22 19:00:00,1697.46285,9374.60549,23799.13691,1891.57715,0,6725.27187,4524.42875
2021-08-22 20:00:00,1695.56214,8798.5073,23603.71934,1891.18797,0,5945.86707,4807.9421
2021-08-22 21:00:00,1741.49902,8139.52555,23080.36858,1889.06062,3.42929,5111.94489,4968.95968
2021-08-22 22:00:00,1770.64562,7513.22568,22562.52226,1887.40582,27.32557,4356.28552,5017.46618
2021-08-22 23:00:00,1704.36933,6955.51887,21814.54975,1887.78752,36.68487,3888.49454,5153.06138
2021-08-23 00:00:00,1615.20724,5967.63639,22986.00065,1905.77291,28.04002,2861.40819,5846.45157
2021-08-23 01:00:00,1616.98502,5416.6367,22023.12748,1903.23572,5.88943,2966.69083,5800.58672
2021-08-23 02:00:00,1655.06795,5363.80242,21118.73907,1905.58247,0,3318.21988,5649.02911
2021-08-23 03:00:00,1640.00825,5847.40063,20807.95352,1909.08859,29.85081,3904.39896,5522.21051
2021-08-23 04:00:00,1614.66053,6043.86602,20843.30466,1911.41911,48.14798,4491.55466,5628.70606
2021-08-23 05:00:00,1622.65986,6492.2133,21205.06384,1912.29999,96.52669,5428.64764,5618.23352
2021-08-23 06:00:00,1630.69107,6979.53779,21782.86277,1908.71576,156.51085,6367.58054,5575.75362
2021-08-23 07:00:00,1634.0108,7516.25734,22202.83116,1909.39264,219.91257,7402.69872,5604.12796
2021-08-23 08:00:00,1642.98925,7911.27197,22823.9248,1889.69524,284.40737,8537.37656,5467.92733
2021-08-23 09:00:00,1652.02721,7976.78726,23527.65041,1887.7769,339.97182,9582.86344,5378.27582
2021-08-23 10:00:00,1659.74409,7793.49467,23633.74475,1888.37836,386.72659,10579.08599,5223.38951
2021-08-23 11:00:00,1665.5979,7569.31891,23429.58285,1887.25344,381.07124,11209.99113,4964.21356
2021-08-23 12:00:00,1662.65431,7277.5826,23498.15975,1886.59021,348.90917,11483.65565,4966.69244
2021-08-23 13:00:00,1643.91014,6996.36204,23717.91414,1887.52655,258.07661,11263.37949,5099.7396
2021-08-23 14:00:00,1634.90464,7070.19157,24108.4055,1887.12722,178.93623,11035.36198,5212.76665
2021-08-23 15:00:00,1665.67916,7589.08918,24352.94143,1892.38914,102.7934,10538.66371,5438.36657
2021-08-23 16:00:00,1637.22372,8106.01823,24501.41785,1894.22808,55.8142,9969.77404,5688.91762
2021-08-23 17:00:00,1633.15172,8518.49526,24848.63497,1894.78586,16.93912,9211.939,5912.75843
2021-08-23 18:00:00,1636.2172,8744.06731,25223.79578,1892.12198,0,8181.5727,6036.58679
2021-08-23 19:00:00,1650.66895,8696.98011,25527.13022,1891.57715,0,7106.82162,6056.42291
2021-08-23 20:00:00,1649.05438,8215.92601,25311.12458,1891.18797,0,6272.64966,6229.24607
2021-08-23 21:00:00,1693.71139,7633.97111,24778.80576,1889.06062,3.86011,5366.50353,6306.83793
2021-08-23 22:00:00,1722.60822,7043.7429,24212.65276,1887.40582,26.73059,4547.39386,6283.03311
2021-08-23 23:00:00,1657.81668,6443.79428,23406.06726,1887.78752,35.4786,4015.73315,6379.87411
2021-08-21 00:00:00,1729.37671,10731.09676,13153.07564,1905.77291,43.9534,2583.04357,1717.60113
2021-08-21 01:00:00,1735.38832,10598.14705,13133.26377,1903.23572,10.07656,2970.63087,1670.51702
2021-08-21 02:00:00,1757.1982,11120.92153,13122.96428,1905.58247,0,3572.02105,1534.05828
2021-08-21 03:00:00,1745.72284,12054.5965,13539.75141,1909.08859,38.95877,4427.83831,1421.2325
2021-08-21 04:00:00,1726.53348,12514.75652,14091.30505,1911.41911,73.46991,5219.39734,1411.38948
2021-08-21 05:00:00,1731.44937,12588.771,14822.75744,1912.29999,149.27357,6268.74447,1202.04132
2021-08-21 06:00:00,1733.57451,12792.41082,15546.27854,1908.71576,250.06206,7202.88575,895.11364
2021-08-21 07:00:00,1731.81365,12947.41607,15947.51139,1909.39264,350.50437,8029.24602,920.86691
2021-08-21 08:00:00,1739.64931,12947.06406,16563.30523,1889.69524,453.8993,8719.12637,817.34996
2021-08-21 09:00:00,1772.37046,12788.62901,17184.63624,1887.7769,539.76169,9180.01358,658.54544
2021-08-21 10:00:00,1761.1147,12557.35789,17576.62001,1888.37836,604.27337,9524.52194,337.58511
2021-08-21 11:00:00,1769.68042,12320.49688,17703.52479,1887.25344,593.98315,9695.63147,127.4812
2021-08-21 12:00:00,1770.75876,11943.13194,17862.11382,1886.59021,540.86304,9801.64226,272.59723
2021-08-21 13:00:00,1758.4638,11649.092,18287.01369,1887.52655,395.3994,9647.14935,437.41336
2021-08-21 14:00:00,1742.98757,11940.52665,18655.89385,1887.12722,263.69647,9459.55086,570.27493
2021-08-21 15:00:00,1775.0697,12490.38559,18801.88202,1892.38914,137.97671,8976.72723,800.22718
2021-08-21 16:00:00,1730.42535,12868.5948,18828.09049,1894.22808,62.36727,8500.85036,1065.465
2021-08-21 17:00:00,1743.8425,12881.80101,18926.99565,1894.78586,6.33417,7812.34815,1299.33616
2021-08-21 18:00:00,1739.72918,12780.41877,19089.16426,1892.12198,0,6826.90006,1497.12728
2021-08-21 19:00:00,1762.25899,12284.12072,18956.62273,1891.57715,0,5793.61138,1711.72324
2021-08-21 20:00:00,1767.46642,11326.6659,18435.94847,1891.18797,0,5126.65353,2045.23982
2021-08-21 21:00:00,1819.07066,10382.64507,17832.19481,1889.06062,0,4460.2102,2278.84354
2021-08-21 22:00:00,1831.31751,9712.18518,17338.31698,1887.40582,35.06776,3862.17095,2380.12588
2021-08-21 23:00:00,1762.76427,9336.89093,16916.29961,1887.78752,51.69901,3590.24182,2526.60608
2021-08-22 00:00:00,1674.42523,8600.92986,18960.115,1905.77291,30.07795,2663.13164,3607.51176
2021-08-22 01:00:00,1676.58456,8102.71456,18117.31075,1903.23572,6.342,2815.93606,3610.47894
2021-08-22 02:00:00,1715.03303,8218.59436,17256.58947,1905.58247,0,3200.92109,3545.02005
2021-08-22 03:00:00,1700.68992,8930.62687,16980.50298,1909.08859,31.23661,3825.62814,3487.70882
2021-08-22 04:00:00,1673.76147,9170.07999,17011.45194,1911.41911,51.89284,4443.44802,3641.8765
2021-08-22 05:00:00,1682.43595,9558.73011,17411.37109,1912.29999,104.13383,5389.79532,3666.25332
2021-08-22 06:00:00,1690.24951,9953.58568,18054.50702,1908.71576,169.8568,6314.08081,3647.06505
2021-08-22 07:00:00,1692.90249,10394.03944,18649.56818,1909.39264,238.47183,7306.44701,3789.91914
2021-08-22 08:00:00,1701.88543,10681.64522,19568.22992,1889.69524,308.43826,8366.92094,3818.28841
2021-08-22 09:00:00,1713.55703,10705.74979,20562.02886,1887.7769,368.31673,9315.26318,3837.19335
2021-08-22 10:00:00,1719.71769,10508.57143,21026.76663,1888.37836,417.6368,10202.50566,3779.14458
2021-08-22 11:00:00,1725.53536,10278.78837,21070.62201,1887.25344,411.41214,10760.35709,3729.59254
2021-08-22 12:00:00,1722.25718,9917.86367,21214.71945,1886.59021,376.41896,11012.50396,3932.22038
2021-08-22 13:00:00,1703.2011,9623.26748,21471.46607,1887.52655,278.04015,10805.33977,4187.12191
2021-08-22 14:00:00,1693.55451,9804.12796,21777.21647,1887.12722,191.6379,10583.39173,4407.52015
2021-08-22 15:00:00,1724.75685,10428.64046,21943.2607,1892.38914,108.61141,10088.26895,4727.53983
2021-08-22 16:00:00,1694.47436,10934.7347,22061.87268,1894.22808,57.60927,9534.30512,5067.51321
2021-08-22 17:00:00,1690.78471,11258.02013,22371.76879,1894.78586,16.23273,8796.47932,5339.02086
2021-08-22 18:00:00,1693.89117,11348.35625,22799.34107,1892.12198,0,7786.24535,5503.89878
2021-08-22 19:00:00,1709.9842,11138.11003,23121.11639,1891.57715,0,6731.00721,5602.16136
2021-08-22 20:00:00,1707.9905,10409.68341,22945.07005,1891.18797,0,5936.67788,5812.60257
2021-08-22 21:00:00,1754.356,9598.89372,22439.04427,1889.06062,3.1312,5086.97764,5911.30135
2021-08-22 22:00:00,1783.62103,8856.3272,21944.08738,1887.40582,27.73725,4320.04263,5918.52912
2021-08-22 23:00:00,1716.81702,8282.70253,21217.76019,1887.78752,37.51951,3840.20195,6010.73052
2021-08-23 00:00:00,1627.13953,7254.95198,22390.3379,1905.77291,32.72274,2814.95259,6118.71404
2021-08-23 01:00:00,1629.01515,6695.70817,21439.87868,1903.23572,6.92935,2922.42262,5989.56411
2021-08-23 02:00:00,1667.18738,6706.41357,20535.22153,1905.58247,0,3275.21389,5719.86721
2021-08-23 03:00:00,1652.2658,7343.83251,20225.28313,1909.08859,33.03504,3862.8242,5487.40472
2021-08-23 04:00:00,1626.58085,7569.88176,20257.97277,1911.41911,56.7528,4450.53188,5544.28067
2021-08-23 05:00:00,1634.74488,8078.29186,20623.68941,1912.29999,114.00614,5388.18954,5462.70305
2021-08-23 06:00:00,1642.7319,8542.06333,21214.6376,1908.71576,187.17683,6327.97108,5329.41888
2021-08-23 07:00:00,1645.91754,9056.89488,21668.63933,1909.39264,262.55756,7368.36088,5323.96359
2021-08-23 08:00:00,1654.87815,9400.84379,22342.99023,1889.69524,339.62495,8512.49039,5177.43521
2021-08-23 09:00:00,1664.45027,9451.01913,23105.38749,1887.7769,405.10207,9568.70678,5025.66548
2021-08-23 10:00:00,1671.82854,9244.20459,23276.92387,1888.37836,457.75133,10576.34011,4796.61929
2021-08-23 11:00:00,1677.68327,8981.36693,23120.62528,1887.25344,450.78779,11215.33961,4501.01863
2021-08-23 12:00:00,1674.69951,8616.5456,23211.95111,1886.59021,412.12048,11491.10913,4573.85146
2021-08-23 13:00:00,1655.88594,8334.47699,23441.47842,1887.52655,303.94842,11267.20523,4779.20533
2021-08-23 14:00:00,1646.74808,8456.31753,23821.26104,1887.12722,208.12185,11035.54044,4964.80561
2021-08-23 15:00:00,1677.63907,9053.91687,24054.32429,1892.38914,116.16189,10533.72946,5294.5716
2021-08-23 16:00:00,1648.76123,9582.73679,24193.30881,1894.22808,59.93887,9958.2799,5648.0239
2021-08-23 17:00:00,1644.75414,10019.25909,24524.25681,1894.78586,15.31598,9195.02604,5962.19082
2021-08-23 18:00:00,1647.84,10166.84662,24894.74397,1892.12198,0,8158.90421,6174.06974
2021-08-23 19:00:00,1662.63163,10057.83958,25185.00147,1891.57715,0,7078.47248,6300.51946
2021-08-23 20:00:00,1660.92153,9443.74446,24967.96178,1891.18797,0,6238.8524,6597.76026
2021-08-23 21:00:00,1705.98229,8727.71555,24429.76611,1889.06062,2.18523,5328.45491,6743.26592
2021-08-23 22:00:00,1734.96211,7991.95215,23870.22934,1887.40582,29.04368,4507.50369,6774.61345
2021-08-23 23:00:00,1669.71122,7364.98307,23073.324,1887.78752,40.16816,3974.37593,6940.18025
2021-08-24 00:00:00,1652.95178,6178.12544,23829.62614,1905.77291,36.78713,2629.87106,6442.14126
2021-08-24 01:00:00,1659.25332,6021.45894,23436.69018,1903.23572,7.83195,3063.13207,6270.34774
2021-08-24 02:00:00,1679.5872,6284.226,23072.70467,1905.58247,0,3724.01655,5937.7363
2021-08-24 03:00:00,1667.83722,6854.92819,22999.02304,1909.08859,35.79881,4637.75717,5650.54014
2021-08-24 04:00:00,1649.98114,7135.29366,23037.48994,1911.41911,64.2214,5465.13541,5671.78032
2021-08-24 05:00:00,1655.82666,7274.43753,23279.7477,1912.29999,129.1775,6557.39409,5544.03121
2021-08-24 06:00:00,1657.82301,7495.15431,23625.2105,1908.71576,213.79348,7536.22823,5355.44484
2021-08-24 07:00:00,1657.29092,7683.81937,23689.82039,1909.39264,299.57142,8401.90748,5313.58466
2021-08-24 08:00:00,1663.95743,7809.46524,23838.68151,1889.69524,387.55124,9114.83343,5131.8544
2021-08-24 09:00:00,1693.66777,7720.30141,24156.24972,1887.7769,461.63209,9592.21806,4929.98323
2021-08-24 10:00:00,1683.7408,7564.43353,24031.72542,1888.37836,519.39741,9952.90407,4642.9881
2021-08-24 11:00:00,1691.70226,7465.78176,23809.8402,1887.25344,511.2985,10124.9964,4293.80513
2021-08-24 12:00:00,1695.12236,7344.18688,23894.15145,1886.59021,466.98491,10210.65667,4362.26211
2021-08-24 13:00:00,1683.44293,7197.29962,24121.49609,1887.52655,343.76291,10030.00691,4573.45491
2021-08-24 14:00:00,1669.57115,7358.28913,24433.65673,1887.12722,233.4536,9821.26137,4767.23006
2021-08-24 15:00:00,1701.25689,7751.60158,24416.66461,1892.38914,127.76509,9303.5997,5119.33365
2021-08-24 16:00:00,1657.81507,8088.5916,24146.15213,1894.22808,63.51888,8790.13044,5496.20761
2021-08-24 17:00:00,1669.5784,8180.09953,23987.38439,1894.78586,13.90718,8044.72155,5836.95057
2021-08-24 18:00:00,1666.28526,8170.38994,23950.20526,1892.12198,0,6985.43428,6079.43373
2021-08-24 19:00:00,1686.59773,7864.52267,23874.75566,1891.57715,0,5878.6197,6243.1054
2021-08-24 20:00:00,1690.69425,7283.67134,23516.29777,1891.18797,0,5155.25992,6590.83775
2021-08-24 21:00:00,1742.16704,6714.16638,23142.10553,1889.06062,0.73152,4436.57322,6767.63422
2021-08-24 22:00:00,1753.46538,6336.01741,22872.52887,1887.40582,31.05132,3805.64365,6821.51762
2021-08-24 23:00:00,1687.29936,6000.06178,22678.02802,1887.78752,44.23848,3526.88825,7017.86618
2021-08-22 00:00:00,1672.83356,10935.23448,13233.01336,1905.77291,35.2043,1894.65859,3225.56291
2021-08-22 01:00:00,1674.82151,10352.64002,12793.6983,1903.23572,7.48044,2133.02102,3246.8243
2021-08-22 02:00:00,1714.32035,10369.69863,12303.98937,1905.58247,0,2568.2843,3212.26498
2021-08-22 03:00:00,1699.34767,11053.77605,12372.4435,1909.08859,34.72249,3203.7956,3179.26094
2021-08-22 04:00:00,1672.57321,10822.86071,12677.57456,1911.41911,61.31284,3819.0601,3368.68491
2021-08-22 05:00:00,1680.63389,10973.89685,13306.85733,1912.29999,123.26919,4695.43662,3433.56189
2021-08-22 06:00:00,1688.75878,11075.40145,14084.84706,1908.71576,203.42792,5567.22408,3458.34679
2021-08-22 07:00:00,1691.26513,11364.85578,14766.5754,1909.39264,285.15677,6638.35589,3650.08203
2021-08-22 08:00:00,1700.62812,11659.45292,15821.02268,1889.69524,368.88685,7775.68778,3745.01707
2021-08-22 09:00:00,1711.82609,11781.62476,16877.96367,1887.7769,439.61706,8795.74204,3818.53994
2021-08-22 10:00:00,1718.18852,11706.85637,17570.67768,1888.37836,495.38996,9812.77884,3823.21136
2021-08-22 11:00:00,1724.50386,11713.89197,17801.44229,1887.25344,487.73322,10551.68124,3856.5324
2021-08-22 12:00:00,1720.58137,11469.77606,17979.58127,1886.59021,445.61853,10892.16197,4128.72571
2021-08-22 13:00:00,1701.20866,11182.36229,18332.25234,1887.52655,328.2576,10737.12652,4434.83442
2021-08-22 14:00:00,1691.09847,11407.34137,18614.23478,1887.12722,223.58841,10474.47093,4701.83249
2021-08-22 15:00:00,1722.76878,12105.66128,18751.24943,1892.38914,123.24634,9885.06076,5066.18109
2021-08-22 16:00:00,1692.36315,12475.13788,18872.16414,1894.22808,62.12469,9140.62165,5446.8075
2021-08-22 17:00:00,1689.02535,12596.3318,19150.29552,1894.78586,14.45583,8237.75058,5740.99996
2021-08-22 18:00:00,1691.84878,12579.48778,19566.01723,1892.12198,0,7114.28616,5916.59849
2021-08-22 19:00:00,1708.02342,12361.00968,19756.02859,1891.57715,0,5999.02357,6025.51666
2021-08-22 20:00:00,1706.65538,11660.10707,19456.70072,1891.18797,0,5142.96924,6234.33202
2021-08-22 21:00:00,1752.76629,10880.4613,18897.25671,1889.06062,1.29765,4349.59276,6322.77591
2021-08-22 22:00:00,1782.59725,10303.31648,18393.30311,1887.40582,30.26946,3682.44929,6327.94209
2021-08-22 23:00:00,1714.99459,9964.10284,17755.75619,1887.78752,42.65333,3240.70965,6413.7019
2021-08-23 00:00:00,1625.59851,8691.49752,19478.99946,1905.77291,45.67978,2171.48419,6498.07242
2021-08-23 01:00:00,1627.46042,8135.8181,18608.43432,1903.23572,13.01815,2328.1671,6395.68943
2021-08-23 02:00:00,1665.61355,8169.34613,17727.4851,1905.58247,0,2708.51276,6161.81136
2021-08-23 03:00:00,1650.67563,8831.66732,17439.20565,1909.08859,37.25956,3329.19722,5961.55358
2021-08-23 04:00:00,1625.03948,8918.33457,17468.04833,1911.41911,69.1096,3938.44078,6045.1499
2021-08-23 05:00:00,1633.17807,9291.86687,17863.68126,1912.29999,141.96235,4882.0816,6006.01068
2021-08-23 06:00:00,1641.169,9633.33097,18505.68765,1908.71576,237.2042,5814.30318,5928.58113
2021-08-23 07:00:00,1644.37087,10067.16045,19093.10808,1909.39264,330.41032,6876.42817,5931.38601
2021-08-23 08:00:00,1653.33517,10400.5602,19992.9388,1889.69524,425.42437,8068.3175,5780.23693
2021-08-23 09:00:00,1662.84352,10487.18792,20970.93791,1887.7769,501.68479,9171.37408,5652.96737
2021-08-23 10:00:00,1670.26346,10343.93188,21404.1483,1888.37836,557.7971,10225.16959,5462.33002
2021-08-23 11:00:00,1676.1175,10195.25537,21423.64913,1887.25344,542.56926,10901.36939,5167.96603
2021-08-23 12:00:00,1673.13811,9888.31417,21564.86953,1886.59021,486.62109,11188.19864,5197.12148
2021-08-23 13:00:00,1654.33616,9614.75323,21817.21125,1887.52655,343.75746,10938.05126,5371.33347
2021-08-23 14:00:00,1645.21441,9784.45088,22131.80011,1887.12722,216.06534,10674.38029,5527.30245
2021-08-23 15:00:00,1676.08734,10412.42518,22306.41952,1892.38914,96.70088,10123.73353,5818.68081
2021-08-23 16:00:00,1647.26601,10873.73066,22426.44751,1894.22808,27.42638,9493.38069,6133.30745
2021-08-23 17:00:00,1643.25662,11168.28639,22738.31895,1894.78586,0,8693.90022,6414.59275
2021-08-23 18:00:00,1646.33626,11230.96673,23156.41296,1892.12198,0,7620.53836,6588.29154
2021-08-23 19:00:00,1661.08427,11047.0887,23471.64025,1891.57715,0,6503.20919,6657.34888
2021-08-23 20:00:00,1659.39074,10362.60468,23287.87544,1891.18797,0,5640.52463,6895.7439
2021-08-23 21:00:00,1704.39442,9591.69906,22770.6007,1889.06062,0.69414,4730.69018,7002.41928
2021-08-23 22:00:00,1733.35686,8895.55242,22260.38692,1887.40582,37.93928,3930.46301,7001.97708
2021-08-23 23:00:00,1668.17146,8366.26283,21513.41025,1887.78752,55.19146,3417.95247,7139.6288
2021-08-24 00:00:00,1651.47613,7017.48671,21878.09422,1905.77291,38.86129,2291.14916,6278.22612
2021-08-24 01:00:00,1657.76558,6880.00551,21578.58491,1903.23572,8.39992,2744.8242,6101.24567
2021-08-24 02:00:00,1678.08841,7204.86889,21316.00372,1905.58247,0,3416.19526,5763.26747
2021-08-24 03:00:00,1666.3214,7836.9596,21388.47397,1909.08859,55.04513,4342.69712,5470.13416
2021-08-24 04:00:00,1648.50721,8159.75325,21589.72201,1911.41911,104.32175,5177.34192,5494.72148
2021-08-24 05:00:00,1654.33225,8265.35685,21973.15788,1912.29999,193.93852,6271.7906,5367.77054
2021-08-24 06:00:00,1656.33389,8479.30581,22425.71632,1908.71576,308.71165,7249.32214,5177.35959
2021-08-24 07:00:00,1655.81838,8652.63562,22560.82796,1909.39264,412.00514,8135.91788,5147.63698
2021-08-24 08:00:00,1662.48707,8754.60989,22786.71975,1889.69524,514.21369,8890.58565,4987.97228
2021-08-24 09:00:00,1692.13123,8651.64452,23139.56271,1887.7769,592.1981,9413.33397,4795.19495
2021-08-24 10:00:00,1682.24662,8490.02251,23082.98506,1888.37836,644.33662,9821.15911,4516.78922
2021-08-24 11:00:00,1690.20785,8382.65883,22903.82296,1887.25344,618.08829,10028.41253,4191.97316
2021-08-24 12:00:00,1693.63278,8234.33245,23003.10464,1886.59021,547.80289,10124.29625,4296.49796
2021-08-24 13:00:00,1681.96199,8068.58509,23277.36859,1887.52655,380.64907,9925.67126,4535.82718
2021-08-24 14:00:00,1668.10643,8262.78074,23614.93556,1887.12722,235.00509,9696.92886,4755.98749
2021-08-24 15:00:00,1699.77801,8681.94135,23639.41152,1892.38914,103.3317,9150.14431,5137.78186
2021-08-24 16:00:00,1656.38822,9024.4502,23421.67338,1894.22808,29.98172,8601.53026,5543.08135
2021-08-24 17:00:00,1668.14349,9078.63511,23303.00137,1894.78586,0,7830.76366,5904.24788
2021-08-24 18:00:00,1664.84793,9045.11085,23268.47692,1892.12198,0,6745.34689,6163.80101
2021-08-24 19:00:00,1685.11851,8683.78143,23125.16797,1891.57715,0,5612.71933,6349.11864
2021-08-24 20:00:00,1689.22677,8018.37775,22677.75383,1891.18797,0,4868.0425,6716.14116
2021-08-24 21:00:00,1740.64938,7369.74657,22211.17852,1889.06062,0,4138.81647,6901.3947
2021-08-24 22:00:00,1751.93771,6945.24831,21850.57479,1887.40582,32.87277,3510.08275,6964.27742
2021-08-24 23:00:00,1685.82819,6606.76882,21573.67935,1887.78752,49.44102,3233.7681,7168.71001
2021-08-25 00:00:00,1672.04987,5680.28568,22427.25783,1905.77291,47.77067,2470.6204,6985.89893
2021-08-25 01:00:00,1678.44636,5612.47806,22110.3908,1903.23572,12.87551,2949.02627,6673.65158
2021-08-25 02:00:00,1698.89534,5912.95827,21813.72852,1905.58247,0,3643.29118,6154.20042
2021-08-25 03:00:00,1687.42136,6426.77708,21801.95163,1909.08859,43.29334,4594.91043,5688.14066
2021-08-25 04:00:00,1669.02571,6685.87998,21887.43743,1911.41911,82.75103,5452.1371,5744.9184
2021-08-25 05:00:00,1675.04952,6709.45511,22172.67069,1912.29999,165.6373,6554.96409,5642.43581
2021-08-25 06:00:00,1676.97992,6861.61836,22543.77991,1908.71576,274.65448,7522.39527,5462.06073
2021-08-25 07:00:00,1676.21441,6968.07659,22631.33653,1909.39264,378.75357,8348.64742,5508.92479
2021-08-25 08:00:00,1682.93605,7054.56972,22820.72309,1889.69524,484.48466,8990.56735,5525.30311
2021-08-25 09:00:00,1713.51065,6933.85441,23163.77676,1887.7769,568.33169,9374.97305,5382.17812
2021-08-25 10:00:00,1703.11179,6797.39443,23104.32616,1888.37836,627.87844,9631.49796,5181.12033
2021-08-25 11:00:00,1711.07739,6766.01896,22933.84565,1887.25344,609.31887,9733.04018,5018.14307
2021-08-25 12:00:00,1714.26464,6740.53927,23026.26008,1886.59021,545.51795,9796.92815,5461.42119
2021-08-25 13:00:00,1702.49602,6634.58554,23275.50513,1887.52655,384.76117,9628.48505,6020.47913
2021-08-25 14:00:00,1688.409,6807.61981,23583.54597,1887.12722,240.99764,9425.76012,6550.14646
2021-08-25 15:00:00,1720.16449,7158.82644,23567.38872,1892.38914,107.41318,8909.89213,7312.4455
2021-08-25 16:00:00,1676.2578,7463.10023,23312.39506,1894.22808,30.51363,8410.95664,8080.50187
2021-08-25 17:00:00,1688.15948,7467.56724,23162.69088,1894.78586,0,7683.20775,8719.93534
2021-08-25 18:00:00,1684.8714,7445.0811,23142.39473,1892.12198,0,6640.92527,9194.857
2021-08-25 19:00:00,1705.733,7104.71117,23059.86236,1891.57715,0,5550.53191,9600.9565
2021-08-25 20:00:00,1709.72224,6558.07684,22692.12537,1891.18797,0,4863.08188,10201.90183
2021-08-25 21:00:00,1761.60593,6046.76921,22314.74642,1889.06062,0,4195.25161,10464.07401
2021-08-25 22:00:00,1773.04814,5791.37658,22049.37278,1887.40582,38.64899,3611.2508,10609.70463
2021-08-25 23:00:00,1706.32367,5533.74667,21873.01951,1887.78752,57.53485,3380.34348,10937.99048
2021-08-23 00:00:00,1552.00726,7734.50296,12716.38115,1905.77291,29.04915,1996.75409,8336.50267
2021-08-23 01:00:00,1553.82647,7083.74086,12355.04349,1903.23572,2.70106,2104.81322,8131.08194
2021-08-23 02:00:00,1595.87861,6994.26642,11930.50241,1905.58247,0,2399.87685,7740.17574
2021-08-23 03:00:00,1576.12689,7520.41752,11978.51442,1909.08859,27.78932,2876.48871,7403.71502
2021-08-23 04:00:00,1552.1044,7592.86628,12200.40101,1911.41911,46.63621,3380.35357,7424.31473
2021-08-23 05:00:00,1559.56047,7999.51388,12746.80763,1912.29999,97.53588,4145.78375,7316.40867
2021-08-23 06:00:00,1568.74241,8450.15162,13425.30152,1908.71576,165.17452,4946.87585,7164.02614
2021-08-23 07:00:00,1572.87127,9008.43445,14013.08892,1909.39264,242.04798,6033.19012,7071.35719
2021-08-23 08:00:00,1581.78032,9446.47776,14976.84744,1889.69524,323.24108,7252.61251,6814.80675
2021-08-23 09:00:00,1585.87799,9574.87387,15968.01898,1887.7769,398.5996,8397.70333,6574.97493
2021-08-23 10:00:00,1595.23592,9424.19068,16662.39728,1888.37836,463.58392,9576.45334,6275.03899
2021-08-23 11:00:00,1603.77654,9231.72593,16932.9616,1887.25344,469.95987,10469.76399,5824.78026
2021-08-23 12:00:00,1602.11236,8891.51836,17104.84858,1886.59021,445.42425,10902.41212,5792.82961
2021-08-23 13:00:00,1582.15461,8548.59914,17460.32439,1887.52655,352.28233,10796.03139,5960.77939
2021-08-23 14:00:00,1572.64511,8642.96744,17732.28289,1887.12722,266.38637,10554.80813,6119.88247
