Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,coal,nat_gas,nuclear,oil,hydro,solar,wind,biomass,geothermal,unknown
40152,2023-08-01 00:00:00,2024-07-17 00:00:00,3.1,209.31,20435.0,11639.0,0.0,1485.0,7013.0,0.0,80151.0,17940.0,68.0,884.0
40153,2023-08-01 01:00:00,2024-07-17 00:00:00,3.1,211.44,20512.0,11699.0,0.0,1484.0,6650.0,0.0,79320.0,17918.0,68.0,884.0
40154,2023-08-01 02:00:00,2024-07-17 00:00:00,3.1,213.57,21088.0,11598.0,0.0,1485.0,6659.0,0.0,79442.0,17942.0,68.0,884.0
40155,2023-08-01 03:00:00,2024-07-17 00:00:00,3.1,219.39,23191.0,12015.0,0.0,1484.0,6793.0,68.0,81954.0,18047.0,68.0,872.0
40156,2023-08-01 04:00:00,2024-07-17 00:00:00,3.1,219.04,25111.0,12481.0,0.0,1486.0,6918.0,1395.0,87154.0,18624.0,68.0,872.0
40157,2023-08-01 05:00:00,2024-07-17 00:00:00,3.1,218.13,26286.0,13110.0,0.0,1500.0,7408.0,5926.0,87898.0,19302.0,69.0,872.0
40158,2023-08-01 06:00:00,2024-07-17 00:00:00,3.1,221.76,28116.0,13150.0,0.0,1499.0,7449.0,13643.0,83826.0,19287.0,70.0,872.0
40159,2023-08-01 07:00:00,2024-07-17 00:00:00,3.1,216.8,29084.0,13623.0,0.0,1874.0,7061.0,25825.0,82299.0,18861.0,68.0,872.0
40160,2023-08-01 08:00:00,2024-07-17 00:00:00,3.1,201.79,28513.0,14139.0,0.0,2466.0,7185.0,42820.0,82656.0,18594.0,68.0,884.0
40161,2023-08-01 09:00:00,2024-07-17 00:00:00,3.1,182.97,27198.0,14954.0,0.0,2316.0,7190.0,59499.0,87037.0,18552.0,68.0,888.0
40162,2023-08-01 10:00:00,2024-07-17 00:00:00,3.1,170.31,27226.0,14406.0,0.0,1733.0,7416.0,71175.0,92079.0,18179.0,66.0,888.0
40163,2023-08-01 11:00:00,2024-07-17 00:00:00,3.1,163.23,27683.0,13339.0,0.0,1744.0,7467.0,82073.0,94058.0,18023.0,68.0,888.0
40164,2023-08-01 12:00:00,2024-07-17 00:00:00,3.1,158.57,27546.0,13126.0,0.0,2639.0,7583.0,88932.0,98351.0,18101.0,65.0,888.0
40165,2023-08-01 13:00:00,2024-07-17 00:00:00,3.1,153.82,26768.0,12625.0,0.0,2402.0,7513.0,89231.0,101158.0,18198.0,59.0,888.0
40166,2023-08-01 14:00:00,2024-07-17 00:00:00,3.1,154.06,26289.0,12440.0,0.0,1507.0,7470.0,78368.0,103386.0,18402.0,56.0,888.0
40167,2023-08-01 15:00:00,2024-07-17 00:00:00,3.1,159.36,25964.0,12509.0,0.0,1515.0,7718.0,60446.0,106974.0,18728.0,59.0,888.0
40168,2023-08-01 16:00:00,2024-07-17 00:00:00,3.1,169.73,24327.0,13581.0,0.0,1515.0,7612.0,37043.0,105775.0,19256.0,60.0,888.0
40169,2023-08-01 17:00:00,2024-07-17 00:00:00,3.1,197.62,24863.0,14250.0,0.0,1512.0,7745.0,16083.0,94299.0,19685.0,63.0,888.0
40170,2023-08-01 18:00:00,2024-07-17 00:00:00,3.1,225.61,25820.0,14605.0,0.0,1514.0,8040.0,3076.0,84675.0,19968.0,65.0,888.0
40171,2023-08-01 19:00:00,2024-07-17 00:00:00,3.1,224.58,24921.0,14599.0,0.0,1512.0,7840.0,22.0,85670.0,19959.0,68.0,888.0
40172,2023-08-01 20:00:00,2024-07-17 00:00:00,3.1,217.68,22861.0,14310.0,0.0,1514.0,8063.0,0.0,84274.0,19601.0,68.0,888.0
40173,2023-08-01 21:00:00,2024-07-17 00:00:00,3.1,213.96,22666.0,13796.0,0.0,1514.0,7800.0,0.0,85956.0,19186.0,70.0,879.0
40174,2023-08-01 22:00:00,2024-07-17 00:00:00,3.1,209.45,21206.0,12978.0,0.0,1512.0,7841.0,0.0,83665.0,18606.0,72.0,884.0
40175,2023-08-01 23:00:00,2024-07-17 00:00:00,3.1,210.18,20490.0,12611.0,0.0,1514.0,8063.0,0.0,80169.0,18420.0,72.0,872.0
