datetime,avg_solar_production_forecast
2023-06-27T00:00:00.000000000,11036.26025
2023-06-27T01:00:00.000000000,6677.43976
2023-06-27T02:00:00.000000000,1746.83008
2023-06-27T03:00:00.000000000,6.09
2023-06-27T04:00:00.000000000,0.0
2023-06-27T05:00:00.000000000,0.0
2023-06-27T06:00:00.000000000,0.0
2023-06-27T07:00:00.000000000,0.0
2023-06-27T08:00:00.000000000,0.0
2023-06-27T09:00:00.000000000,0.0
2023-06-27T10:00:00.000000000,0.0
2023-06-27T11:00:00.000000000,0.0
2023-06-27T12:00:00.000000000,45.7
2023-06-27T13:00:00.000000000,2600.84993
2023-06-27T14:00:00.000000000,8045.60974
2023-06-27T15:00:00.000000000,11741.29956
2023-06-27T16:00:00.000000000,13072.47949
2023-06-27T17:00:00.000000000,13704.61023
2023-06-27T18:00:00.000000000,14054.69946
2023-06-27T19:00:00.000000000,14132.87976
2023-06-27T20:00:00.000000000,14080.08997
2023-06-27T21:00:00.000000000,13935.27991
2023-06-27T22:00:00.000000000,13549.27954
2023-06-27T23:00:00.000000000,12807.84973
2023-06-28T00:00:00.000000000,8693.84167
2023-06-28T01:00:00.000000000,8686.81293
2023-06-28T02:00:00.000000000,6485.66351
2023-06-28T03:00:00.000000000,3483.93512
2023-06-28T04:00:00.000000000,1222.85009
2023-06-28T05:00:00.000000000,898.46884
2023-06-28T06:00:00.000000000,971.58588
2023-06-28T07:00:00.000000000,721.31036
2023-06-28T08:00:00.000000000,379.73985
2023-06-28T09:00:00.000000000,360.62044
2023-06-28T10:00:00.000000000,500.86062
2023-06-28T11:00:00.000000000,391.3971
2023-06-28T12:00:00.000000000,669.99913
2023-06-28T13:00:00.000000000,908.57027
2023-06-28T14:00:00.000000000,2198.78244
2023-06-28T15:00:00.000000000,5225.08392
2023-06-28T16:00:00.000000000,7456.82037
2023-06-28T17:00:00.000000000,7459.63818
2023-06-28T18:00:00.000000000,7748.8219
2023-06-28T19:00:00.000000000,8483.12024
2023-06-28T20:00:00.000000000,8978.04034
2023-06-28T21:00:00.000000000,8725.66272
2023-06-28T22:00:00.000000000,8254.03772
2023-06-28T23:00:00.000000000,7862.90729
2023-06-29T00:00:00.000000000,5940.33099
2023-06-29T01:00:00.000000000,6781.57117
2023-06-29T02:00:00.000000000,6201.96503
2023-06-29T03:00:00.000000000,4491.63892
2023-06-29T04:00:00.000000000,2943.20966
2023-06-29T05:00:00.000000000,2154.61342
2023-06-29T06:00:00.000000000,1603.77821
2023-06-29T07:00:00.000000000,1021.72898
2023-06-29T08:00:00.000000000,224.19
2023-06-29T09:00:00.000000000,0.0
2023-06-29T10:00:00.000000000,322.16099
2023-06-29T11:00:00.000000000,284.63774
2023-06-29T12:00:00.000000000,0.0
2023-06-29T13:00:00.000000000,0.0
2023-06-29T14:00:00.000000000,0.0
2023-06-29T15:00:00.000000000,2003.29762
2023-06-29T16:00:00.000000000,3643.24109
2023-06-29T17:00:00.000000000,4121.2926
2023-06-29T18:00:00.000000000,5456.65057
2023-06-29T19:00:00.000000000,6652.09961
2023-06-29T20:00:00.000000000,7488.65283
2023-06-29T21:00:00.000000000,7198.44659
2023-06-29T22:00:00.000000000,6083.7063
2023-06-29T23:00:00.000000000,4850.58139
2023-06-30T00:00:00.000000000,4500.80167
2023-06-30T01:00:00.000000000,5304.26056
2023-06-30T02:00:00.000000000,5237.73184
2023-06-30T03:00:00.000000000,4451.26474
2023-06-30T04:00:00.000000000,3758.66623
2023-06-30T05:00:00.000000000,2973.38748
2023-06-30T06:00:00.000000000,2019.68013
2023-06-30T07:00:00.000000000,889.00758
2023-06-30T08:00:00.000000000,0.0
2023-06-30T09:00:00.000000000,0.0
2023-06-30T10:00:00.000000000,6.21443
2023-06-30T11:00:00.000000000,546.58382
2023-06-30T12:00:00.000000000,64.48629
2023-06-30T13:00:00.000000000,0.0
2023-06-30T14:00:00.000000000,0.0
2023-06-30T15:00:00.000000000,1015.20814
2023-06-30T16:00:00.000000000,1940.57567
2023-06-30T17:00:00.000000000,2317.37552
2023-06-30T18:00:00.000000000,3754.04474
2023-06-30T19:00:00.000000000,5087.44897
2023-06-30T20:00:00.000000000,6144.75482
2023-06-30T21:00:00.000000000,6095.3139
2023-06-30T22:00:00.000000000,4903.91266
2023-06-30T23:00:00.000000000,3493.14218
