datetime,avg_nuclear_production_forecast
2023-06-27T00:00:00.000000000,4695.97511
2023-06-27T01:00:00.000000000,4690.5038
2023-06-27T02:00:00.000000000,4689.7277
2023-06-27T03:00:00.000000000,4691.1796
2023-06-27T04:00:00.000000000,4691.3306
2023-06-27T05:00:00.000000000,4693.73721
2023-06-27T06:00:00.000000000,4698.90351
2023-06-27T07:00:00.000000000,4700.02967
2023-06-27T08:00:00.000000000,4698.81549
2023-06-27T09:00:00.000000000,4699.1761
2023-06-27T10:00:00.000000000,4698.85244
2023-06-27T11:00:00.000000000,4699.0832
2023-06-27T12:00:00.000000000,4698.17082
2023-06-27T13:00:00.000000000,4700.00126
2023-06-27T14:00:00.000000000,4704.20366
2023-06-27T15:00:00.000000000,4705.01225
2023-06-27T16:00:00.000000000,4704.3424
2023-06-27T17:00:00.000000000,4704.20295
2023-06-27T18:00:00.000000000,4705.67342
2023-06-27T19:00:00.000000000,4709.27068
2023-06-27T20:00:00.000000000,4709.88594
2023-06-27T21:00:00.000000000,4711.59888
2023-06-27T22:00:00.000000000,4713.94187
2023-06-27T23:00:00.000000000,4714.6785
2023-06-28T00:00:00.000000000,4805.15583
2023-06-28T01:00:00.000000000,4799.15369
2023-06-28T02:00:00.000000000,4798.1591
2023-06-28T03:00:00.000000000,4799.25778
2023-06-28T04:00:00.000000000,4799.2166
2023-06-28T05:00:00.000000000,4801.47745
2023-06-28T06:00:00.000000000,4806.45975
2023-06-28T07:00:00.000000000,4807.24631
2023-06-28T08:00:00.000000000,4805.63753
2023-06-28T09:00:00.000000000,4805.63739
2023-06-28T10:00:00.000000000,4804.89651
2023-06-28T11:00:00.000000000,4804.88927
2023-06-28T12:00:00.000000000,4803.65236
2023-06-28T13:00:00.000000000,4805.49693
2023-06-28T14:00:00.000000000,4809.41146
2023-06-28T15:00:00.000000000,4810.19294
2023-06-28T16:00:00.000000000,4809.22811
2023-06-28T17:00:00.000000000,4808.6409
2023-06-28T18:00:00.000000000,4809.92946
2023-06-28T19:00:00.000000000,4813.73388
2023-06-28T20:00:00.000000000,4814.17332
2023-06-28T21:00:00.000000000,4815.34087
2023-06-28T22:00:00.000000000,4817.47711
2023-06-28T23:00:00.000000000,4817.94267
2023-06-29T00:00:00.000000000,4905.37058
2023-06-29T01:00:00.000000000,4898.88122
2023-06-29T02:00:00.000000000,4897.68598
2023-06-29T03:00:00.000000000,4898.46028
2023-06-29T04:00:00.000000000,4898.24293
2023-06-29T05:00:00.000000000,4900.36999
2023-06-29T06:00:00.000000000,4905.18335
2023-06-29T07:00:00.000000000,4905.65823
2023-06-29T08:00:00.000000000,4903.68712
2023-06-29T09:00:00.000000000,4903.35599
2023-06-29T10:00:00.000000000,4902.23221
2023-06-29T11:00:00.000000000,4902.00639
2023-06-29T12:00:00.000000000,4900.47156
2023-06-29T13:00:00.000000000,4902.32919
2023-06-29T14:00:00.000000000,4905.9796
2023-06-29T15:00:00.000000000,4906.73625
2023-06-29T16:00:00.000000000,4905.50042
2023-06-29T17:00:00.000000000,4904.50245
2023-06-29T18:00:00.000000000,4905.62394
2023-06-29T19:00:00.000000000,4909.61853
2023-06-29T20:00:00.000000000,4909.89657
2023-06-29T21:00:00.000000000,4910.56356
2023-06-29T22:00:00.000000000,4912.50985
2023-06-29T23:00:00.000000000,4912.72663
2023-06-30T00:00:00.000000000,4997.31028
2023-06-30T01:00:00.000000000,4990.37387
2023-06-30T02:00:00.000000000,4988.99471
2023-06-30T03:00:00.000000000,4989.47146
2023-06-30T04:00:00.000000000,4989.09227
2023-06-30T05:00:00.000000000,4991.09652
2023-06-30T06:00:00.000000000,4995.75494
2023-06-30T07:00:00.000000000,4995.94403
2023-06-30T08:00:00.000000000,4993.64065
2023-06-30T09:00:00.000000000,4993.00566
2023-06-30T10:00:00.000000000,4991.53051
2023-06-30T11:00:00.000000000,4991.10441
2023-06-30T12:00:00.000000000,4989.29628
2023-06-30T13:00:00.000000000,4991.16567
2023-06-30T14:00:00.000000000,4994.57376
2023-06-30T15:00:00.000000000,4995.30746
2023-06-30T16:00:00.000000000,4993.82314
2023-06-30T17:00:00.000000000,4992.44828
2023-06-30T18:00:00.000000000,4993.41655
2023-06-30T19:00:00.000000000,4997.58574
2023-06-30T20:00:00.000000000,4997.71558
2023-06-30T21:00:00.000000000,4997.92332
2023-06-30T22:00:00.000000000,4999.69544
2023-06-30T23:00:00.000000000,4999.68396
