Unnamed: 0,UTC time,carbon_intensity,coal,nat_gas,nuclear,oil,hydro,solar,wind,biomass,unknown
43536,2023-12-20 00:00:00,111.2,152.0,137.0,2453.0,48.0,564.0,0.0,0.0,78.0,166.0
43537,2023-12-20 01:00:00,111.97,153.0,137.0,2454.0,48.0,558.0,0.0,1.0,83.0,168.0
43538,2023-12-20 02:00:00,112.2,155.0,138.0,2453.0,48.0,565.0,0.0,1.0,84.0,167.0
43539,2023-12-20 03:00:00,112.81,155.0,140.0,2452.0,48.0,563.0,0.0,1.0,84.0,169.0
43540,2023-12-20 04:00:00,113.18,157.0,140.0,2455.0,48.0,558.0,0.0,1.0,82.0,169.0
43541,2023-12-20 05:00:00,114.53,162.0,149.0,2453.0,48.0,628.0,0.0,1.0,82.0,176.0
43542,2023-12-20 06:00:00,110.71,160.0,143.0,2453.0,48.0,693.0,1.0,1.0,82.0,168.0
43543,2023-12-20 07:00:00,109.62,157.0,141.0,2454.0,48.0,699.0,12.0,1.0,78.0,169.0
43544,2023-12-20 08:00:00,109.05,151.0,142.0,2454.0,48.0,721.0,31.0,1.0,79.0,177.0
43545,2023-12-20 09:00:00,110.46,155.0,141.0,2453.0,47.0,654.0,43.0,1.0,80.0,174.0
43546,2023-12-20 10:00:00,108.3,141.0,142.0,2451.0,47.0,621.0,45.0,2.0,84.0,171.0
43547,2023-12-20 11:00:00,112.11,158.0,139.0,2453.0,48.0,593.0,42.0,1.0,85.0,171.0
43548,2023-12-20 12:00:00,114.74,166.0,140.0,2450.0,48.0,578.0,23.0,1.0,86.0,172.0
43549,2023-12-20 13:00:00,114.14,160.0,143.0,2444.0,48.0,599.0,12.0,1.0,88.0,174.0
43550,2023-12-20 14:00:00,112.61,158.0,141.0,2444.0,46.0,626.0,3.0,1.0,88.0,173.0
43551,2023-12-20 15:00:00,110.04,155.0,143.0,2443.0,46.0,766.0,0.0,1.0,94.0,178.0
43552,2023-12-20 16:00:00,109.72,154.0,144.0,2440.0,46.0,792.0,0.0,1.0,93.0,180.0
43553,2023-12-20 17:00:00,109.91,154.0,146.0,2442.0,46.0,797.0,0.0,1.0,93.0,181.0
43554,2023-12-20 18:00:00,109.04,154.0,146.0,2442.0,47.0,804.0,0.0,1.0,95.0,175.0
43555,2023-12-20 19:00:00,106.32,134.0,145.0,2442.0,47.0,732.0,0.0,1.0,95.0,172.0
43556,2023-12-20 20:00:00,107.17,128.0,140.0,2440.0,47.0,644.0,0.0,1.0,91.0,176.0
43557,2023-12-20 21:00:00,111.7,146.0,136.0,2439.0,46.0,595.0,0.0,1.0,94.0,178.0
43558,2023-12-20 22:00:00,108.44,138.0,132.0,2444.0,47.0,561.0,0.0,1.0,95.0,165.0
43559,2023-12-20 23:00:00,103.31,126.0,111.0,2449.0,48.0,544.0,0.0,1.0,94.0,160.0
