Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,coal,nat_gas,oil,hydro,solar,other
40416,2023-08-12 00:00:00,2024-07-17 00:00:00,3.1,708.65,6661.0,0.0,18.0,115.0,96.0,1400.0
40417,2023-08-12 01:00:00,2024-07-17 00:00:00,3.1,716.05,6245.0,0.0,18.0,4.0,95.0,1404.0
40418,2023-08-12 02:00:00,2024-07-17 00:00:00,3.1,713.49,5641.0,0.0,18.0,0.0,95.0,1365.0
40419,2023-08-12 03:00:00,2024-07-17 00:00:00,3.1,712.75,5173.0,0.0,18.0,0.0,95.0,1243.0
40420,2023-08-12 04:00:00,2024-07-17 00:00:00,3.1,711.08,5075.0,0.0,18.0,0.0,97.0,1277.0
40421,2023-08-12 05:00:00,2024-07-17 00:00:00,3.1,712.85,4827.0,0.0,18.0,0.0,94.0,1125.0
40422,2023-08-12 06:00:00,2024-07-17 00:00:00,3.1,718.07,4677.0,0.0,17.0,0.0,95.0,857.0
40423,2023-08-12 07:00:00,2024-07-17 00:00:00,3.1,725.58,4601.0,0.0,17.0,0.0,95.0,558.0
40424,2023-08-12 08:00:00,2024-07-17 00:00:00,3.1,733.25,4617.0,0.0,17.0,0.0,95.0,305.0
40425,2023-08-12 09:00:00,2024-07-17 00:00:00,3.1,734.04,4510.0,0.0,18.0,0.0,96.0,256.0
40426,2023-08-12 10:00:00,2024-07-17 00:00:00,3.1,733.86,4440.0,0.0,17.0,0.0,96.0,252.0
40427,2023-08-12 11:00:00,2024-07-17 00:00:00,3.1,733.49,4412.0,0.0,17.0,0.0,97.0,254.0
40428,2023-08-12 12:00:00,2024-07-17 00:00:00,3.1,710.71,3574.0,0.0,20.0,94.0,97.0,253.0
40429,2023-08-12 13:00:00,2024-07-17 00:00:00,3.1,648.14,3587.0,0.0,26.0,486.0,95.0,251.0
40430,2023-08-12 14:00:00,2024-07-17 00:00:00,3.1,622.76,4043.0,0.0,24.0,769.0,94.0,256.0
40431,2023-08-12 15:00:00,2024-07-17 00:00:00,3.1,628.78,4666.0,0.0,23.0,834.0,96.0,416.0
40432,2023-08-12 16:00:00,2024-07-17 00:00:00,3.1,634.05,5249.0,0.0,24.0,870.0,93.0,763.0
40433,2023-08-12 17:00:00,2024-07-17 00:00:00,3.1,634.87,5470.0,0.0,24.0,871.0,95.0,1097.0
40434,2023-08-12 18:00:00,2024-07-17 00:00:00,3.1,636.17,5817.0,0.0,23.0,892.0,97.0,1403.0
40435,2023-08-12 19:00:00,2024-07-17 00:00:00,3.1,637.83,6015.0,0.0,24.0,910.0,95.0,1405.0
40436,2023-08-12 20:00:00,2024-07-17 00:00:00,3.1,643.39,6277.0,0.0,24.0,884.0,95.0,1409.0
40437,2023-08-12 21:00:00,2024-07-17 00:00:00,3.1,651.37,6494.0,0.0,24.0,814.0,95.0,1407.0
40438,2023-08-12 22:00:00,2024-07-17 00:00:00,3.1,655.32,6561.0,0.0,37.0,765.0,96.0,1411.0
40439,2023-08-12 23:00:00,2024-07-17 00:00:00,3.1,670.86,6515.0,0.0,23.0,562.0,93.0,1411.0
