UTC time,coal,nat_gas,oil,hydro,solar,other
2023-11-27 00:00:00,3513.0,0.0,23.0,0.0,96.0,692.0
2023-11-27 01:00:00,3423.0,0.0,22.0,0.0,93.0,691.0
2023-11-27 02:00:00,3318.0,0.0,22.0,0.0,94.0,692.0
2023-11-27 03:00:00,3273.0,0.0,23.0,0.0,93.0,694.0
2023-11-27 04:00:00,2982.0,0.0,22.0,0.0,95.0,688.0
2023-11-27 05:00:00,2768.0,0.0,22.0,0.0,94.0,650.0
2023-11-27 06:00:00,2612.0,0.0,22.0,0.0,97.0,531.0
2023-11-27 07:00:00,2607.0,0.0,24.0,0.0,98.0,273.0
2023-11-27 08:00:00,2611.0,0.0,23.0,0.0,98.0,117.0
2023-11-27 09:00:00,2546.0,0.0,23.0,0.0,95.0,113.0
2023-11-27 10:00:00,2571.0,0.0,23.0,0.0,96.0,114.0
2023-11-27 11:00:00,2710.0,0.0,23.0,0.0,99.0,183.0
2023-11-27 12:00:00,2899.0,0.0,23.0,0.0,96.0,373.0
2023-11-27 13:00:00,3054.0,0.0,23.0,55.0,97.0,468.0
2023-11-27 14:00:00,3036.0,0.0,23.0,320.0,98.0,436.0
2023-11-27 15:00:00,2970.0,0.0,23.0,503.0,97.0,382.0
2023-11-27 16:00:00,2915.0,0.0,23.0,539.0,97.0,290.0
2023-11-27 17:00:00,2778.0,0.0,23.0,611.0,98.0,206.0
2023-11-27 18:00:00,2535.0,0.0,23.0,734.0,97.0,194.0
2023-11-27 19:00:00,2463.0,0.0,24.0,776.0,94.0,192.0
2023-11-27 20:00:00,2557.0,0.0,24.0,799.0,94.0,196.0
2023-11-27 21:00:00,2711.0,0.0,24.0,666.0,95.0,203.0
2023-11-27 22:00:00,3084.0,0.0,24.0,372.0,93.0,270.0
2023-11-27 23:00:00,3445.0,0.0,38.0,25.0,96.0,438.0
