UTC time,coal,nat_gas,oil,hydro,solar,other
2023-06-08 00:00:00,5915.0,0.0,27.0,197.0,89.0,239.0
2023-06-08 01:00:00,5755.0,0.0,27.0,9.0,90.0,243.0
2023-06-08 02:00:00,5422.0,0.0,26.0,0.0,88.0,249.0
2023-06-08 03:00:00,4915.0,0.0,26.0,0.0,90.0,188.0
2023-06-08 04:00:00,4439.0,0.0,26.0,0.0,89.0,135.0
2023-06-08 05:00:00,3862.0,0.0,26.0,0.0,89.0,130.0
2023-06-08 06:00:00,3527.0,0.0,27.0,0.0,91.0,130.0
2023-06-08 07:00:00,3308.0,0.0,26.0,0.0,89.0,129.0
2023-06-08 08:00:00,3186.0,0.0,27.0,0.0,90.0,130.0
2023-06-08 09:00:00,3173.0,0.0,27.0,0.0,90.0,128.0
2023-06-08 10:00:00,3253.0,0.0,27.0,0.0,91.0,131.0
2023-06-08 11:00:00,3497.0,0.0,28.0,6.0,90.0,129.0
2023-06-08 12:00:00,3645.0,0.0,27.0,237.0,90.0,129.0
2023-06-08 13:00:00,3796.0,0.0,27.0,576.0,89.0,131.0
2023-06-08 14:00:00,4042.0,0.0,27.0,716.0,90.0,130.0
2023-06-08 15:00:00,4684.0,0.0,26.0,738.0,89.0,129.0
2023-06-08 16:00:00,5242.0,0.0,26.0,752.0,90.0,178.0
2023-06-08 17:00:00,5462.0,0.0,25.0,800.0,89.0,268.0
2023-06-08 18:00:00,5556.0,0.0,24.0,797.0,82.0,372.0
2023-06-08 19:00:00,5787.0,0.0,25.0,730.0,80.0,412.0
2023-06-08 20:00:00,5879.0,0.0,25.0,758.0,78.0,525.0
2023-06-08 21:00:00,5952.0,0.0,26.0,736.0,87.0,689.0
2023-06-08 22:00:00,6148.0,0.0,38.0,746.0,92.0,714.0
2023-06-08 23:00:00,6249.0,0.0,25.0,552.0,86.0,714.0
