UTC time,creation_time (UTC),version,forecast_avg_wind_speed_wMean,forecast_avg_temperature_wMean,forecast_avg_dewpoint_wMean,forecast_avg_dswrf_wMean,forecast_avg_precipitation_wMean,avg_coal_production_forecast,avg_nat_gas_production_forecast,avg_oil_production_forecast,avg_hydro_production_forecast,avg_solar_production_forecast,avg_other_production_forecast
2023-09-12 00:00:00,2024-07-17 00:00:00,3.1,3.0755609279971714,301.4540002569497,295.61175529330785,404.1653178037362,0.543590705047317,6184.81949,0.0,27.03911,130.96746,73.07227,48.49399
2023-09-12 01:00:00,2024-07-17 00:00:00,3.1,2.333062971232836,300.5324193081612,296.07393248677874,0.0,0.5926681929588905,5829.54939,3.69564,27.15932,138.09467,73.63391,44.31415
2023-09-12 02:00:00,2024-07-17 00:00:00,3.1,2.333062971232836,300.5324193081612,296.07393248677874,0.0,0.5926681929588905,5424.83971,7.12652,26.94173,147.62882,73.18642,48.0364
2023-09-12 03:00:00,2024-07-17 00:00:00,3.1,2.333062971232836,300.5324193081612,296.07393248677874,0.0,0.5926681929588905,4941.92214,0.0,26.18973,276.41013,73.57676,53.13884
2023-09-12 04:00:00,2024-07-17 00:00:00,3.1,2.002499503077078,300.06487860673485,295.9432305777886,0.0,0.824287809227271,4495.33744,2.1569,26.34748,147.11032,74.9431,54.76642
2023-09-12 05:00:00,2024-07-17 00:00:00,3.1,2.002499503077078,300.06487860673485,295.9432305777886,0.0,0.824287809227271,4123.76331,1.05288,25.43328,243.92227,75.89265,57.4178
2023-09-12 06:00:00,2024-07-17 00:00:00,3.1,2.002499503077078,300.06487860673485,295.9432305777886,0.0,0.824287809227271,3896.4355,2.0636,24.48432,196.07211,75.44463,59.19056
2023-09-12 07:00:00,2024-07-17 00:00:00,3.1,1.940259758474524,299.7010462623348,295.8205945081028,0.0,0.3288818862636757,3658.50021,3.89907,27.23031,321.42674,73.38931,57.69758
2023-09-12 08:00:00,2024-07-17 00:00:00,3.1,1.940259758474524,299.7010462623348,295.8205945081028,0.0,0.3288818862636757,3576.06208,3.00604,26.1436,236.50567,74.70412,57.86277
2023-09-12 09:00:00,2024-07-17 00:00:00,3.1,1.940259758474524,299.7010462623348,295.8205945081028,0.0,0.3288818862636757,3635.26568,0.0,26.26095,224.54374,74.91936,62.19285
