Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,coal,nat_gas,oil,hydro,solar,other
39672,2023-07-12 00:00:00,2024-07-17 00:00:00,3.1,765.97,6132.0,0.0,30.0,259.0,86.0,1117.0
39673,2023-07-12 01:00:00,2024-07-17 00:00:00,3.1,791.41,5928.0,0.0,30.0,7.0,86.0,1047.0
39674,2023-07-12 02:00:00,2024-07-17 00:00:00,3.1,791.57,5748.0,0.0,32.0,0.0,86.0,1034.0
39675,2023-07-12 03:00:00,2024-07-17 00:00:00,3.1,796.9,5511.0,0.0,32.0,0.0,86.0,598.0
39676,2023-07-12 04:00:00,2024-07-17 00:00:00,3.1,800.54,5045.0,0.0,33.0,0.0,86.0,281.0
39677,2023-07-12 05:00:00,2024-07-17 00:00:00,3.1,798.97,4563.0,0.0,32.0,0.0,85.0,274.0
39678,2023-07-12 06:00:00,2024-07-17 00:00:00,3.1,797.23,4194.0,0.0,34.0,0.0,85.0,273.0
39679,2023-07-12 07:00:00,2024-07-17 00:00:00,3.1,796.08,3994.0,0.0,33.0,0.0,86.0,272.0
39680,2023-07-12 08:00:00,2024-07-17 00:00:00,3.1,795.49,3832.0,0.0,33.0,0.0,84.0,273.0
39681,2023-07-12 09:00:00,2024-07-17 00:00:00,3.1,795.24,3910.0,0.0,33.0,0.0,88.0,273.0
39682,2023-07-12 10:00:00,2024-07-17 00:00:00,3.1,795.68,3892.0,0.0,33.0,0.0,85.0,272.0
39683,2023-07-12 11:00:00,2024-07-17 00:00:00,3.1,796.43,4101.0,0.0,33.0,2.0,85.0,274.0
39684,2023-07-12 12:00:00,2024-07-17 00:00:00,3.1,771.71,4177.0,0.0,32.0,155.0,86.0,271.0
39685,2023-07-12 13:00:00,2024-07-17 00:00:00,3.1,719.05,4270.0,0.0,33.0,526.0,86.0,273.0
39686,2023-07-12 14:00:00,2024-07-17 00:00:00,3.1,712.03,4590.0,0.0,33.0,633.0,82.0,274.0
39687,2023-07-12 15:00:00,2024-07-17 00:00:00,3.1,719.42,5246.0,0.0,30.0,672.0,77.0,324.0
39688,2023-07-12 16:00:00,2024-07-17 00:00:00,3.1,717.96,5620.0,0.0,29.0,733.0,78.0,577.0
39689,2023-07-12 17:00:00,2024-07-17 00:00:00,3.1,718.6,5929.0,0.0,33.0,753.0,85.0,1001.0
39690,2023-07-12 18:00:00,2024-07-17 00:00:00,3.1,714.86,6043.0,15.0,34.0,805.0,83.0,1213.0
39691,2023-07-12 19:00:00,2024-07-17 00:00:00,3.1,722.53,6230.0,47.0,34.0,725.0,85.0,1323.0
39692,2023-07-12 20:00:00,2024-07-17 00:00:00,3.1,723.7,6117.0,16.0,33.0,707.0,84.0,1315.0
39693,2023-07-12 21:00:00,2024-07-17 00:00:00,3.1,736.17,6045.0,24.0,34.0,572.0,62.0,1319.0
39694,2023-07-12 22:00:00,2024-07-17 00:00:00,3.1,753.15,6154.0,0.0,38.0,404.0,60.0,1325.0
39695,2023-07-12 23:00:00,2024-07-17 00:00:00,3.1,764.79,6279.0,0.0,33.0,288.0,61.0,1321.0
