UTC time,coal,nat_gas,oil,hydro,solar,other
2023-03-14 00:00:00,4662.0,0.0,37.0,13.0,26.0,701.0
2023-03-14 01:00:00,4563.0,0.0,37.0,0.0,27.0,704.0
2023-03-14 02:00:00,4372.0,0.0,37.0,0.0,26.0,699.0
2023-03-14 03:00:00,4015.0,0.0,37.0,0.0,27.0,667.0
2023-03-14 04:00:00,3555.0,0.0,37.0,0.0,26.0,410.0
2023-03-14 05:00:00,3467.0,0.0,37.0,0.0,25.0,202.0
2023-03-14 06:00:00,3300.0,0.0,37.0,0.0,26.0,111.0
2023-03-14 07:00:00,3109.0,0.0,37.0,0.0,29.0,112.0
2023-03-14 08:00:00,2988.0,0.0,37.0,0.0,27.0,113.0
2023-03-14 09:00:00,2976.0,0.0,37.0,0.0,27.0,110.0
2023-03-14 10:00:00,3176.0,0.0,37.0,0.0,27.0,112.0
2023-03-14 11:00:00,3440.0,0.0,36.0,0.0,27.0,112.0
2023-03-14 12:00:00,3724.0,0.0,37.0,2.0,28.0,159.0
2023-03-14 13:00:00,3588.0,0.0,37.0,181.0,26.0,191.0
2023-03-14 14:00:00,3281.0,0.0,37.0,563.0,28.0,188.0
2023-03-14 15:00:00,3083.0,0.0,36.0,684.0,26.0,189.0
2023-03-14 16:00:00,2974.0,52.0,37.0,761.0,26.0,118.0
2023-03-14 17:00:00,3052.0,52.0,37.0,767.0,28.0,113.0
2023-03-14 18:00:00,3051.0,52.0,36.0,772.0,27.0,113.0
2023-03-14 19:00:00,3127.0,51.0,37.0,771.0,27.0,110.0
2023-03-14 20:00:00,3387.0,17.0,37.0,765.0,27.0,111.0
2023-03-14 21:00:00,3734.0,0.0,37.0,735.0,27.0,145.0
2023-03-14 22:00:00,3914.0,0.0,37.0,616.0,25.0,204.0
2023-03-14 23:00:00,4100.0,0.0,37.0,307.0,28.0,264.0
