datetime,avg_other_production_forecast
2023-06-27T00:00:00.000000000,2264.76074
2023-06-27T01:00:00.000000000,2291.12386
2023-06-27T02:00:00.000000000,2369.73867
2023-06-27T03:00:00.000000000,2339.57782
2023-06-27T04:00:00.000000000,2357.06688
2023-06-27T05:00:00.000000000,2381.6337
2023-06-27T06:00:00.000000000,2403.34689
2023-06-27T07:00:00.000000000,2454.24977
2023-06-27T08:00:00.000000000,2433.01152
2023-06-27T09:00:00.000000000,2402.88826
2023-06-27T10:00:00.000000000,2336.97231
2023-06-27T11:00:00.000000000,2232.06441
2023-06-27T12:00:00.000000000,2089.53487
2023-06-27T13:00:00.000000000,1876.17502
2023-06-27T14:00:00.000000000,1562.64354
2023-06-27T15:00:00.000000000,1234.48221
2023-06-27T16:00:00.000000000,990.14671
2023-06-27T17:00:00.000000000,840.64746
2023-06-27T18:00:00.000000000,779.02547
2023-06-27T19:00:00.000000000,820.57433
2023-06-27T20:00:00.000000000,978.20314
2023-06-27T21:00:00.000000000,1197.16261
2023-06-27T22:00:00.000000000,1433.50339
2023-06-27T23:00:00.000000000,1652.38198
2023-06-28T00:00:00.000000000,1137.05885
2023-06-28T01:00:00.000000000,1143.94345
2023-06-28T02:00:00.000000000,1107.64202
2023-06-28T03:00:00.000000000,1098.15635
2023-06-28T04:00:00.000000000,1067.16501
2023-06-28T05:00:00.000000000,1064.20437
2023-06-28T06:00:00.000000000,1086.61429
2023-06-28T07:00:00.000000000,1050.40356
2023-06-28T08:00:00.000000000,1064.011
2023-06-28T09:00:00.000000000,1049.06382
2023-06-28T10:00:00.000000000,1086.22621
2023-06-28T11:00:00.000000000,1056.30025
2023-06-28T12:00:00.000000000,1083.69807
2023-06-28T13:00:00.000000000,1041.69384
2023-06-28T14:00:00.000000000,952.94353
2023-06-28T15:00:00.000000000,914.28915
2023-06-28T16:00:00.000000000,891.88057
2023-06-28T17:00:00.000000000,937.85612
2023-06-28T18:00:00.000000000,939.91866
2023-06-28T19:00:00.000000000,959.08368
2023-06-28T20:00:00.000000000,945.37563
2023-06-28T21:00:00.000000000,976.6594
2023-06-28T22:00:00.000000000,952.23399
2023-06-28T23:00:00.000000000,970.61696
2023-06-29T00:00:00.000000000,840.0405
2023-06-29T01:00:00.000000000,848.71066
2023-06-29T02:00:00.000000000,818.75541
2023-06-29T03:00:00.000000000,799.08817
2023-06-29T04:00:00.000000000,779.76599
2023-06-29T05:00:00.000000000,778.41867
2023-06-29T06:00:00.000000000,804.65354
2023-06-29T07:00:00.000000000,770.65373
2023-06-29T08:00:00.000000000,783.48409
2023-06-29T09:00:00.000000000,770.60937
2023-06-29T10:00:00.000000000,801.38519
2023-06-29T11:00:00.000000000,770.8377
2023-06-29T12:00:00.000000000,795.11912
2023-06-29T13:00:00.000000000,764.57287
2023-06-29T14:00:00.000000000,718.20608
2023-06-29T15:00:00.000000000,682.33369
2023-06-29T16:00:00.000000000,668.1872
2023-06-29T17:00:00.000000000,700.85875
2023-06-29T18:00:00.000000000,704.83679
2023-06-29T19:00:00.000000000,723.86334
2023-06-29T20:00:00.000000000,711.19799
2023-06-29T21:00:00.000000000,732.59397
2023-06-29T22:00:00.000000000,722.96328
2023-06-29T23:00:00.000000000,732.63049
2023-06-30T00:00:00.000000000,840.0405
2023-06-30T01:00:00.000000000,848.71066
2023-06-30T02:00:00.000000000,818.75541
2023-06-30T03:00:00.000000000,799.08817
2023-06-30T04:00:00.000000000,779.76599
2023-06-30T05:00:00.000000000,778.41867
2023-06-30T06:00:00.000000000,804.65354
2023-06-30T07:00:00.000000000,770.65373
2023-06-30T08:00:00.000000000,783.48409
2023-06-30T09:00:00.000000000,770.60937
2023-06-30T10:00:00.000000000,801.38519
2023-06-30T11:00:00.000000000,770.8377
2023-06-30T12:00:00.000000000,795.11912
2023-06-30T13:00:00.000000000,764.57287
2023-06-30T14:00:00.000000000,718.20608
2023-06-30T15:00:00.000000000,682.33369
2023-06-30T16:00:00.000000000,668.1872
2023-06-30T17:00:00.000000000,700.85875
2023-06-30T18:00:00.000000000,704.83679
2023-06-30T19:00:00.000000000,723.86334
2023-06-30T20:00:00.000000000,711.19799
2023-06-30T21:00:00.000000000,732.59397
2023-06-30T22:00:00.000000000,722.96328
2023-06-30T23:00:00.000000000,732.63049
