datetime,avg_wind_production_forecast
2023-06-27T00:00:00.000000000,4055.49993
2023-06-27T01:00:00.000000000,4104.36982
2023-06-27T02:00:00.000000000,4250.09982
2023-06-27T03:00:00.000000000,4194.18998
2023-06-27T04:00:00.000000000,4226.60983
2023-06-27T05:00:00.000000000,4272.14988
2023-06-27T06:00:00.000000000,4312.40011
2023-06-27T07:00:00.000000000,4406.75989
2023-06-27T08:00:00.000000000,4367.39008
2023-06-27T09:00:00.000000000,4311.54994
2023-06-27T10:00:00.000000000,4189.36009
2023-06-27T11:00:00.000000000,3994.89002
2023-06-27T12:00:00.000000000,3730.6799
2023-06-27T13:00:00.000000000,3335.17008
2023-06-27T14:00:00.000000000,2753.96993
2023-06-27T15:00:00.000000000,2145.65009
2023-06-27T16:00:00.000000000,1692.72003
2023-06-27T17:00:00.000000000,1415.59
2023-06-27T18:00:00.000000000,1301.35997
2023-06-27T19:00:00.000000000,1378.37999
2023-06-27T20:00:00.000000000,1670.57998
2023-06-27T21:00:00.000000000,2076.46992
2023-06-27T22:00:00.000000000,2514.58
2023-06-27T23:00:00.000000000,2920.32002
2023-06-28T00:00:00.000000000,2699.65377
2023-06-28T01:00:00.000000000,2713.55292
2023-06-28T02:00:00.000000000,2716.87873
2023-06-28T03:00:00.000000000,2783.90054
2023-06-28T04:00:00.000000000,2800.97748
2023-06-28T05:00:00.000000000,2802.12445
2023-06-28T06:00:00.000000000,2785.34755
2023-06-28T07:00:00.000000000,2796.35247
2023-06-28T08:00:00.000000000,2786.92956
2023-06-28T09:00:00.000000000,2782.73059
2023-06-28T10:00:00.000000000,2731.1145
2023-06-28T11:00:00.000000000,2716.98137
2023-06-28T12:00:00.000000000,2725.18322
2023-06-28T13:00:00.000000000,2724.83396
2023-06-28T14:00:00.000000000,2758.6968
2023-06-28T15:00:00.000000000,2769.9045
2023-06-28T16:00:00.000000000,2770.44256
2023-06-28T17:00:00.000000000,2752.9928
2023-06-28T18:00:00.000000000,2751.77825
2023-06-28T19:00:00.000000000,2729.64968
2023-06-28T20:00:00.000000000,2718.56797
2023-06-28T21:00:00.000000000,2700.94224
2023-06-28T22:00:00.000000000,2706.28396
2023-06-28T23:00:00.000000000,2708.47047
2023-06-29T00:00:00.000000000,2795.66793
2023-06-29T01:00:00.000000000,2809.9328
2023-06-29T02:00:00.000000000,2814.92105
2023-06-29T03:00:00.000000000,2879.81627
2023-06-29T04:00:00.000000000,2897.14789
2023-06-29T05:00:00.000000000,2898.68471
2023-06-29T06:00:00.000000000,2881.51087
2023-06-29T07:00:00.000000000,2892.14184
2023-06-29T08:00:00.000000000,2881.66023
2023-06-29T09:00:00.000000000,2879.81379
2023-06-29T10:00:00.000000000,2828.29056
2023-06-29T11:00:00.000000000,2813.10946
2023-06-29T12:00:00.000000000,2820.57354
2023-06-29T13:00:00.000000000,2819.82025
2023-06-29T14:00:00.000000000,2851.35183
2023-06-29T15:00:00.000000000,2863.26628
2023-06-29T16:00:00.000000000,2865.81277
2023-06-29T17:00:00.000000000,2848.42965
2023-06-29T18:00:00.000000000,2845.66832
2023-06-29T19:00:00.000000000,2823.43233
2023-06-29T20:00:00.000000000,2811.48169
2023-06-29T21:00:00.000000000,2796.51447
2023-06-29T22:00:00.000000000,2802.02105
2023-06-29T23:00:00.000000000,2804.40382
2023-06-30T00:00:00.000000000,2895.13754
2023-06-30T01:00:00.000000000,2909.36488
2023-06-30T02:00:00.000000000,2914.53733
2023-06-30T03:00:00.000000000,2977.85055
2023-06-30T04:00:00.000000000,2995.27809
2023-06-30T05:00:00.000000000,2996.85455
2023-06-30T06:00:00.000000000,2979.79675
2023-06-30T07:00:00.000000000,2989.8977
2023-06-30T08:00:00.000000000,2979.29105
2023-06-30T09:00:00.000000000,2977.30866
2023-06-30T10:00:00.000000000,2927.43082
2023-06-30T11:00:00.000000000,2911.56441
2023-06-30T12:00:00.000000000,2918.88392
2023-06-30T13:00:00.000000000,2918.48603
2023-06-30T14:00:00.000000000,2947.08547
2023-06-30T15:00:00.000000000,2959.75167
2023-06-30T16:00:00.000000000,2962.20472
2023-06-30T17:00:00.000000000,2945.91744
2023-06-30T18:00:00.000000000,2943.42801
2023-06-30T19:00:00.000000000,2919.75803
2023-06-30T20:00:00.000000000,2907.74056
2023-06-30T21:00:00.000000000,2894.0394
2023-06-30T22:00:00.000000000,2899.18887
2023-06-30T23:00:00.000000000,2901.15556
