Unnamed: 0,UTC time,carbon_intensity,coal,nat_gas,oil,solar,wind,biomass
41688,2023-10-04 00:00:00,33.99,117.0,90.0,23.0,0.0,3573.0,68.0
41689,2023-10-04 01:00:00,33.55,116.0,89.0,23.0,0.0,3592.0,68.0
41690,2023-10-04 02:00:00,32.54,115.0,88.0,23.0,0.0,3682.0,66.0
41691,2023-10-04 03:00:00,33.13,120.0,90.0,24.0,0.0,3750.0,68.0
41692,2023-10-04 04:00:00,28.27,129.0,96.0,25.0,0.0,4766.0,68.0
41693,2023-10-04 05:00:00,28.12,129.0,97.0,25.0,14.0,4792.0,66.0
41694,2023-10-04 06:00:00,27.61,127.0,104.0,25.0,193.0,4742.0,66.0
41695,2023-10-04 07:00:00,25.54,124.0,108.0,24.0,576.0,4736.0,67.0
41696,2023-10-04 08:00:00,22.29,119.0,106.0,23.0,1057.0,4862.0,68.0
41697,2023-10-04 09:00:00,19.97,113.0,101.0,22.0,1284.0,5029.0,70.0
41698,2023-10-04 10:00:00,20.36,115.0,102.0,23.0,1384.0,4908.0,73.0
41699,2023-10-04 11:00:00,21.46,114.0,102.0,22.0,1226.0,4675.0,73.0
41700,2023-10-04 12:00:00,22.66,113.0,102.0,22.0,1010.0,4530.0,73.0
41701,2023-10-04 13:00:00,26.35,119.0,102.0,23.0,619.0,4283.0,72.0
41702,2023-10-04 14:00:00,28.82,125.0,96.0,24.0,375.0,4181.0,66.0
41703,2023-10-04 15:00:00,30.97,131.0,100.0,26.0,147.0,4294.0,53.0
41704,2023-10-04 16:00:00,30.26,131.0,100.0,26.0,20.0,4517.0,67.0
41705,2023-10-04 17:00:00,29.56,131.0,103.0,26.0,0.0,4686.0,69.0
41706,2023-10-04 18:00:00,26.05,121.0,105.0,24.0,0.0,5076.0,70.0
41707,2023-10-04 19:00:00,26.15,120.0,105.0,24.0,0.0,5025.0,71.0
41708,2023-10-04 20:00:00,27.05,118.0,96.0,23.0,0.0,4666.0,71.0
41709,2023-10-04 21:00:00,29.62,121.0,90.0,24.0,0.0,4253.0,70.0
41710,2023-10-04 22:00:00,27.21,119.0,90.0,23.0,0.0,4605.0,53.0
41711,2023-10-04 23:00:00,30.96,120.0,94.0,23.0,0.0,4051.0,83.0
