UTC time,coal,nat_gas,oil,solar,wind,biomass
2023-01-09 00:00:00,366.0,197.0,32.0,0.0,2742.0,526.0
2023-01-09 01:00:00,354.0,202.0,31.0,0.0,2821.0,442.0
2023-01-09 02:00:00,362.0,198.0,33.0,0.0,2951.0,432.0
2023-01-09 03:00:00,377.0,199.0,34.0,0.0,2757.0,472.0
2023-01-09 04:00:00,391.0,195.0,35.0,0.0,2924.0,532.0
2023-01-09 05:00:00,503.0,245.0,38.0,0.0,2781.0,768.0
2023-01-09 06:00:00,599.0,375.0,44.0,0.0,2629.0,920.0
2023-01-09 07:00:00,751.0,489.0,52.0,0.0,2374.0,1052.0
2023-01-09 08:00:00,670.0,479.0,54.0,13.0,2195.0,1087.0
2023-01-09 09:00:00,596.0,446.0,55.0,86.0,2014.0,1106.0
2023-01-09 10:00:00,589.0,448.0,55.0,189.0,1676.0,1082.0
2023-01-09 11:00:00,666.0,415.0,52.0,250.0,1454.0,1051.0
2023-01-09 12:00:00,674.0,419.0,51.0,213.0,1527.0,1038.0
2023-01-09 13:00:00,679.0,467.0,50.0,104.0,1563.0,1040.0
2023-01-09 14:00:00,763.0,573.0,56.0,25.0,1423.0,1159.0
2023-01-09 15:00:00,705.0,554.0,54.0,1.0,1412.0,1192.0
2023-01-09 16:00:00,711.0,596.0,55.0,0.0,1483.0,1180.0
2023-01-09 17:00:00,704.0,588.0,54.0,0.0,1396.0,1173.0
2023-01-09 18:00:00,712.0,581.0,53.0,0.0,1410.0,1164.0
2023-01-09 19:00:00,711.0,507.0,51.0,0.0,1421.0,1141.0
2023-01-09 20:00:00,616.0,378.0,50.0,0.0,1489.0,1044.0
2023-01-09 21:00:00,599.0,354.0,49.0,0.0,1450.0,992.0
2023-01-09 22:00:00,527.0,333.0,48.0,0.0,1349.0,950.0
2023-01-09 23:00:00,479.0,230.0,40.0,0.0,1452.0,873.0
