UTC time,coal,nat_gas,oil,solar,wind,biomass
2023-08-24 00:00:00,615.0,78.0,35.0,0.0,794.0,256.0
2023-08-24 01:00:00,600.0,78.0,35.0,0.0,805.0,256.0
2023-08-24 02:00:00,602.0,78.0,35.0,0.0,800.0,296.0
2023-08-24 03:00:00,607.0,82.0,37.0,0.0,739.0,322.0
2023-08-24 04:00:00,771.0,110.0,40.0,29.0,626.0,362.0
2023-08-24 05:00:00,831.0,119.0,44.0,224.0,568.0,351.0
2023-08-24 06:00:00,854.0,121.0,46.0,615.0,502.0,358.0
2023-08-24 07:00:00,655.0,95.0,47.0,1041.0,603.0,307.0
2023-08-24 08:00:00,511.0,89.0,47.0,1366.0,586.0,255.0
2023-08-24 09:00:00,537.0,87.0,47.0,1587.0,458.0,254.0
2023-08-24 10:00:00,558.0,78.0,43.0,1588.0,359.0,245.0
2023-08-24 11:00:00,497.0,76.0,43.0,1672.0,302.0,236.0
2023-08-24 12:00:00,537.0,82.0,45.0,1593.0,210.0,237.0
2023-08-24 13:00:00,539.0,79.0,44.0,1323.0,151.0,259.0
2023-08-24 14:00:00,604.0,84.0,45.0,903.0,137.0,336.0
2023-08-24 15:00:00,892.0,91.0,47.0,484.0,132.0,376.0
2023-08-24 16:00:00,975.0,193.0,53.0,218.0,153.0,388.0
2023-08-24 17:00:00,955.0,167.0,47.0,58.0,251.0,391.0
2023-08-24 18:00:00,935.0,164.0,46.0,3.0,413.0,392.0
2023-08-24 19:00:00,945.0,157.0,45.0,0.0,583.0,383.0
2023-08-24 20:00:00,799.0,96.0,41.0,0.0,963.0,225.0
2023-08-24 21:00:00,495.0,112.0,42.0,0.0,1486.0,140.0
2023-08-24 22:00:00,445.0,88.0,39.0,0.0,1693.0,122.0
2023-08-24 23:00:00,495.0,132.0,42.0,0.0,1750.0,128.0
