UTC time,coal,nat_gas,oil,solar,wind,biomass
2023-02-27 00:00:00,773.0,344.0,48.0,0.0,386.0,917.0
2023-02-27 01:00:00,846.0,456.0,53.0,0.0,298.0,973.0
2023-02-27 02:00:00,703.0,399.0,52.0,0.0,294.0,980.0
2023-02-27 03:00:00,600.0,331.0,47.0,0.0,324.0,905.0
2023-02-27 04:00:00,773.0,383.0,49.0,0.0,320.0,934.0
2023-02-27 05:00:00,906.0,517.0,53.0,0.0,309.0,960.0
2023-02-27 06:00:00,1002.0,611.0,59.0,25.0,237.0,1021.0
2023-02-27 07:00:00,993.0,641.0,57.0,236.0,230.0,1040.0
2023-02-27 08:00:00,672.0,570.0,53.0,581.0,189.0,982.0
2023-02-27 09:00:00,594.0,544.0,51.0,861.0,173.0,990.0
2023-02-27 10:00:00,470.0,525.0,49.0,1066.0,186.0,977.0
2023-02-27 11:00:00,518.0,513.0,49.0,1273.0,211.0,848.0
2023-02-27 12:00:00,537.0,509.0,48.0,1146.0,246.0,805.0
2023-02-27 13:00:00,686.0,595.0,54.0,869.0,222.0,973.0
2023-02-27 14:00:00,675.0,738.0,78.0,626.0,249.0,1121.0
2023-02-27 15:00:00,756.0,640.0,54.0,301.0,215.0,1024.0
2023-02-27 16:00:00,742.0,634.0,53.0,53.0,233.0,1065.0
2023-02-27 17:00:00,855.0,641.0,54.0,1.0,326.0,1101.0
2023-02-27 18:00:00,975.0,642.0,54.0,0.0,372.0,1116.0
2023-02-27 19:00:00,908.0,639.0,55.0,0.0,367.0,1095.0
2023-02-27 20:00:00,797.0,611.0,52.0,0.0,319.0,999.0
2023-02-27 21:00:00,740.0,499.0,50.0,0.0,275.0,976.0
2023-02-27 22:00:00,645.0,441.0,47.0,0.0,208.0,988.0
2023-02-27 23:00:00,629.0,361.0,45.0,0.0,180.0,985.0
