Unnamed: 0,UTC time,carbon_intensity,coal,nat_gas,oil,solar,wind,biomass
43488,2023-12-18 00:00:00,67.84,218.0,154.0,40.0,1.0,5511.0,376.0
43489,2023-12-18 01:00:00,70.73,219.0,157.0,41.0,0.0,5316.0,401.0
43490,2023-12-18 02:00:00,71.86,216.0,149.0,40.0,1.0,5059.0,385.0
43491,2023-12-18 03:00:00,76.46,220.0,146.0,40.0,0.0,4712.0,401.0
43492,2023-12-18 04:00:00,84.35,254.0,149.0,40.0,0.0,4486.0,406.0
43493,2023-12-18 05:00:00,105.66,343.0,198.0,47.0,1.0,4337.0,514.0
43494,2023-12-18 06:00:00,126.54,430.0,278.0,56.0,1.0,4156.0,500.0
43495,2023-12-18 07:00:00,145.11,502.0,319.0,59.0,1.0,3899.0,523.0
43496,2023-12-18 08:00:00,154.59,510.0,338.0,61.0,13.0,3667.0,597.0
43497,2023-12-18 09:00:00,152.03,491.0,333.0,60.0,41.0,3624.0,578.0
43498,2023-12-18 10:00:00,140.25,427.0,302.0,54.0,71.0,3627.0,581.0
43499,2023-12-18 11:00:00,120.02,304.0,286.0,46.0,72.0,3741.0,639.0
43500,2023-12-18 12:00:00,116.85,308.0,284.0,46.0,48.0,3880.0,593.0
43501,2023-12-18 13:00:00,120.87,320.0,289.0,48.0,19.0,3851.0,630.0
43502,2023-12-18 14:00:00,124.07,344.0,305.0,53.0,3.0,3939.0,630.0
43503,2023-12-18 15:00:00,124.66,388.0,344.0,61.0,1.0,4338.0,623.0
43504,2023-12-18 16:00:00,116.08,387.0,355.0,62.0,1.0,4842.0,620.0
43505,2023-12-18 17:00:00,102.91,329.0,360.0,61.0,0.0,5298.0,616.0
43506,2023-12-18 18:00:00,95.56,319.0,300.0,61.0,1.0,5565.0,650.0
43507,2023-12-18 19:00:00,80.67,257.0,204.0,54.0,1.0,5687.0,616.0
43508,2023-12-18 20:00:00,70.22,207.0,176.0,51.0,1.0,5811.0,535.0
43509,2023-12-18 21:00:00,66.45,204.0,179.0,45.0,1.0,5878.0,429.0
43510,2023-12-18 22:00:00,62.2,184.0,162.0,41.0,1.0,5816.0,387.0
43511,2023-12-18 23:00:00,60.5,176.0,138.0,39.0,1.0,5553.0,348.0
