UTC time,coal,nat_gas,oil,solar,wind,biomass
2023-03-30 00:00:00,330.0,268.0,29.0,0.0,1514.0,949.0
2023-03-30 01:00:00,328.0,276.0,29.0,0.0,1935.0,888.0
2023-03-30 02:00:00,330.0,250.0,29.0,0.0,2266.0,852.0
2023-03-30 03:00:00,337.0,262.0,31.0,0.0,2691.0,843.0
2023-03-30 04:00:00,382.0,345.0,34.0,0.0,3113.0,875.0
2023-03-30 05:00:00,475.0,393.0,36.0,5.0,3447.0,961.0
2023-03-30 06:00:00,484.0,399.0,43.0,28.0,3831.0,867.0
2023-03-30 07:00:00,367.0,352.0,43.0,67.0,4016.0,951.0
2023-03-30 08:00:00,318.0,312.0,42.0,116.0,3982.0,933.0
2023-03-30 09:00:00,290.0,249.0,40.0,165.0,4042.0,838.0
2023-03-30 10:00:00,270.0,175.0,39.0,214.0,4069.0,838.0
2023-03-30 11:00:00,263.0,160.0,39.0,263.0,3907.0,710.0
2023-03-30 12:00:00,252.0,161.0,39.0,341.0,3755.0,693.0
2023-03-30 13:00:00,246.0,141.0,38.0,379.0,3684.0,628.0
2023-03-30 14:00:00,249.0,155.0,38.0,303.0,3723.0,555.0
2023-03-30 15:00:00,280.0,192.0,39.0,196.0,3321.0,714.0
2023-03-30 16:00:00,323.0,247.0,41.0,89.0,3073.0,722.0
2023-03-30 17:00:00,370.0,260.0,34.0,16.0,2860.0,735.0
2023-03-30 18:00:00,386.0,292.0,31.0,0.0,2815.0,698.0
2023-03-30 19:00:00,339.0,257.0,25.0,5.0,2816.0,630.0
2023-03-30 20:00:00,294.0,250.0,25.0,5.0,3061.0,613.0
2023-03-30 21:00:00,291.0,196.0,22.0,5.0,3114.0,566.0
2023-03-30 22:00:00,292.0,177.0,22.0,0.0,2861.0,684.0
2023-03-30 23:00:00,290.0,168.0,22.0,0.0,2413.0,677.0
