Unnamed: 0,UTC time,carbon_intensity,coal,nat_gas,oil,solar,wind,biomass
43320,2023-12-11 00:00:00,218.07,355.0,218.0,60.0,1.0,1485.0,737.0
43321,2023-12-11 01:00:00,223.77,353.0,207.0,58.0,1.0,1383.0,664.0
43322,2023-12-11 02:00:00,238.78,352.0,226.0,58.0,0.0,1224.0,731.0
43323,2023-12-11 03:00:00,262.31,401.0,240.0,58.0,1.0,1087.0,847.0
43324,2023-12-11 04:00:00,303.47,528.0,297.0,58.0,0.0,998.0,767.0
43325,2023-12-11 05:00:00,333.65,656.0,399.0,63.0,0.0,977.0,831.0
43326,2023-12-11 06:00:00,363.62,887.0,474.0,70.0,1.0,1051.0,852.0
43327,2023-12-11 07:00:00,354.19,843.0,536.0,79.0,2.0,1102.0,886.0
43328,2023-12-11 08:00:00,362.94,932.0,541.0,78.0,20.0,1109.0,906.0
43329,2023-12-11 09:00:00,371.32,1015.0,516.0,79.0,50.0,1092.0,912.0
43330,2023-12-11 10:00:00,353.73,834.0,507.0,78.0,69.0,1013.0,910.0
43331,2023-12-11 11:00:00,374.02,934.0,507.0,79.0,63.0,949.0,916.0
43332,2023-12-11 12:00:00,341.59,792.0,500.0,79.0,45.0,1092.0,924.0
43333,2023-12-11 13:00:00,356.79,951.0,534.0,81.0,21.0,1188.0,931.0
43334,2023-12-11 14:00:00,340.17,889.0,556.0,81.0,4.0,1309.0,934.0
43335,2023-12-11 15:00:00,347.36,1005.0,579.0,84.0,1.0,1409.0,927.0
43336,2023-12-11 16:00:00,363.15,1086.0,575.0,82.0,1.0,1334.0,920.0
43337,2023-12-11 17:00:00,382.64,1144.0,580.0,82.0,1.0,1199.0,908.0
43338,2023-12-11 18:00:00,391.31,1084.0,533.0,67.0,1.0,1032.0,879.0
43339,2023-12-11 19:00:00,394.94,921.0,517.0,65.0,1.0,814.0,875.0
43340,2023-12-11 20:00:00,397.55,874.0,442.0,61.0,6.0,742.0,815.0
43341,2023-12-11 21:00:00,370.63,720.0,378.0,59.0,6.0,739.0,835.0
43342,2023-12-11 22:00:00,364.92,657.0,369.0,63.0,6.0,690.0,867.0
43343,2023-12-11 23:00:00,358.1,545.0,281.0,70.0,5.0,610.0,749.0
