Unnamed: 0,UTC time,carbon_intensity,coal,nat_gas,oil,solar,wind,biomass
38208,2023-05-12 00:00:00,73.86,120.0,130.0,24.0,5.0,1333.0,406.0
38209,2023-05-12 01:00:00,80.58,136.0,139.0,27.0,1.0,1158.0,596.0
38210,2023-05-12 02:00:00,95.37,137.0,139.0,27.0,5.0,975.0,463.0
38211,2023-05-12 03:00:00,97.36,131.0,135.0,26.0,23.0,914.0,415.0
38212,2023-05-12 04:00:00,85.22,131.0,137.0,26.0,149.0,942.0,502.0
38213,2023-05-12 05:00:00,76.43,135.0,141.0,26.0,467.0,853.0,541.0
38214,2023-05-12 06:00:00,71.09,136.0,166.0,27.0,910.0,631.0,602.0
38215,2023-05-12 07:00:00,63.35,124.0,227.0,24.0,1404.0,507.0,681.0
38216,2023-05-12 08:00:00,50.52,118.0,167.0,23.0,1785.0,524.0,566.0
38217,2023-05-12 09:00:00,42.63,112.0,141.0,22.0,2053.0,678.0,424.0
38218,2023-05-12 10:00:00,35.46,106.0,120.0,21.0,2228.0,893.0,396.0
38219,2023-05-12 11:00:00,31.97,95.0,112.0,19.0,2149.0,1010.0,411.0
38220,2023-05-12 12:00:00,33.9,93.0,110.0,19.0,1917.0,966.0,408.0
38221,2023-05-12 13:00:00,35.01,88.0,107.0,18.0,1764.0,877.0,396.0
38222,2023-05-12 14:00:00,37.31,89.0,126.0,18.0,1630.0,948.0,447.0
38223,2023-05-12 15:00:00,48.47,102.0,183.0,20.0,1248.0,1096.0,515.0
38224,2023-05-12 16:00:00,59.48,99.0,180.0,20.0,745.0,989.0,488.0
38225,2023-05-12 17:00:00,83.87,122.0,217.0,24.0,297.0,927.0,592.0
38226,2023-05-12 18:00:00,107.06,136.0,200.0,27.0,84.0,771.0,541.0
38227,2023-05-12 19:00:00,115.37,128.0,178.0,25.0,10.0,710.0,451.0
38228,2023-05-12 20:00:00,110.2,133.0,176.0,26.0,5.0,828.0,436.0
38229,2023-05-12 21:00:00,104.18,137.0,153.0,27.0,5.0,868.0,458.0
38230,2023-05-12 22:00:00,101.07,131.0,134.0,26.0,5.0,848.0,436.0
38231,2023-05-12 23:00:00,111.98,119.0,126.0,24.0,5.0,653.0,384.0
