Unnamed: 0,UTC time,carbon_intensity,coal,nat_gas,oil,solar,wind,biomass
38016,2023-05-04 00:00:00,345.29,190.0,279.0,37.0,0.0,166.0,749.0
38017,2023-05-04 01:00:00,355.89,190.0,268.0,37.0,0.0,133.0,708.0
38018,2023-05-04 02:00:00,360.04,188.0,262.0,37.0,0.0,113.0,706.0
38019,2023-05-04 03:00:00,362.45,196.0,267.0,38.0,9.0,89.0,759.0
38020,2023-05-04 04:00:00,341.21,208.0,283.0,41.0,126.0,84.0,803.0
38021,2023-05-04 05:00:00,309.73,213.0,299.0,42.0,317.0,95.0,810.0
38022,2023-05-04 06:00:00,270.31,212.0,276.0,47.0,621.0,83.0,833.0
38023,2023-05-04 07:00:00,240.76,214.0,252.0,49.0,864.0,127.0,790.0
38024,2023-05-04 08:00:00,217.6,201.0,184.0,46.0,995.0,139.0,755.0
38025,2023-05-04 09:00:00,199.71,191.0,168.0,44.0,1137.0,175.0,722.0
38026,2023-05-04 10:00:00,186.87,187.0,163.0,44.0,1293.0,206.0,730.0
38027,2023-05-04 11:00:00,173.38,182.0,159.0,43.0,1388.0,275.0,606.0
38028,2023-05-04 12:00:00,168.29,181.0,158.0,43.0,1340.0,397.0,618.0
38029,2023-05-04 13:00:00,166.27,182.0,159.0,43.0,1175.0,596.0,687.0
38030,2023-05-04 14:00:00,162.65,187.0,162.0,44.0,985.0,888.0,789.0
38031,2023-05-04 15:00:00,157.45,201.0,196.0,46.0,780.0,1297.0,781.0
38032,2023-05-04 16:00:00,153.23,198.0,278.0,40.0,518.0,1698.0,678.0
38033,2023-05-04 17:00:00,141.16,193.0,287.0,38.0,236.0,2214.0,680.0
38034,2023-05-04 18:00:00,126.65,189.0,257.0,37.0,59.0,2690.0,698.0
38035,2023-05-04 19:00:00,119.37,196.0,299.0,38.0,2.0,3237.0,747.0
38036,2023-05-04 20:00:00,116.09,197.0,297.0,39.0,0.0,3398.0,760.0
38037,2023-05-04 21:00:00,109.1,189.0,304.0,37.0,0.0,3719.0,783.0
38038,2023-05-04 22:00:00,88.76,180.0,205.0,35.0,2.0,4128.0,620.0
38039,2023-05-04 23:00:00,86.77,178.0,193.0,35.0,2.0,4179.0,619.0
