Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,coal,nat_gas,hydro,solar,wind,other
43368,2023-12-13 00:00:00,2024-07-17 00:00:00,3.1,440.44,201.0,1059.0,124.0,281.0,46.0,207.0
43369,2023-12-13 01:00:00,2024-07-17 00:00:00,3.1,473.75,312.0,1501.0,374.0,14.0,29.0,244.0
43370,2023-12-13 02:00:00,2024-07-17 00:00:00,3.1,474.64,321.0,1504.0,375.0,0.0,44.0,246.0
43371,2023-12-13 03:00:00,2024-07-17 00:00:00,3.1,466.68,275.0,1507.0,375.0,0.0,52.0,246.0
43372,2023-12-13 04:00:00,2024-07-17 00:00:00,3.1,461.86,230.0,1509.0,369.0,0.0,49.0,247.0
43373,2023-12-13 05:00:00,2024-07-17 00:00:00,3.1,495.66,324.0,1510.0,265.0,0.0,45.0,246.0
43374,2023-12-13 06:00:00,2024-07-17 00:00:00,3.1,501.91,368.0,1511.0,262.0,0.0,46.0,246.0
43375,2023-12-13 07:00:00,2024-07-17 00:00:00,3.1,557.88,403.0,1513.0,29.0,0.0,41.0,246.0
43376,2023-12-13 08:00:00,2024-07-17 00:00:00,3.1,557.9,403.0,1420.0,22.0,0.0,59.0,245.0
43377,2023-12-13 09:00:00,2024-07-17 00:00:00,3.1,548.49,312.0,1397.0,18.0,0.0,52.0,227.0
43378,2023-12-13 10:00:00,2024-07-17 00:00:00,3.1,539.02,233.0,1370.0,18.0,0.0,46.0,219.0
43379,2023-12-13 11:00:00,2024-07-17 00:00:00,3.1,539.16,234.0,1368.0,18.0,0.0,45.0,215.0
43380,2023-12-13 12:00:00,2024-07-17 00:00:00,3.1,539.44,230.0,1367.0,18.0,0.0,42.0,215.0
43381,2023-12-13 13:00:00,2024-07-17 00:00:00,3.1,543.23,244.0,1367.0,18.0,0.0,38.0,222.0
43382,2023-12-13 14:00:00,2024-07-17 00:00:00,3.1,556.97,317.0,1369.0,18.0,0.0,28.0,232.0
43383,2023-12-13 15:00:00,2024-07-17 00:00:00,3.1,553.81,300.0,1416.0,18.0,1.0,26.0,237.0
43384,2023-12-13 16:00:00,2024-07-17 00:00:00,3.1,520.24,319.0,1396.0,19.0,155.0,25.0,236.0
43385,2023-12-13 17:00:00,2024-07-17 00:00:00,3.1,409.72,237.0,1066.0,68.0,568.0,10.0,188.0
43386,2023-12-13 18:00:00,2024-07-17 00:00:00,3.1,362.63,229.0,778.0,0.0,787.0,6.0,143.0
43387,2023-12-13 19:00:00,2024-07-17 00:00:00,3.1,344.49,228.0,629.0,0.0,819.0,9.0,136.0
43388,2023-12-13 20:00:00,2024-07-17 00:00:00,3.1,339.41,228.0,569.0,0.0,822.0,7.0,136.0
43389,2023-12-13 21:00:00,2024-07-17 00:00:00,3.1,344.34,228.0,630.0,0.0,807.0,20.0,135.0
43390,2023-12-13 22:00:00,2024-07-17 00:00:00,3.1,344.03,227.0,591.0,0.0,769.0,33.0,131.0
43391,2023-12-13 23:00:00,2024-07-17 00:00:00,3.1,368.89,226.0,575.0,1.0,632.0,49.0,154.0
