UTC time,coal,nat_gas,hydro,solar,wind,other
2023-04-29 00:00:00,190.0,602.0,152.0,907.0,0.0,183.0
2023-04-29 01:00:00,190.0,730.0,344.0,661.0,0.0,210.0
2023-04-29 02:00:00,191.0,979.0,548.0,240.0,0.0,237.0
2023-04-29 03:00:00,209.0,1198.0,524.0,7.0,7.0,245.0
2023-04-29 04:00:00,193.0,1159.0,523.0,0.0,17.0,246.0
2023-04-29 05:00:00,189.0,984.0,549.0,0.0,10.0,243.0
2023-04-29 06:00:00,190.0,981.0,574.0,0.0,7.0,246.0
2023-04-29 07:00:00,193.0,982.0,332.0,0.0,9.0,230.0
2023-04-29 08:00:00,182.0,967.0,339.0,0.0,6.0,217.0
2023-04-29 09:00:00,181.0,707.0,340.0,0.0,6.0,212.0
2023-04-29 10:00:00,182.0,682.0,341.0,0.0,4.0,209.0
2023-04-29 11:00:00,182.0,683.0,339.0,0.0,3.0,209.0
2023-04-29 12:00:00,182.0,667.0,338.0,0.0,4.0,209.0
2023-04-29 13:00:00,182.0,652.0,337.0,0.0,3.0,205.0
2023-04-29 14:00:00,181.0,502.0,338.0,82.0,6.0,187.0
2023-04-29 15:00:00,181.0,480.0,0.0,500.0,1.0,143.0
2023-04-29 16:00:00,181.0,481.0,0.0,878.0,0.0,101.0
2023-04-29 17:00:00,181.0,482.0,0.0,1032.0,0.0,100.0
2023-04-29 18:00:00,182.0,481.0,0.0,1102.0,0.0,101.0
2023-04-29 19:00:00,181.0,481.0,0.0,1096.0,0.0,101.0
2023-04-29 20:00:00,180.0,481.0,0.0,1093.0,2.0,102.0
2023-04-29 21:00:00,180.0,481.0,0.0,1105.0,2.0,107.0
2023-04-29 22:00:00,180.0,484.0,0.0,1090.0,4.0,112.0
2023-04-29 23:00:00,181.0,513.0,0.0,1015.0,4.0,114.0
