UTC time,coal,nat_gas,hydro,solar,wind,other
2023-10-21 00:00:00,814.0,1821.0,376.0,323.0,5.0,241.0
2023-10-21 01:00:00,989.0,1887.0,378.0,95.0,7.0,247.0
2023-10-21 02:00:00,865.0,1871.0,329.0,0.0,19.0,249.0
2023-10-21 03:00:00,852.0,1822.0,285.0,0.0,16.0,219.0
2023-10-21 04:00:00,637.0,1772.0,215.0,0.0,8.0,212.0
2023-10-21 05:00:00,449.0,1525.0,225.0,0.0,6.0,217.0
2023-10-21 06:00:00,445.0,1249.0,202.0,0.0,7.0,205.0
2023-10-21 07:00:00,443.0,1156.0,183.0,0.0,7.0,137.0
2023-10-21 08:00:00,440.0,1087.0,189.0,0.0,10.0,178.0
2023-10-21 09:00:00,435.0,971.0,181.0,0.0,9.0,178.0
2023-10-21 10:00:00,449.0,853.0,181.0,0.0,12.0,181.0
2023-10-21 11:00:00,427.0,806.0,181.0,0.0,27.0,170.0
2023-10-21 12:00:00,507.0,838.0,181.0,0.0,19.0,167.0
2023-10-21 13:00:00,465.0,840.0,182.0,0.0,24.0,174.0
2023-10-21 14:00:00,459.0,838.0,176.0,0.0,24.0,177.0
2023-10-21 15:00:00,430.0,776.0,177.0,114.0,26.0,175.0
2023-10-21 16:00:00,426.0,358.0,0.0,534.0,12.0,123.0
2023-10-21 17:00:00,426.0,319.0,0.0,840.0,0.0,112.0
2023-10-21 18:00:00,425.0,420.0,0.0,914.0,0.0,110.0
2023-10-21 19:00:00,427.0,597.0,0.0,932.0,0.0,111.0
2023-10-21 20:00:00,475.0,757.0,0.0,928.0,0.0,114.0
2023-10-21 21:00:00,464.0,946.0,0.0,895.0,2.0,120.0
2023-10-21 22:00:00,603.0,960.0,0.0,874.0,6.0,126.0
2023-10-21 23:00:00,800.0,1207.0,0.0,783.0,9.0,142.0
