UTC time,creation_time (UTC),version,forecast_avg_wind_speed_wMean,forecast_avg_temperature_wMean,forecast_avg_dewpoint_wMean,forecast_avg_dswrf_wMean,forecast_avg_precipitation_wMean,avg_coal_production_forecast,avg_nat_gas_production_forecast,avg_hydro_production_forecast,avg_wind_production_forecast,avg_biomass_production_forecast,avg_unknown_production_forecast
2023-01-08 00:00:00,2024-07-17 00:00:00,3.1,3.016021681789055,276.1514412311427,273.04551896398283,0.0,0.0,2318.89789,209.25569,880.54387,14.89295,30.12038,30.20814
2023-01-08 01:00:00,2024-07-17 00:00:00,3.1,3.194458572562656,276.42428095795754,273.4713618816249,0.0,0.0090580314547415,2380.13503,213.40674,773.81095,17.01285,30.13927,31.12559
2023-01-08 02:00:00,2024-07-17 00:00:00,3.1,3.194458572562656,276.42428095795754,273.4713618816249,0.0,0.0090580314547415,2403.98289,210.97266,690.82788,21.07597,30.05347,30.89335
2023-01-08 03:00:00,2024-07-17 00:00:00,3.1,3.194458572562656,276.42428095795754,273.4713618816249,0.0,0.0090580314547415,2411.49455,213.71416,673.22737,23.10304,30.02037,32.09592
2023-01-08 04:00:00,2024-07-17 00:00:00,3.1,3.5768631688013266,276.3607515374273,273.55348411154625,0.0,0.0437522484739553,2440.68494,211.00139,724.4163,22.90853,30.05784,31.1867
2023-01-08 05:00:00,2024-07-17 00:00:00,3.1,3.5768631688013266,276.3607515374273,273.55348411154625,0.0,0.0437522484739553,2433.0976,213.15229,809.00042,24.62837,30.05956,30.46366
2023-01-08 06:00:00,2024-07-17 00:00:00,3.1,3.5768631688013266,276.3607515374273,273.55348411154625,0.0,0.0437522484739553,2441.88944,213.12905,987.81251,24.32376,30.0828,29.54739
2023-01-08 07:00:00,2024-07-17 00:00:00,3.1,4.18702549616493,279.30074859948127,274.6364805165932,82.17649684100334,0.1951124640393832,2410.86106,228.82909,1121.48212,25.72619,30.04243,28.81273
2023-01-08 08:00:00,2024-07-17 00:00:00,3.1,4.18702549616493,279.30074859948127,274.6364805165932,82.17649684100334,0.1951124640393832,2435.91752,220.4215,1215.40476,27.02842,30.04928,28.42454
2023-01-08 09:00:00,2024-07-17 00:00:00,3.1,4.18702549616493,279.30074859948127,274.6364805165932,82.17649684100334,0.1951124640393832,2392.86983,222.21428,1272.26972,24.77814,30.02363,28.10117
2023-01-08 10:00:00,2024-07-17 00:00:00,3.1,4.532468841254999,281.2088872550547,275.3205934671579,137.2868685645955,0.5960603633116898,2377.22698,222.7997,1248.6511,23.56221,30.08761,28.79955
2023-01-08 11:00:00,2024-07-17 00:00:00,3.1,4.532468841254999,281.2088872550547,275.3205934671579,137.2868685645955,0.5960603633116898,2390.55938,215.43644,1206.75191,22.56642,30.02693,29.16402
2023-01-08 12:00:00,2024-07-17 00:00:00,3.1,4.532468841254999,281.2088872550547,275.3205934671579,137.2868685645955,0.5960603633116898,2383.87756,225.32721,1151.61019,22.21855,30.0216,29.59493
2023-01-08 13:00:00,2024-07-17 00:00:00,3.1,4.093663311719196,279.94187741486485,275.65335226823794,83.27757104172863,0.7034590504429818,2373.10681,232.91664,1124.28271,22.92354,30.05383,28.00115
2023-01-08 14:00:00,2024-07-17 00:00:00,3.1,4.093663311719196,279.94187741486485,275.65335226823794,83.27757104172863,0.7034590504429818,2375.96893,230.14225,1182.10937,24.60079,30.02693,27.44258
2023-01-08 15:00:00,2024-07-17 00:00:00,3.1,4.093663311719196,279.94187741486485,275.65335226823794,83.27757104172863,0.7034590504429818,2371.50459,228.03915,1190.27819,23.30474,29.97776,27.21958
2023-01-08 16:00:00,2024-07-17 00:00:00,3.1,4.540796664380376,278.9824302108836,275.5708820888803,41.71694351730888,2.313128990260984,2393.52898,227.14007,1188.11642,19.84246,30.00056,26.01113
2023-01-08 17:00:00,2024-07-17 00:00:00,3.1,4.540796664380376,278.9824302108836,275.5708820888803,41.71694351730888,2.313128990260984,2377.39079,227.06124,1180.11303,16.71607,30.02414,26.78648
2023-01-08 18:00:00,2024-07-17 00:00:00,3.1,4.540796664380376,278.9824302108836,275.5708820888803,41.71694351730888,2.313128990260984,2385.79234,228.73065,1195.71051,15.86274,29.98199,25.88819
2023-01-08 19:00:00,2024-07-17 00:00:00,3.1,4.808526230153503,278.4137920036603,275.35362952962464,0.0,2.1698881750605308,2393.12029,218.15227,1195.48673,15.31124,29.99408,26.62334
