UTC time,coal,nat_gas,nuclear,oil,hydro,solar,wind,biomass,geothermal,unknown
2023-11-26 00:00:00,2510.0,69.0,1954.0,364.0,30.0,27.0,0.0,0.0,0.0,0.0
2023-11-26 01:00:00,2500.0,70.0,1791.0,361.0,30.0,27.0,0.0,0.0,0.0,0.0
2023-11-26 02:00:00,2469.0,70.0,1782.0,354.0,30.0,27.0,0.0,0.0,0.0,0.0
2023-11-26 03:00:00,2461.0,72.0,1779.0,353.0,30.0,27.0,0.0,0.0,0.0,0.0
2023-11-26 04:00:00,2466.0,92.0,1936.0,346.0,30.0,27.0,0.0,0.0,0.0,0.0
2023-11-26 05:00:00,2495.0,100.0,1961.0,316.0,30.0,27.0,0.0,0.0,0.0,0.0
2023-11-26 06:00:00,2493.0,101.0,1964.0,309.0,30.0,27.0,0.0,0.0,0.0,0.0
2023-11-26 07:00:00,2532.0,101.0,2012.0,297.0,30.0,27.0,0.0,0.0,0.0,0.0
2023-11-26 08:00:00,2536.0,100.0,2064.0,258.0,30.0,27.0,0.0,0.0,0.0,0.0
2023-11-26 09:00:00,2567.0,101.0,2028.0,265.0,30.0,27.0,0.0,0.0,0.0,0.0
2023-11-26 10:00:00,2576.0,101.0,2002.0,246.0,30.0,27.0,0.0,0.0,0.0,0.0
2023-11-26 11:00:00,2571.0,98.0,2001.0,282.0,30.0,27.0,0.0,0.0,0.0,0.0
2023-11-26 12:00:00,2573.0,97.0,2112.0,320.0,30.0,27.0,0.0,0.0,0.0,0.0
2023-11-26 13:00:00,2558.0,100.0,2096.0,310.0,30.0,27.0,0.0,0.0,0.0,0.0
2023-11-26 14:00:00,2529.0,99.0,2061.0,347.0,30.0,27.0,0.0,0.0,0.0,0.0
2023-11-26 15:00:00,2581.0,100.0,2071.0,364.0,30.0,27.0,0.0,0.0,0.0,0.0
2023-11-26 16:00:00,2666.0,99.0,2057.0,369.0,30.0,27.0,0.0,0.0,0.0,0.0
2023-11-26 17:00:00,2678.0,99.0,2050.0,367.0,30.0,27.0,0.0,0.0,0.0,0.0
2023-11-26 18:00:00,2667.0,99.0,2059.0,368.0,30.0,27.0,0.0,0.0,0.0,0.0
2023-11-26 19:00:00,2679.0,99.0,2068.0,366.0,30.0,27.0,0.0,0.0,0.0,0.0
2023-11-26 20:00:00,2681.0,99.0,2025.0,363.0,30.0,27.0,0.0,0.0,0.0,0.0
2023-11-26 21:00:00,2656.0,64.0,1997.0,340.0,30.0,27.0,0.0,0.0,0.0,0.0
2023-11-26 22:00:00,2639.0,68.0,1975.0,316.0,30.0,27.0,0.0,0.0,0.0,0.0
2023-11-26 23:00:00,2636.0,69.0,1977.0,297.0,30.0,27.0,0.0,0.0,0.0,0.0
