UTC time,avg_nat_gas_production_forecast,avg_nuclear_production_forecast,avg_other_production_forecast,avg_solar_production_forecast
2021-08-29 07:00:00,7179.05441,3601.19378,1871.85703,0
2021-08-29 08:00:00,6872.50616,3592.21503,1888.02203,0
2021-08-29 09:00:00,6633.90476,3591.99303,1886.42757,1.60537
2021-08-29 10:00:00,6703.13175,3564.5809,1903.88647,21.05356
2021-08-29 11:00:00,6967.12078,3565.69092,1954.427,90.16387
2021-08-29 12:00:00,7473.95846,3581.44443,2016.57982,202.81566
2021-08-29 13:00:00,8284.25614,3600.32718,2061.66312,352.6577
2021-08-29 14:00:00,9142.51566,3597.95646,2148.89025,566.07657
2021-08-29 15:00:00,10116.97137,3579.81312,2174.57861,682.65074
2021-08-29 16:00:00,11157.24579,3582.17045,2147.16704,746.22943
2021-08-29 17:00:00,12146.97819,3594.83478,2149.20611,760.92457
2021-08-29 18:00:00,12833.36631,3573.50889,2181.31649,726.13283
2021-08-29 19:00:00,13356.32507,3610.52293,2197.30683,644.73528
2021-08-29 20:00:00,13982.96971,3608.27344,2211.66374,513.60717
2021-08-29 21:00:00,14343.01623,3612.00344,2194.21131,412.27464
2021-08-29 22:00:00,14314.84231,3609.38066,2161.78981,255.57975
2021-08-29 23:00:00,13941.36698,3607.18034,2118.02139,103.27612
2021-08-27 00:00:00,15413.04666,3642.82974,2210.80041,139.1131
2021-08-27 01:00:00,14481.48829,3639.49968,2135.72073,31.42593
2021-08-27 02:00:00,13431.15176,3642.24162,2093.40967,56.83584
2021-08-27 03:00:00,12207.92224,3625.66947,2003.06715,80.69413
2021-08-27 04:00:00,10733.87032,3629.1855,2013.14777,122.02122
2021-08-27 05:00:00,9346.52256,3628.14912,2000.53662,92.89497
2021-08-27 06:00:00,8110.52599,3612.96218,1949.32508,31.69145
2021-08-27 07:00:00,7504.17554,3633.27882,1927.61008,0
2021-08-27 08:00:00,7223.95694,3625.56796,1930.49497,0
2021-08-27 09:00:00,6997.6814,3623.86191,1914.23673,0
2021-08-27 10:00:00,7077.50751,3594.50712,1922.39582,0
2021-08-27 11:00:00,7347.59529,3595.27124,1965.447,87.05118
2021-08-27 12:00:00,7867.5092,3613.94914,2021.16676,253.85915
2021-08-27 13:00:00,8702.57071,3631.06962,2066.12069,516.28834
2021-08-27 14:00:00,9574.74543,3628.25294,2154.421,855.27259
2021-08-27 15:00:00,10579.67316,3609.40074,2183.85964,1080.22312
2021-08-27 16:00:00,11663.25716,3612.67932,2161.55725,1262.48446
2021-08-27 17:00:00,12693.07891,3624.35107,2170.16711,1344.48598
2021-08-27 18:00:00,13410.63336,3602.13486,2206.86948,1326.03693
2021-08-27 19:00:00,13971.31466,3641.14816,2228.36012,1236.4279
2021-08-27 20:00:00,14642.80578,3640.01087,2249.68021,1025.61156
2021-08-27 21:00:00,15038.32555,3642.13062,2238.78233,852.45354
2021-08-27 22:00:00,15005.25708,3640.63428,2213.68703,580.32094
2021-08-27 23:00:00,14614.9537,3639.49019,2174.81811,292.03006
2021-08-28 00:00:00,15024.94013,3606.31155,2187.10882,32.39592
2021-08-28 01:00:00,14111.4773,3602.79369,2112.97926,0
2021-08-28 02:00:00,13080.68279,3607.46003,2071.16992,43.03107
2021-08-28 03:00:00,11885.10464,3592.08845,1981.38528,80.20446
2021-08-28 04:00:00,10449.33035,3596.29508,1991.28289,111.23093
2021-08-28 05:00:00,9102.67765,3595.54825,1978.44565,82.99738
2021-08-28 06:00:00,7912.89087,3580.54924,1926.75937,24.36125
2021-08-28 07:00:00,7343.25764,3600.70644,1903.97056,0
2021-08-28 08:00:00,7089.00346,3591.70834,1905.54861,0
2021-08-28 09:00:00,6890.1569,3591.50885,1888.30507,14.10653
2021-08-28 10:00:00,6990.04034,3564.12618,1895.90455,51.11261
2021-08-28 11:00:00,7271.43783,3565.24155,1938.27005,155.90212
2021-08-28 12:00:00,7789.91067,3580.95077,1993.28882,306.29696
2021-08-28 13:00:00,8614.0476,3599.86029,2038.3819,507.64922
2021-08-28 14:00:00,9472.03049,3597.49639,2126.8586,762.45975
2021-08-28 15:00:00,10450.27599,3579.36363,2157.22305,908.01726
2021-08-28 16:00:00,11495.15746,3581.70709,2136.16865,991.47853
2021-08-28 17:00:00,12484.93507,3594.38639,2145.47903,1005.03358
2021-08-28 18:00:00,13166.15742,3573.07401,2182.15489,942.3073
2021-08-28 19:00:00,13695.16972,3610.05787,2203.93332,826.73219
2021-08-28 20:00:00,14333.58696,3607.79146,2225.27171,647.63797
2021-08-28 21:00:00,14703.60338,3611.54593,2214.61695,511.52041
2021-08-28 22:00:00,14665.87903,3608.90598,2189.67391,312.54103
2021-08-28 23:00:00,14275.10916,3606.68947,2151.35956,118.35337
2021-08-29 00:00:00,14886.43011,3622.19506,2150.77296,25.38905
2021-08-29 01:00:00,14041.2902,3618.75899,2070.3009,0
2021-08-29 02:00:00,13079.73172,3622.58843,2022.62159,42.52177
2021-08-29 03:00:00,11953.16902,3606.69458,1930.68067,80.18568
2021-08-29 04:00:00,10530.94106,3610.60095,1940.84901,109.76351
2021-08-29 05:00:00,9152.69531,3609.72803,1930.42397,81.56235
2021-08-29 06:00:00,7914.1692,3594.64734,1888.42987,23.46259
2021-08-29 07:00:00,7281.17087,3614.8738,1881.86634,0
2021-08-29 08:00:00,6954.91425,3606.43558,1898.03765,0
2021-08-29 09:00:00,6693.81638,3605.58079,1896.30782,15.70326
2021-08-29 10:00:00,6742.9987,3577.34052,1913.69982,52.84375
2021-08-29 11:00:00,6990.92451,3578.30291,1964.34685,155.78283
2021-08-29 12:00:00,7487.57169,3595.30337,2026.65271,302.64856
2021-08-29 13:00:00,8292.48302,3613.43491,2071.84014,496.79207
2021-08-29 14:00:00,9150.12599,3610.87407,2159.25565,743.639
2021-08-29 15:00:00,10131.09269,3592.42839,2184.90962,882.35504
2021-08-29 16:00:00,11186.61848,3595.17849,2157.33476,958.38068
2021-08-29 17:00:00,12195.48066,3607.41962,2159.4109,967.77764
2021-08-29 18:00:00,12901.85921,3585.71411,2191.72386,904.17299
2021-08-29 19:00:00,13443.56984,3623.58063,2207.81202,789.26801
2021-08-29 20:00:00,14090.2447,3621.80533,2222.35211,615.3307
2021-08-29 21:00:00,14467.98173,3624.84876,2204.95553,483.82113
2021-08-29 22:00:00,14448.39994,3622.70613,2172.61102,292.18309
2021-08-29 23:00:00,14082.63076,3620.95602,2128.71039,106.60598
2021-08-30 00:00:00,14723.07126,3633.39822,2129.49026,26.13341
2021-08-30 01:00:00,13920.0494,3630.01972,2046.61721,0
2021-08-30 02:00:00,13001.62331,3633.25874,1996.60396,42.90588
2021-08-30 03:00:00,11919.92155,3616.99671,1903.97529,80.19879
2021-08-30 04:00:00,10516.48344,3620.69093,1914.27491,109.28862
2021-08-30 05:00:00,9133.79155,3619.72952,1904.88533,81.06224
2021-08-30 06:00:00,7882.76962,3604.59102,1867.05724,23.21119
2021-08-30 07:00:00,7226.02361,3624.86641,1867.2958,0
2021-08-30 08:00:00,6867.59534,3616.82315,1889.48664,0
2021-08-30 09:00:00,6578.34887,3615.50621,1894.22647,14.71758
2021-08-30 10:00:00,6602.70407,3586.66079,1915.67499,50.80533
2021-08-30 11:00:00,6831.9666,3587.51558,1969.63163,151.93919
2021-08-30 12:00:00,7312.48185,3605.4267,2034.80897,297.14245
2021-08-30 13:00:00,8100.43495,3623.00956,2079.91357,489.39343
2021-08-30 14:00:00,8951.01183,3620.30948,2166.69988,735.06108
2021-08-30 15:00:00,9924.03913,3601.64326,2190.36227,873.1504
2021-08-30 16:00:00,10974.09722,3604.68024,2160.14549,949.17747
2021-08-30 17:00:00,11982.81112,3616.61234,2159.19144,959.29534
2021-08-30 18:00:00,12694.11495,3594.62945,2189.57687,897.47018
2021-08-30 19:00:00,13236.32101,3633.11853,2203.25836,784.46788
2021-08-30 20:00:00,13881.31614,3631.68962,2214.91056,612.53754
2021-08-30 21:00:00,14259.50339,3634.23159,2194.73465,482.34699
2021-08-30 22:00:00,14250.66717,3632.43986,2159.34148,292.03855
2021-08-30 23:00:00,13900.46399,3631.01886,2113.25095,107.56792
2021-08-28 00:00:00,15674.47722,3311.03281,2198.30601,80.82065
2021-08-28 01:00:00,14580.14222,3305.99706,2122.04935,7.62255
2021-08-28 02:00:00,13367.46662,3326.2234,2078.55861,48.15596
2021-08-28 03:00:00,11984.65539,3320.55926,1987.93667,80.38831
2021-08-28 04:00:00,10519.86279,3330.35165,1998.11195,118.30467
2021-08-28 05:00:00,9269.89499,3331.94377,1986.07068,89.74127
2021-08-28 06:00:00,8217.75397,3318.46543,1937.11972,28.88488
2021-08-28 07:00:00,7816.4808,3337.33406,1919.02452,0
2021-08-28 08:00:00,7744.74959,3317.92722,1925.0857,0
2021-08-28 09:00:00,7681.455,3329.90886,1912.24704,0
2021-08-28 10:00:00,7875.90424,3318.47225,1922.5293,30.12988
2021-08-28 11:00:00,8197.89372,3322.42816,1967.2614,137.97217
2021-08-28 12:00:00,8724.45784,3314.13246,2024.42384,302.84789
2021-08-28 13:00:00,9555.81997,3347.50705,2069.25155,541.09169
2021-08-28 14:00:00,10378.77259,3348.80597,2157.10315,841.08892
2021-08-28 15:00:00,11327.01075,3336.49035,2185.41923,1027.34508
2021-08-28 16:00:00,12341.39127,3331.27168,2161.69199,1158.36056
2021-08-28 17:00:00,13292.82435,3352.09866,2168.67157,1202.01013
2021-08-28 18:00:00,13928.83319,3338.09465,2204.31986,1153.55467
2021-08-28 19:00:00,14457.99737,3358.6675,2224.5256,1042.94824
2021-08-28 20:00:00,15116.31824,3347.27142,2244.32538,840.63983
2021-08-28 21:00:00,15510.91587,3364.24377,2231.99254,681.47159
2021-08-28 22:00:00,15453.85925,3352.35657,2205.33545,442.01538
2021-08-28 23:00:00,15024.54235,3341.46962,2165.37158,198.14941
2021-08-29 00:00:00,15529.48513,3412.32709,2165.42917,30.67868
2021-08-29 01:00:00,14575.28565,3407.81204,2083.78486,0
2021-08-29 02:00:00,13502.56114,3422.70042,2035.30075,40.97763
2021-08-29 03:00:00,12255.58936,3413.70634,1942.77243,80.13495
2021-08-29 04:00:00,10781.76165,3421.58237,1953.07961,114.55743
2021-08-29 05:00:00,9412.67396,3422.37228,1942.98069,86.45916
2021-08-29 06:00:00,8199.83201,3408.37216,1902.00249,26.16806
2021-08-29 07:00:00,7618.40631,3427.68285,1897.36948,0
2021-08-29 08:00:00,7362.46516,3411.84681,1915.52984,0
2021-08-29 09:00:00,7150.05238,3419.64969,1915.62592,19.26667
2021-08-29 10:00:00,7235.69336,3402.74295,1934.13496,62.37439
2021-08-29 11:00:00,7502.15407,3405.72442,1985.89839,178.40881
2021-08-29 12:00:00,8012.91896,3405.66344,2049.26244,339.8449
2021-08-29 13:00:00,8839.28529,3434.07593,2094.39244,554.9656
2021-08-29 14:00:00,9698.52662,3434.11817,2181.65459,819.66005
2021-08-29 15:00:00,10692.99084,3419.80707,2206.33936,971.45084
2021-08-29 16:00:00,11769.38399,3417.18258,2177.41869,1057.6978
2021-08-29 17:00:00,12793.83386,3435.21455,2178.48477,1068.60142
2021-08-29 18:00:00,13507.24052,3418.70338,2210.51389,995.80636
2021-08-29 19:00:00,14072.61565,3444.90593,2225.98989,868.86037
2021-08-29 20:00:00,14752.93938,3436.64188,2240.02006,676.09942
2021-08-29 21:00:00,15159.10347,3449.0797,2221.94663,530.54273
2021-08-29 22:00:00,15129.0003,3440.36483,2188.93537,321.03468
2021-08-29 23:00:00,14739.19596,3432.45228,2144.20942,117.14563
2021-08-30 00:00:00,15311.66973,3484.23543,2145.23132,37.49987
2021-08-30 01:00:00,14439.67763,3480.09014,2061.57887,0
2021-08-30 02:00:00,13450.32131,3491.18936,2011.11801,41.08614
2021-08-30 03:00:00,12287.61275,3479.83126,1918.00025,80.1402
2021-08-30 04:00:00,10833.50786,3486.34715,1928.37323,116.72622
2021-08-30 05:00:00,9431.08772,3486.5672,1919.10861,88.62198
2021-08-30 06:00:00,8165.57923,3472.19695,1881.57556,27.44998
2021-08-30 07:00:00,7513.65183,3491.82142,1882.59194,0
2021-08-30 08:00:00,7176.31332,3478.52005,1905.72816,0
2021-08-30 09:00:00,6895.10569,3483.35655,1911.22278,18.66994
2021-08-30 10:00:00,6925.21428,3462.56644,1933.1432,62.86552
2021-08-30 11:00:00,7155.82385,3464.8561,1987.70522,183.05067
2021-08-30 12:00:00,7643.12494,3470.6411,2053.49755,350.31326
2021-08-30 13:00:00,8447.7759,3495.53086,2098.6487,575.57141
2021-08-30 14:00:00,9306.76771,3494.6813,2185.50017,850.39527
2021-08-30 15:00:00,10302.61694,3478.95359,2208.66747,1010.43479
2021-08-30 16:00:00,11387.44853,3478.17049,2177.67918,1104.84588
2021-08-30 17:00:00,12429.42438,3494.21831,2176.27341,1119.46936
2021-08-30 18:00:00,13167.45745,3475.92732,2206.68347,1045.55077
2021-08-30 19:00:00,13742.75367,3506.12643,2220.15259,915.63599
2021-08-30 20:00:00,14427.25232,3500.08559,2231.71234,714.85644
2021-08-30 21:00:00,14837.62568,3509.30459,2211.26505,562.69137
2021-08-30 22:00:00,14826.98859,3502.84165,2175.62481,343.56087
2021-08-30 23:00:00,14465.20448,3497.0407,2129.04502,128.91741
2021-08-31 00:00:00,14880.33136,3493.33346,2142.99078,13.88618
2021-08-31 01:00:00,14007.28333,3489.2349,2065.78353,0
2021-08-31 02:00:00,13018.14037,3499.85458,2020.76949,38.0897
2021-08-31 03:00:00,11865.67111,3488.19742,1930.21808,80.0338
2021-08-31 04:00:00,10451.16015,3494.54109,1940.18068,114.22739
2021-08-31 05:00:00,9105.24335,3494.68933,1928.72096,86.31682
2021-08-31 06:00:00,7908.58577,3480.2721,1882.8622,25.76681
2021-08-31 07:00:00,7319.88243,3499.93637,1869.4778,0
2021-08-31 08:00:00,7036.78895,3486.95571,1879.19413,0
2021-08-31 09:00:00,6810.19156,3491.41672,1870.93689,27.21601
2021-08-31 10:00:00,6883.47414,3470.13526,1884.22347,75.8923
2021-08-31 11:00:00,7142.21423,3472.33765,1931.14168,197.60557
2021-08-31 12:00:00,7639.16699,3478.86206,1990.06251,360.87708
2021-08-31 13:00:00,8441.06602,3503.30635,2035.18794,572.15178
2021-08-31 14:00:00,9286.72846,3502.34372,2122.94108,827.99292
2021-08-31 15:00:00,10252.58301,3486.43673,2150.96434,970.22617
2021-08-31 16:00:00,11289.09475,3485.88683,2126.75731,1042.63628
2021-08-31 17:00:00,12277.21794,3501.68355,2132.02331,1042.16368
2021-08-31 18:00:00,12962.96599,3483.16753,2165.86746,958.74499
2021-08-31 19:00:00,13494.37584,3513.87211,2184.26811,823.43264
2021-08-31 20:00:00,14134.10575,3508.11266,2201.34536,630.12297
2021-08-31 21:00:00,14508.41643,3516.92429,2186.69451,486.47292
2021-08-31 22:00:00,14484.01964,3510.7464,2157.29105,283.90132
2021-08-31 23:00:00,14111.22778,3505.21237,2116.00804,90.43685
2021-08-29 00:00:00,16183.73596,2747.47606,2209.74206,179.57953
2021-08-29 01:00:00,15145.96396,2741.28502,2126.65917,30.77118
2021-08-29 02:00:00,13992.77869,2744.81,2077.27291,54.21036
2021-08-29 03:00:00,12655.94039,2747.44058,1985.01344,80.61524
2021-08-29 04:00:00,11204.06852,2736.68537,1996.78792,141.13578
2021-08-29 05:00:00,9936.46625,2737.84298,1988.51412,112.19002
2021-08-29 06:00:00,8841.30856,2736.06385,1952.24846,42.73236
2021-08-29 07:00:00,8372.08131,2735.59799,1954.26197,0
2021-08-29 08:00:00,8212.05662,2715.24927,1978.82793,0
2021-08-29 09:00:00,8030.36358,2719.11523,1984.41769,0
2021-08-29 10:00:00,8100.27222,2725.6582,2005.52668,12.04781
2021-08-29 11:00:00,8300.8853,2722.64569,2058.71465,152.78974
2021-08-29 12:00:00,8717.61054,2741.746,2123.23454,374.34554
2021-08-29 13:00:00,9455.39229,2738.13382,2165.34965,723.24876
2021-08-29 14:00:00,10217.03562,2737.92824,2248.28408,1142.38732
2021-08-29 15:00:00,11134.53054,2729.64661,2266.86617,1429.68089
2021-08-29 16:00:00,12166.39726,2719.76457,2231.71502,1668.18604
2021-08-29 17:00:00,13169.78087,2748.78136,2228.46299,1769.48964
2021-08-29 18:00:00,13878.87338,2744.37615,2258.97623,1727.6714
2021-08-29 19:00:00,14490.89226,2735.03057,2272.31188,1600.89678
2021-08-29 20:00:00,15243.00325,2738.01533,2285.63253,1317.20168
2021-08-29 21:00:00,15734.49733,2735.49837,2266.90024,1086.92556
2021-08-29 22:00:00,15747.62238,2756.35901,2233.94231,736.81127
2021-08-29 23:00:00,15391.48861,2761.34674,2188.4185,364.69839
2021-08-30 00:00:00,15909.00315,2797.07294,2192.09368,144.47571
2021-08-30 01:00:00,14985.08765,2783.57865,2106.95579,19.20278
2021-08-30 02:00:00,13944.1135,2794.92739,2055.77943,50.37622
2021-08-30 03:00:00,12719.24402,2797.04622,1961.98324,80.47796
2021-08-30 04:00:00,11245.69295,2788.93529,1972.95655,136.23544
2021-08-30 05:00:00,9858.15172,2784.1818,1964.35174,107.53666
2021-08-30 06:00:00,8610.62305,2784.05376,1928.22035,39.57823
2021-08-30 07:00:00,7981.45609,2790.43284,1931.71156,0
2021-08-30 08:00:00,7667.717,2765.58769,1957.67745,0
2021-08-30 09:00:00,7379.2462,2771.98893,1965.2774,0
2021-08-30 10:00:00,7386.59977,2778.5829,1988.23328,27.92725
2021-08-30 11:00:00,7578.36759,2770.47774,2043.80679,167.17804
2021-08-30 12:00:00,8023.8128,2788.32301,2110.61171,378.97106
2021-08-30 13:00:00,8796.41327,2789.82112,2154.85535,702.0897
2021-08-30 14:00:00,9621.80141,2792.02971,2240.48707,1089.20222
2021-08-30 15:00:00,10603.09357,2778.18861,2261.05963,1347.48098
2021-08-30 16:00:00,11697.4575,2768.20452,2227.04256,1551.79798
2021-08-30 17:00:00,12760.722,2797.30231,2223.89166,1631.18486
2021-08-30 18:00:00,13524.84425,2790.6428,2254.16666,1578.41335
2021-08-30 19:00:00,14145.86026,2785.0504,2266.94395,1447.32507
2021-08-30 20:00:00,14888.62515,2787.71129,2278.58716,1179.53686
2021-08-30 21:00:00,15357.61191,2788.52293,2257.89958,965.31844
2021-08-30 22:00:00,15370.33195,2811.28101,2222.34533,643.7855
2021-08-30 23:00:00,15024.32899,2815.1006,2174.98377,306.95626
2021-08-31 00:00:00,15402.44031,2798.03039,2189.8107,81.80379
2021-08-31 01:00:00,14494.43795,2784.44458,2111.13047,0
2021-08-31 02:00:00,13469.80909,2795.88703,2065.48281,41.28258
2021-08-31 03:00:00,12271.88222,2797.97915,1973.91376,80.1572
2021-08-31 04:00:00,10827.68938,2789.91642,1984.14174,131.78407
2021-08-31 05:00:00,9467.861,2785.18094,1972.89549,103.67465
2021-08-31 06:00:00,8255.45119,2785.0473,1927.18078,36.31025
2021-08-31 07:00:00,7657.84112,2791.43089,1914.6725,0
2021-08-31 08:00:00,7371.41167,2766.61744,1925.8345,0
2021-08-31 09:00:00,7124.097,2772.99342,1918.3827,16.05111
2021-08-31 10:00:00,7172.36442,2779.60583,1932.10457,68.91208
2021-08-31 11:00:00,7402.40805,2771.43057,1979.86198,219.13928
2021-08-31 12:00:00,7876.00911,2789.28077,2039.72345,427.38332
2021-08-31 13:00:00,8664.92773,2790.87576,2084.74428,722.57951
2021-08-31 14:00:00,9499.23888,2793.06963,2172.45924,1066.31322
2021-08-31 15:00:00,10470.7745,2779.20777,2199.24508,1282.01252
2021-08-31 16:00:00,11532.76247,2769.17864,2173.26168,1430.66422
2021-08-31 17:00:00,12553.90711,2798.28958,2177.77352,1469.01943
2021-08-31 18:00:00,13273.70181,2791.60451,2211.99744,1385.20513
2021-08-31 19:00:00,13847.09048,2786.11442,2230.25845,1232.96764
2021-08-31 20:00:00,14536.25585,2788.7526,2247.71025,976.17196
2021-08-31 21:00:00,14956.31344,2789.59899,2232.97705,778.30056
2021-08-31 22:00:00,14947.99434,2812.34356,2203.66778,493.4227
2021-08-31 23:00:00,14585.25193,2816.10521,2161.62367,205.8158
2021-09-01 00:00:00,14970.23044,2799.07791,2174.24666,13.41304
2021-09-01 01:00:00,14078.05082,2785.39205,2098.55214,0
2021-09-01 02:00:00,13069.79617,2796.93699,2055.27519,36.74843
2021-09-01 03:00:00,11897.21354,2798.99989,1964.84415,79.98856
2021-09-01 04:00:00,10480.50211,2790.98992,1974.64757,116.62608
2021-09-01 05:00:00,9146.32896,2786.2741,1962.23552,88.804
2021-09-01 06:00:00,7965.45435,2786.13444,1912.54287,27.07973
2021-09-01 07:00:00,7395.05267,2792.52289,1893.26989,0
2021-09-01 08:00:00,7130.95154,2767.74408,1897.98779,0
2021-09-01 09:00:00,6916.56249,2774.09249,1884.20848,30.55519
2021-09-01 10:00:00,6996.74842,2780.72504,1894.09662,83.35286
2021-09-01 11:00:00,7255.85918,2772.47304,1938.51191,212.86816
2021-09-01 12:00:00,7749.47236,2790.32866,1995.35518,383.96927
2021-09-01 13:00:00,8548.36993,2792.02959,2040.83292,605.284
2021-09-01 14:00:00,9387.15072,2794.2074,2129.55116,868.60755
2021-09-01 15:00:00,10347.66231,2780.32284,2159.35568,1015.7388
2021-09-01 16:00:00,11380.40957,2770.24436,2137.2554,1090.76919
2021-09-01 17:00:00,12365.13894,2799.36966,2145.14565,1088.90989
2021-09-01 18:00:00,13047.57092,2792.65678,2180.87078,998.7549
2021-09-01 19:00:00,13581.58264,2787.27854,2201.40074,855.67145
2021-09-01 20:00:00,14226.68444,2789.89183,2221.0478,652.59279
2021-09-01 21:00:00,14607.20416,2790.77632,2208.69066,502.09245
2021-09-01 22:00:00,14583.12741,2813.50616,2181.79249,291.66299
2021-09-01 23:00:00,14208.55275,2817.2044,2142.06717,90.77614
2021-08-30 00:00:00,16756.58038,2803.9382,2196.52175,235.80757
2021-08-30 01:00:00,15710.05715,2789.78795,2106.05174,33.16155
2021-08-30 02:00:00,14541.8863,2801.80848,2050.98879,52.27098
2021-08-30 03:00:00,13176.04234,2803.73586,1952.27923,80.2194
2021-08-30 04:00:00,11605.82084,2795.97059,1960.91496,164.02743
2021-08-30 05:00:00,10171.34838,2791.34593,1950.54861,135.02926
2021-08-30 06:00:00,8889.12576,2791.17827,1911.20069,55.52478
2021-08-30 07:00:00,8265.85865,2797.58943,1913.80916,0
2021-08-30 08:00:00,7993.84705,2772.97145,1939.83563,0
2021-08-30 09:00:00,7739.90386,2779.19182,1948.41472,0
2021-08-30 10:00:00,7786.00154,2785.91791,1973.71481,44.79496
2021-08-30 11:00:00,8015.53891,2777.30984,2034.28279,243.12328
2021-08-30 12:00:00,8510.32736,2795.19059,2106.25401,534.38969
2021-08-30 13:00:00,9345.774,2797.38337,2156.96967,992.5571
2021-08-30 14:00:00,10213.80092,2799.48632,2251.35593,1512.13652
2021-08-30 15:00:00,11253.98855,2785.49648,2278.75235,1877.00758
2021-08-30 16:00:00,12413.62876,2775.18924,2249.0843,2186.13409
2021-08-30 17:00:00,13528.70094,2804.38112,2248.33677,2311.74968
2021-08-30 18:00:00,14325.99833,2797.5391,2279.93596,2240.46642
2021-08-30 19:00:00,14981.81859,2792.6799,2293.05972,2067.10806
2021-08-30 20:00:00,15764.78132,2795.17775,2302.50089,1691.45227
2021-08-30 21:00:00,16258.17572,2796.23902,2278.28486,1389.63731
2021-08-30 22:00:00,16246.44291,2818.89998,2237.63863,940.98556
2021-08-30 23:00:00,15859.31638,2822.30465,2186.01056,462.36182
2021-08-31 00:00:00,16159.22526,2806.34519,2196.56135,138.57002
2021-08-31 01:00:00,15171.31362,2791.96496,2115.57432,0
2021-08-31 02:00:00,14063.64564,2804.221,2068.27462,39.53632
2021-08-31 03:00:00,12769.09715,2806.08126,1974.69884,80.11172
2021-08-31 04:00:00,11249.91669,2798.43722,1984.0922,154.89627
2021-08-31 05:00:00,9843.34332,2793.85772,1972.26424,126.91214
2021-08-31 06:00:00,8587.17914,2793.67612,1925.56565,49.76283
2021-08-31 07:00:00,7972.58733,2800.09853,1913.17144,0
2021-08-31 08:00:00,7693.79894,2775.56016,1924.83705,0
2021-08-31 09:00:00,7444.88229,2781.71718,1918.17112,17.63605
2021-08-31 10:00:00,7495.93238,2788.48958,1933.02487,87.88678
2021-08-31 11:00:00,7731.3714,2779.70521,1982.92357,288.72577
2021-08-31 12:00:00,8223.72614,2797.59831,2044.98236,561.81351
2021-08-31 13:00:00,9045.60475,2800.0347,2092.40986,962.71447
2021-08-31 14:00:00,9904.76652,2802.10059,2183.36865,1407.00321
2021-08-31 15:00:00,10920.05652,2788.05865,2212.45214,1702.21354
2021-08-31 16:00:00,12040.31616,2777.6381,2187.73739,1925.13673
2021-08-31 17:00:00,13115.77452,2806.8629,2192.90384,1992.20815
2021-08-31 18:00:00,13879.07951,2799.95698,2227.58009,1885.50687
2021-08-31 19:00:00,14496.83912,2795.35478,2245.83575,1692.71751
2021-08-31 20:00:00,15235.86304,2797.79555,2262.37136,1348.68113
2021-08-31 21:00:00,15693.23091,2798.94427,2246.17117,1081.29799
2021-08-31 22:00:00,15679.44229,2821.57121,2214.8189,699.40728
2021-08-31 23:00:00,15299.18656,2824.83031,2170.9708,306.07659
2021-09-01 00:00:00,15630.01045,2809.14824,2182.05281,55.66305
2021-09-01 01:00:00,14683.70697,2794.50018,2105.26887,0
2021-09-01 02:00:00,13619.14968,2807.03056,2061.25385,35.71773
2021-09-01 03:00:00,12377.76676,2808.81268,1969.92036,79.96377
2021-09-01 04:00:00,10902.31537,2801.3097,1979.43252,133.3139
2021-09-01 05:00:00,9525.8723,2796.78284,1966.83084,105.56731
2021-09-01 06:00:00,8301.23607,2796.58505,1916.81806,36.80947
2021-09-01 07:00:00,7705.19001,2803.02055,1897.76312,0
2021-09-01 08:00:00,7432.73181,2778.57492,1902.90733,0
2021-09-01 09:00:00,7200.02122,2784.65812,1889.59471,31.06961
2021-09-01 10:00:00,7265.66273,2791.4845,1900.01455,95.96369
2021-09-01 11:00:00,7513.96463,2782.4948,1945.39163,261.51668
2021-09-01 12:00:00,8009.72404,2800.40233,2003.22571,479.21875
2021-09-01 13:00:00,8824.23642,2803.12236,2049.62263,777.04065
2021-09-01 14:00:00,9676.80764,2805.14511,2139.58619,1113.55448
2021-09-01 15:00:00,10669.94471,2791.0425,2170.11646,1318.76075
2021-09-01 16:00:00,11752.78919,2780.48995,2148.27383,1448.42753
2021-09-01 17:00:00,12788.62832,2809.75315,2156.29834,1468.16866
2021-09-01 18:00:00,13516.03515,2802.77281,2192.22211,1362.35363
2021-09-01 19:00:00,14095.82994,2798.4699,2212.70805,1190.69731
2021-09-01 20:00:00,14791.99991,2800.84409,2232.0129,924.76972
2021-09-01 21:00:00,15213.65587,2802.09474,2219.04833,724.00729
2021-09-01 22:00:00,15193.82817,2824.68206,2191.33731,443.09257
2021-09-01 23:00:00,14814.50542,2827.77174,2150.80199,165.16511
2021-09-02 00:00:00,15166.08096,2812.43387,2161.75305,24.2563
2021-09-02 01:00:00,14250.93116,2797.47185,2087.04635,0
2021-09-02 02:00:00,13218.71728,2810.32374,2044.49768,36.65997
2021-09-02 03:00:00,12018.73098,2812.01408,1954.31924,79.98812
2021-09-02 04:00:00,10580.22282,2804.67664,1963.76845,120.57243
2021-09-02 05:00:00,9232.03865,2800.21136,1950.76886,92.75812
2021-09-02 06:00:00,8038.38253,2799.99471,1899.34385,29.39176
2021-09-02 07:00:00,7463.40996,2806.44549,1877.33619,0
2021-09-02 08:00:00,7202.35368,2782.10861,1879.41817,0
2021-09-02 09:00:00,6989.79986,2788.10521,1863.20268,30.25189
2021-09-02 10:00:00,7073.72314,2794.99488,1871.73886,85.59999
2021-09-02 11:00:00,7337.80981,2785.76443,1915.10353,223.29628
2021-09-02 12:00:00,7840.25018,2803.689,1971.01451,405.27041
