UTC time,avg_nat_gas_production_forecast,avg_nuclear_production_forecast,avg_other_production_forecast,avg_solar_production_forecast
2021-07-03 11:00:00,6799.0482,3573.99148,1500.37728,72.96903
2021-07-03 12:00:00,7455.20296,3590.5657,1542.78412,180.61551
2021-07-03 13:00:00,8362.25606,3608.95406,1577.04495,326.99122
2021-07-03 14:00:00,9251.92602,3606.45809,1648.85256,540.67791
2021-07-03 15:00:00,10184.59276,3588.11587,1674.78673,659.21892
2021-07-03 16:00:00,11090.17406,3590.7316,1657.62476,728.00398
2021-07-03 17:00:00,11898.57685,3603.11757,1663.80175,748.84814
2021-07-03 18:00:00,12397.84398,3581.5418,1690.63902,722.66987
2021-07-03 19:00:00,12743.14901,3619.11682,1708.35841,649.35676
2021-07-03 20:00:00,13180.59877,3617.17952,1724.36421,523.64472
2021-07-03 21:00:00,13365.35475,3620.45761,1715.34588,425.01875
2021-07-03 22:00:00,13245.29284,3618.15079,1692.64338,269.16699
2021-07-03 23:00:00,12766.53144,3616.24696,1664.95445,115.81573
2021-07-04 00:00:00,13729.82209,3636.47974,1675.73826,22.39188
2021-07-04 01:00:00,12860.28902,3633.11707,1613.85051,8.70766
2021-07-04 02:00:00,11872.92343,3636.19348,1574.61082,52.01724
2021-07-04 03:00:00,10747.25936,3619.83018,1499.51955,80.50458
2021-07-04 04:00:00,9362.62194,3623.46622,1511.71221,90.57092
2021-07-04 05:00:00,8048.27468,3622.48035,1504.43175,61.74229
2021-07-04 06:00:00,6906.20385,3607.32615,1474.6479,12.86909
2021-07-04 07:00:00,6383.20712,3627.61492,1474.3079,0
2021-07-04 08:00:00,6175.14464,3619.68023,1488.35494,0
2021-07-04 09:00:00,6073.54531,3618.23623,1489.52902,0
2021-07-04 10:00:00,6283.7305,3589.22431,1506.26776,0
2021-07-04 11:00:00,6682.87372,3590.04952,1546.41638,42.23136
2021-07-04 12:00:00,7303.97652,3608.21124,1596.17609,127.62327
2021-07-04 13:00:00,8202.28742,3625.64293,1630.52653,240.44198
2021-07-04 14:00:00,9115.84428,3622.90476,1701.37535,424.27354
2021-07-04 15:00:00,10100.63693,3604.17768,1722.35323,520.22521
2021-07-04 16:00:00,11088.60282,3607.29377,1698.26658,569.8629
2021-07-04 17:00:00,11989.04367,3619.1408,1697.2775,585.70214
2021-07-04 18:00:00,12568.03024,3597.08159,1720.15876,571.34848
2021-07-04 19:00:00,12972.69903,3635.74192,1732.42975,514.82545
2021-07-04 20:00:00,13465.93431,3634.40844,1742.14513,418.29041
2021-07-04 21:00:00,13696.01773,3636.81251,1726.6797,341.97935
2021-07-04 22:00:00,13591.04627,3635.11705,1696.97189,215.56967
2021-07-04 23:00:00,13143.71882,3633.78661,1663.62631,93.16384
2021-07-02 00:00:00,13491.73962,3694.53037,1701.27532,118.5128
2021-07-02 01:00:00,12534.72491,3691.46625,1637.91948,16.1662
2021-07-02 02:00:00,11453.5258,3691.48378,1598.58545,50.32001
2021-07-02 03:00:00,10264.92876,3673.21202,1518.82732,80.46999
2021-07-02 04:00:00,8881.4847,3675.74973,1527.46731,127.29868
2021-07-02 05:00:00,7618.99213,3674.30415,1515.5749,98.59902
2021-07-02 06:00:00,6556.93184,3658.8509,1472.81118,34.32404
2021-07-02 07:00:00,6140.77796,3679.39296,1456.82438,0
2021-07-02 08:00:00,6059.69159,3673.50462,1457.81047,0
2021-07-02 09:00:00,6088.76053,3669.6658,1446.5639,0
2021-07-02 10:00:00,6436.95129,3637.51917,1457.87855,24.0527
2021-07-02 11:00:00,6955.04262,3637.78572,1497.49689,145.34096
2021-07-02 12:00:00,7658.87536,3660.66685,1547.80794,332.75448
2021-07-02 13:00:00,8605.72489,3675.25473,1591.09026,614.41371
2021-07-02 14:00:00,9511.00785,3671.79638,1675.03207,960.78231
2021-07-02 15:00:00,10457.27336,3651.92581,1709.93157,1186.20168
2021-07-02 16:00:00,11372.63291,3656.52838,1698.05517,1358.59202
2021-07-02 17:00:00,12185.06958,3666.77379,1706.92914,1424.12167
2021-07-02 18:00:00,12698.24467,3643.27788,1735.36418,1377.45014
2021-07-02 19:00:00,13060.64896,3685.16445,1753.12932,1259.79583
2021-07-02 20:00:00,13520.01298,3685.62587,1765.63318,1025.29014
2021-07-02 21:00:00,13717.11291,3685.43113,1751.18665,838.17939
2021-07-02 22:00:00,13599.24784,3685.55381,1720.85675,555.55207
2021-07-02 23:00:00,13090.68885,3685.92796,1686.67418,261.84139
2021-07-03 00:00:00,13801.88058,3649.82578,1704.17915,75.05805
2021-07-03 01:00:00,12839.82487,3646.53175,1645.76966,8.38745
2021-07-03 02:00:00,11756.32765,3648.90515,1610.17044,48.86807
2021-07-03 03:00:00,10544.28489,3632.10296,1534.72757,80.41093
2021-07-03 04:00:00,9136.70079,3635.48645,1545.38975,114.93619
2021-07-03 05:00:00,7852.90692,3634.39493,1534.85931,86.32474
2021-07-03 06:00:00,6765.13354,3619.17196,1494.17197,26.95708
2021-07-03 07:00:00,6322.35528,3639.51903,1477.82703,0
2021-07-03 08:00:00,6213.55607,3632.05476,1477.80968,0
2021-07-03 09:00:00,6208.87126,3630.06013,1464.64293,0
2021-07-03 10:00:00,6512.92613,3600.32755,1473.24821,25.19824
2021-07-03 11:00:00,6989.13086,3601.02435,1508.01455,124.65842
2021-07-03 12:00:00,7669.01522,3620.27102,1553.40701,279.64973
2021-07-03 13:00:00,8613.5558,3637.04887,1591.08253,502.85474
2021-07-03 14:00:00,9537.23263,3634.14529,1667.53736,789.36181
2021-07-03 15:00:00,10519.52468,3615.15532,1696.78288,965.35274
2021-07-03 16:00:00,11484.9742,3618.61305,1681.47696,1087.55072
2021-07-03 17:00:00,12347.31101,3630.09178,1688.74322,1128.73777
2021-07-03 18:00:00,12887.05443,3607.70236,1716.38892,1085.33839
2021-07-03 19:00:00,13266.72614,3647.10453,1734.26245,982.04739
2021-07-03 20:00:00,13739.96376,3646.18365,1749.20218,792.73579
2021-07-03 21:00:00,13948.02805,3647.99011,1738.2934,643.55493
2021-07-03 22:00:00,13817.28746,3646.71286,1712.91569,417.36574
2021-07-03 23:00:00,13321.48285,3645.77421,1682.76486,187.50799
2021-07-04 00:00:00,14246.97502,3659.84456,1691.32613,64.61061
2021-07-04 01:00:00,13337.09947,3656.60202,1627.83807,16.16599
2021-07-04 02:00:00,12307.4748,3658.44742,1587.56797,53.37794
2021-07-04 03:00:00,11129.58898,3641.31588,1511.11693,80.56028
2021-07-04 04:00:00,9695.64811,3644.50986,1522.90071,102.67721
2021-07-04 05:00:00,8341.68885,3643.33898,1515.32104,73.76616
2021-07-04 06:00:00,7157.85255,3628.06429,1484.924,20.07898
2021-07-04 07:00:00,6608.0868,3648.45505,1484.70659,0
2021-07-04 08:00:00,6388.09805,3641.34411,1499.25031,0
2021-07-04 09:00:00,6269.14089,3638.93615,1500.91553,0
2021-07-04 10:00:00,6467.17199,3608.66255,1518.30501,0
2021-07-04 11:00:00,6859.56012,3609.26284,1559.78689,62.90907
2021-07-04 12:00:00,7485.96067,3629.32401,1610.94621,180.10924
2021-07-04 13:00:00,8400.53007,3645.61112,1646.62827,350.12169
2021-07-04 14:00:00,9329.49019,3642.58327,1719.30789,592.41856
2021-07-04 15:00:00,10344.47281,3623.39587,1741.32565,736.59745
2021-07-04 16:00:00,11375.88388,3627.1103,1717.58358,835.11912
2021-07-04 17:00:00,12319.76993,3638.31249,1716.84946,874.56619
2021-07-04 18:00:00,12936.53327,3615.67515,1740.12026,856.77836
2021-07-04 19:00:00,13377.37143,3655.63416,1752.40892,786.00194
2021-07-04 20:00:00,13910.05419,3655.02291,1761.76426,645.1717
2021-07-04 21:00:00,14170.8049,3656.38099,1745.51564,531.73605
2021-07-04 22:00:00,14067.85129,3655.41751,1714.74918,350.1744
2021-07-04 23:00:00,13615.59494,3654.77292,1680.25358,165.42612
2021-07-05 00:00:00,14571.28611,3666.83075,1691.66045,2.84281
2021-07-05 01:00:00,13686.50708,3663.62423,1625.95016,0
2021-07-05 02:00:00,12682.26101,3665.10121,1583.72019,46.3189
2021-07-05 03:00:00,11521.28461,3647.74036,1506.75086,80.3082
2021-07-05 04:00:00,10073.41408,3650.80204,1519.02658,94.65211
2021-07-05 05:00:00,8682.86054,3649.57579,1512.67305,66.19627
2021-07-05 06:00:00,7447.30877,3634.26518,1486.47421,14.85758
2021-07-05 07:00:00,6839.91684,3654.6865,1492.90355,0
2021-07-05 08:00:00,6560.0906,3647.82166,1513.52416,0
2021-07-05 09:00:00,6374.56256,3645.12548,1521.29773,7.39973
2021-07-05 10:00:00,6511.60079,3614.47458,1542.29597,27.86757
2021-07-05 11:00:00,6853.58613,3615.0078,1586.5893,91.87955
2021-07-05 12:00:00,7443.25861,3635.63688,1640.18685,193.83141
2021-07-05 13:00:00,8331.78404,3651.58185,1675.03239,320.99217
2021-07-05 14:00:00,9251.02197,3648.46723,1746.15605,508.85499
2021-07-05 15:00:00,10272.87358,3629.14217,1765.07924,603.26229
2021-07-05 16:00:00,11333.89241,3633.0354,1737.69481,642.3739
2021-07-05 17:00:00,12320.35575,3644.04504,1733.62063,642.99217
2021-07-05 18:00:00,12985.36481,3621.23474,1755.15939,604.33416
2021-07-05 19:00:00,13471.17421,3661.58189,1765.16539,524.09776
2021-07-05 20:00:00,14051.51143,3661.18693,1772.30558,408.8368
2021-07-05 21:00:00,14356.42335,3662.23208,1753.8901,321.9427
2021-07-05 22:00:00,14281.22237,3661.48744,1720.9612,188.67402
2021-07-05 23:00:00,13857.14356,3661.04794,1684.62344,64.0953
2021-07-03 00:00:00,14617.65321,3691.31666,1702.4662,189.06716
2021-07-03 01:00:00,13610.35143,3688.23587,1644.3254,42.65225
2021-07-03 02:00:00,12477.18914,3688.42282,1608.97972,59.65519
2021-07-03 03:00:00,11197.36045,3670.25672,1533.43288,80.80073
2021-07-03 04:00:00,9686.23691,3672.85528,1543.8524,134.03423
2021-07-03 05:00:00,8287.96276,3671.43514,1532.94931,104.73063
2021-07-03 06:00:00,7074.07392,3655.99844,1491.15818,38.95129
2021-07-03 07:00:00,6534.45345,3676.52663,1473.26202,0
2021-07-03 08:00:00,6361.85157,3670.52497,1471.84647,0
2021-07-03 09:00:00,6303.71008,3666.81858,1457.34874,0
2021-07-03 10:00:00,6579.60188,3634.84539,1465.26258,0
2021-07-03 11:00:00,7056.03082,3635.1431,1499.63741,97.38672
2021-07-03 12:00:00,7771.18592,3657.76267,1544.72584,294.36516
2021-07-03 13:00:00,8772.62581,3672.50816,1582.93227,614.72604
2021-07-03 14:00:00,9758.05311,3669.08974,1660.19489,1015.46598
2021-07-03 15:00:00,10826.28809,3649.28246,1690.5341,1292.52009
2021-07-03 16:00:00,11895.5338,3653.80275,1676.33433,1529.73266
2021-07-03 17:00:00,12855.39267,3664.13664,1684.49611,1640.69093
2021-07-03 18:00:00,13475.43772,3640.72034,1712.57932,1624.35702
2021-07-03 19:00:00,13914.28335,3682.42835,1730.98139,1525.11588
2021-07-03 20:00:00,14444.54505,3682.79045,1746.27958,1271.25074
2021-07-03 21:00:00,14687.93794,3682.73957,1735.66695,1060.793
2021-07-03 22:00:00,14549.02289,3682.7616,1710.49466,731.13367
2021-07-03 23:00:00,14037.01041,3683.04117,1680.55635,376.48428
2021-07-04 00:00:00,14927.56092,3689.33396,1688.62,155.47918
2021-07-04 01:00:00,13981.78179,3686.24295,1625.30202,40.09098
2021-07-04 02:00:00,12913.72581,3686.53433,1585.15813,60.27091
2021-07-04 03:00:00,11683.40309,3668.43346,1508.71956,80.81358
2021-07-04 04:00:00,10182.85336,3671.06952,1520.40529,121.15702
2021-07-04 05:00:00,8761.40108,3669.66495,1512.68093,91.80687
2021-07-04 06:00:00,7501.74725,3654.23848,1481.87574,31.43039
2021-07-04 07:00:00,6893.38075,3674.75814,1481.05019,0
2021-07-04 08:00:00,6633.75468,3668.6865,1495.01575,0
2021-07-04 09:00:00,6471.63982,3665.06202,1496.15456,0
2021-07-04 10:00:00,6638.21709,3633.19594,1513.26762,0
2021-07-04 11:00:00,7012.84057,3633.51251,1554.56238,61.09184
2021-07-04 12:00:00,7642.53369,3655.97118,1605.56203,222.28063
2021-07-04 13:00:00,8576.59448,3670.81343,1641.4361,483.46037
2021-07-04 14:00:00,9529.43427,3667.41984,1714.40413,827.2653
2021-07-04 15:00:00,10589.72985,3647.65151,1736.87044,1058.98612
2021-07-04 16:00:00,11686.84391,3652.12104,1713.60864,1253.25066
2021-07-04 17:00:00,12698.34954,3662.50971,1713.23408,1346.8646
2021-07-04 18:00:00,13376.06055,3639.14245,1736.64767,1341.93944
2021-07-04 19:00:00,13870.89602,3680.74032,1749.13639,1264.19515
2021-07-04 20:00:00,14460.42023,3681.04095,1758.60958,1058.717
2021-07-04 21:00:00,14765.09348,3681.07892,1742.47787,887.10068
2021-07-04 22:00:00,14669.27466,3681.03888,1711.78888,612.1738
2021-07-04 23:00:00,14216.45598,3681.26027,1677.41035,317.52297
2021-07-05 00:00:00,15142.56653,3687.79016,1688.63041,83.74216
2021-07-05 01:00:00,14229.59369,3684.69123,1623.04902,18.5331
2021-07-05 02:00:00,13195.60244,3685.06392,1580.89352,53.48459
2021-07-05 03:00:00,11993.177,3667.01381,1503.98099,80.56835
2021-07-05 04:00:00,10497.51278,3669.67907,1516.21577,109.13788
2021-07-05 05:00:00,9061.12735,3668.28692,1509.80772,80.22318
2021-07-05 06:00:00,7773.00487,3652.86824,1483.47446,23.88216
2021-07-05 07:00:00,7124.22176,3673.38096,1489.66809,0
2021-07-05 08:00:00,6815.14216,3667.25504,1510.03539,0
2021-07-05 09:00:00,6592.54793,3663.69421,1517.60094,0
2021-07-05 10:00:00,6698.39631,3631.91162,1538.48716,0.65824
2021-07-05 11:00:00,7016.86722,3632.24317,1582.67541,78.23837
2021-07-05 12:00:00,7597.84452,3654.57599,1636.17198,213.00079
2021-07-05 13:00:00,8490.95349,3669.49419,1671.07669,413.03863
2021-07-05 14:00:00,9419.34225,3666.1197,1742.28444,684.95863
2021-07-05 15:00:00,10469.13635,3646.3818,1761.40138,853.08352
2021-07-05 16:00:00,11577.73009,3650.81166,1734.24825,974.97556
2021-07-05 17:00:00,12616.36817,3661.24292,1730.32206,1024.68881
2021-07-05 18:00:00,13330.64633,3637.91388,1751.88764,1002.7393
2021-07-05 19:00:00,13863.83898,3679.42594,1761.96463,922.45368
2021-07-05 20:00:00,14495.64215,3679.67898,1769.12818,757.60307
2021-07-05 21:00:00,14843.28867,3679.78609,1750.75846,624.54976
2021-07-05 22:00:00,14779.62342,3679.69761,1717.85637,414.73606
2021-07-05 23:00:00,14360.9852,3679.87372,1681.59655,198.61389
2021-07-06 00:00:00,15104.22924,3644.63182,1706.64783,0
2021-07-06 01:00:00,14156.4196,3641.31113,1647.08076,1.81931
2021-07-06 02:00:00,13088.30938,3643.95801,1610.24286,50.01727
2021-07-06 03:00:00,11854.629,3627.32671,1535.67642,80.43119
2021-07-06 04:00:00,10374.67542,3630.80842,1547.73773,85.37419
2021-07-06 05:00:00,8987.53378,3629.75804,1539.33503,56.67304
2021-07-06 06:00:00,7761.76568,3614.56172,1504.97212,9.67251
2021-07-06 07:00:00,7176.77981,3634.88628,1497.31585,0
2021-07-06 08:00:00,6927.9825,3627.23895,1505.00754,0
2021-07-06 09:00:00,6752.82756,3625.45854,1499.24234,0
2021-07-06 10:00:00,6890.57819,3596.00638,1511.64129,6.06167
2021-07-06 11:00:00,7221.52865,3596.75321,1548.36756,43.16929
2021-07-06 12:00:00,7799.22061,3615.57754,1595.20341,116.24944
2021-07-06 13:00:00,8683.82607,3632.61001,1629.71195,203.38142
2021-07-06 14:00:00,9591.88266,3629.77082,1701.35784,358.51084
2021-07-06 15:00:00,10616.49164,3610.88308,1724.40539,429.66656
2021-07-06 16:00:00,11694.58984,3614.20778,1702.98117,452.11014
2021-07-06 17:00:00,12701.2841,3625.82976,1705.21887,452.48505
2021-07-06 18:00:00,13384.89316,3603.56912,1730.28861,434.28281
2021-07-06 19:00:00,13902.64818,3642.68247,1745.17643,379.5301
2021-07-06 20:00:00,14523.87393,3641.60093,1758.08435,301.13682
2021-07-06 21:00:00,14866.83565,3643.6401,1745.6021,241.20623
2021-07-06 22:00:00,14798.17822,3642.2,1719.17993,141.16932
2021-07-06 23:00:00,14372.07794,3641.10896,1688.05312,49.85792
2021-07-04 00:00:00,15812.69796,3726.75197,1662.66452,111.46032
2021-07-04 01:00:00,14802.59,3723.85351,1601.58803,22.04703
2021-07-04 02:00:00,13667.25979,3722.17302,1562.96493,53.6816
2021-07-04 03:00:00,12352.45688,3702.842,1487.84628,80.58149
2021-07-04 04:00:00,10771.95629,3704.7703,1499.48373,118.41697
2021-07-04 05:00:00,9285.90758,3703.06924,1491.40218,89.49412
2021-07-04 06:00:00,7956.97613,3687.4501,1459.35783,29.34758
2021-07-04 07:00:00,7302.54088,3708.13298,1455.72313,0
2021-07-04 08:00:00,7019.90123,3703.38034,1466.66969,0
2021-07-04 09:00:00,6823.36181,3698.2123,1465.01559,0
2021-07-04 10:00:00,6963.09593,3664.32554,1480.2924,4.02457
2021-07-04 11:00:00,7319.23152,3664.28221,1519.51213,99.95047
2021-07-04 12:00:00,7950.45791,3689.7826,1568.49867,259.89479
2021-07-04 13:00:00,8904.99732,3702.79198,1603.97247,503.09132
2021-07-04 14:00:00,9878.511,3698.93417,1676.49905,817.66907
2021-07-04 15:00:00,10985.67995,3678.42887,1699.9647,1020.31288
2021-07-04 16:00:00,12154.44567,3683.85653,1678.48652,1175.96273
2021-07-04 17:00:00,13239.7745,3693.2127,1679.46203,1240.58619
2021-07-04 18:00:00,13983.35846,3668.91934,1703.14967,1212.82445
2021-07-04 19:00:00,14542.64389,3712.59691,1716.51072,1119.01626
2021-07-04 20:00:00,15202.93018,3714.0543,1726.85451,919.6937
2021-07-04 21:00:00,15564.29481,3712.41751,1711.97884,758.45095
2021-07-04 22:00:00,15476.13875,3713.54919,1682.6336,507.97704
2021-07-04 23:00:00,15019.60622,3714.86929,1649.84621,246.6602
2021-07-05 00:00:00,15897.82905,3714.38487,1661.02226,30.80835
2021-07-05 01:00:00,14938.40414,3711.42263,1596.8807,0.9873
2021-07-05 02:00:00,13855.92851,3710.39391,1555.55399,47.6519
2021-07-05 03:00:00,12590.02947,3691.46953,1479.60727,80.35962
2021-07-05 04:00:00,11032.45567,3693.63164,1491.78644,101.84617
2021-07-05 05:00:00,9544.21735,3692.02868,1485.23813,73.30725
2021-07-05 06:00:00,8198.31139,3676.47319,1458.58332,19.17965
2021-07-05 07:00:00,7507.73389,3697.10191,1463.61795,0
2021-07-05 08:00:00,7173.06235,3691.91354,1482.49413,0
2021-07-05 09:00:00,6912.38215,3687.25572,1488.87852,2.75726
2021-07-05 10:00:00,6985.12952,3654.0368,1508.97626,24.89055
2021-07-05 11:00:00,7276.93085,3654.1125,1552.05378,100.53221
2021-07-05 12:00:00,7847.90932,3678.60755,1604.40902,220.88881
2021-07-05 13:00:00,8747.60704,3692.22281,1639.04457,382.45719
2021-07-05 14:00:00,9685.68002,3688.51825,1709.87319,606.39793
2021-07-05 15:00:00,10768.98014,3668.25649,1729.59772,730.98023
2021-07-05 16:00:00,11935.54721,3673.36745,1703.58497,801.441
2021-07-05 17:00:00,13037.33885,3683.06491,1700.29729,818.06222
2021-07-05 18:00:00,13810.61554,3659.07777,1721.73981,779.33499
2021-07-05 19:00:00,14403.08697,3702.06779,1732.11783,692.23908
2021-07-05 20:00:00,15100.43945,3703.143,1739.44089,550.97919
2021-07-05 21:00:00,15502.90958,3702.05976,1721.5773,441.85943
2021-07-05 22:00:00,15452.31513,3702.80415,1689.17962,274.81769
2021-07-05 23:00:00,15037.92777,3703.76118,1653.83504,111.58744
2021-07-06 00:00:00,15744.76557,3663.53404,1678.91756,0
2021-07-06 01:00:00,14762.34515,3660.31036,1620.4508,14.54289
2021-07-06 02:00:00,13658.14693,3661.96127,1584.15517,58.0259
2021-07-06 03:00:00,12375.48855,3644.7085,1510.40813,77.70001
2021-07-06 04:00:00,10846.2279,3647.83262,1522.42108,59.23889
2021-07-06 05:00:00,9416.39685,3646.63253,1513.97736,28.34633
2021-07-06 06:00:00,8141.76647,3631.33884,1479.69026,0
2021-07-06 07:00:00,7519.45404,3651.74592,1471.58204,0
2021-07-06 08:00:00,7245.2691,3644.76485,1478.44243,0
2021-07-06 09:00:00,7032.80569,3642.20474,1472.18024,47.42181
2021-07-06 10:00:00,7136.83512,3611.7319,1484.22964,68.99401
2021-07-06 11:00:00,7439.33321,3612.29665,1520.24562,96.58373
2021-07-06 12:00:00,8002.63445,3632.65784,1566.30231,136.69543
2021-07-06 13:00:00,8887.17662,3648.76421,1600.57608,150.4165
2021-07-06 14:00:00,9799.44972,3645.69047,1671.84157,219.2242
2021-07-06 15:00:00,10849.27817,3626.43054,1695.29618,212.96392
2021-07-06 16:00:00,11975.13571,3630.23929,1674.70627,160.26803
2021-07-06 17:00:00,13035.74048,3641.33973,1677.26677,121.77617
2021-07-06 18:00:00,13771.11564,3618.6111,1702.04699,99.78192
2021-07-06 19:00:00,14341.51731,3658.77507,1716.99335,59.08587
2021-07-06 20:00:00,15021.1196,3658.278,1729.77316,35.79972
2021-07-06 21:00:00,15413.9905,3659.4709,1717.49176,28.55663
2021-07-06 22:00:00,15359.89555,3658.62281,1691.23777,1.88441
2021-07-06 23:00:00,14941.36763,3658.08667,1660.74584,0
2021-07-07 00:00:00,15636.22491,3627.25684,1684.77237,0
2021-07-07 01:00:00,14642.95043,3623.84682,1628.61085,11.51637
2021-07-07 02:00:00,13528.30858,3627.40947,1594.35586,56.64418
2021-07-07 03:00:00,12238.30386,3611.34924,1521.4421,78.00564
2021-07-07 04:00:00,10721.36184,3615.15982,1533.31061,61.12291
2021-07-07 05:00:00,9317.16975,3614.24697,1524.01144,30.51642
2021-07-07 06:00:00,8074.80503,3599.14,1486.41204,0
2021-07-07 07:00:00,7484.42197,3619.38873,1472.70271,0
2021-07-07 08:00:00,7239.68747,3611.12894,1474.4409,0
2021-07-07 09:00:00,7053.7074,3610.06541,1462.84052,43.0303
2021-07-07 10:00:00,7177.65132,3581.55154,1471.54244,63.10139
2021-07-07 11:00:00,7491.51517,3582.46548,1504.68363,90.35745
2021-07-07 12:00:00,8057.79075,3599.87733,1548.18833,131.50184
2021-07-07 13:00:00,8941.01481,3617.76106,1582.48971,147.98245
2021-07-07 14:00:00,9845.95061,3615.13718,1654.17978,220.41497
2021-07-07 15:00:00,10883.12413,3596.59182,1679.44137,217.63591
2021-07-07 16:00:00,11990.23702,3599.47154,1661.32581,167.63388
2021-07-07 17:00:00,13029.95996,3611.57295,1666.44761,130.24635
2021-07-07 18:00:00,13744.76429,3589.74232,1692.65695,107.89499
2021-07-07 19:00:00,14300.3865,3627.88999,1709.54486,66.01624
2021-07-07 20:00:00,14966.18932,3626.27121,1724.55165,40.42267
2021-07-07 21:00:00,15348.64009,3629.08813,1714.53177,30.73216
2021-07-07 22:00:00,15289.10817,3627.10409,1690.72659,1.43979
2021-07-07 23:00:00,14864.97692,3625.50272,1662.19436,0
2021-07-05 00:00:00,16064.88367,3719.64773,1670.12894,155.95122
2021-07-05 01:00:00,15055.35249,3716.71262,1603.22004,31.38627
2021-07-05 02:00:00,13920.72383,3715.40653,1560.38044,55.86062
2021-07-05 03:00:00,12600.99926,3696.30907,1479.86673,80.66525
2021-07-05 04:00:00,11010.09301,3698.37186,1488.96064,129.75074
