,UTC time,carbon_intensity,nat_gas,nuclear,solar,other
13167,2021-07-02 15:00:00,275.55,10660,3731,1751,1682
13168,2021-07-02 16:00:00,280.81,11779,3730,1763,1672
13169,2021-07-02 17:00:00,281.43,12459,3730,1884,1623
13170,2021-07-02 18:00:00,284.58,13337,3729,1909,1602
13171,2021-07-02 19:00:00,289.37,14018,3729,1833,1678
13172,2021-07-02 20:00:00,296.03,14602,3724,1539,1713
13173,2021-07-02 21:00:00,297.97,14860,3724,1474,1727
13174,2021-07-02 22:00:00,299.28,14578,3722,1313,1726
13175,2021-07-02 23:00:00,307.04,14548,3716,765,1716
13176,2021-07-03 00:00:00,315.09,14343,3717,195,1712
13177,2021-07-03 01:00:00,315.48,13427,3719,4,1705
13178,2021-07-03 02:00:00,313.37,12709,3722,0,1707
13179,2021-07-03 03:00:00,308.17,11520,3726,1,1635
13180,2021-07-03 04:00:00,299.56,10070,3724,0,1475
13181,2021-07-03 05:00:00,295.01,9097,3722,0,1485
13182,2021-07-03 06:00:00,287.39,7977,3729,0,1435
13183,2021-07-03 07:00:00,281.94,7303,3727,0,1391
13184,2021-07-03 08:00:00,278.73,6938,3729,0,1371
13185,2021-07-03 09:00:00,276.41,6689,3732,0,1358
13186,2021-07-03 10:00:00,276.82,6662,3728,0,1379
13187,2021-07-03 11:00:00,279.34,6717,3731,6,1471
13188,2021-07-03 12:00:00,283.3,7445,3730,196,1600
13189,2021-07-03 13:00:00,283.7,8708,3731,641,1678
13190,2021-07-03 14:00:00,280.89,10011,3729,1164,1640
13191,2021-07-03 15:00:00,280.62,11225,3726,1555,1626
13192,2021-07-03 16:00:00,282.53,12422,3726,1768,1592
13193,2021-07-03 17:00:00,291.82,13912,3725,1524,1568
13194,2021-07-03 18:00:00,301.27,14902,3725,1142,1615
13195,2021-07-03 19:00:00,303.04,15166,3724,1099,1640
13196,2021-07-03 20:00:00,305.76,15455,3702,1012,1666
13197,2021-07-03 21:00:00,305.56,15510,3715,1000,1638
13198,2021-07-03 22:00:00,309.2,15449,3715,756,1667
13199,2021-07-03 23:00:00,313.68,15173,3711,420,1689
13200,2021-07-04 00:00:00,315.56,14334,3713,147,1687
13201,2021-07-04 01:00:00,315.8,13634,3710,4,1674
13202,2021-07-04 02:00:00,313.32,12963,3714,0,1639
13203,2021-07-04 03:00:00,308.46,11844,3723,0,1574
13204,2021-07-04 04:00:00,302.81,10415,3713,0,1560
13205,2021-07-04 05:00:00,295.12,9294,3716,0,1432
13206,2021-07-04 06:00:00,288.74,8342,3718,0,1382
13207,2021-07-04 07:00:00,282.64,7607,3725,0,1328
13208,2021-07-04 08:00:00,278.21,7060,3729,0,1312
13209,2021-07-04 09:00:00,276.44,6807,3722,0,1313
13210,2021-07-04 10:00:00,275.63,6679,3726,0,1325
13211,2021-07-04 11:00:00,277.74,6684,3725,1,1407
13212,2021-07-04 12:00:00,283.31,7364,3727,121,1549
13213,2021-07-04 13:00:00,285.59,8705,3727,503,1635
13214,2021-07-04 14:00:00,282.58,10152,3724,1055,1583
13215,2021-07-04 15:00:00,282.15,11582,3727,1563,1622
13216,2021-07-04 16:00:00,283.47,12742,3725,1919,1706
13217,2021-07-04 17:00:00,282.83,13711,3722,2285,1724
13218,2021-07-04 18:00:00,285.59,14418,3718,2272,1706
13219,2021-07-04 19:00:00,290.84,15039,3716,2005,1666
13220,2021-07-04 20:00:00,300.14,15753,3694,1531,1702
13221,2021-07-04 21:00:00,306.16,16189,3704,1203,1744
13222,2021-07-04 22:00:00,307.87,15882,3699,988,1708
13223,2021-07-04 23:00:00,310.45,15229,3700,652,1679
13224,2021-07-05 00:00:00,314.44,14545,3703,226,1640
13225,2021-07-05 01:00:00,316.52,13944,3693,7,1646
13226,2021-07-05 02:00:00,314.71,13018,3700,0,1708
13227,2021-07-05 03:00:00,311.04,12312,3713,0,1625
13228,2021-07-05 04:00:00,305.15,11250,3704,0,1485
13229,2021-07-05 05:00:00,298.5,9871,3703,0,1445
13230,2021-07-05 06:00:00,292.2,8946,3704,0,1366
13231,2021-07-05 07:00:00,286.98,8231,3710,0,1324
13232,2021-07-05 08:00:00,282.99,7643,3705,0,1313
13233,2021-07-05 09:00:00,281.24,7384,3710,0,1321
13234,2021-07-05 10:00:00,282.28,7354,3706,0,1370
13235,2021-07-05 11:00:00,284.24,7340,3702,1,1455
13236,2021-07-05 12:00:00,287.75,8018,3708,144,1563
13237,2021-07-05 13:00:00,284.01,8950,3708,644,1603
13238,2021-07-05 14:00:00,283.19,10371,3707,1152,1630
13239,2021-07-05 15:00:00,282.46,11842,3704,1680,1655
13240,2021-07-05 16:00:00,285.59,13110,3702,1874,1679
13241,2021-07-05 17:00:00,289.56,14212,3698,1916,1690
13242,2021-07-05 18:00:00,293.67,14995,3694,1856,1725
13243,2021-07-05 19:00:00,296.58,15364,3694,1729,1725
13244,2021-07-05 20:00:00,303.75,15407,3695,1212,1732
13245,2021-07-05 21:00:00,306.61,14835,3689,883,1719
13246,2021-07-05 22:00:00,307.71,14086,3693,608,1669
13247,2021-07-05 23:00:00,309.27,13345,3692,373,1681
13248,2021-07-06 00:00:00,312.75,12782,3692,74,1701
13249,2021-07-06 01:00:00,312.98,12499,3694,3,1696
13250,2021-07-06 02:00:00,310.26,11729,3708,0,1699
13251,2021-07-06 03:00:00,304.77,10576,3710,0,1631
13252,2021-07-06 04:00:00,296.25,9138,3710,0,1525
13253,2021-07-06 05:00:00,289.09,8050,3708,0,1471
13254,2021-07-06 06:00:00,283.99,7392,3705,0,1431
13255,2021-07-06 07:00:00,280.06,6974,3713,0,1399
13256,2021-07-06 08:00:00,277.71,6699,3712,0,1388
13257,2021-07-06 09:00:00,277.43,6675,3715,0,1387
13258,2021-07-06 10:00:00,280.94,7096,3714,0,1399
13259,2021-07-06 11:00:00,287.61,7774,3716,0,1490
13260,2021-07-06 12:00:00,294.08,8818,3719,99,1614
13261,2021-07-06 13:00:00,293.1,9604,3717,385,1645
13262,2021-07-06 14:00:00,290.29,10286,3717,718,1642
13263,2021-07-06 15:00:00,288.7,11093,3716,951,1556
13264,2021-07-06 16:00:00,288.14,11785,3718,1060,1436
13265,2021-07-06 17:00:00,289.19,12487,3723,1149,1399
13266,2021-07-06 18:00:00,288.49,12682,3717,1194,1337
13267,2021-07-06 19:00:00,290.83,12668,3719,999,1299
13268,2021-07-06 20:00:00,291.9,12244,3721,846,1331
13269,2021-07-06 21:00:00,297.02,12250,3722,555,1354
13270,2021-07-06 22:00:00,299.42,12253,3716,426,1362
13271,2021-07-06 23:00:00,304.44,12436,3719,206,1403
13272,2021-07-07 00:00:00,306.33,12266,3724,47,1393
13273,2021-07-07 01:00:00,306.48,12029,3725,0,1406
13274,2021-07-07 02:00:00,305.64,11753,3721,0,1414
13275,2021-07-07 03:00:00,301.38,10819,3727,0,1392
13276,2021-07-07 04:00:00,298.71,9748,3726,0,1513
13277,2021-07-07 05:00:00,292.06,8804,3729,0,1424
13278,2021-07-07 06:00:00,287.62,8083,3726,0,1412
13279,2021-07-07 07:00:00,284.48,7662,3728,0,1395
13280,2021-07-07 08:00:00,283.24,7479,3728,0,1395
13281,2021-07-07 09:00:00,281.93,7381,3732,0,1372
13282,2021-07-07 10:00:00,284.67,7802,3731,0,1365
13283,2021-07-07 11:00:00,287.7,8257,3732,0,1372
13284,2021-07-07 12:00:00,290.62,8864,3734,23,1365
13285,2021-07-07 13:00:00,293.9,9806,3734,125,1380
13286,2021-07-07 14:00:00,294.77,10761,3749,316,1387
13287,2021-07-07 15:00:00,293.65,11658,3736,618,1381
13288,2021-07-07 16:00:00,290.11,12241,3737,948,1338
13289,2021-07-07 17:00:00,288.31,12778,3734,1224,1345
13290,2021-07-07 18:00:00,285.92,13144,3733,1499,1352
13291,2021-07-07 19:00:00,291.25,13730,3731,1325,1379
13292,2021-07-07 20:00:00,293.2,13715,3727,1218,1407
13293,2021-07-07 21:00:00,296.11,13837,3726,1057,1412
13294,2021-07-07 22:00:00,299.73,14054,3727,861,1408
13295,2021-07-07 23:00:00,305.38,14064,3722,497,1408
13296,2021-07-08 00:00:00,309.95,13764,3720,139,1394
13297,2021-07-08 01:00:00,312.78,13853,3725,7,1429
13298,2021-07-08 02:00:00,310.4,13056,3724,0,1428
13299,2021-07-08 03:00:00,305.33,11700,3726,0,1413
13300,2021-07-08 04:00:00,299.44,10349,3724,0,1397
13301,2021-07-08 05:00:00,289.59,8939,3726,0,1262
13302,2021-07-08 06:00:00,284.66,8149,3714,0,1246
13303,2021-07-08 07:00:00,280.75,7543,3731,0,1272
13304,2021-07-08 08:00:00,277.84,7196,3726,0,1252
13305,2021-07-08 09:00:00,276.98,7100,3722,0,1243
13306,2021-07-08 10:00:00,279.49,7211,3731,0,1320
13307,2021-07-08 11:00:00,283.62,7618,3732,1,1375
13308,2021-07-08 12:00:00,287.15,8601,3735,123,1373
13309,2021-07-08 13:00:00,286.54,9836,3730,526,1382
13310,2021-07-08 14:00:00,280.76,10977,3733,1193,1371
13311,2021-07-08 15:00:00,275.13,11895,3731,1819,1329
13312,2021-07-08 16:00:00,278.18,12895,3730,1971,1354
13313,2021-07-08 17:00:00,281.53,13886,3728,2041,1348
13314,2021-07-08 18:00:00,284.19,14571,3726,2096,1390
13315,2021-07-08 19:00:00,285.69,14972,3724,2107,1395
13316,2021-07-08 20:00:00,289.59,15188,3723,1858,1384
13317,2021-07-08 21:00:00,294.62,15211,3721,1518,1416
13318,2021-07-08 22:00:00,301.34,14993,3713,1010,1439
13319,2021-07-08 23:00:00,303.78,14493,3717,704,1413
13320,2021-07-09 00:00:00,309.85,13961,3719,204,1417
13321,2021-07-09 01:00:00,311.6,13496,3716,8,1413
13322,2021-07-09 02:00:00,309.4,12778,3718,0,1416
13323,2021-07-09 03:00:00,303.97,11453,3719,0,1381
13324,2021-07-09 04:00:00,296.11,9758,3718,0,1362
13325,2021-07-09 05:00:00,289.68,8400,3722,0,1414
13326,2021-07-09 06:00:00,284.47,7546,3721,0,1422
13327,2021-07-09 07:00:00,281.68,6962,3723,0,1479
13328,2021-07-09 08:00:00,278.45,6616,3726,0,1456
13329,2021-07-09 09:00:00,277.83,6486,3725,0,1471
13330,2021-07-09 10:00:00,280.64,6754,3726,0,1502
13331,2021-07-09 11:00:00,284.04,7272,3722,1,1486
13332,2021-07-09 12:00:00,289.12,8423,3725,154,1540
13333,2021-07-09 13:00:00,286.27,9377,3722,590,1556
13334,2021-07-09 14:00:00,282.04,10606,3723,1143,1500
13335,2021-07-09 15:00:00,280.84,12024,3722,1605,1441
13336,2021-07-09 16:00:00,281.71,13293,3721,1943,1439
13337,2021-07-09 17:00:00,284.54,14435,3718,2029,1383
13338,2021-07-09 18:00:00,288.57,15258,3714,1982,1401
13339,2021-07-09 19:00:00,292.09,15951,3710,1914,1414
13340,2021-07-09 20:00:00,295.43,16410,3708,1745,1385
13341,2021-07-09 21:00:00,303.86,16895,3702,1249,1427
13342,2021-07-09 22:00:00,312.08,17030,3701,649,1412
13343,2021-07-09 23:00:00,313.36,16238,3700,400,1395
13344,2021-07-10 00:00:00,315.37,15573,3704,139,1391
13345,2021-07-10 01:00:00,316.61,15083,3703,5,1427
13346,2021-07-10 02:00:00,313.77,14228,3703,0,1385
13347,2021-07-10 03:00:00,308.59,12623,3704,0,1381
13348,2021-07-10 04:00:00,299.97,10321,3707,0,1415
13349,2021-07-10 05:00:00,293.67,9168,3709,0,1384
13350,2021-07-10 06:00:00,286.65,8200,3712,0,1320
13351,2021-07-10 07:00:00,280.74,7442,3716,0,1288
13352,2021-07-10 08:00:00,275.78,6999,3714,0,1219
13353,2021-07-10 09:00:00,271.98,6801,3718,0,1137
13354,2021-07-10 10:00:00,271.45,6782,3718,0,1123
13355,2021-07-10 11:00:00,273.66,6903,3719,4,1174
13356,2021-07-10 12:00:00,276.76,7440,3720,222,1332
13357,2021-07-10 13:00:00,273.67,8152,3715,677,1383
13358,2021-07-10 14:00:00,274.46,9450,3719,1095,1392
13359,2021-07-10 15:00:00,272.8,10655,3721,1643,1415
13360,2021-07-10 16:00:00,272.85,11561,3719,1974,1424
13361,2021-07-10 17:00:00,275.19,12359,3721,2080,1416
13362,2021-07-10 18:00:00,279.86,13250,3719,2023,1398
13363,2021-07-10 19:00:00,282.71,13788,3716,1961,1373
13364,2021-07-10 20:00:00,288.75,14263,3711,1687,1397
13365,2021-07-10 21:00:00,296.82,14844,3711,1287,1428
13366,2021-07-10 22:00:00,299.83,14455,3711,985,1431
13367,2021-07-10 23:00:00,303.69,14071,3710,608,1394
13368,2021-07-11 00:00:00,308.67,13655,3708,213,1400
13369,2021-07-11 01:00:00,310.36,13050,3713,4,1418
13370,2021-07-11 02:00:00,306.85,12147,3713,0,1388
13371,2021-07-11 03:00:00,303.02,11148,3712,0,1390
13372,2021-07-11 04:00:00,296.73,9808,3716,0,1380
13373,2021-07-11 05:00:00,291.22,8690,3715,0,1400
13374,2021-07-11 06:00:00,284.28,7705,3717,0,1363
13375,2021-07-11 07:00:00,276.59,6858,3721,0,1302
13376,2021-07-11 08:00:00,273.71,6543,3715,0,1284
13377,2021-07-11 09:00:00,271.03,6249,3724,0,1286
13378,2021-07-11 10:00:00,268.97,6109,3725,0,1257
13379,2021-07-11 11:00:00,270.9,6187,3727,0,1304
13380,2021-07-11 12:00:00,274.56,6877,3728,178,1385
13381,2021-07-11 13:00:00,274.48,7910,3727,585,1424
13382,2021-07-11 14:00:00,273.04,9296,3728,1138,1415
13383,2021-07-11 15:00:00,271.51,10523,3728,1748,1484
13384,2021-07-11 16:00:00,274.09,11587,3727,2092,1607
13385,2021-07-11 17:00:00,284.33,12778,3722,1908,1741
13386,2021-07-11 18:00:00,284.79,13318,3721,2026,1729
13387,2021-07-11 19:00:00,289.2,14008,3718,1907,1732
13388,2021-07-11 20:00:00,298.37,14784,3715,1445,1737
13389,2021-07-11 21:00:00,301.07,14929,3710,1190,1629
13390,2021-07-11 22:00:00,304.78,14836,3708,893,1609
13391,2021-07-11 23:00:00,311.21,14651,3705,476,1667
13392,2021-07-12 00:00:00,315.43,14218,3708,148,1697
13393,2021-07-12 01:00:00,316.47,13658,3705,4,1712
13394,2021-07-12 02:00:00,313.12,12946,3705,0,1618
13395,2021-07-12 03:00:00,308.01,11824,3705,0,1529
13396,2021-07-12 04:00:00,300.34,10416,3706,0,1411
13397,2021-07-12 05:00:00,294.38,9178,3712,0,1421
13398,2021-07-12 06:00:00,287.88,8160,3712,0,1388
13399,2021-07-12 07:00:00,283.76,7651,3712,0,1351
13400,2021-07-12 08:00:00,280.32,7311,3716,0,1310
13401,2021-07-12 09:00:00,279.71,7198,3715,0,1318
13402,2021-07-12 10:00:00,283.93,7504,3713,0,1403
13403,2021-07-12 11:00:00,288.54,7976,3718,6,1483
13404,2021-07-12 12:00:00,288.14,8704,3723,259,1516
13405,2021-07-12 13:00:00,280.4,9386,3720,893,1536
13406,2021-07-12 14:00:00,274.56,10239,3722,1532,1549
13407,2021-07-12 15:00:00,273.45,10957,3723,1899,1590
13408,2021-07-12 16:00:00,275,11596,3721,2097,1661
13409,2021-07-12 17:00:00,281.11,11943,3721,1863,1729
13410,2021-07-12 18:00:00,286.07,12325,3721,1622,1710
13411,2021-07-12 19:00:00,290.03,12498,3722,1349,1654
13412,2021-07-12 20:00:00,295.67,12754,3721,1012,1616
13413,2021-07-12 21:00:00,296.15,12776,3719,1030,1660
13414,2021-07-12 22:00:00,298.68,12750,3722,896,1701
13415,2021-07-12 23:00:00,304.01,12812,3718,609,1734
13416,2021-07-13 00:00:00,311.57,12848,3719,152,1729
13417,2021-07-13 01:00:00,313.77,12759,3717,8,1728
13418,2021-07-13 02:00:00,311.47,12047,3719,0,1720
13419,2021-07-13 03:00:00,303.3,10707,3720,0,1524
13420,2021-07-13 04:00:00,295.41,9122,3725,0,1502
13421,2021-07-13 05:00:00,287.29,8131,3725,0,1382
13422,2021-07-13 06:00:00,281.37,7449,3726,0,1322
13423,2021-07-13 07:00:00,275.74,7055,3727,0,1212
13424,2021-07-13 08:00:00,271.15,6900,3729,0,1083
13425,2021-07-13 09:00:00,270.89,6919,3728,0,1066
13426,2021-07-13 10:00:00,276.85,7094,3730,0,1247
13427,2021-07-13 11:00:00,284.61,7504,3733,2,1454
13428,2021-07-13 12:00:00,288.78,8302,3734,185,1598
13429,2021-07-13 13:00:00,283.48,9082,3735,773,1688
13430,2021-07-13 14:00:00,277.93,10165,3738,1452,1705
13431,2021-07-13 15:00:00,277.05,11324,3734,1899,1705
13432,2021-07-13 16:00:00,279.76,12237,3733,2024,1715
13433,2021-07-13 17:00:00,280.18,12745,3733,2173,1730
13434,2021-07-13 18:00:00,282.2,13111,3731,2145,1732
13435,2021-07-13 19:00:00,286.33,13127,3726,1854,1730
13436,2021-07-13 20:00:00,287.22,12687,3727,1666,1733
13437,2021-07-13 21:00:00,291.7,12615,3729,1325,1717
13438,2021-07-13 22:00:00,295.29,12459,3729,1029,1695
13439,2021-07-13 23:00:00,302.48,12576,3730,650,1746
13440,2021-07-14 00:00:00,309.91,12536,3733,186,1740
13441,2021-07-14 01:00:00,312.65,12440,3727,6,1729
13442,2021-07-14 02:00:00,311.24,11991,3728,0,1728
13443,2021-07-14 03:00:00,305.4,10821,3732,0,1635
13444,2021-07-14 04:00:00,293.34,9071,3734,0,1420
13445,2021-07-14 05:00:00,287.26,7831,3734,0,1476
13446,2021-07-14 06:00:00,279.34,6991,3734,0,1384
13447,2021-07-14 07:00:00,273.83,6566,3736,0,1300
13448,2021-07-14 08:00:00,269.31,6359,3735,0,1196
13449,2021-07-14 09:00:00,268.18,6314,3738,0,1172
13450,2021-07-14 10:00:00,274.91,6554,3735,0,1345
13451,2021-07-14 11:00:00,283.25,7087,3737,1,1522
13452,2021-07-14 12:00:00,287.94,7843,3738,195,1703
13453,2021-07-14 13:00:00,279.57,8265,3737,793,1757
13454,2021-07-14 14:00:00,277.4,9247,3739,1224,1749
13455,2021-07-14 15:00:00,276.48,10427,3740,1684,1757
13456,2021-07-14 16:00:00,276.16,11528,3739,2070,1748
13457,2021-07-14 17:00:00,277.49,12547,3732,2306,1730
13458,2021-07-14 18:00:00,284.8,13928,3735,2132,1669
13459,2021-07-14 19:00:00,290.67,14616,3729,1878,1654
13460,2021-07-14 20:00:00,290.48,14587,3728,1884,1653
13461,2021-07-14 21:00:00,294.65,14612,3725,1580,1648
13462,2021-07-14 22:00:00,302.28,14654,3725,1106,1716
13463,2021-07-14 23:00:00,308.52,14388,3725,625,1717
13464,2021-07-15 00:00:00,314.88,14017,3725,156,1728
13465,2021-07-15 01:00:00,316.48,13628,3722,7,1744
13466,2021-07-15 02:00:00,313.53,12804,3726,1,1704
13467,2021-07-15 03:00:00,307.81,11460,3724,0,1623
13468,2021-07-15 04:00:00,299.63,9876,3730,0,1535
13469,2021-07-15 05:00:00,291.27,8840,3727,0,1373
13470,2021-07-15 06:00:00,286.04,8079,3732,0,1347
13471,2021-07-15 07:00:00,280.65,7406,3732,0,1310
13472,2021-07-15 08:00:00,276.51,6996,3733,0,1267
13473,2021-07-15 09:00:00,275.63,6890,3735,0,1267
13474,2021-07-15 10:00:00,279.29,7126,3730,0,1337
13475,2021-07-15 11:00:00,285.76,7678,3734,2,1455
13476,2021-07-15 12:00:00,289.22,8414,3733,216,1618
13477,2021-07-15 13:00:00,285.97,9306,3730,737,1714
13478,2021-07-15 14:00:00,282.77,10472,3735,1282,1729
13479,2021-07-15 15:00:00,278.7,11561,3732,1832,1671
13480,2021-07-15 16:00:00,277.27,12387,3733,2221,1687
13481,2021-07-15 17:00:00,281.23,13343,3730,2297,1738
13482,2021-07-15 18:00:00,283.13,14072,3725,2385,1739
13483,2021-07-15 19:00:00,284.56,14730,3724,2459,1725
13484,2021-07-15 20:00:00,289.11,15134,3723,2234,1742
13485,2021-07-15 21:00:00,293.17,15384,3716,1990,1742
13486,2021-07-15 22:00:00,299.05,15580,3713,1577,1727
13487,2021-07-15 23:00:00,305.5,15406,3713,1063,1727
13488,2021-07-16 00:00:00,315.53,15025,3716,299,1728
13489,2021-07-16 01:00:00,319.03,14578,3712,6,1731
13490,2021-07-16 02:00:00,317.2,13871,3710,0,1724
13491,2021-07-16 03:00:00,312.43,12519,3713,0,1673
13492,2021-07-16 04:00:00,303.22,10781,3715,0,1496
13493,2021-07-16 05:00:00,298.13,9436,3719,0,1555
13494,2021-07-16 06:00:00,291.77,8476,3722,0,1493
13495,2021-07-16 07:00:00,287.37,7862,3724,0,1462
13496,2021-07-16 08:00:00,282.91,7429,3725,0,1393
13497,2021-07-16 09:00:00,280.66,7201,3725,0,1366
13498,2021-07-16 10:00:00,283.08,7376,3723,0,1414
13499,2021-07-16 11:00:00,289.95,7789,3729,5,1611
13500,2021-07-16 12:00:00,292.21,8552,3728,196,1702
13501,2021-07-16 13:00:00,285.93,9506,3722,834,1742
13502,2021-07-16 14:00:00,279.17,10513,3726,1549,1750
13503,2021-07-16 15:00:00,279.41,11746,3727,1938,1755
13504,2021-07-16 16:00:00,280.54,12828,3727,2196,1746
13505,2021-07-16 17:00:00,278.72,13823,3721,2373,1474
13506,2021-07-16 18:00:00,282.08,14707,3718,2467,1542
13507,2021-07-16 19:00:00,289.6,15324,3719,2372,1864
13508,2021-07-16 20:00:00,290.69,15419,3712,2346,1893
13509,2021-07-16 21:00:00,292.88,15752,3710,2108,1734
13510,2021-07-16 22:00:00,298.39,16180,3708,1666,1608
13511,2021-07-16 23:00:00,305.75,16022,3706,1001,1522
13512,2021-07-17 00:00:00,314.43,15755,3706,238,1399
13513,2021-07-17 01:00:00,315.86,14936,3702,5,1398
13514,2021-07-17 02:00:00,313.04,13999,3708,0,1387
13515,2021-07-17 03:00:00,308.22,12506,3709,0,1389
13516,2021-07-17 04:00:00,306.02,10878,3714,0,1638
13517,2021-07-17 05:00:00,296.09,9539,3716,0,1417
13518,2021-07-17 06:00:00,290.13,8573,3720,0,1385
13519,2021-07-17 07:00:00,285.57,7955,3722,0,1352
13520,2021-07-17 08:00:00,281.86,7398,3732,0,1364
13521,2021-07-17 09:00:00,279.32,7110,3731,0,1344
13522,2021-07-17 10:00:00,278.45,7023,3733,0,1337
13523,2021-07-17 11:00:00,279.13,7085,3732,0,1345
13524,2021-07-17 12:00:00,281.25,7646,3732,187,1442
13525,2021-07-17 13:00:00,276.29,8662,3734,774,1452
13526,2021-07-17 14:00:00,274.55,10052,3730,1332,1432
13527,2021-07-17 15:00:00,277.87,11526,3733,1627,1439
13528,2021-07-17 16:00:00,281.75,12547,3731,1681,1424
13529,2021-07-17 17:00:00,279.88,12974,3732,1970,1446
13530,2021-07-17 18:00:00,282.91,13683,3728,1970,1439
13531,2021-07-17 19:00:00,288.04,14179,3724,1755,1450
13532,2021-07-17 20:00:00,289.58,14560,3721,1750,1448
13533,2021-07-17 21:00:00,291.5,14512,3718,1604,1454
13534,2021-07-17 22:00:00,293.82,14320,3716,1394,1460
13535,2021-07-17 23:00:00,302.83,14174,3717,723,1442
13536,2021-07-18 00:00:00,308.5,13623,3714,249,1444
13537,2021-07-18 01:00:00,310.84,13322,3715,5,1394
13538,2021-07-18 02:00:00,308.63,12669,3716,0,1387
13539,2021-07-18 03:00:00,303.86,11480,3722,0,1371
13540,2021-07-18 04:00:00,298.2,10118,3721,0,1384
13541,2021-07-18 05:00:00,293.16,9150,3725,0,1380
13542,2021-07-18 06:00:00,288.65,8297,3727,0,1400
13543,2021-07-18 07:00:00,284.17,7687,3727,0,1373
13544,2021-07-18 08:00:00,281.09,7243,3732,0,1378
13545,2021-07-18 09:00:00,278.5,6901,3731,0,1375
13546,2021-07-18 10:00:00,277.27,6843,3735,0,1347
13547,2021-07-18 11:00:00,276.75,6802,3733,1,1338
13548,2021-07-18 12:00:00,278.87,7341,3734,176,1423
13549,2021-07-18 13:00:00,274.81,8395,3736,807,1497
13550,2021-07-18 14:00:00,270.97,9729,3735,1478,1477
13551,2021-07-18 15:00:00,273.21,11106,3734,1896,1535
13552,2021-07-18 16:00:00,278,12419,3731,2049,1563
13553,2021-07-18 17:00:00,283.64,13476,3726,2119,1696
13554,2021-07-18 18:00:00,288.01,14206,3730,2043,1735
13555,2021-07-18 19:00:00,292.77,14839,3724,1863,1735
13556,2021-07-18 20:00:00,297.62,15327,3725,1585,1698
13557,2021-07-18 21:00:00,301.3,15655,3724,1322,1625
13558,2021-07-18 22:00:00,306.87,15732,3720,940,1629
13559,2021-07-18 23:00:00,312.96,15578,3719,438,1574
13560,2021-07-19 00:00:00,316.04,14848,3717,163,1641
13561,2021-07-19 01:00:00,317.9,14378,3718,2,1686
13562,2021-07-19 02:00:00,314.83,13663,3720,0,1604
13563,2021-07-19 03:00:00,310.22,12409,3721,0,1558
13564,2021-07-19 04:00:00,300.69,10803,3726,0,1355
13565,2021-07-19 05:00:00,296.58,9735,3726,0,1402
13566,2021-07-19 06:00:00,291.01,8820,3732,0,1371
13567,2021-07-19 07:00:00,286.72,8196,3731,0,1343
13568,2021-07-19 08:00:00,284.07,7783,3735,0,1348
13569,2021-07-19 09:00:00,282.95,7635,3738,0,1346
13570,2021-07-19 10:00:00,285.94,7898,3740,0,1403
13571,2021-07-19 11:00:00,291.34,8244,3739,1,1555
13572,2021-07-19 12:00:00,294.69,8978,3739,144,1670
