UTC time,oil,wind,biomass,unknown,hydro,nat_gas,nuclear,solar,coal
2023-01-05 01:00,46.0,2.0,69.0,194.0,224.0,201.0,1976.0,0.0,105.0
2023-01-05 02:00,46.0,2.0,69.0,189.0,220.0,191.0,1974.0,0.0,104.0
2023-01-05 03:00,46.0,2.0,71.0,191.0,222.0,196.0,1968.0,0.0,105.0
2023-01-05 04:00,47.0,2.0,67.0,196.0,234.0,205.0,1964.0,0.0,105.0
2023-01-05 05:00,47.0,1.0,68.0,191.0,321.0,185.0,1963.0,0.0,104.0
2023-01-05 06:00,48.0,1.0,70.0,195.0,425.0,186.0,1961.0,0.0,104.0
2023-01-05 07:00,48.0,1.0,69.0,200.0,468.0,175.0,1961.0,3.0,105.0
2023-01-05 08:00,48.0,1.0,70.0,208.0,567.0,134.0,1959.0,10.0,105.0
2023-01-05 09:00,49.0,1.0,69.0,202.0,525.0,134.0,1961.0,22.0,105.0
2023-01-05 10:00,50.0,1.0,69.0,199.0,496.0,179.0,1957.0,40.0,105.0
2023-01-05 11:00,50.0,1.0,71.0,201.0,479.0,187.0,1958.0,52.0,105.0
2023-01-05 12:00,50.0,2.0,70.0,196.0,440.0,185.0,1959.0,69.0,104.0
2023-01-05 13:00,48.0,1.0,70.0,195.0,427.0,183.0,1960.0,63.0,104.0
2023-01-05 14:00,48.0,1.0,70.0,197.0,508.0,188.0,1960.0,15.0,104.0
2023-01-05 15:00,49.0,1.0,69.0,201.0,545.0,190.0,1960.0,1.0,104.0
2023-01-05 16:00,49.0,2.0,68.0,202.0,608.0,186.0,1960.0,0.0,104.0
2023-01-05 17:00,49.0,2.0,67.0,201.0,606.0,188.0,1960.0,0.0,104.0
2023-01-05 18:00,48.0,2.0,67.0,201.0,604.0,188.0,1962.0,0.0,104.0
2023-01-05 19:00,48.0,2.0,68.0,202.0,549.0,191.0,1962.0,0.0,104.0
2023-01-05 20:00,48.0,2.0,68.0,205.0,470.0,190.0,1964.0,0.0,104.0
2023-01-05 21:00,48.0,1.0,67.0,196.0,419.0,189.0,1964.0,0.0,104.0
2023-01-05 22:00,48.0,1.0,68.0,195.0,349.0,187.0,1966.0,0.0,104.0
2023-01-05 23:00,48.0,1.0,68.0,199.0,322.0,191.0,1968.0,0.0,105.0
2023-01-06 00:00,48.0,1.0,69.0,196.0,323.0,188.0,1969.0,0.0,104.0
2023-01-06 01:00,48.0,1.0,67.0,195.0,297.0,186.0,1972.0,0.0,104.0
2023-01-06 02:00,48.0,1.0,66.0,194.0,290.0,184.0,1973.0,0.0,104.0
2023-01-06 03:00,48.0,1.0,67.0,195.0,292.0,184.0,1972.0,0.0,104.0
2023-01-06 04:00,49.0,0.0,67.0,195.0,295.0,185.0,1976.0,0.0,104.0
2023-01-06 05:00,49.0,0.0,69.0,196.0,370.0,182.0,1980.0,0.0,104.0
2023-01-06 06:00,48.0,0.0,69.0,201.0,447.0,177.0,1980.0,1.0,104.0
2023-01-06 07:00,48.0,0.0,69.0,203.0,501.0,174.0,1983.0,32.0,104.0
2023-01-06 08:00,48.0,0.0,69.0,200.0,485.0,177.0,1983.0,100.0,104.0
2023-01-06 09:00,48.0,0.0,70.0,190.0,442.0,167.0,1986.0,156.0,104.0
2023-01-06 10:00,48.0,0.0,72.0,191.0,449.0,170.0,1983.0,170.0,104.0
2023-01-06 11:00,47.0,0.0,76.0,192.0,468.0,176.0,1980.0,123.0,105.0
2023-01-06 12:00,47.0,0.0,74.0,192.0,480.0,178.0,1979.0,86.0,105.0
2023-01-06 13:00,47.0,0.0,72.0,192.0,467.0,179.0,1977.0,51.0,104.0
2023-01-06 14:00,47.0,0.0,71.0,193.0,482.0,179.0,1976.0,17.0,105.0
2023-01-06 15:00,47.0,0.0,69.0,200.0,568.0,182.0,1976.0,1.0,104.0
2023-01-06 16:00,47.0,0.0,71.0,201.0,620.0,180.0,1973.0,0.0,104.0
2023-01-06 17:00,47.0,0.0,71.0,200.0,656.0,179.0,1973.0,0.0,104.0
2023-01-06 18:00,48.0,0.0,72.0,200.0,594.0,181.0,1974.0,0.0,104.0
2023-01-06 19:00,47.0,0.0,73.0,200.0,543.0,183.0,1975.0,0.0,104.0
2023-01-06 20:00,47.0,0.0,73.0,199.0,477.0,179.0,1976.0,0.0,104.0
2023-01-06 21:00,46.0,0.0,73.0,198.0,412.0,179.0,1975.0,0.0,104.0
2023-01-06 22:00,46.0,0.0,71.0,199.0,373.0,181.0,1975.0,0.0,105.0
2023-01-06 23:00,46.0,1.0,73.0,194.0,247.0,173.0,1978.0,0.0,104.0
2023-01-07 00:00,46.0,0.0,73.0,196.0,239.0,173.0,1977.0,0.0,104.0
2023-01-07 01:00,46.0,0.0,74.0,192.0,242.0,169.0,1978.0,0.0,104.0
2023-01-07 02:00,46.0,0.0,73.0,193.0,243.0,170.0,1977.0,0.0,104.0
2023-01-07 03:00,46.0,0.0,75.0,193.0,242.0,166.0,1979.0,0.0,103.0
2023-01-07 04:00,46.0,0.0,72.0,198.0,244.0,175.0,1976.0,0.0,104.0
2023-01-07 05:00,45.0,0.0,72.0,196.0,342.0,178.0,1977.0,0.0,104.0
2023-01-07 06:00,46.0,0.0,72.0,201.0,384.0,180.0,1978.0,1.0,104.0
2023-01-07 07:00,46.0,0.0,75.0,202.0,411.0,178.0,1981.0,17.0,104.0
2023-01-07 08:00,46.0,0.0,76.0,201.0,396.0,180.0,1980.0,59.0,104.0
2023-01-07 09:00,46.0,0.0,76.0,200.0,395.0,180.0,1982.0,87.0,104.0
2023-01-07 10:00,46.0,0.0,75.0,203.0,399.0,183.0,1982.0,101.0,104.0
2023-01-07 11:00,46.0,0.0,76.0,205.0,412.0,183.0,1979.0,94.0,105.0
2023-01-07 12:00,46.0,0.0,75.0,202.0,388.0,178.0,1977.0,74.0,104.0
2023-01-07 13:00,46.0,0.0,76.0,200.0,398.0,179.0,1974.0,40.0,104.0
2023-01-07 14:00,46.0,0.0,74.0,203.0,522.0,181.0,1972.0,8.0,104.0
2023-01-07 15:00,46.0,0.0,75.0,203.0,664.0,186.0,1972.0,1.0,104.0
2023-01-07 16:00,46.0,1.0,71.0,204.0,662.0,187.0,1970.0,0.0,104.0
2023-01-07 17:00,46.0,1.0,71.0,204.0,737.0,184.0,1969.0,0.0,104.0
2023-01-07 18:00,46.0,1.0,71.0,210.0,716.0,187.0,1972.0,0.0,104.0
2023-01-07 19:00,46.0,1.0,72.0,210.0,518.0,185.0,1973.0,0.0,105.0
2023-01-07 20:00,46.0,2.0,71.0,205.0,451.0,185.0,1974.0,0.0,104.0
2023-01-07 21:00,46.0,2.0,70.0,201.0,373.0,179.0,1976.0,0.0,104.0
2023-01-07 22:00,46.0,2.0,70.0,196.0,332.0,173.0,1980.0,0.0,104.0
2023-01-07 23:00,47.0,2.0,72.0,196.0,254.0,174.0,1981.0,0.0,104.0
2023-01-08 00:00,47.0,1.0,73.0,195.0,238.0,171.0,1982.0,0.0,104.0
2023-01-08 01:00,47.0,1.0,72.0,193.0,238.0,175.0,1981.0,0.0,104.0
2023-01-08 02:00,47.0,1.0,72.0,194.0,239.0,175.0,1981.0,0.0,104.0
2023-01-08 03:00,47.0,1.0,75.0,195.0,238.0,178.0,1979.0,0.0,104.0
2023-01-08 04:00,47.0,1.0,74.0,196.0,239.0,176.0,1981.0,0.0,104.0
2023-01-08 05:00,47.0,1.0,75.0,199.0,350.0,185.0,1979.0,0.0,104.0
2023-01-08 06:00,48.0,1.0,75.0,200.0,382.0,181.0,1981.0,0.0,104.0
2023-01-08 07:00,48.0,1.0,78.0,201.0,432.0,181.0,1980.0,5.0,104.0
2023-01-08 08:00,48.0,2.0,75.0,204.0,478.0,186.0,1979.0,14.0,104.0
2023-01-08 09:00,48.0,1.0,73.0,199.0,475.0,186.0,1979.0,24.0,104.0
2023-01-08 10:00,48.0,1.0,75.0,203.0,501.0,186.0,1977.0,28.0,104.0
2023-01-08 11:00,48.0,1.0,78.0,205.0,482.0,185.0,1976.0,25.0,104.0
2023-01-08 12:00,48.0,1.0,76.0,204.0,442.0,185.0,1976.0,15.0,104.0
2023-01-08 13:00,48.0,1.0,75.0,207.0,450.0,186.0,1975.0,9.0,104.0
2023-01-08 14:00,47.0,1.0,72.0,205.0,564.0,187.0,1975.0,2.0,104.0
2023-01-08 15:00,47.0,0.0,74.0,204.0,575.0,184.0,1975.0,0.0,104.0
2023-01-08 16:00,48.0,0.0,72.0,203.0,611.0,183.0,1974.0,0.0,104.0
2023-01-08 17:00,48.0,0.0,69.0,210.0,591.0,190.0,1971.0,0.0,103.0
2023-01-08 18:00,48.0,0.0,71.0,208.0,593.0,191.0,1970.0,0.0,103.0
2023-01-08 19:00,48.0,0.0,72.0,208.0,479.0,193.0,1972.0,0.0,103.0
2023-01-08 20:00,48.0,0.0,70.0,206.0,429.0,187.0,1976.0,0.0,103.0
2023-01-08 21:00,48.0,0.0,70.0,203.0,389.0,185.0,1979.0,0.0,103.0
2023-01-08 22:00,48.0,1.0,70.0,201.0,360.0,187.0,1981.0,0.0,103.0
2023-01-08 23:00,48.0,1.0,70.0,195.0,308.0,178.0,1980.0,5.0,102.0
2023-01-09 00:00,48.0,1.0,69.0,197.0,289.0,178.0,1979.0,5.0,109.0
2023-01-09 01:00,48.0,1.0,68.0,198.0,288.0,174.0,1978.0,5.0,126.0
2023-01-09 02:00,48.0,1.0,68.0,195.0,285.0,171.0,1977.0,5.0,150.0
2023-01-09 03:00,48.0,0.0,69.0,196.0,286.0,176.0,1970.0,0.0,167.0
2023-01-09 04:00,48.0,1.0,68.0,203.0,311.0,194.0,1966.0,0.0,179.0
2023-01-09 05:00,49.0,1.0,72.0,212.0,511.0,224.0,1965.0,0.0,180.0
2023-01-09 06:00,50.0,1.0,73.0,213.0,536.0,205.0,1963.0,0.0,179.0
2023-01-09 07:00,49.0,1.0,72.0,212.0,601.0,202.0,1961.0,2.0,179.0
2023-01-09 08:00,48.0,1.0,71.0,198.0,518.0,196.0,1965.0,8.0,197.0
2023-01-09 09:00,48.0,1.0,70.0,188.0,496.0,195.0,1969.0,15.0,222.0
2023-01-09 10:00,48.0,1.0,62.0,190.0,514.0,195.0,1968.0,16.0,230.0
2023-01-09 11:00,48.0,1.0,62.0,201.0,528.0,197.0,1969.0,16.0,230.0
2023-01-09 12:00,48.0,0.0,59.0,202.0,542.0,200.0,1969.0,10.0,225.0
2023-01-09 13:00,48.0,0.0,61.0,201.0,555.0,197.0,1971.0,6.0,227.0
2023-01-09 14:00,48.0,0.0,62.0,198.0,641.0,199.0,1975.0,2.0,230.0
2023-01-09 15:00,48.0,0.0,60.0,197.0,677.0,203.0,1977.0,0.0,230.0
2023-01-09 16:00,48.0,1.0,58.0,198.0,701.0,205.0,1976.0,0.0,228.0
2023-01-09 17:00,48.0,1.0,65.0,200.0,681.0,197.0,1977.0,0.0,227.0
2023-01-09 18:00,48.0,1.0,60.0,201.0,658.0,202.0,1974.0,0.0,227.0
2023-01-09 19:00,48.0,1.0,60.0,206.0,603.0,195.0,1973.0,0.0,230.0
2023-01-09 20:00,48.0,1.0,57.0,203.0,494.0,194.0,1974.0,0.0,228.0
2023-01-09 21:00,48.0,1.0,59.0,193.0,457.0,184.0,1976.0,0.0,224.0
2023-01-09 22:00,48.0,1.0,57.0,192.0,386.0,185.0,1976.0,0.0,227.0
2023-01-09 23:00,48.0,1.0,58.0,195.0,411.0,186.0,1976.0,0.0,227.0
2023-01-10 00:00,48.0,1.0,59.0,203.0,430.0,195.0,1976.0,0.0,231.0
2023-01-10 01:00,48.0,1.0,58.0,194.0,421.0,187.0,1979.0,0.0,228.0
2023-01-10 02:00,48.0,1.0,57.0,195.0,428.0,189.0,1980.0,0.0,227.0
2023-01-10 03:00,48.0,1.0,58.0,193.0,413.0,192.0,1977.0,0.0,228.0
2023-01-10 04:00,49.0,1.0,57.0,198.0,421.0,200.0,1977.0,0.0,232.0
2023-01-10 05:00,51.0,1.0,57.0,197.0,492.0,226.0,1975.0,0.0,249.0
2023-01-10 06:00,50.0,1.0,64.0,191.0,605.0,220.0,1975.0,0.0,234.0
2023-01-10 07:00,50.0,1.0,59.0,186.0,675.0,215.0,1974.0,1.0,233.0
2023-01-10 08:00,50.0,1.0,62.0,186.0,726.0,197.0,1976.0,4.0,231.0
2023-01-10 09:00,50.0,1.0,63.0,182.0,664.0,196.0,1976.0,8.0,231.0
2023-01-10 10:00,49.0,1.0,63.0,182.0,682.0,193.0,1975.0,12.0,230.0
2023-01-10 11:00,49.0,1.0,61.0,180.0,678.0,189.0,1976.0,18.0,230.0
2023-01-10 12:00,49.0,1.0,59.0,181.0,692.0,188.0,1974.0,19.0,231.0
2023-01-10 13:00,48.0,1.0,61.0,179.0,689.0,173.0,1972.0,16.0,231.0
2023-01-10 14:00,48.0,1.0,61.0,177.0,690.0,175.0,1971.0,6.0,231.0
2023-01-10 15:00,48.0,1.0,60.0,182.0,752.0,180.0,1972.0,0.0,231.0
2023-01-10 16:00,48.0,1.0,61.0,183.0,826.0,191.0,1973.0,0.0,231.0
2023-01-10 17:00,48.0,1.0,60.0,188.0,826.0,188.0,1973.0,0.0,230.0
2023-01-10 18:00,48.0,1.0,61.0,191.0,801.0,188.0,1972.0,0.0,231.0
2023-01-10 19:00,49.0,1.0,61.0,194.0,716.0,185.0,1971.0,0.0,232.0
2023-01-10 20:00,48.0,1.0,56.0,194.0,650.0,187.0,1972.0,0.0,231.0
2023-01-10 21:00,46.0,1.0,61.0,184.0,606.0,180.0,1975.0,0.0,229.0
2023-01-10 22:00,46.0,1.0,59.0,184.0,557.0,182.0,1977.0,0.0,229.0
2023-01-10 23:00,46.0,1.0,59.0,181.0,543.0,177.0,1977.0,0.0,230.0
2023-01-11 00:00,47.0,1.0,57.0,182.0,528.0,176.0,1977.0,0.0,230.0
2023-01-11 01:00,46.0,1.0,57.0,184.0,526.0,179.0,1977.0,0.0,230.0
2023-01-11 02:00,47.0,1.0,55.0,183.0,525.0,180.0,1977.0,0.0,230.0
2023-01-11 03:00,48.0,1.0,59.0,194.0,520.0,193.0,1974.0,0.0,234.0
2023-01-11 04:00,49.0,1.0,58.0,190.0,533.0,197.0,1976.0,0.0,237.0
2023-01-11 05:00,49.0,0.0,58.0,195.0,617.0,153.0,1978.0,0.0,238.0
2023-01-11 06:00,49.0,0.0,64.0,192.0,657.0,146.0,1982.0,1.0,234.0
2023-01-11 07:00,49.0,0.0,64.0,197.0,681.0,155.0,1984.0,24.0,235.0
2023-01-11 08:00,48.0,0.0,63.0,196.0,653.0,142.0,1985.0,82.0,233.0
2023-01-11 09:00,48.0,0.0,63.0,197.0,575.0,129.0,1985.0,147.0,233.0
2023-01-11 10:00,49.0,0.0,62.0,197.0,539.0,128.0,1983.0,175.0,233.0
2023-01-11 11:00,46.0,0.0,62.0,189.0,536.0,123.0,1983.0,196.0,231.0
2023-01-11 12:00,46.0,0.0,62.0,189.0,562.0,137.0,1981.0,163.0,232.0
2023-01-11 13:00,47.0,0.0,64.0,189.0,580.0,182.0,1980.0,90.0,233.0
2023-01-11 14:00,45.0,0.0,65.0,197.0,598.0,192.0,1979.0,23.0,233.0
2023-01-11 15:00,45.0,0.0,64.0,206.0,686.0,201.0,1978.0,1.0,233.0
2023-01-11 16:00,45.0,0.0,63.0,212.0,751.0,197.0,1978.0,0.0,233.0
2023-01-11 17:00,45.0,0.0,67.0,213.0,697.0,196.0,1979.0,0.0,233.0
2023-01-11 18:00,45.0,0.0,65.0,213.0,673.0,196.0,1982.0,0.0,185.0
2023-01-11 19:00,45.0,0.0,65.0,214.0,611.0,189.0,1983.0,0.0,196.0
2023-01-11 20:00,45.0,0.0,62.0,215.0,545.0,185.0,1985.0,0.0,229.0
2023-01-11 21:00,45.0,0.0,62.0,207.0,517.0,184.0,1985.0,0.0,230.0
2023-01-11 22:00,45.0,0.0,63.0,210.0,515.0,189.0,1984.0,0.0,233.0
2023-01-11 23:00,45.0,0.0,62.0,214.0,536.0,189.0,1984.0,0.0,236.0
2023-01-12 00:00,45.0,0.0,62.0,216.0,529.0,188.0,1986.0,0.0,235.0
2023-01-12 01:00,45.0,0.0,61.0,211.0,511.0,185.0,1987.0,0.0,232.0
2023-01-12 02:00,45.0,0.0,60.0,222.0,510.0,197.0,1987.0,0.0,240.0
2023-01-12 03:00,45.0,0.0,61.0,220.0,518.0,200.0,1985.0,0.0,242.0
2023-01-12 04:00,45.0,0.0,62.0,211.0,520.0,196.0,1985.0,0.0,237.0
2023-01-12 05:00,46.0,0.0,61.0,227.0,594.0,215.0,1982.0,0.0,247.0
2023-01-12 06:00,46.0,0.0,66.0,226.0,644.0,207.0,1984.0,1.0,237.0
2023-01-12 07:00,48.0,0.0,65.0,218.0,651.0,194.0,1984.0,10.0,234.0
2023-01-12 08:00,48.0,0.0,66.0,212.0,589.0,192.0,1986.0,44.0,233.0
2023-01-12 09:00,48.0,0.0,67.0,207.0,524.0,180.0,1987.0,85.0,232.0
2023-01-12 10:00,47.0,1.0,67.0,208.0,544.0,181.0,1986.0,106.0,232.0
2023-01-12 11:00,48.0,0.0,72.0,206.0,532.0,178.0,1984.0,117.0,232.0
2023-01-12 12:00,48.0,0.0,70.0,209.0,528.0,182.0,1980.0,111.0,233.0
2023-01-12 13:00,48.0,0.0,66.0,211.0,573.0,195.0,1979.0,74.0,233.0
2023-01-12 14:00,48.0,0.0,66.0,218.0,581.0,187.0,1978.0,21.0,232.0
2023-01-12 15:00,48.0,0.0,64.0,214.0,624.0,192.0,1978.0,1.0,232.0
2023-01-12 16:00,48.0,0.0,66.0,214.0,652.0,188.0,1978.0,1.0,232.0
2023-01-12 17:00,48.0,0.0,68.0,214.0,667.0,189.0,1979.0,1.0,232.0
2023-01-12 18:00,48.0,0.0,67.0,213.0,613.0,196.0,1980.0,1.0,232.0
2023-01-12 19:00,48.0,0.0,68.0,216.0,594.0,196.0,1980.0,1.0,232.0
2023-01-12 20:00,48.0,0.0,66.0,216.0,554.0,198.0,1981.0,1.0,232.0
2023-01-12 21:00,48.0,0.0,67.0,205.0,519.0,188.0,1981.0,1.0,232.0
2023-01-12 22:00,48.0,0.0,68.0,207.0,511.0,183.0,1985.0,1.0,232.0
2023-01-12 23:00,48.0,0.0,66.0,214.0,483.0,183.0,1985.0,1.0,237.0
2023-01-13 00:00,48.0,0.0,66.0,210.0,480.0,181.0,1985.0,1.0,236.0
2023-01-13 01:00,48.0,0.0,67.0,213.0,480.0,186.0,1985.0,1.0,239.0
