UTC time,coal,nat_gas,nuclear,oil,hydro,solar,wind,biomass,unknown
2023-01-01 00:00:00,104.0,183.0,1976.0,47.0,249.0,0.0,2.0,37.0,187.0
2023-01-01 01:00:00,104.0,177.0,1981.0,47.0,246.0,0.0,2.0,37.0,184.0
2023-01-01 02:00:00,104.0,175.0,1984.0,47.0,245.0,0.0,2.0,37.0,183.0
2023-01-01 03:00:00,104.0,177.0,1984.0,47.0,243.0,0.0,2.0,38.0,182.0
2023-01-01 04:00:00,104.0,178.0,1984.0,47.0,242.0,0.0,1.0,39.0,182.0
2023-01-01 05:00:00,101.0,174.0,1991.0,42.0,223.0,0.0,1.0,41.0,175.0
2023-01-01 06:00:00,100.0,174.0,1957.0,39.0,361.0,0.0,1.0,36.0,173.0
2023-01-01 07:00:00,103.0,186.0,1927.0,46.0,423.0,7.0,1.0,36.0,187.0
2023-01-01 08:00:00,104.0,183.0,1980.0,49.0,414.0,22.0,2.0,36.0,187.0
2023-01-01 09:00:00,104.0,179.0,1982.0,49.0,419.0,47.0,1.0,36.0,188.0
2023-01-01 10:00:00,104.0,175.0,1980.0,49.0,413.0,74.0,1.0,38.0,187.0
2023-01-01 11:00:00,105.0,172.0,1980.0,49.0,413.0,84.0,0.0,38.0,186.0
2023-01-01 12:00:00,104.0,183.0,1969.0,48.0,407.0,68.0,0.0,38.0,188.0
2023-01-01 13:00:00,104.0,176.0,1972.0,48.0,419.0,37.0,0.0,38.0,187.0
2023-01-01 14:00:00,104.0,184.0,1966.0,47.0,495.0,8.0,1.0,38.0,190.0
2023-01-01 15:00:00,105.0,196.0,1966.0,48.0,592.0,0.0,1.0,38.0,191.0
2023-01-01 16:00:00,104.0,192.0,1967.0,47.0,654.0,0.0,1.0,37.0,192.0
2023-01-01 17:00:00,104.0,191.0,1966.0,48.0,650.0,0.0,1.0,38.0,192.0
2023-01-01 18:00:00,104.0,191.0,1966.0,48.0,582.0,0.0,1.0,38.0,192.0
2023-01-01 19:00:00,104.0,186.0,1968.0,48.0,514.0,0.0,1.0,38.0,189.0
2023-01-01 20:00:00,104.0,187.0,1967.0,48.0,480.0,0.0,1.0,38.0,189.0
2023-01-01 21:00:00,104.0,186.0,1967.0,48.0,462.0,0.0,2.0,39.0,189.0
2023-01-01 22:00:00,104.0,181.0,1969.0,48.0,328.0,0.0,2.0,39.0,186.0
2023-01-01 23:00:00,104.0,176.0,1974.0,48.0,238.0,0.0,2.0,39.0,184.0
2023-01-02 00:00:00,104.0,176.0,1973.0,48.0,244.0,0.0,2.0,39.0,183.0
2023-01-02 01:00:00,103.0,183.0,1970.0,48.0,245.0,0.0,2.0,40.0,185.0
2023-01-02 02:00:00,103.0,180.0,1973.0,48.0,243.0,0.0,2.0,40.0,183.0
2023-01-02 03:00:00,103.0,175.0,1978.0,48.0,237.0,0.0,2.0,40.0,184.0
2023-01-02 04:00:00,104.0,181.0,1978.0,48.0,236.0,0.0,2.0,38.0,184.0
2023-01-02 05:00:00,105.0,183.0,1982.0,48.0,238.0,0.0,2.0,39.0,182.0
2023-01-02 06:00:00,105.0,185.0,1983.0,49.0,336.0,0.0,2.0,38.0,185.0
2023-01-02 07:00:00,106.0,192.0,1984.0,49.0,407.0,7.0,2.0,38.0,183.0
2023-01-02 08:00:00,104.0,201.0,1977.0,49.0,499.0,22.0,1.0,40.0,185.0
2023-01-02 09:00:00,105.0,199.0,1972.0,49.0,484.0,32.0,1.0,41.0,185.0
