UTC time,coal,nat_gas,nuclear,oil,hydro,solar,wind,biomass,unknown
2023-11-11 00:00:00,3652.0,205.0,3473.0,10.0,224.0,0.0,65.0,284.0,340.0
2023-11-11 01:00:00,3528.0,205.0,3472.0,11.0,218.0,0.0,46.0,282.0,339.0
2023-11-11 02:00:00,3524.0,205.0,3472.0,11.0,209.0,0.0,41.0,285.0,337.0
2023-11-11 03:00:00,3532.0,207.0,3474.0,11.0,160.0,0.0,38.0,287.0,339.0
2023-11-11 04:00:00,3532.0,209.0,3475.0,11.0,161.0,0.0,34.0,286.0,342.0
2023-11-11 05:00:00,3657.0,225.0,3473.0,11.0,214.0,9.0,36.0,285.0,367.0
2023-11-11 06:00:00,3814.0,217.0,3473.0,11.0,268.0,30.0,32.0,278.0,370.0
2023-11-11 07:00:00,3785.0,216.0,3476.0,11.0,261.0,146.0,23.0,287.0,371.0
2023-11-11 08:00:00,3785.0,212.0,3474.0,11.0,236.0,340.0,25.0,280.0,366.0
2023-11-11 09:00:00,3739.0,210.0,3471.0,11.0,234.0,481.0,41.0,283.0,365.0
2023-11-11 10:00:00,3708.0,208.0,3471.0,11.0,227.0,507.0,62.0,286.0,358.0
2023-11-11 11:00:00,3703.0,205.0,3471.0,11.0,160.0,410.0,104.0,289.0,352.0
2023-11-11 12:00:00,3719.0,207.0,3470.0,11.0,162.0,273.0,120.0,281.0,354.0
2023-11-11 13:00:00,3749.0,207.0,3469.0,11.0,169.0,152.0,117.0,276.0,353.0
2023-11-11 14:00:00,3760.0,209.0,3470.0,11.0,232.0,58.0,122.0,280.0,365.0
2023-11-11 15:00:00,3793.0,210.0,3472.0,11.0,263.0,16.0,129.0,270.0,368.0
2023-11-11 16:00:00,3723.0,213.0,3472.0,11.0,327.0,1.0,124.0,270.0,374.0
2023-11-11 17:00:00,3844.0,217.0,3473.0,11.0,492.0,0.0,130.0,257.0,381.0
2023-11-11 18:00:00,3880.0,220.0,3472.0,11.0,489.0,0.0,130.0,255.0,380.0
2023-11-11 19:00:00,3873.0,219.0,3473.0,11.0,384.0,0.0,125.0,245.0,376.0
2023-11-11 20:00:00,3849.0,212.0,3475.0,11.0,296.0,0.0,100.0,254.0,368.0
2023-11-11 21:00:00,3815.0,194.0,3475.0,11.0,233.0,0.0,106.0,246.0,339.0
2023-11-11 22:00:00,3781.0,193.0,3475.0,9.0,231.0,0.0,98.0,246.0,338.0
2023-11-11 23:00:00,3805.0,192.0,3476.0,8.0,233.0,0.0,89.0,246.0,337.0
