Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,nat_gas,nuclear,hydro,solar,wind,other
39792,2023-07-17 00:00:00,2024-07-17 00:00:00,3.1,37.01,988.0,1124.0,8800.0,118.0,1087.0,154.0
39793,2023-07-17 01:00:00,2024-07-17 00:00:00,3.1,34.29,985.0,1126.0,9521.0,110.0,1363.0,157.0
39794,2023-07-17 02:00:00,2024-07-17 00:00:00,3.1,32.93,993.0,1125.0,10005.0,97.0,1506.0,156.0
39795,2023-07-17 03:00:00,2024-07-17 00:00:00,3.1,32.98,1000.0,1128.0,9965.0,33.0,1673.0,157.0
39796,2023-07-17 04:00:00,2024-07-17 00:00:00,3.1,34.34,1007.0,1128.0,9360.0,21.0,1729.0,152.0
39797,2023-07-17 05:00:00,2024-07-17 00:00:00,3.1,37.5,1001.0,1126.0,8077.0,9.0,1871.0,154.0
39798,2023-07-17 06:00:00,2024-07-17 00:00:00,3.1,44.29,1002.0,1126.0,6137.0,12.0,1916.0,152.0
39799,2023-07-17 07:00:00,2024-07-17 00:00:00,3.1,49.33,999.0,1125.0,4925.0,6.0,2069.0,153.0
39800,2023-07-17 08:00:00,2024-07-17 00:00:00,3.1,47.49,911.0,1127.0,4604.0,6.0,2204.0,158.0
39801,2023-07-17 09:00:00,2024-07-17 00:00:00,3.1,50.01,907.0,1130.0,4047.0,0.0,2306.0,160.0
39802,2023-07-17 10:00:00,2024-07-17 00:00:00,3.1,51.22,908.0,1131.0,3788.0,14.0,2344.0,159.0
39803,2023-07-17 11:00:00,2024-07-17 00:00:00,3.1,51.47,904.0,1134.0,3703.0,3.0,2362.0,158.0
39804,2023-07-17 12:00:00,2024-07-17 00:00:00,3.1,51.18,906.0,1137.0,3760.0,0.0,2385.0,160.0
39805,2023-07-17 13:00:00,2024-07-17 00:00:00,3.1,49.89,913.0,1138.0,4034.0,2.0,2390.0,162.0
39806,2023-07-17 14:00:00,2024-07-17 00:00:00,3.1,51.84,990.0,1138.0,4127.0,34.0,2473.0,168.0
39807,2023-07-17 15:00:00,2024-07-17 00:00:00,3.1,47.38,1005.0,1134.0,4740.0,88.0,2451.0,141.0
39808,2023-07-17 16:00:00,2024-07-17 00:00:00,3.1,45.93,1009.0,1133.0,5121.0,93.0,2269.0,130.0
39809,2023-07-17 17:00:00,2024-07-17 00:00:00,3.1,43.94,1005.0,1134.0,5447.0,106.0,2208.0,119.0
39810,2023-07-17 18:00:00,2024-07-17 00:00:00,3.1,44.35,1007.0,1134.0,5575.0,111.0,2069.0,125.0
39811,2023-07-17 19:00:00,2024-07-17 00:00:00,3.1,43.22,1019.0,1133.0,5911.0,115.0,2022.0,120.0
39812,2023-07-17 20:00:00,2024-07-17 00:00:00,3.1,41.22,1015.0,1131.0,6382.0,109.0,2066.0,123.0
39813,2023-07-17 21:00:00,2024-07-17 00:00:00,3.1,39.8,1011.0,1131.0,6703.0,124.0,2057.0,121.0
39814,2023-07-17 22:00:00,2024-07-17 00:00:00,3.1,37.81,1008.0,1131.0,7253.0,105.0,2099.0,122.0
39815,2023-07-17 23:00:00,2024-07-17 00:00:00,3.1,37.05,1005.0,1129.0,7460.0,80.0,2120.0,121.0
