datetime,creation_time (UTC),version,forecast_avg_wind_speed_wMean,forecast_avg_temperature_wMean,forecast_avg_dewpoint_wMean,forecast_avg_dswrf_wMean,forecast_avg_precipitation_wMean,avg_nat_gas_production_forecast,avg_nuclear_production_forecast,avg_hydro_production_forecast,avg_solar_production_forecast,avg_wind_production_forecast,avg_other_production_forecast
2023-08-20 00:00:00,2023-08-20 22:01:18,3.0,3.167944731595014,291.2123249434368,278.8900379992254,134.79552496798223,0.2361324390190441,842.34474,1125.91818,10571.60805,4642.72006,1239.78996,160.79249
2023-08-20 01:00:00,2023-08-20 22:01:18,3.0,3.167944731595014,291.2123249434368,278.8900379992254,134.79552496798223,0.2361324390190441,848.05869,1125.59064,10551.26522,2016.44002,1228.19997,160.06525
2023-08-20 02:00:00,2023-08-20 22:01:18,3.0,3.167944731595014,291.2123249434368,278.8900379992254,134.79552496798223,0.2361324390190441,843.3527,1129.87008,10441.95151,240.93,1226.21003,159.94039
2023-08-20 03:00:00,2023-08-20 22:01:18,3.0,3.167944731595014,291.2123249434368,278.8900379992254,134.79552496798223,0.2361324390190441,844.96281,1131.09807,9992.95343,36.79,1265.78001,162.42327
2023-08-20 04:00:00,2023-08-20 22:01:18,3.0,2.8485437424998103,289.3246033523879,278.9779705002119,134.79552496798223,0.2361324390190441,837.54599,1131.70805,9346.04618,34.92,1258.58999,161.97212
2023-08-20 05:00:00,2023-08-20 22:01:18,3.0,2.8485437424998103,289.3246033523879,278.9779705002119,134.79552496798223,0.2361324390190441,830.02076,1132.35593,8655.44455,32.58,1210.50002,158.95464
2023-08-20 06:00:00,2023-08-20 22:01:18,3.0,2.8485437424998103,289.3246033523879,278.9779705002119,134.79552496798223,0.2361324390190441,804.74028,1132.1834,7877.64418,27.93,1191.69999,157.77501
2023-08-20 07:00:00,2023-08-20 22:01:18,3.0,2.8039706735526897,288.1877184027427,279.24721320208124,67.42972724172007,0.439229396762842,797.53082,1132.94605,6981.43479,32.73,998.75003,145.66807
2023-08-20 08:00:00,2023-08-20 22:01:18,3.0,2.8039706735526897,288.1877184027427,279.24721320208124,67.42972724172007,0.439229396762842,812.03948,1133.48642,6113.81301,35.55,864.36999,137.2362
2023-08-20 09:00:00,2023-08-20 22:01:18,3.0,2.8039706735526897,288.1877184027427,279.24721320208124,67.42972724172007,0.439229396762842,798.0094,1134.15304,5581.39671,30.51,827.51999,134.92399
2023-08-20 10:00:00,2023-08-20 22:01:18,3.0,2.6726175647935446,287.2376546668745,279.55598160430867,0.0,0.6193817231964549,806.11072,1134.24956,5067.08979,29.31,794.38997,132.84519
2023-08-20 11:00:00,2023-08-20 22:01:18,3.0,2.6726175647935446,287.2376546668745,279.55598160430867,0.0,0.6193817231964549,807.50767,1134.55786,5077.86205,28.83,737.26001,129.26049
2023-08-20 12:00:00,2023-08-20 22:01:18,3.0,2.6726175647935446,287.2376546668745,279.55598160430867,0.0,0.6193817231964549,808.50957,1134.35285,5750.75881,29.58,784.08001,132.19828
2023-08-20 13:00:00,2023-08-20 22:01:18,3.0,2.7318401755573043,289.50641917967994,280.29829995481515,0.0,0.8867251147326638,805.41432,1135.06329,6275.82837,175.61,889.95999,138.84188
2023-08-20 14:00:00,2023-08-20 22:01:18,3.0,2.7318401755573043,289.50641917967994,280.29829995481515,0.0,0.8867251147326638,812.19455,1137.75458,6844.96774,1835.35997,970.21996,143.87791
2023-08-20 15:00:00,2023-08-20 22:01:18,3.0,2.7318401755573043,289.50641917967994,280.29829995481515,0.0,0.8867251147326638,819.81331,1146.78873,7576.90156,3371.62991,1002.59003,145.90902
2023-08-20 16:00:00,2023-08-20 22:01:18,3.0,3.5655110945495423,293.34593248655545,280.3065629043712,55.42176902193583,1.217130788635681,826.99257,1148.97657,8114.41868,3899.17001,995.69999,145.47669
2023-08-20 17:00:00,2023-08-20 22:01:18,3.0,3.5655110945495423,293.34593248655545,280.3065629043712,55.42176902193583,1.217130788635681,819.12732,1147.76084,8725.23078,4183.16995,973.47996,144.08246
2023-08-20 18:00:00,2023-08-20 22:01:18,3.0,3.5655110945495423,293.34593248655545,280.3065629043712,55.42176902193583,1.217130788635681,810.12122,1137.74937,9132.90265,4325.58987,994.11002,145.37693
2023-08-20 19:00:00,2023-08-20 22:01:18,3.0,4.141588702599784,295.0965985299805,280.217873420839,197.8923883309,1.6651859929856427,826.57737,1136.5299,9606.78921,4275.84985,1052.78,149.05826
2023-08-20 20:00:00,2023-08-20 22:01:18,3.0,4.141588702599784,295.0965985299805,280.217873420839,197.8923883309,1.6651859929856427,821.45886,1133.32212,9731.29144,4222.63004,1151.88996,155.27707
2023-08-20 21:00:00,2023-08-20 22:01:18,3.0,4.141588702599784,295.0965985299805,280.217873420839,197.8923883309,1.6651859929856427,811.06196,1133.26654,9864.15738,4080.68008,1303.31997,164.77877
2023-08-20 22:00:00,2023-08-20 22:01:18,3.0,4.31933765501308,294.5503049488468,280.5846507303478,493.0108934509517,2.255193151699088,809.02848,1134.36278,9945.84764,3761.30008,1464.26998,174.87782
2023-08-20 23:00:00,2023-08-20 22:01:18,3.0,4.31933765501308,294.5503049488468,280.5846507303478,493.0108934509517,2.255193151699088,808.68097,1133.57885,10101.60666,3465.97989,1573.61992,181.73915
2023-08-21 00:00:00,2023-08-20 22:01:18,3.0,4.31933765501308,294.5503049488468,280.5846507303478,493.0108934509517,2.255193151699088,764.2087,1117.46801,11158.43103,2600.31282,308.48325,168.65789
