UTC time,creation_time (UTC),version,nat_gas,nuclear,hydro,solar,wind,other
2023-08-23 00:00:00,2023-08-25 17:59:20,3.0,899.0,1128.0,7899.0,40.0,997.0,184.0
2023-08-23 01:00:00,2023-08-25 17:59:20,3.0,900.0,1126.0,8099.0,80.0,1293.0,183.0
2023-08-23 02:00:00,2023-08-25 17:59:20,3.0,898.0,1126.0,8060.0,51.0,1502.0,186.0
2023-08-23 03:00:00,2023-08-25 17:59:20,3.0,902.0,1129.0,7963.0,33.0,1584.0,188.0
2023-08-23 04:00:00,2023-08-25 17:59:20,3.0,899.0,1132.0,7749.0,1.0,1535.0,186.0
2023-08-23 05:00:00,2023-08-25 17:59:20,3.0,805.0,1133.0,7166.0,12.0,1457.0,187.0
2023-08-23 06:00:00,2023-08-25 17:59:20,3.0,724.0,1135.0,5577.0,0.0,1506.0,182.0
2023-08-23 07:00:00,2023-08-25 17:59:20,3.0,722.0,1139.0,4995.0,7.0,1519.0,177.0
2023-08-23 08:00:00,2023-08-25 17:59:20,3.0,731.0,1141.0,4342.0,0.0,1594.0,177.0
2023-08-23 09:00:00,2023-08-25 17:59:20,3.0,733.0,1144.0,4123.0,0.0,1402.0,179.0
2023-08-23 10:00:00,2023-08-25 17:59:20,3.0,731.0,1146.0,3970.0,0.0,1310.0,178.0
2023-08-23 11:00:00,2023-08-25 17:59:20,3.0,738.0,1145.0,3951.0,0.0,1386.0,178.0
2023-08-23 12:00:00,2023-08-25 17:59:20,3.0,831.0,1144.0,4088.0,0.0,1272.0,182.0
2023-08-23 13:00:00,2023-08-25 17:59:20,3.0,832.0,1145.0,4561.0,0.0,1026.0,185.0
2023-08-23 14:00:00,2023-08-25 17:59:20,3.0,814.0,1144.0,5110.0,4.0,822.0,188.0
2023-08-23 15:00:00,2023-08-25 17:59:20,3.0,884.0,1142.0,5429.0,47.0,650.0,195.0
2023-08-23 16:00:00,2023-08-25 17:59:20,3.0,908.0,1144.0,5697.0,110.0,568.0,185.0
2023-08-23 17:00:00,2023-08-25 17:59:20,3.0,906.0,1150.0,5780.0,123.0,619.0,184.0
2023-08-23 18:00:00,2023-08-25 17:59:20,3.0,905.0,1148.0,5717.0,115.0,585.0,188.0
2023-08-23 19:00:00,2023-08-25 17:59:20,3.0,903.0,1148.0,6125.0,114.0,451.0,183.0
2023-08-23 20:00:00,2023-08-25 17:59:20,3.0,901.0,1140.0,6552.0,117.0,459.0,186.0
2023-08-23 21:00:00,2023-08-25 17:59:20,3.0,900.0,1136.0,6726.0,117.0,419.0,190.0
2023-08-23 22:00:00,2023-08-25 17:59:20,3.0,898.0,1135.0,6986.0,101.0,409.0,189.0
2023-08-23 23:00:00,2023-08-25 17:59:20,3.0,897.0,1134.0,7460.0,80.0,372.0,182.0
