datetime,creation_time (UTC),version,forecast_avg_wind_speed_wMean,forecast_avg_temperature_wMean,forecast_avg_dewpoint_wMean,forecast_avg_dswrf_wMean,forecast_avg_precipitation_wMean,avg_nat_gas_production_forecast,avg_nuclear_production_forecast,avg_hydro_production_forecast,avg_solar_production_forecast,avg_wind_production_forecast,avg_other_production_forecast
2023-08-29 00:00:00,2023-08-30 02:35:36,3.0,2.366562789498376,293.4036476529324,277.8975652354611,133.30035869804271,0.0398864974995709,936.68137,1107.06405,9104.05258,9158.66016,1076.82997,150.56732
2023-08-29 01:00:00,2023-08-30 02:35:36,3.0,2.366562789498376,293.4036476529324,277.8975652354611,133.30035869804271,0.0398864974995709,942.80265,1106.87341,9244.66096,3410.64017,1494.78002,176.79222
2023-08-29 02:00:00,2023-08-30 02:35:36,3.0,2.366562789498376,293.4036476529324,277.8975652354611,133.30035869804271,0.0398864974995709,937.70671,1111.24535,9265.14931,188.29001,1875.16999,200.66036
2023-08-29 03:00:00,2023-08-30 02:35:36,3.0,2.366562789498376,293.4036476529324,277.8975652354611,133.30035869804271,0.0398864974995709,939.12507,1112.57155,8758.30557,0.0,2140.49994,217.30889
2023-08-29 04:00:00,2023-08-30 02:35:36,3.0,2.226755075327172,291.0350673931468,277.99933414303973,133.30035869804271,0.0398864974995709,931.2432,1113.39035,8000.66696,0.0,2241.79999,223.66511
2023-08-29 05:00:00,2023-08-30 02:35:36,3.0,2.226755075327172,291.0350673931468,277.99933414303973,133.30035869804271,0.0398864974995709,923.48137,1114.22247,7167.96653,0.0,2229.26004,222.87827
2023-08-29 06:00:00,2023-08-30 02:35:36,3.0,2.226755075327172,291.0350673931468,277.99933414303973,133.30035869804271,0.0398864974995709,896.00916,1114.15145,6217.7837,0.0,2189.91997,220.40982
2023-08-29 07:00:00,2023-08-30 02:35:36,3.0,2.2071666709320024,289.54270082968344,277.99954358279626,66.65046965458399,0.0649433083944214,887.89723,1114.94088,5164.38518,0.0,2123.26993,216.22777
2023-08-29 08:00:00,2023-08-30 02:35:36,3.0,2.2071666709320024,289.54270082968344,277.99954358279626,66.65046965458399,0.0649433083944214,903.16048,1115.51013,4235.68151,0.0,2110.92997,215.45348
2023-08-29 09:00:00,2023-08-30 02:35:36,3.0,2.2071666709320024,289.54270082968344,277.99954358279626,66.65046965458399,0.0649433083944214,887.4514,1116.30061,3761.65483,0.0,2152.93998,218.08946
2023-08-29 10:00:00,2023-08-30 02:35:36,3.0,2.294684197863216,288.3323740154532,278.0255995610194,0.0,0.0802179072910958,896.09299,1116.45913,3435.49531,0.0,2216.99006,222.10838
2023-08-29 11:00:00,2023-08-30 02:35:36,3.0,2.294684197863216,288.3323740154532,278.0255995610194,0.0,0.0802179072910958,897.44145,1116.79829,3563.94932,0.0,2239.71006,223.53398
2023-08-29 12:00:00,2023-08-30 02:35:36,3.0,2.294684197863216,288.3323740154532,278.0255995610194,0.0,0.0802179072910958,898.29836,1116.60299,4342.80903,0.0,2179.92994,219.78298
2023-08-29 13:00:00,2023-08-30 02:35:36,3.0,2.5485342169173304,291.94747238016464,278.8546010573708,0.0,0.1012273608763527,894.46713,1117.42926,4974.302,727.28999,2017.21,209.57288
2023-08-29 14:00:00,2023-08-30 02:35:36,3.0,2.5485342169173304,291.94747238016464,278.8546010573708,0.0,0.1012273608763527,901.499,1120.24047,5494.41642,5203.13998,1690.05007,189.04473
2023-08-29 15:00:00,2023-08-30 02:35:36,3.0,2.5485342169173304,291.94747238016464,278.8546010573708,0.0,0.1012273608763527,909.52509,1129.21938,6097.9773,10669.2702,1250.99003,161.49525
2023-08-29 16:00:00,2023-08-30 02:35:36,3.0,4.32057597985545,297.178905075416,277.72925189829186,89.65262153530199,0.1459279090914894,917.43796,1131.44681,6368.63093,12955.65955,858.55002,136.87101
2023-08-29 17:00:00,2023-08-30 02:35:36,3.0,4.32057597985545,297.178905075416,277.72925189829186,89.65262153530199,0.1459279090914894,908.67144,1130.3493,6694.1607,13665.91956,586.86,119.82341
2023-08-29 18:00:00,2023-08-30 02:35:36,3.0,4.32057597985545,297.178905075416,277.72925189829186,89.65262153530199,0.1459279090914894,899.27683,1120.65839,6883.6623,13952.64062,474.11001,112.74875
2023-08-29 19:00:00,2023-08-30 02:35:36,3.0,5.667928603404343,299.131771315842,276.36819635016064,309.7700138299781,0.2084739575258729,917.04571,1119.59674,7279.3926,13985.24988,519.32998,115.58614
2023-08-29 20:00:00,2023-08-30 02:35:36,3.0,5.667928603404343,299.131771315842,276.36819635016064,309.7700138299781,0.2084739575258729,911.34732,1116.51437,7456.50146,13960.5603,657.67998,124.26712
2023-08-29 21:00:00,2023-08-30 02:35:36,3.0,5.667928603404343,299.131771315842,276.36819635016064,309.7700138299781,0.2084739575258729,899.79401,1116.50838,7737.581,13844.93005,859.27,136.91619
2023-08-29 22:00:00,2023-08-30 02:35:36,3.0,6.134939519741774,297.609697671823,276.3773501091433,761.6503693318675,0.3118443403527733,897.59364,1117.74102,8067.8149,13433.66003,1103.49004,152.24014
2023-08-29 23:00:00,2023-08-30 02:35:36,3.0,6.134939519741774,297.609697671823,276.3773501091433,761.6503693318675,0.3118443403527733,896.97737,1117.09243,8528.9602,12444.98938,1371.04998,169.02859
2023-08-30 00:00:00,2023-08-30 02:35:36,3.0,6.134939519741774,297.609697671823,276.3773501091433,761.6503693318675,0.3118443403527733,846.01494,1103.28744,8987.73067,8221.98505,677.20934,163.24153
2023-08-30 01:00:00,2023-08-30 02:35:36,3.0,4.691820149286736,291.8374090351966,277.5741830039338,655.2502145665451,0.5448126781424949,851.74473,1103.1242,9001.11448,8146.01697,668.07642,163.37964
2023-08-30 02:00:00,2023-08-30 02:35:36,3.0,4.691820149286736,291.8374090351966,277.5741830039338,655.2502145665451,0.5448126781424949,847.02357,1107.5146,8961.27071,5929.57538,624.50516,163.84984
2023-08-30 03:00:00,2023-08-30 02:35:36,3.0,4.691820149286736,291.8374090351966,277.5741830039338,655.2502145665451,0.5448126781424949,848.62619,1108.86053,8529.76687,3029.76282,574.29678,164.11987
2023-08-30 04:00:00,2023-08-30 02:35:36,3.0,4.0716567801220025,289.3069708882546,278.13103033538806,113.72177109674033,0.8713057676044798,841.19132,1109.72118,7895.55337,947.44071,561.90487,166.09972
2023-08-30 05:00:00,2023-08-30 02:35:36,3.0,4.0716567801220025,289.3069708882546,278.13103033538806,113.72177109674033,0.8713057676044798,833.65686,1110.59014,7241.82565,777.38878,542.41179,166.4366
2023-08-30 06:00:00,2023-08-30 02:35:36,3.0,4.0716567801220025,289.3069708882546,278.13103033538806,113.72177109674033,0.8713057676044798,808.29112,1110.53948,6487.31338,882.68093,534.11227,166.56789
2023-08-30 07:00:00,2023-08-30 02:35:36,3.0,3.755560298169213,287.6880101149628,278.23291114017906,56.86104045351388,1.2395020600541349,801.04651,1111.33426,5593.5245,602.34177,528.01414,167.42934
2023-08-30 08:00:00,2023-08-30 02:35:36,3.0,3.755560298169213,287.6880101149628,278.23291114017906,56.86104045351388,1.2395020600541349,815.58455,1111.9093,4730.48243,247.13328,531.86191,167.07803
2023-08-30 09:00:00,2023-08-30 02:35:36,3.0,3.755560298169213,287.6880101149628,278.23291114017906,56.86104045351388,1.2395020600541349,801.48913,1112.72464,4244.26484,274.12413,529.51651,167.58105
2023-08-30 10:00:00,2023-08-30 02:35:36,3.0,3.668345437300285,286.42815231713666,278.0327802768206,0.0,1.6501000411191606,809.61153,1112.89549,3830.25224,474.17992,520.43426,167.43252
2023-08-30 11:00:00,2023-08-30 02:35:36,3.0,3.668345437300285,286.42815231713666,278.0327802768206,0.0,1.6501000411191606,811.00656,1113.24085,3848.8122,438.78844,528.41178,167.79007
2023-08-30 12:00:00,2023-08-30 02:35:36,3.0,3.668345437300285,286.42815231713666,278.0327802768206,0.0,1.6501000411191606,812.00279,1113.04767,4508.32416,787.60955,531.85314,166.61652
2023-08-30 13:00:00,2023-08-30 02:35:36,3.0,4.083152709329996,288.66827405777536,277.6873042080217,0.0,2.1302897992360426,808.87888,1113.89705,5020.31208,1031.28474,529.3255,167.01811
2023-08-30 14:00:00,2023-08-30 02:35:36,3.0,4.083152709329996,288.66827405777536,277.6873042080217,0.0,2.1302897992360426,815.66896,1116.73221,5523.95837,2307.34634,533.69543,166.74772
2023-08-30 15:00:00,2023-08-30 02:35:36,3.0,4.083152709329996,288.66827405777536,277.6873042080217,0.0,2.1302897992360426,823.30356,1125.70006,6178.40506,5287.84784,563.27711,166.06925
2023-08-30 16:00:00,2023-08-30 02:35:36,3.0,5.241087992628259,292.55627415094057,275.793994317306,78.5749223136346,2.584739330585341,830.51134,1127.93545,6597.26432,7440.37341,590.00471,167.17844
2023-08-30 17:00:00,2023-08-30 02:35:36,3.0,5.241087992628259,292.55627415094057,275.793994317306,78.5749223136346,2.584739330585341,822.61104,1126.86161,7097.16465,7329.56104,599.28184,167.0825
2023-08-30 18:00:00,2023-08-30 02:35:36,3.0,5.241087992628259,292.55627415094057,275.793994317306,78.5749223136346,2.584739330585341,813.58977,1117.23481,7433.2004,7480.11414,627.59127,167.76664
2023-08-30 19:00:00,2023-08-30 02:35:36,3.0,6.03831780817776,294.8590680260905,274.5539576700644,280.8714674636917,2.9199133855459216,830.097,1116.20487,7882.30147,8103.33624,636.23378,167.34
2023-08-30 20:00:00,2023-08-30 02:35:36,3.0,6.03831780817776,294.8590680260905,274.5539576700644,280.8714674636917,2.9199133855459216,824.95592,1113.14757,8021.82144,8574.0918,624.93978,167.63554
