,UTC time,carbon_intensity,nat_gas,nuclear,hydro,solar,wind,other
0,2023-08-01 00:00:00,38.14,986.0,1128.0,9020.0,130.0,555.0,160.0
1,2023-08-01 01:00:00,36.74,984.0,1130.0,9245.0,101.0,735.0,156.0
2,2023-08-01 02:00:00,36.1,988.0,1131.0,9411.0,106.0,879.0,160.0
3,2023-08-01 03:00:00,35.93,997.0,1131.0,9493.0,56.0,931.0,156.0
4,2023-08-01 04:00:00,38.09,998.0,1131.0,8727.0,30.0,1119.0,164.0
5,2023-08-01 05:00:00,39.64,997.0,1132.0,7916.0,18.0,1416.0,161.0
6,2023-08-01 06:00:00,42.37,906.0,1134.0,6371.0,7.0,1391.0,151.0
7,2023-08-01 07:00:00,50.45,905.0,1135.0,4921.0,0.0,1236.0,150.0
8,2023-08-01 08:00:00,57.79,922.0,1136.0,3983.0,8.0,1188.0,149.0
9,2023-08-01 09:00:00,58.53,923.0,1138.0,4065.0,0.0,1033.0,150.0
10,2023-08-01 10:00:00,61.01,924.0,1142.0,3975.0,0.0,810.0,148.0
11,2023-08-01 11:00:00,62.37,925.0,1143.0,3740.0,0.0,888.0,147.0
12,2023-08-01 12:00:00,61.42,926.0,1144.0,3883.0,0.0,813.0,142.0
13,2023-08-01 13:00:00,59.78,929.0,1144.0,4253.0,0.0,708.0,149.0
14,2023-08-01 14:00:00,61.51,983.0,1142.0,4574.0,20.0,471.0,153.0
15,2023-08-01 15:00:00,59.52,984.0,1142.0,4859.0,99.0,393.0,157.0
16,2023-08-01 16:00:00,54.89,983.0,1140.0,5345.0,130.0,392.0,144.0
17,2023-08-01 17:00:00,54.69,1018.0,1139.0,5811.0,133.0,261.0,155.0
18,2023-08-01 18:00:00,54.84,1014.0,1138.0,5942.0,136.0,139.0,161.0
19,2023-08-01 19:00:00,54.01,979.0,1136.0,5950.0,133.0,43.0,159.0
20,2023-08-01 20:00:00,49.22,996.0,1133.0,6835.0,135.0,23.0,153.0
21,2023-08-01 21:00:00,48.67,985.0,1133.0,7007.0,131.0,28.0,166.0
22,2023-08-01 22:00:00,42.83,970.0,1130.0,8032.0,132.0,79.0,158.0
23,2023-08-01 23:00:00,41.73,966.0,1131.0,8214.0,127.0,173.0,160.0
