UTC time,creation_time (UTC),version,nat_gas,nuclear,hydro,solar,wind,other
2023-08-10 00:00:00,2023-08-13 18:15:09,3.0,925.0,1124.0,7809.0,71.0,2124.0,150.0
2023-08-10 01:00:00,2023-08-13 18:15:09,3.0,938.0,1128.0,8205.0,81.0,2122.0,153.0
2023-08-10 02:00:00,2023-08-13 18:15:09,3.0,940.0,1127.0,8837.0,60.0,2161.0,149.0
2023-08-10 03:00:00,2023-08-13 18:15:09,3.0,944.0,1123.0,8792.0,17.0,2075.0,149.0
2023-08-10 04:00:00,2023-08-13 18:15:09,3.0,936.0,1125.0,8565.0,3.0,1914.0,152.0
2023-08-10 05:00:00,2023-08-13 18:15:09,3.0,861.0,1126.0,7865.0,5.0,1802.0,151.0
2023-08-10 06:00:00,2023-08-13 18:15:09,3.0,733.0,1127.0,6995.0,6.0,1544.0,144.0
2023-08-10 07:00:00,2023-08-13 18:15:09,3.0,728.0,1129.0,6299.0,16.0,1535.0,140.0
2023-08-10 08:00:00,2023-08-13 18:15:09,3.0,727.0,1130.0,6173.0,28.0,1481.0,143.0
2023-08-10 09:00:00,2023-08-13 18:15:09,3.0,729.0,1137.0,5781.0,24.0,1568.0,141.0
2023-08-10 10:00:00,2023-08-13 18:15:09,3.0,729.0,1137.0,5624.0,14.0,1614.0,140.0
2023-08-10 11:00:00,2023-08-13 18:15:09,3.0,730.0,1138.0,5572.0,13.0,1616.0,142.0
2023-08-10 12:00:00,2023-08-13 18:15:09,3.0,729.0,1139.0,5626.0,0.0,1681.0,151.0
2023-08-10 13:00:00,2023-08-13 18:15:09,3.0,736.0,1140.0,6068.0,0.0,1660.0,152.0
2023-08-10 14:00:00,2023-08-13 18:15:09,3.0,869.0,1140.0,6334.0,15.0,1591.0,162.0
2023-08-10 15:00:00,2023-08-13 18:15:09,3.0,952.0,1141.0,6312.0,89.0,1881.0,160.0
2023-08-10 16:00:00,2023-08-13 18:15:09,3.0,953.0,1138.0,6685.0,130.0,2045.0,152.0
2023-08-10 17:00:00,2023-08-13 18:15:09,3.0,950.0,1137.0,6929.0,132.0,1923.0,163.0
2023-08-10 18:00:00,2023-08-13 18:15:09,3.0,949.0,1135.0,7137.0,136.0,1782.0,160.0
2023-08-10 19:00:00,2023-08-13 18:15:09,3.0,948.0,1133.0,7383.0,134.0,1592.0,192.0
2023-08-10 20:00:00,2023-08-13 18:15:09,3.0,948.0,1131.0,7561.0,135.0,1559.0,206.0
2023-08-10 21:00:00,2023-08-13 18:15:09,3.0,949.0,1132.0,7733.0,134.0,1585.0,201.0
2023-08-10 22:00:00,2023-08-13 18:15:09,3.0,947.0,1132.0,7938.0,135.0,1509.0,208.0
2023-08-10 23:00:00,2023-08-13 18:15:09,3.0,994.0,1133.0,8314.0,131.0,1522.0,210.0
