,UTC time,creation_time (UTC),version,carbon_intensity,nat_gas,nuclear,hydro,solar,wind,other
0,2023-08-18 00:00:00,2023-08-20 14:50:47,3.0,60.32,963.0,1115.0,11349.0,56.0,1672.0,212.0
1,2023-08-18 01:00:00,2023-08-20 14:50:47,3.0,61.66,964.0,1113.0,11384.0,73.0,1294.0,216.0
2,2023-08-18 02:00:00,2023-08-20 14:50:47,3.0,62.0,986.0,1117.0,11671.0,44.0,1147.0,214.0
3,2023-08-18 03:00:00,2023-08-20 14:50:47,3.0,62.85,991.0,1120.0,11234.0,1.0,1278.0,214.0
4,2023-08-18 04:00:00,2023-08-20 14:50:47,3.0,64.93,970.0,1122.0,10234.0,7.0,1353.0,219.0
5,2023-08-18 05:00:00,2023-08-20 14:50:47,3.0,66.01,969.0,1121.0,9582.0,3.0,1585.0,220.0
6,2023-08-18 06:00:00,2023-08-20 14:50:47,3.0,69.52,893.0,1124.0,7583.0,1.0,1719.0,214.0
7,2023-08-18 07:00:00,2023-08-20 14:50:47,3.0,75.33,887.0,1126.0,6102.0,0.0,1769.0,209.0
8,2023-08-18 08:00:00,2023-08-20 14:50:47,3.0,65.65,732.0,1124.0,6644.0,0.0,1967.0,211.0
9,2023-08-18 09:00:00,2023-08-20 14:50:47,3.0,64.87,728.0,1126.0,6402.0,0.0,2223.0,207.0
10,2023-08-18 10:00:00,2023-08-20 14:50:47,3.0,64.88,728.0,1129.0,6277.0,0.0,2325.0,208.0
11,2023-08-18 11:00:00,2023-08-20 14:50:47,3.0,65.4,730.0,1130.0,6107.0,0.0,2391.0,210.0
12,2023-08-18 12:00:00,2023-08-20 14:50:47,3.0,64.74,729.0,1132.0,6148.0,0.0,2421.0,205.0
13,2023-08-18 13:00:00,2023-08-20 14:50:47,3.0,64.61,740.0,1132.0,6423.0,0.0,2431.0,214.0
14,2023-08-18 14:00:00,2023-08-20 14:50:47,3.0,66.82,878.0,1134.0,7151.0,5.0,2460.0,212.0
15,2023-08-18 15:00:00,2023-08-20 14:50:47,3.0,66.68,882.0,1134.0,7194.0,13.0,2484.0,212.0
16,2023-08-18 16:00:00,2023-08-20 14:50:47,3.0,65.24,882.0,1132.0,7647.0,28.0,2488.0,215.0
17,2023-08-18 17:00:00,2023-08-20 14:50:47,3.0,64.65,880.0,1133.0,7776.0,55.0,2487.0,214.0
18,2023-08-18 18:00:00,2023-08-20 14:50:47,3.0,64.35,880.0,1131.0,7994.0,54.0,2468.0,220.0
19,2023-08-18 19:00:00,2023-08-20 14:50:47,3.0,63.21,877.0,1132.0,8293.0,69.0,2452.0,217.0
20,2023-08-18 20:00:00,2023-08-20 14:50:47,3.0,62.71,876.0,1130.0,8430.0,80.0,2429.0,214.0
21,2023-08-18 21:00:00,2023-08-20 14:50:47,3.0,62.99,874.0,1129.0,8470.0,82.0,2411.0,222.0
22,2023-08-18 22:00:00,2023-08-20 14:50:47,3.0,62.0,873.0,1131.0,8784.0,79.0,2361.0,217.0
23,2023-08-18 23:00:00,2023-08-20 14:50:47,3.0,60.34,871.0,1130.0,9555.0,75.0,2255.0,219.0
