UTC time,creation_time (UTC),version,nat_gas,nuclear,hydro,solar,wind,other
2023-09-03 00:00:00,2023-09-06 01:46:43,3.0,855.0,1133.0,7445.0,53.0,1.0,207.0
2023-09-03 01:00:00,2023-09-06 01:46:43,3.0,858.0,1134.0,7622.0,68.0,1.0,204.0
2023-09-03 02:00:00,2023-09-06 01:46:43,3.0,882.0,1134.0,7628.0,39.0,14.0,207.0
2023-09-03 03:00:00,2023-09-06 01:46:43,3.0,883.0,1131.0,7302.0,28.0,24.0,207.0
2023-09-03 04:00:00,2023-09-06 01:46:43,3.0,858.0,1132.0,7204.0,26.0,121.0,207.0
2023-09-03 05:00:00,2023-09-06 01:46:43,3.0,762.0,1132.0,6504.0,6.0,249.0,209.0
2023-09-03 06:00:00,2023-09-06 01:46:43,3.0,613.0,1132.0,5045.0,6.0,641.0,201.0
2023-09-03 07:00:00,2023-09-06 01:46:43,3.0,605.0,1132.0,4500.0,1.0,898.0,199.0
2023-09-03 08:00:00,2023-09-06 01:46:43,3.0,490.0,1131.0,4721.0,0.0,961.0,201.0
2023-09-03 09:00:00,2023-09-06 01:46:43,3.0,437.0,1130.0,4423.0,0.0,953.0,201.0
2023-09-03 10:00:00,2023-09-06 01:46:43,3.0,439.0,1131.0,4440.0,0.0,902.0,203.0
2023-09-03 11:00:00,2023-09-06 01:46:43,3.0,440.0,1134.0,4187.0,0.0,1048.0,205.0
2023-09-03 12:00:00,2023-09-06 01:46:43,3.0,442.0,1131.0,4070.0,0.0,1149.0,207.0
2023-09-03 13:00:00,2023-09-06 01:46:43,3.0,441.0,1134.0,4027.0,0.0,1387.0,204.0
2023-09-03 14:00:00,2023-09-06 01:46:43,3.0,442.0,1133.0,4399.0,2.0,1218.0,199.0
2023-09-03 15:00:00,2023-09-06 01:46:43,3.0,443.0,1133.0,4768.0,23.0,1055.0,203.0
2023-09-03 16:00:00,2023-09-06 01:46:43,3.0,443.0,1133.0,5096.0,93.0,1267.0,204.0
2023-09-03 17:00:00,2023-09-06 01:46:43,3.0,442.0,1131.0,5418.0,111.0,1440.0,203.0
2023-09-03 18:00:00,2023-09-06 01:46:43,3.0,442.0,1130.0,5491.0,112.0,1606.0,202.0
2023-09-03 19:00:00,2023-09-06 01:46:43,3.0,441.0,1129.0,5502.0,102.0,1838.0,196.0
2023-09-03 20:00:00,2023-09-06 01:46:43,3.0,442.0,1128.0,5471.0,93.0,2195.0,197.0
2023-09-03 21:00:00,2023-09-06 01:46:43,3.0,440.0,1128.0,5644.0,72.0,2312.0,191.0
2023-09-03 22:00:00,2023-09-06 01:46:43,3.0,439.0,1129.0,5632.0,40.0,2309.0,186.0
2023-09-03 23:00:00,2023-09-06 01:46:43,3.0,437.0,1128.0,5789.0,51.0,2422.0,189.0
