UTC time,nat_gas,nuclear,hydro,solar,wind,other
2023-04-05 00:00:00,1028.0,1119.0,4349.0,86.0,143.0,163.0
2023-04-05 01:00:00,1009.0,1119.0,4922.0,105.0,308.0,160.0
2023-04-05 02:00:00,1009.0,1118.0,5254.0,57.0,620.0,167.0
2023-04-05 03:00:00,1022.0,1118.0,5889.0,30.0,543.0,164.0
2023-04-05 04:00:00,1035.0,1117.0,5977.0,29.0,418.0,164.0
2023-04-05 05:00:00,1036.0,1120.0,5722.0,25.0,541.0,164.0
2023-04-05 06:00:00,1035.0,1119.0,4896.0,7.0,707.0,153.0
2023-04-05 07:00:00,1036.0,1120.0,4519.0,0.0,738.0,155.0
2023-04-05 08:00:00,1036.0,1121.0,3767.0,0.0,730.0,139.0
2023-04-05 09:00:00,1032.0,1120.0,3653.0,0.0,778.0,133.0
2023-04-05 10:00:00,1035.0,1121.0,3610.0,0.0,836.0,130.0
2023-04-05 11:00:00,1034.0,1120.0,3921.0,0.0,899.0,129.0
2023-04-05 12:00:00,1035.0,1119.0,4431.0,0.0,889.0,128.0
2023-04-05 13:00:00,1030.0,1120.0,5755.0,0.0,841.0,132.0
2023-04-05 14:00:00,1009.0,1119.0,6809.0,1.0,700.0,142.0
2023-04-05 15:00:00,1011.0,1119.0,6927.0,42.0,602.0,146.0
2023-04-05 16:00:00,1041.0,1118.0,6606.0,81.0,513.0,150.0
2023-04-05 17:00:00,1044.0,1116.0,6027.0,118.0,540.0,147.0
2023-04-05 18:00:00,1039.0,1113.0,5324.0,102.0,463.0,150.0
2023-04-05 19:00:00,1011.0,1111.0,4769.0,98.0,401.0,143.0
2023-04-05 20:00:00,1009.0,1111.0,4349.0,93.0,373.0,150.0
2023-04-05 21:00:00,1008.0,1111.0,4086.0,111.0,433.0,148.0
2023-04-05 22:00:00,1007.0,1109.0,3973.0,126.0,389.0,148.0
2023-04-05 23:00:00,1007.0,1109.0,3807.0,132.0,344.0,154.0
