UTC time,nat_gas,nuclear,hydro,solar,wind,other
2023-02-01 00:00:00,949.0,1162.0,8054.0,32.0,85.0,176.0
2023-02-01 01:00:00,1016.0,1162.0,9035.0,8.0,58.0,183.0
2023-02-01 02:00:00,1018.0,1162.0,10177.0,22.0,49.0,189.0
2023-02-01 03:00:00,1019.0,1160.0,10248.0,23.0,35.0,189.0
2023-02-01 04:00:00,1014.0,1160.0,10049.0,11.0,39.0,186.0
2023-02-01 05:00:00,917.0,1163.0,9600.0,0.0,57.0,184.0
2023-02-01 06:00:00,907.0,1164.0,8830.0,0.0,65.0,184.0
2023-02-01 07:00:00,825.0,1164.0,7843.0,0.0,56.0,190.0
2023-02-01 08:00:00,813.0,1162.0,7185.0,0.0,63.0,181.0
2023-02-01 09:00:00,649.0,1162.0,8052.0,0.0,49.0,179.0
2023-02-01 10:00:00,642.0,1163.0,7818.0,0.0,24.0,180.0
2023-02-01 11:00:00,643.0,1164.0,7609.0,0.0,46.0,181.0
2023-02-01 12:00:00,643.0,1164.0,7763.0,0.0,37.0,184.0
2023-02-01 13:00:00,643.0,1163.0,8224.0,0.0,23.0,181.0
2023-02-01 14:00:00,651.0,1162.0,9527.0,0.0,36.0,187.0
2023-02-01 15:00:00,661.0,1164.0,11146.0,0.0,43.0,186.0
2023-02-01 16:00:00,676.0,1164.0,11116.0,4.0,62.0,191.0
2023-02-01 17:00:00,654.0,1165.0,9796.0,40.0,59.0,187.0
2023-02-01 18:00:00,655.0,1163.0,8848.0,61.0,68.0,187.0
2023-02-01 19:00:00,661.0,1162.0,7850.0,70.0,64.0,182.0
2023-02-01 20:00:00,684.0,1162.0,7362.0,88.0,46.0,188.0
2023-02-01 21:00:00,682.0,1166.0,6742.0,83.0,21.0,182.0
2023-02-01 22:00:00,682.0,1167.0,6319.0,76.0,22.0,184.0
2023-02-01 23:00:00,681.0,1166.0,6178.0,68.0,11.0,181.0
