datetime,creation_time (UTC),version,forecast_avg_wind_speed_wMean,forecast_avg_temperature_wMean,forecast_avg_dewpoint_wMean,forecast_avg_dswrf_wMean,forecast_avg_precipitation_wMean,avg_nat_gas_production_forecast,avg_nuclear_production_forecast,avg_hydro_production_forecast,avg_solar_production_forecast,avg_wind_production_forecast,avg_other_production_forecast
2023-08-10 00:00:00,2023-08-13 18:01:21,3.0,3.5463068626008303,292.05166720058094,279.3902988657204,163.88732850226847,0.1061338737643998,864.65628,1110.62058,8238.32687,9186.92017,2734.07002,254.55334
2023-08-10 01:00:00,2023-08-13 18:01:21,3.0,3.5463068626008303,292.05166720058094,279.3902988657204,163.88732850226847,0.1061338737643998,870.46654,1110.40414,8287.76662,4492.04007,2854.4799,262.10863
2023-08-10 02:00:00,2023-08-13 18:01:21,3.0,3.5463068626008303,292.05166720058094,279.3902988657204,163.88732850226847,0.1061338737643998,865.66827,1114.75868,8326.40869,723.86004,2848.10004,261.70832
2023-08-10 03:00:00,2023-08-13 18:01:21,3.0,3.5463068626008303,292.05166720058094,279.3902988657204,163.88732850226847,0.1061338737643998,867.23306,1116.06629,8011.63839,0.0,2834.8599,260.87755
2023-08-10 04:00:00,2023-08-13 18:01:21,3.0,3.041543057371092,289.15820704307055,279.56415103059464,163.88732850226847,0.1061338737643998,859.70629,1116.84577,7555.36866,0.0,2841.91003,261.31992
2023-08-10 05:00:00,2023-08-13 18:01:21,3.0,3.041543057371092,289.15820704307055,279.56415103059464,163.88732850226847,0.1061338737643998,852.12508,1117.64309,7104.56355,0.0,2822.38013,260.09449
2023-08-10 06:00:00,2023-08-13 18:01:21,3.0,3.041543057371092,289.15820704307055,279.56415103059464,163.88732850226847,0.1061338737643998,826.32627,1117.55291,6581.59473,0.0,2792.28984,258.20643
2023-08-10 07:00:00,2023-08-13 18:01:21,3.0,2.8634232095495804,287.70662540206536,279.60302945532305,82.13470131865273,0.2110267252307195,818.9033,1118.33726,5895.62214,0.0,2669.97006,250.53129
2023-08-10 08:00:00,2023-08-13 18:01:21,3.0,2.8634232095495804,287.70662540206536,279.60302945532305,82.13470131865273,0.2110267252307195,833.59042,1118.90102,5219.04187,0.0,2669.75994,250.5181
2023-08-10 09:00:00,2023-08-13 18:01:21,3.0,2.8634232095495804,287.70662540206536,279.60302945532305,82.13470131865273,0.2110267252307195,819.16333,1119.66818,4878.19601,0.0,2621.73995,247.50502
2023-08-10 10:00:00,2023-08-13 18:01:21,3.0,2.609849914779541,286.5276172199675,279.46413376979666,0.0,0.2949727715571179,827.39232,1119.81507,4573.12004,0.0,2608.73005,246.68869
2023-08-10 11:00:00,2023-08-13 18:01:21,3.0,2.609849914779541,286.5276172199675,279.46413376979666,0.0,0.2949727715571179,828.77793,1120.14832,4535.05573,0.0,2618.94999,247.32996
2023-08-10 12:00:00,2023-08-13 18:01:21,3.0,2.609849914779541,286.5276172199675,279.46413376979666,0.0,0.2949727715571179,829.74546,1119.95133,5012.95521,0.07,2540.40999,242.40185
2023-08-10 13:00:00,2023-08-13 18:01:21,3.0,3.077086022369948,290.6944949949281,279.585585041227,3.127333080305468e-05,0.3455727458527168,826.47616,1120.75562,5332.26435,809.01,2321.22005,228.64844
2023-08-10 14:00:00,2023-08-13 18:01:21,3.0,3.077086022369948,290.6944949949281,279.585585041227,3.127333080305468e-05,0.3455727458527168,833.31589,1123.54421,5606.748,4234.53003,1969.95005,206.60748
2023-08-10 15:00:00,2023-08-13 18:01:21,3.0,3.077086022369948,290.6944949949281,279.585585041227,3.127333080305468e-05,0.3455727458527168,841.03096,1132.53355,5993.27137,8198.7403,1609.21998,183.97293
2023-08-10 16:00:00,2023-08-13 18:01:21,3.0,4.780800385520173,295.547397135569,277.75965342830784,118.7266195360481,0.3591589574416151,848.38373,1134.75351,6193.08259,10257.58997,1368.10999,168.84412
2023-08-10 17:00:00,2023-08-13 18:01:21,3.0,4.780800385520173,295.547397135569,277.75965342830784,118.7266195360481,0.3591589574416151,840.30531,1133.63374,6480.90687,11091.18976,1196.83996,158.09752
2023-08-10 18:00:00,2023-08-13 18:01:21,3.0,4.780800385520173,295.547397135569,277.75965342830784,118.7266195360481,0.3591589574416151,831.20732,1123.88231,6665.57974,11505.66028,1116.57999,153.06149
2023-08-10 19:00:00,2023-08-13 18:01:21,3.0,5.808593796421999,298.13562456193586,276.3824871897229,355.26531548216474,0.3683449331764797,847.974,1122.79093,7054.861,11612.24023,1159.55001,155.75771
2023-08-10 20:00:00,2023-08-13 18:01:21,3.0,5.808593796421999,298.13562456193586,276.3824871897229,355.26531548216474,0.3683449331764797,842.71827,1119.68488,7193.63477,11532.51978,1315.37002,165.53487
