,UTC time,carbon_intensity,nat_gas,nuclear,hydro,solar,wind,other
0,2023-06-26 00:00:00,18.33,200.0,1133.0,7230.0,111.0,193.0,159.0
1,2023-06-26 01:00:00,18.84,235.0,1134.0,7482.0,75.0,351.0,158.0
2,2023-06-26 02:00:00,19.34,241.0,1134.0,7357.0,68.0,407.0,160.0
3,2023-06-26 03:00:00,18.93,243.0,1135.0,7120.0,50.0,697.0,153.0
4,2023-06-26 04:00:00,19.63,252.0,1137.0,6863.0,32.0,851.0,155.0
5,2023-06-26 05:00:00,21.27,298.0,1134.0,6809.0,15.0,832.0,150.0
6,2023-06-26 06:00:00,23.51,330.0,1133.0,6540.0,0.0,709.0,150.0
7,2023-06-26 07:00:00,26.71,332.0,1135.0,5667.0,0.0,586.0,152.0
8,2023-06-26 08:00:00,29.96,334.0,1133.0,4968.0,0.0,456.0,152.0
9,2023-06-26 09:00:00,31.56,332.0,1134.0,4585.0,0.0,441.0,151.0
10,2023-06-26 10:00:00,32.17,333.0,1135.0,4443.0,0.0,501.0,153.0
11,2023-06-26 11:00:00,32.96,345.0,1137.0,4409.0,0.0,547.0,156.0
12,2023-06-26 12:00:00,32.42,347.0,1138.0,4486.0,0.0,584.0,155.0
13,2023-06-26 13:00:00,32.68,372.0,1140.0,4791.0,3.0,611.0,163.0
14,2023-06-26 14:00:00,33.96,551.0,1141.0,6276.0,41.0,686.0,169.0
15,2023-06-26 15:00:00,31.46,561.0,1137.0,7052.0,110.0,642.0,168.0
16,2023-06-26 16:00:00,31.23,560.0,1134.0,7221.0,121.0,525.0,168.0
17,2023-06-26 17:00:00,30.87,560.0,1133.0,7388.0,131.0,372.0,163.0
18,2023-06-26 18:00:00,30.51,557.0,1132.0,7667.0,131.0,178.0,163.0
19,2023-06-26 19:00:00,30.51,556.0,1131.0,7691.0,120.0,100.0,160.0
20,2023-06-26 20:00:00,31.34,554.0,1129.0,7516.0,116.0,70.0,164.0
21,2023-06-26 21:00:00,30.88,551.0,1127.0,7579.0,104.0,94.0,162.0
22,2023-06-26 22:00:00,30.25,549.0,1127.0,7705.0,64.0,169.0,161.0
23,2023-06-26 23:00:00,28.69,550.0,1129.0,7959.0,66.0,456.0,161.0
