UTC time,creation_time (UTC),version,nat_gas,nuclear,hydro,solar,wind,other
2023-08-07 00:00:00,2023-08-08 18:44:47,3.0,911.0,1123.0,6947.0,49.0,856.0,183.0
2023-08-07 01:00:00,2023-08-08 18:44:47,3.0,911.0,1121.0,7412.0,73.0,958.0,181.0
2023-08-07 02:00:00,2023-08-08 18:44:47,3.0,957.0,1120.0,7695.0,71.0,1086.0,178.0
2023-08-07 03:00:00,2023-08-08 18:44:47,3.0,963.0,1118.0,7582.0,42.0,1316.0,179.0
2023-08-07 04:00:00,2023-08-08 18:44:47,3.0,962.0,1120.0,6902.0,28.0,1428.0,177.0
2023-08-07 05:00:00,2023-08-08 18:44:47,3.0,915.0,1123.0,6188.0,7.0,1482.0,178.0
2023-08-07 06:00:00,2023-08-08 18:44:47,3.0,918.0,1123.0,5574.0,0.0,1459.0,182.0
2023-08-07 07:00:00,2023-08-08 18:44:47,3.0,916.0,1125.0,4881.0,9.0,1413.0,185.0
2023-08-07 08:00:00,2023-08-08 18:44:47,3.0,919.0,1127.0,4193.0,0.0,1309.0,180.0
2023-08-07 09:00:00,2023-08-08 18:44:47,3.0,920.0,1128.0,4005.0,0.0,1210.0,183.0
2023-08-07 10:00:00,2023-08-08 18:44:47,3.0,920.0,1131.0,3875.0,0.0,1143.0,180.0
2023-08-07 11:00:00,2023-08-08 18:44:47,3.0,919.0,1132.0,3639.0,0.0,1323.0,182.0
2023-08-07 12:00:00,2023-08-08 18:44:47,3.0,917.0,1132.0,3986.0,0.0,1269.0,181.0
2023-08-07 13:00:00,2023-08-08 18:44:47,3.0,921.0,1132.0,4150.0,0.0,1243.0,187.0
2023-08-07 14:00:00,2023-08-08 18:44:47,3.0,978.0,1133.0,4127.0,5.0,1103.0,192.0
2023-08-07 15:00:00,2023-08-08 18:44:47,3.0,978.0,1133.0,4391.0,20.0,804.0,194.0
2023-08-07 16:00:00,2023-08-08 18:44:47,3.0,977.0,1133.0,4610.0,27.0,761.0,190.0
2023-08-07 17:00:00,2023-08-08 18:44:47,3.0,999.0,1130.0,4952.0,21.0,510.0,180.0
2023-08-07 18:00:00,2023-08-08 18:44:47,3.0,1000.0,1130.0,5049.0,25.0,333.0,184.0
2023-08-07 19:00:00,2023-08-08 18:44:47,3.0,999.0,1130.0,5308.0,46.0,405.0,182.0
2023-08-07 20:00:00,2023-08-08 18:44:47,3.0,996.0,1128.0,5686.0,51.0,331.0,179.0
2023-08-07 21:00:00,2023-08-08 18:44:47,3.0,973.0,1130.0,6014.0,69.0,178.0,173.0
2023-08-07 22:00:00,2023-08-08 18:44:47,3.0,969.0,1129.0,6051.0,81.0,160.0,157.0
2023-08-07 23:00:00,2023-08-08 18:44:47,3.0,971.0,1129.0,6457.0,70.0,164.0,143.0
