datetime,forecast_avg_wind_speed_wMean,forecast_avg_temperature_wMean,forecast_avg_dewpoint_wMean,forecast_avg_dswrf_wMean,forecast_avg_precipitation_wMean,avg_nat_gas_production_forecast,avg_nuclear_production_forecast,avg_hydro_production_forecast,avg_solar_production_forecast,avg_wind_production_forecast,avg_other_production_forecast
2023-06-29 07:00:00,2.0647076099243384,285.9742018366111,280.4134545182641,115.0176413218182,4.297932559902813,395.60417,1100.8843,7234.59353,1021.72898,277.17718,246.49325
2023-06-29 08:00:00,2.0647076099243384,285.9742018366111,280.4134545182641,115.0176413218182,4.297932559902813,406.75706,1101.4761,6372.12971,224.19,305.30355,242.90513
2023-06-29 09:00:00,2.0647076099243384,285.9742018366111,280.4134545182641,115.0176413218182,4.297932559902813,400.19472,1102.36331,5802.11822,0.0,324.40993,242.8565
2023-06-29 10:00:00,1.9216824979734768,285.1556303818598,280.1438036830386,0.0,4.32604189791986,405.89304,1102.57009,5213.4731,322.16099,342.64997,243.09862
2023-06-29 11:00:00,1.9216824979734768,285.1556303818598,280.1438036830386,0.0,4.32604189791986,407.5057,1102.93334,4985.71997,284.63774,373.78598,241.40619
2023-06-29 12:00:00,1.9216824979734768,285.1556303818598,280.1438036830386,0.0,4.32604189791986,409.15216,1102.7458,5377.33569,0.0,399.19615,238.47429
2023-06-29 13:00:00,1.81144561901562,290.4629990135867,281.04866801722915,0.3438296783570904,4.342160124435988,409.33077,1103.66246,5657.17084,0.0,420.33502,239.97944
2023-06-29 14:00:00,1.81144561901562,290.4629990135867,281.04866801722915,0.3438296783570904,4.342160124435988,414.99166,1106.56722,6024.15871,0.0,445.24523,235.56497
2023-06-29 15:00:00,1.81144561901562,290.4629990135867,281.04866801722915,0.3438296783570904,4.342160124435988,420.79856,1115.50302,6586.04138,2003.29762,488.80332,234.8534
2023-06-29 16:00:00,2.5679897154636686,295.15862105491766,280.2342428305633,193.1034947955269,4.346584496053655,424.71477,1117.76138,6990.05101,3643.24109,533.39873,233.94721
2023-06-29 17:00:00,2.5679897154636686,295.15862105491766,280.2342428305633,193.1034947955269,4.346584496053655,420.85848,1116.75623,7483.55413,4121.2926,556.39144,233.63621
2023-06-29 18:00:00,2.5679897154636686,295.15862105491766,280.2342428305633,193.1034947955269,4.346584496053655,413.57983,1107.3155,7844.22785,5456.65057,587.84712,233.64279
2023-06-29 19:00:00,3.3734857467835595,297.2246336899043,279.26473386093096,439.4807533439839,4.37321714664996,424.19744,1106.377,8353.61718,6652.09961,602.68276,233.13482
2023-06-29 20:00:00,3.3734857467835595,297.2246336899043,279.26473386093096,439.4807533439839,4.37321714664996,421.65806,1103.39255,8529.66853,7488.65283,600.76085,234.775
2023-06-29 21:00:00,3.3734857467835595,297.2246336899043,279.26473386093096,439.4807533439839,4.37321714664996,416.40503,1103.42531,8708.21032,7198.44659,594.7143,234.35431
2023-06-29 22:00:00,3.983494720976629,296.777286635446,279.5069536625612,896.7364101894443,4.488186830274384,415.11356,1104.76448,8857.30866,6083.7063,583.9319,236.13343
2023-06-29 23:00:00,3.983494720976629,296.777286635446,279.5069536625612,896.7364101894443,4.488186830274384,415.9614,1104.2215,9074.954,4850.58139,593.81088,235.53089
2023-06-30 00:00:00,3.983494720976629,296.777286635446,279.5069536625612,896.7364101894443,4.488186830274384,392.05439,1087.06725,10036.87241,4500.80167,237.3219,244.55145
2023-06-30 01:00:00,3.00398846292131,292.347715881021,281.2282266114437,789.4087303765191,4.7029427636836925,395.82387,1087.02174,10210.51239,5304.26056,235.42264,243.48927
2023-06-30 02:00:00,3.00398846292131,292.347715881021,281.2282266114437,789.4087303765191,4.7029427636836925,392.97902,1091.49182,10402.88584,5237.73184,212.23078,242.47047
2023-06-30 03:00:00,3.00398846292131,292.347715881021,281.2282266114437,789.4087303765191,4.7029427636836925,395.50455,1092.92215,10187.01464,4451.26474,184.40639,242.35697
2023-06-30 04:00:00,2.5426138567104486,288.80011739546944,280.4187502899774,252.92559779706548,4.895453361585998,390.30732,1093.9626,9829.83472,3758.66623,198.5699,242.29224
2023-06-30 05:00:00,2.5426138567104486,288.80011739546944,280.4187502899774,252.92559779706548,4.895453361585998,383.91127,1094.98994,9401.55888,2973.38748,217.27384,240.56868
2023-06-30 06:00:00,2.5426138567104486,288.80011739546944,280.4187502899774,252.92559779706548,4.895453361585998,369.09284,1095.02665,8730.31001,2019.68013,244.37641,240.42725
2023-06-30 07:00:00,2.390561423937648,287.3772490016586,280.16824362700686,128.70978103462105,4.98419437060456,366.19055,1095.84439,7769.25541,889.00758,271.51439,237.4066
2023-06-30 08:00:00,2.390561423937648,287.3772490016586,280.16824362700686,128.70978103462105,4.98419437060456,377.09783,1096.44423,6779.21519,0.0,299.86866,234.19049
2023-06-30 09:00:00,2.390561423937648,287.3772490016586,280.16824362700686,128.70978103462105,4.98419437060456,371.08201,1097.36617,6094.13133,0.0,319.35704,234.20525
2023-06-30 10:00:00,2.2590576146808456,286.41505084182035,279.9817087565284,0.0,4.996594431382101,376.60449,1097.59035,5385.66153,6.21443,337.95067,234.40249
2023-06-30 11:00:00,2.2590576146808456,286.41505084182035,279.9817087565284,0.0,4.996594431382101,378.23292,1097.9622,5019.20391,546.58382,369.2578,232.94566
2023-06-30 12:00:00,2.2590576146808456,286.41505084182035,279.9817087565284,0.0,4.996594431382101,379.92655,1097.77747,5307.65394,64.48629,394.85789,230.21584
2023-06-30 13:00:00,2.210222421202995,291.920971948634,280.813259783019,0.322472957084151,5.020240388163662,380.34476,1098.72647,5515.18302,0.0,416.26066,231.59415
2023-06-30 14:00:00,2.210222421202995,291.920971948634,280.813259783019,0.322472957084151,5.020240388163662,385.92375,1101.66477,5829.42074,0.0,441.39991,227.65595
2023-06-30 15:00:00,2.210222421202995,291.920971948634,280.813259783019,0.322472957084151,5.020240388163662,391.59806,1110.58514,6359.34825,1015.20814,485.09365,226.94818
2023-06-30 16:00:00,2.932104391132425,296.5313466255717,279.93789596476824,194.22599573760647,5.032677460285569,395.27546,1112.85456,6708.91598,1940.57567,529.8622,226.27362
2023-06-30 17:00:00,2.932104391132425,296.5313466255717,279.93789596476824,194.22599573760647,5.032677460285569,391.71257,1111.88252,7163.08432,2317.37552,552.93158,225.98733
2023-06-30 18:00:00,2.932104391132425,296.5313466255717,279.93789596476824,194.22599573760647,5.032677460285569,384.56029,1102.53148,7539.52199,3754.04474,584.31079,226.07178
2023-06-30 19:00:00,3.699729561909148,298.88323532537424,279.0272355258516,440.6210415889514,5.067112710664917,394.75067,1101.63722,8148.2018,5087.44897,599.23513,225.57316
2023-06-30 20:00:00,3.699729561909148,298.88323532537424,279.0272355258516,440.6210415889514,5.067112710664917,392.40005,1098.688,8441.9535,6144.75482,597.54645,227.05881
2023-06-30 21:00:00,3.699729561909148,298.88323532537424,279.0272355258516,440.6210415889514,5.067112710664917,387.52344,1098.73457,8760.55215,6095.3139,591.79667,226.67806
2023-06-30 22:00:00,3.8968088206394698,298.9971743537285,278.8352120268742,926.6707647434328,5.118810551295958,386.28623,1100.11185,9074.08354,4903.91266,581.20361,228.26459
2023-06-30 23:00:00,3.8968088206394698,298.9971743537285,278.8352120268742,926.6707647434328,5.118810551295958,387.22155,1099.60678,9433.81969,3493.14218,591.29463,227.8416
