datetime,forecast_avg_wind_speed_wMean,forecast_avg_temperature_wMean,forecast_avg_dewpoint_wMean,forecast_avg_dswrf_wMean,forecast_avg_precipitation_wMean,avg_nat_gas_production_forecast,avg_nuclear_production_forecast,avg_hydro_production_forecast,avg_solar_production_forecast,avg_wind_production_forecast,avg_other_production_forecast
2023-06-27 00:00:00,3.1791367647757056,289.0884683023155,280.01263410607635,215.41041318394767,0.5070103150038755,501.91214,1107.96796,8586.98527,11036.26025,4055.4999,337.46844
2023-06-27 01:00:00,3.1791367647757056,289.0884683023155,280.01263410607635,215.41041318394767,0.5070103150038755,506.15598,1107.77076,8540.00839,6677.43976,4104.37002,340.53487
2023-06-27 02:00:00,3.1791367647757056,289.0884683023155,280.01263410607635,215.41041318394767,0.5070103150038755,502.85706,1112.13827,8476.60175,1746.83008,4250.1,349.67892
2023-06-27 03:00:00,3.1791367647757056,289.0884683023155,280.01263410607635,215.41041318394767,0.5070103150038755,505.15926,1113.45982,8159.54202,6.09,4194.19006,346.17076
2023-06-27 04:00:00,2.490606611504732,286.0154884383535,279.5690979977413,215.41041318394767,0.5070103150038755,499.42049,1114.26862,7675.7701,0.0,4226.61,348.205
2023-06-27 05:00:00,2.490606611504732,286.0154884383535,279.5690979977413,215.41041318394767,0.5070103150038755,492.74899,1115.09178,7204.51119,0.0,4272.15006,351.06248
2023-06-27 06:00:00,2.490606611504732,286.0154884383535,279.5690979977413,215.41041318394767,0.5070103150038755,475.37813,1115.01598,6691.68255,0.0,4312.40011,353.58803
2023-06-27 07:00:00,2.135547870735343,284.9363376671384,279.31759387498454,109.6276891843506,0.7321245140236602,471.425,1115.80406,6054.46896,0.0,4406.76009,359.50879
2023-06-27 08:00:00,2.135547870735343,284.9363376671384,279.31759387498454,109.6276891843506,0.7321245140236602,483.21093,1116.37191,5384.45967,0.0,4367.3901,357.03846
2023-06-27 09:00:00,2.135547870735343,284.9363376671384,279.31759387498454,109.6276891843506,0.7321245140236602,475.23981,1117.15647,5013.02498,0.0,4311.54997,353.53469
2023-06-27 10:00:00,1.959411909936711,284.19429652164933,279.2489204717997,0.0,0.792130211861795,481.39143,1117.31203,4662.90158,0.0,4189.35987,345.86769
2023-06-27 11:00:00,1.959411909936711,284.19429652164933,279.2489204717997,0.0,0.792130211861795,482.96343,1117.64964,4719.53823,0.0,3994.89009,333.66539
2023-06-27 12:00:00,1.959411909936711,284.19429652164933,279.2489204717997,0.0,0.792130211861795,484.48832,1117.45406,5342.54739,45.7,3730.68009,317.08713
2023-06-27 13:00:00,2.154193705891748,288.640264611572,280.1068408695825,0.3478197954117217,0.8492652434900235,484.04935,1118.2747,5802.61193,2600.84993,3335.16984,292.27025
2023-06-27 14:00:00,2.154193705891748,288.640264611572,280.1068408695825,0.3478197954117217,0.8492652434900235,489.92135,1121.08012,6282.01228,8045.60974,2753.96997,255.80199
2023-06-27 15:00:00,2.154193705891748,288.640264611572,280.1068408695825,0.3478197954117217,0.8492652434900235,496.07005,1130.06164,6897.73052,11741.29956,2145.64997,217.63203
2023-06-27 16:00:00,2.978917828960274,292.8559938308624,279.4475992423821,177.2659602445176,0.9313853922578792,500.60181,1132.28724,7356.98473,13072.47949,1692.72001,189.21226
2023-06-27 17:00:00,2.978917828960274,292.8559938308624,279.4475992423821,177.2659602445176,0.9313853922578792,495.98925,1131.18402,7864.2318,13704.61023,1415.59003,171.82333
2023-06-27 18:00:00,2.978917828960274,292.8559938308624,279.4475992423821,177.2659602445176,0.9313853922578792,488.38475,1121.47776,8143.42125,14054.69946,1301.36004,164.65579
2023-06-27 19:00:00,3.6611886451917655,294.5269997746045,278.6893135125584,412.85381938127904,1.1589641175605727,500.10379,1120.4085,8446.89019,14132.87976,1378.37996,169.48852
2023-06-27 20:00:00,3.6611886451917655,294.5269997746045,278.6893135125584,412.85381938127904,1.1589641175605727,497.07786,1117.3202,8413.73202,14080.08997,1670.58002,187.82306
2023-06-27 21:00:00,3.6611886451917655,294.5269997746045,278.6893135125584,412.85381938127904,1.1589641175605727,490.85451,1117.31182,8369.57349,13935.27991,2076.46996,213.29123
2023-06-27 22:00:00,4.183822929779305,293.38202241238776,279.24760033342045,820.4817717654346,1.450703746283201,489.42299,1118.53791,8280.73517,13549.27954,2514.58003,240.78111
2023-06-27 23:00:00,4.183822929779305,293.38202241238776,279.24760033342045,820.4817717654346,1.450703746283201,490.04532,1117.88284,8316.0778,12807.84973,2920.31986,266.23986
2023-06-28 00:00:00,4.183822929779305,293.38202241238776,279.24760033342045,820.4817717654346,1.450703746283201,459.06256,1099.17004,9022.92446,8693.84167,1684.88291,267.48874
2023-06-28 01:00:00,2.936335706862636,289.24608359112426,280.6977257786508,710.4293272521829,1.995441600067115,463.12136,1099.03667,8967.29283,8686.81293,1658.87558,266.08797
2023-06-28 02:00:00,2.936335706862636,289.24608359112426,280.6977257786508,710.4293272521829,1.995441600067115,459.9996,1103.44736,8920.11594,6485.66351,1568.26791,264.64912
2023-06-28 03:00:00,2.936335706862636,289.24608359112426,280.6977257786508,710.4293272521829,1.995441600067115,462.38885,1104.81471,8624.39308,3483.93512,1465.24796,264.42743
2023-06-28 04:00:00,2.3253941504835054,286.3428775464972,280.3333124573138,212.125196739057,2.5060602073267813,456.86133,1105.72101,8190.7091,1222.85009,1386.93105,263.78593
2023-06-28 05:00:00,2.3253941504835054,286.3428775464972,280.3333124573138,212.125196739057,2.5060602073267813,450.29729,1106.63013,7775.26822,898.46884,1273.74859,261.48114
2023-06-28 06:00:00,2.3253941504835054,286.3428775464972,280.3333124573138,212.125196739057,2.5060602073267813,433.92199,1106.60167,7285.15657,971.58588,1176.66448,261.26276
2023-06-28 07:00:00,2.0142272866124937,285.2447340824572,280.04917305314177,107.91007737808268,2.7174307380128986,430.37874,1107.4023,6622.77741,721.31036,1087.21374,257.14699
2023-06-28 08:00:00,2.0142272866124937,285.2447340824572,280.04917305314177,107.91007737808268,2.7174307380128986,441.82195,1107.98353,5904.6892,379.73985,1028.26523,253.12272
2023-06-28 09:00:00,2.0142272866124937,285.2447340824572,280.04917305314177,107.91007737808268,2.7174307380128986,434.6135,1108.826,5464.41798,360.62044,975.32611,252.99975
2023-06-28 10:00:00,1.8883351092928504,284.52838635599124,279.84596458313604,0.0,2.779144973945805,440.51973,1109.01045,5004.28666,500.86062,898.20445,253.29452
2023-06-28 11:00:00,1.8883351092928504,284.52838635599124,279.84596458313604,0.0,2.779144973945805,442.11372,1109.36243,4916.64605,391.3971,845.02911,251.32584
2023-06-28 12:00:00,1.8883351092928504,284.52838635599124,279.84596458313604,0.0,2.779144973945805,443.70444,1109.17136,5407.08977,669.99913,791.20627,248.15703
2023-06-28 13:00:00,1.874002873652,289.1047856476206,280.6890435196682,0.3287558702852617,2.839278290064639,443.59982,1110.0461,5748.31522,908.57027,728.59588,249.81085
2023-06-28 14:00:00,1.874002873652,289.1047856476206,280.6890435196682,0.3287558702852617,2.839278290064639,449.35751,1112.90747,6159.59849,2198.78244,680.81848,244.83798
2023-06-28 15:00:00,1.874002873652,289.1047856476206,280.6890435196682,0.3287558702852617,2.839278290064639,455.32117,1121.86327,6750.8339,5225.08392,674.37017,244.12195
2023-06-28 16:00:00,2.605344555865744,293.43145660187577,280.03638282840865,172.24630801262302,2.9394682682220634,459.51968,1124.10726,7216.68865,7456.82037,655.03103,242.9442
2023-06-28 17:00:00,2.605344555865744,293.43145660187577,280.03638282840865,172.24630801262302,2.9394682682220634,455.31656,1123.05928,7768.85805,7459.63818,627.42067,242.60422
2023-06-28 18:00:00,2.605344555865744,293.43145660187577,280.03638282840865,172.24630801262302,2.9394682682220634,447.88845,1113.50251,8138.31013,7748.8219,644.72091,242.51951
2023-06-28 19:00:00,3.457186441818765,295.42204696177464,279.1264622716688,404.68190607210767,3.164639195496717,459.01124,1112.50695,8569.30166,8483.12024,638.17407,242.00056
2023-06-28 20:00:00,3.457186441818765,295.42204696177464,279.1264622716688,404.68190607210767,3.164639195496717,456.2487,1109.47713,8640.54774,8978.04034,606.57264,243.82194
2023-06-28 21:00:00,3.457186441818765,295.42204696177464,279.1264622716688,404.68190607210767,3.164639195496717,450.55064,1109.49192,8683.76703,8725.66272,561.58137,243.35441
2023-06-28 22:00:00,3.9866523533300553,294.4864583499537,279.59479001610225,845.2633804937379,3.42778320585212,449.19494,1110.7817,8660.17294,8254.03772,548.91674,245.35934
2023-06-28 23:00:00,3.9866523533300553,294.4864583499537,279.59479001610225,845.2633804937379,3.42778320585212,449.93931,1110.18976,8719.31498,7862.90729,528.86332,244.5463
2023-06-29 00:00:00,3.9866523533300553,294.4864583499537,279.59479001610225,845.2633804937379,3.42778320585212,422.76027,1092.34472,9540.19976,5940.33099,245.40696,255.10964
2023-06-29 01:00:00,3.011539258112685,290.38742269241584,281.1613249652229,730.6502017062833,3.832761298515652,426.66231,1092.26089,9615.50443,6781.57117,243.38489,253.89162
2023-06-29 02:00:00,3.011539258112685,290.38742269241584,281.1613249652229,730.6502017062833,3.832761298515652,423.69059,1096.70504,9703.6341,6201.96503,219.83024,252.67946
2023-06-29 03:00:00,3.011539258112685,290.38742269241584,281.1613249652229,730.6502017062833,3.832761298515652,426.15367,1098.1079,9456.9852,4491.63892,191.64574,252.51617
2023-06-29 04:00:00,2.346307895156277,287.2623059486891,280.708872906704,225.8904838791157,4.159165076537455,420.80504,1099.08987,9067.48267,2943.20966,205.49138,252.18594
2023-06-29 05:00:00,2.346307895156277,287.2623059486891,280.708872906704,225.8904838791157,4.159165076537455,414.33203,1100.06571,8644.7492,2154.61342,223.70012,250.19484
2023-06-29 06:00:00,2.346307895156277,287.2623059486891,280.708872906704,225.8904838791157,4.159165076537455,398.80018,1100.07395,8056.32617,1603.77821,250.4089,250.01799
