UTC time,nat_gas,nuclear,hydro,solar,wind,other
2023-08-15 00:00:00,879.0,1120.0,9705.0,126.0,229.0,200.0
2023-08-15 01:00:00,878.0,1120.0,9844.0,126.0,145.0,203.0
2023-08-15 02:00:00,885.0,1122.0,10129.0,97.0,95.0,202.0
2023-08-15 03:00:00,908.0,1122.0,10033.0,46.0,60.0,200.0
2023-08-15 04:00:00,935.0,1124.0,9661.0,28.0,34.0,200.0
2023-08-15 05:00:00,910.0,1127.0,8736.0,9.0,14.0,192.0
2023-08-15 06:00:00,902.0,1128.0,8230.0,0.0,4.0,176.0
2023-08-15 07:00:00,901.0,1127.0,6845.0,8.0,11.0,176.0
2023-08-15 08:00:00,881.0,1128.0,6151.0,0.0,14.0,168.0
2023-08-15 09:00:00,884.0,1126.0,5503.0,0.0,23.0,171.0
2023-08-15 10:00:00,909.0,1129.0,5184.0,0.0,20.0,170.0
2023-08-15 11:00:00,910.0,1131.0,5017.0,0.0,31.0,181.0
2023-08-15 12:00:00,910.0,1131.0,5016.0,0.0,26.0,191.0
2023-08-15 13:00:00,912.0,1132.0,5271.0,0.0,15.0,196.0
2023-08-15 14:00:00,923.0,1133.0,6500.0,9.0,3.0,202.0
2023-08-15 15:00:00,923.0,1133.0,6752.0,64.0,7.0,201.0
2023-08-15 16:00:00,922.0,1130.0,7313.0,110.0,3.0,205.0
2023-08-15 17:00:00,918.0,1127.0,7712.0,113.0,0.0,201.0
2023-08-15 18:00:00,917.0,1125.0,8046.0,113.0,6.0,201.0
2023-08-15 19:00:00,915.0,1123.0,8684.0,117.0,18.0,206.0
2023-08-15 20:00:00,911.0,1121.0,9291.0,122.0,50.0,200.0
2023-08-15 21:00:00,912.0,1119.0,9697.0,121.0,57.0,199.0
2023-08-15 22:00:00,909.0,1117.0,10128.0,119.0,91.0,191.0
2023-08-15 23:00:00,909.0,1115.0,10262.0,88.0,192.0,194.0
