,UTC time,creation_time (UTC),version,carbon_intensity,nat_gas,nuclear,hydro,solar,wind,other
0,2023-08-15 00:00:00,2023-08-18 21:41:24,3.0,35.91,879.0,1120.0,9705.0,126.0,229.0,200.0
1,2023-08-15 01:00:00,2023-08-18 21:41:24,3.0,35.85,878.0,1120.0,9844.0,126.0,145.0,203.0
2,2023-08-15 02:00:00,2023-08-18 21:41:24,3.0,35.4,885.0,1122.0,10129.0,97.0,95.0,202.0
3,2023-08-15 03:00:00,2023-08-18 21:41:24,3.0,36.46,908.0,1122.0,10033.0,46.0,60.0,200.0
4,2023-08-15 04:00:00,2023-08-18 21:41:24,3.0,38.47,935.0,1124.0,9661.0,28.0,34.0,200.0
5,2023-08-15 05:00:00,2023-08-18 21:41:24,3.0,40.69,910.0,1127.0,8736.0,9.0,14.0,192.0
6,2023-08-15 06:00:00,2023-08-18 21:41:24,3.0,41.66,902.0,1128.0,8230.0,0.0,4.0,176.0
7,2023-08-15 07:00:00,2023-08-18 21:41:24,3.0,47.92,901.0,1127.0,6845.0,8.0,11.0,176.0
8,2023-08-15 08:00:00,2023-08-18 21:41:24,3.0,50.66,881.0,1128.0,6151.0,0.0,14.0,168.0
9,2023-08-15 09:00:00,2023-08-18 21:41:24,3.0,55.2,884.0,1126.0,5503.0,0.0,23.0,171.0
10,2023-08-15 10:00:00,2023-08-18 21:41:24,3.0,58.56,909.0,1129.0,5184.0,0.0,20.0,170.0
11,2023-08-15 11:00:00,2023-08-18 21:41:24,3.0,60.63,910.0,1131.0,5017.0,0.0,31.0,181.0
12,2023-08-15 12:00:00,2023-08-18 21:41:24,3.0,61.39,910.0,1131.0,5016.0,0.0,26.0,191.0
13,2023-08-15 13:00:00,2023-08-18 21:41:24,3.0,59.81,912.0,1132.0,5271.0,0.0,15.0,196.0
14,2023-08-15 14:00:00,2023-08-18 21:41:24,3.0,52.18,923.0,1133.0,6500.0,9.0,3.0,202.0
15,2023-08-15 15:00:00,2023-08-18 21:41:24,3.0,50.34,923.0,1133.0,6752.0,64.0,7.0,201.0
16,2023-08-15 16:00:00,2023-08-18 21:41:24,3.0,47.4,922.0,1130.0,7313.0,110.0,3.0,205.0
17,2023-08-15 17:00:00,2023-08-18 21:41:24,3.0,45.2,918.0,1127.0,7712.0,113.0,0.0,201.0
18,2023-08-15 18:00:00,2023-08-18 21:41:24,3.0,43.7,917.0,1125.0,8046.0,113.0,6.0,201.0
19,2023-08-15 19:00:00,2023-08-18 21:41:24,3.0,41.31,915.0,1123.0,8684.0,117.0,18.0,206.0
20,2023-08-15 20:00:00,2023-08-18 21:41:24,3.0,38.65,911.0,1121.0,9291.0,122.0,50.0,200.0
21,2023-08-15 21:00:00,2023-08-18 21:41:24,3.0,37.33,912.0,1119.0,9697.0,121.0,57.0,199.0
22,2023-08-15 22:00:00,2023-08-18 21:41:24,3.0,35.54,909.0,1117.0,10128.0,119.0,91.0,191.0
23,2023-08-15 23:00:00,2023-08-18 21:41:24,3.0,35.1,909.0,1115.0,10262.0,88.0,192.0,194.0
