,UTC time,creation_time (UTC),version,carbon_intensity,nat_gas,nuclear,hydro,solar,wind,other
0,2023-08-09 00:00:00,2023-08-13 18:01:21,3.0,75.12,972.0,1130.0,8029.0,126.0,119.0,144.0
1,2023-08-09 01:00:00,2023-08-13 18:01:21,3.0,72.8,971.0,1129.0,8469.0,125.0,192.0,147.0
2,2023-08-09 02:00:00,2023-08-13 18:01:21,3.0,69.7,968.0,1128.0,9092.0,99.0,270.0,146.0
3,2023-08-09 03:00:00,2023-08-13 18:01:21,3.0,69.04,968.0,1127.0,9105.0,50.0,371.0,142.0
4,2023-08-09 04:00:00,2023-08-13 18:01:21,3.0,70.95,972.0,1129.0,8538.0,30.0,506.0,145.0
5,2023-08-09 05:00:00,2023-08-13 18:01:21,3.0,72.17,920.0,1129.0,7566.0,11.0,688.0,144.0
6,2023-08-09 06:00:00,2023-08-13 18:01:21,3.0,69.35,779.0,1131.0,6535.0,0.0,874.0,134.0
7,2023-08-09 07:00:00,2023-08-13 18:01:21,3.0,70.24,773.0,1132.0,5981.0,0.0,1120.0,134.0
8,2023-08-09 08:00:00,2023-08-13 18:01:21,3.0,69.13,729.0,1135.0,5807.0,0.0,1119.0,135.0
9,2023-08-09 09:00:00,2023-08-13 18:01:21,3.0,69.68,727.0,1133.0,5599.0,0.0,1207.0,137.0
10,2023-08-09 10:00:00,2023-08-13 18:01:21,3.0,70.18,727.0,1137.0,5314.0,0.0,1404.0,142.0
11,2023-08-09 11:00:00,2023-08-13 18:01:21,3.0,70.34,730.0,1137.0,5254.0,0.0,1481.0,145.0
12,2023-08-09 12:00:00,2023-08-13 18:01:21,3.0,70.75,733.0,1138.0,5267.0,0.0,1420.0,144.0
13,2023-08-09 13:00:00,2023-08-13 18:01:21,3.0,72.58,813.0,1137.0,5506.0,0.0,1536.0,146.0
14,2023-08-09 14:00:00,2023-08-13 18:01:21,3.0,77.76,949.0,1135.0,5599.0,5.0,1694.0,157.0
15,2023-08-09 15:00:00,2023-08-13 18:01:21,3.0,77.3,947.0,1135.0,5454.0,40.0,1801.0,152.0
16,2023-08-09 16:00:00,2023-08-13 18:01:21,3.0,76.15,934.0,1135.0,5865.0,74.0,1550.0,153.0
17,2023-08-09 17:00:00,2023-08-13 18:01:21,3.0,72.5,936.0,1140.0,6089.0,98.0,1928.0,151.0
18,2023-08-09 18:00:00,2023-08-13 18:01:21,3.0,70.46,931.0,1143.0,6309.0,102.0,2070.0,151.0
19,2023-08-09 19:00:00,2023-08-13 18:01:21,3.0,70.5,931.0,1142.0,6506.0,123.0,1912.0,152.0
20,2023-08-09 20:00:00,2023-08-13 18:01:21,3.0,69.25,925.0,1141.0,6733.0,129.0,1890.0,149.0
21,2023-08-09 21:00:00,2023-08-13 18:01:21,3.0,69.02,919.0,1129.0,6897.0,109.0,1825.0,153.0
22,2023-08-09 22:00:00,2023-08-13 18:01:21,3.0,67.94,921.0,1126.0,7060.0,117.0,1912.0,152.0
23,2023-08-09 23:00:00,2023-08-13 18:01:21,3.0,66.23,924.0,1126.0,7311.0,94.0,2034.0,146.0
