UTC time,oil,wind,biomass,hydro,nat_gas,nuclear,solar,coal
2023-01-01 00:00,0.0,0.0,17.0,158.0,45.0,699.0,0.0,36.0
2023-01-01 01:00,0.0,0.0,17.0,157.0,47.0,699.0,0.0,40.0
2023-01-01 02:00,0.0,0.0,17.0,157.0,52.0,698.0,0.0,37.0
2023-01-01 03:00,0.0,0.0,17.0,158.0,48.0,698.0,0.0,35.0
2023-01-01 04:00,0.0,0.0,17.0,158.0,48.0,698.0,0.0,35.0
2023-01-01 05:00,0.0,0.0,17.0,214.0,49.0,698.0,0.0,36.0
2023-01-01 06:00,0.0,0.0,17.0,235.0,50.0,698.0,0.0,36.0
2023-01-01 07:00,0.0,0.0,17.0,231.0,52.0,698.0,10.0,36.0
2023-01-01 08:00,0.0,0.0,17.0,282.0,58.0,698.0,28.0,36.0
2023-01-01 09:00,0.0,0.0,17.0,277.0,51.0,698.0,50.0,36.0
2023-01-01 10:00,0.0,0.0,16.0,241.0,49.0,698.0,64.0,36.0
2023-01-01 11:00,0.0,0.0,17.0,227.0,48.0,699.0,66.0,36.0
2023-01-01 12:00,0.0,0.0,16.0,340.0,47.0,699.0,50.0,36.0
2023-01-01 13:00,0.0,0.0,16.0,351.0,52.0,699.0,27.0,36.0
2023-01-01 14:00,0.0,0.0,16.0,450.0,57.0,699.0,9.0,36.0
2023-01-01 15:00,0.0,0.0,17.0,554.0,52.0,699.0,0.0,36.0
2023-01-01 16:00,0.0,0.0,17.0,615.0,50.0,698.0,0.0,36.0
2023-01-01 17:00,0.0,0.0,17.0,584.0,49.0,698.0,0.0,36.0
2023-01-01 18:00,0.0,0.0,18.0,689.0,47.0,698.0,0.0,36.0
2023-01-01 19:00,0.0,0.0,17.0,640.0,50.0,698.0,0.0,36.0
2023-01-01 20:00,0.0,0.0,18.0,443.0,53.0,698.0,0.0,36.0
2023-01-01 21:00,0.0,0.0,18.0,346.0,46.0,698.0,0.0,36.0
2023-01-01 22:00,0.0,0.0,17.0,199.0,42.0,698.0,0.0,36.0
2023-01-01 23:00,0.0,0.0,17.0,141.0,41.0,698.0,0.0,35.0
2023-01-02 00:00,0.0,0.0,16.0,140.0,42.0,698.0,0.0,35.0
2023-01-02 01:00,0.0,0.0,16.0,136.0,45.0,698.0,0.0,35.0
2023-01-02 02:00,0.0,0.0,16.0,134.0,49.0,698.0,0.0,35.0
2023-01-02 03:00,0.0,0.0,16.0,136.0,44.0,698.0,0.0,35.0
2023-01-02 04:00,0.0,0.0,16.0,140.0,46.0,698.0,0.0,35.0
2023-01-02 05:00,0.0,0.0,16.0,244.0,46.0,698.0,0.0,35.0
2023-01-02 06:00,0.0,0.0,16.0,417.0,48.0,698.0,0.0,35.0
2023-01-02 07:00,0.0,0.0,17.0,467.0,52.0,698.0,11.0,35.0
2023-01-02 08:00,0.0,0.0,16.0,433.0,56.0,698.0,31.0,35.0
2023-01-02 09:00,0.0,0.0,16.0,380.0,48.0,698.0,49.0,35.0
2023-01-02 10:00,0.0,0.0,17.0,339.0,47.0,698.0,60.0,35.0
2023-01-02 11:00,0.0,0.0,16.0,394.0,47.0,698.0,65.0,35.0
2023-01-02 12:00,0.0,0.0,16.0,347.0,45.0,698.0,54.0,35.0
2023-01-02 13:00,0.0,0.0,16.0,373.0,50.0,698.0,30.0,35.0
2023-01-02 14:00,0.0,0.0,16.0,467.0,55.0,698.0,9.0,35.0
2023-01-02 15:00,0.0,0.0,16.0,683.0,48.0,698.0,0.0,35.0
2023-01-02 16:00,0.0,0.0,16.0,771.0,47.0,698.0,0.0,35.0
2023-01-02 17:00,0.0,0.0,16.0,780.0,47.0,698.0,0.0,35.0
2023-01-02 18:00,0.0,0.0,17.0,762.0,44.0,698.0,0.0,35.0
2023-01-02 19:00,0.0,0.0,16.0,635.0,47.0,698.0,0.0,35.0
2023-01-02 20:00,0.0,0.0,17.0,509.0,52.0,698.0,0.0,35.0
2023-01-02 21:00,0.0,0.0,17.0,347.0,43.0,698.0,0.0,35.0
2023-01-02 22:00,0.0,0.0,16.0,230.0,40.0,698.0,0.0,35.0
2023-01-02 23:00,0.0,0.0,17.0,138.0,39.0,698.0,0.0,36.0
2023-01-03 00:00,0.0,0.0,16.0,137.0,41.0,698.0,0.0,36.0
2023-01-03 01:00,0.0,0.0,16.0,136.0,43.0,698.0,0.0,36.0
2023-01-03 02:00,0.0,0.0,16.0,136.0,49.0,698.0,0.0,35.0
2023-01-03 03:00,0.0,0.0,16.0,136.0,42.0,698.0,0.0,35.0
2023-01-03 04:00,0.0,0.0,15.0,137.0,43.0,698.0,0.0,36.0
2023-01-03 05:00,0.0,0.0,15.0,163.0,45.0,698.0,0.0,35.0
2023-01-03 06:00,0.0,0.0,15.0,404.0,45.0,698.0,0.0,35.0
2023-01-03 07:00,0.0,0.0,15.0,652.0,50.0,697.0,7.0,35.0
2023-01-03 08:00,0.0,0.0,15.0,673.0,54.0,698.0,18.0,35.0
2023-01-03 09:00,0.0,0.0,15.0,659.0,46.0,698.0,27.0,36.0
2023-01-03 10:00,0.0,0.0,15.0,496.0,43.0,698.0,33.0,36.0
2023-01-03 11:00,0.0,0.0,15.0,457.0,42.0,698.0,33.0,36.0
2023-01-03 12:00,0.0,0.0,14.0,386.0,44.0,698.0,24.0,36.0
2023-01-03 13:00,0.0,0.0,15.0,363.0,49.0,698.0,13.0,36.0
